Tid,GodkjenteProsent,PolitParti,Region
2025 2025,6.2,06 Sosialistisk Venstreparti,4621 Voss
2021 2021,2.8,07 Venstre,4621 Voss
2025 2025,2.6,07 Venstre,4621 Voss
2021 2021,3.4,08 Miljøpartiet de Grønne,4621 Voss
2025 2025,4.3,08 Miljøpartiet de Grønne,4621 Voss
2021 2021,4.3,55 Rødt,4621 Voss
2025 2025,5.1,55 Rødt,4621 Voss
2021 2021,20.4,01 Arbeiderpartiet,4622 Kvam
2025 2025,24.7,01 Arbeiderpartiet,4622 Kvam
2021 2021,15.2,02 Fremskrittspartiet,4622 Kvam
2025 2025,25.1,02 Fremskrittspartiet,4622 Kvam
2021 2021,15.5,03 Høyre,4622 Kvam
2025 2025,11.4,03 Høyre,4622 Kvam
2021 2021,7.1,04 Kristelig Folkeparti,4622 Kvam
2025 2025,7.2,04 Kristelig Folkeparti,4622 Kvam
2021 2021,22.5,05 Senterpartiet,4622 Kvam
2025 2025,12.2,05 Senterpartiet,4622 Kvam
2021 2021,6.4,06 Sosialistisk Venstreparti,4622 Kvam
2025 2025,3.1,06 Sosialistisk Venstreparti,4622 Kvam
2021 2021,2.5,07 Venstre,4622 Kvam
2025 2025,2.9,07 Venstre,4622 Kvam
2021 2021,3.1,08 Miljøpartiet de Grønne,4622 Kvam
2025 2025,4.0,08 Miljøpartiet de Grønne,4622 Kvam
2021 2021,3.6,55 Rødt,4622 Kvam
2025 2025,4.9,55 Rødt,4622 Kvam
2021 2021,25.0,01 Arbeiderpartiet,4623 Samnanger
2025 2025,28.3,01 Arbeiderpartiet,4623 Samnanger
2021 2021,18.2,02 Fremskrittspartiet,4623 Samnanger
2025 2025,29.9,02 Fremskrittspartiet,4623 Samnanger
2021 2021,14.0,03 Høyre,4623 Samnanger
2025 2025,8.8,03 Høyre,4623 Samnanger
2021 2021,6.2,04 Kristelig Folkeparti,4623 Samnanger
2025 2025,7.1,04 Kristelig Folkeparti,4623 Samnanger
2021 2021,19.1,05 Senterpartiet,4623 Samnanger
2025 2025,8.1,05 Senterpartiet,4623 Samnanger
2021 2021,4.9,06 Sosialistisk Venstreparti,4623 Samnanger
2025 2025,2.5,06 Sosialistisk Venstreparti,4623 Samnanger
2021 2021,1.6,07 Venstre,4623 Samnanger
2025 2025,1.8,07 Venstre,4623 Samnanger
2021 2021,2.1,08 Miljøpartiet de Grønne,4623 Samnanger
2025 2025,3.3,08 Miljøpartiet de Grønne,4623 Samnanger
2021 2021,4.1,55 Rødt,4623 Samnanger
2025 2025,4.9,55 Rødt,4623 Samnanger
2021 2021,19.8,01 Arbeiderpartiet,4624 Bjørnafjorden
2025 2025,22.2,01 Arbeiderpartiet,4624 Bjørnafjorden
2021 2021,20.5,02 Fremskrittspartiet,4624 Bjørnafjorden
2025 2025,31.8,02 Fremskrittspartiet,4624 Bjørnafjorden
2021 2021,24.7,03 Høyre,4624 Bjørnafjorden
2025 2025,16.3,03 Høyre,4624 Bjørnafjorden
2021 2021,4.1,04 Kristelig Folkeparti,4624 Bjørnafjorden
2025 2025,4.6,04 Kristelig Folkeparti,4624 Bjørnafjorden
2021 2021,11.8,05 Senterpartiet,4624 Bjørnafjorden
2025 2025,4.9,05 Senterpartiet,4624 Bjørnafjorden
2021 2021,6.3,06 Sosialistisk Venstreparti,4624 Bjørnafjorden
2025 2025,4.0,06 Sosialistisk Venstreparti,4624 Bjørnafjorden
2021 2021,3.3,07 Venstre,4624 Bjørnafjorden
2025 2025,3.0,07 Venstre,4624 Bjørnafjorden
2021 2021,3.3,08 Miljøpartiet de Grønne,4624 Bjørnafjorden
2025 2025,4.0,08 Miljøpartiet de Grønne,4624 Bjørnafjorden
2021 2021,3.1,55 Rødt,4624 Bjørnafjorden
2025 2025,3.7,55 Rødt,4624 Bjørnafjorden
2021 2021,13.5,01 Arbeiderpartiet,4625 Austevoll
2025 2025,14.5,01 Arbeiderpartiet,4625 Austevoll
2021 2021,25.2,02 Fremskrittspartiet,4625 Austevoll
2025 2025,41.1,02 Fremskrittspartiet,4625 Austevoll
2021 2021,35.7,03 Høyre,4625 Austevoll
2025 2025,22.8,03 Høyre,4625 Austevoll
2021 2021,6.4,04 Kristelig Folkeparti,4625 Austevoll
2025 2025,6.5,04 Kristelig Folkeparti,4625 Austevoll
2021 2021,6.9,05 Senterpartiet,4625 Austevoll
2025 2025,2.0,05 Senterpartiet,4625 Austevoll
2021 2021,3.9,06 Sosialistisk Venstreparti,4625 Austevoll
2025 2025,2.1,06 Sosialistisk Venstreparti,4625 Austevoll
2021 2021,1.7,07 Venstre,4625 Austevoll
2025 2025,2.1,07 Venstre,4625 Austevoll
2021 2021,1.6,08 Miljøpartiet de Grønne,4625 Austevoll
2025 2025,1.8,08 Miljøpartiet de Grønne,4625 Austevoll
2021 2021,2.2,55 Rødt,4625 Austevoll
2025 2025,2.7,55 Rødt,4625 Austevoll
2021 2021,19.2,01 Arbeiderpartiet,4626 Øygarden
2025 2025,21.1,01 Arbeiderpartiet,4626 Øygarden
2021 2021,19.1,02 Fremskrittspartiet,4626 Øygarden
2025 2025,34.7,02 Fremskrittspartiet,4626 Øygarden
2021 2021,27.9,03 Høyre,4626 Øygarden
2025 2025,17.0,03 Høyre,4626 Øygarden
2021 2021,7.9,04 Kristelig Folkeparti,4626 Øygarden
2025 2025,8.0,04 Kristelig Folkeparti,4626 Øygarden
2021 2021,8.2,05 Senterpartiet,4626 Øygarden
2025 2025,2.6,05 Senterpartiet,4626 Øygarden
2021 2021,5.2,06 Sosialistisk Venstreparti,4626 Øygarden
2025 2025,3.3,06 Sosialistisk Venstreparti,4626 Øygarden
2021 2021,2.5,07 Venstre,4626 Øygarden
2025 2025,2.3,07 Venstre,4626 Øygarden
2021 2021,1.9,08 Miljøpartiet de Grønne,4626 Øygarden
2025 2025,2.4,08 Miljøpartiet de Grønne,4626 Øygarden
2021 2021,2.7,55 Rødt,4626 Øygarden
2025 2025,3.5,55 Rødt,4626 Øygarden
2021 2021,24.3,01 Arbeiderpartiet,4627 Askøy
2025 2025,26.7,01 Arbeiderpartiet,4627 Askøy
2021 2021,15.7,02 Fremskrittspartiet,4627 Askøy
2025 2025,30.3,02 Fremskrittspartiet,4627 Askøy
2021 2021,26.9,03 Høyre,4627 Askøy
2025 2025,16.7,03 Høyre,4627 Askøy
2021 2021,4.4,04 Kristelig Folkeparti,4627 Askøy
2025 2025,4.1,04 Kristelig Folkeparti,4627 Askøy
2021 2021,6.6,05 Senterpartiet,4627 Askøy
2025 2025,2.2,05 Senterpartiet,4627 Askøy
2021 2021,7.7,06 Sosialistisk Venstreparti,4627 Askøy
2025 2025,4.8,06 Sosialistisk Venstreparti,4627 Askøy
2021 2021,3.7,07 Venstre,4627 Askøy
2025 2025,2.7,07 Venstre,4627 Askøy
2021 2021,2.9,08 Miljøpartiet de Grønne,4627 Askøy
2025 2025,3.4,08 Miljøpartiet de Grønne,4627 Askøy
2021 2021,3.6,55 Rødt,4627 Askøy
2025 2025,4.0,55 Rødt,4627 Askøy
2021 2021,30.0,01 Arbeiderpartiet,4628 Vaksdal
2025 2025,31.7,01 Arbeiderpartiet,4628 Vaksdal
2021 2021,11.9,02 Fremskrittspartiet,4628 Vaksdal
2025 2025,23.0,02 Fremskrittspartiet,4628 Vaksdal
2021 2021,13.8,03 Høyre,4628 Vaksdal
2025 2025,10.3,03 Høyre,4628 Vaksdal
2021 2021,4.7,04 Kristelig Folkeparti,4628 Vaksdal
2025 2025,4.0,04 Kristelig Folkeparti,4628 Vaksdal
2021 2021,19.4,05 Senterpartiet,4628 Vaksdal
2025 2025,9.9,05 Senterpartiet,4628 Vaksdal
2021 2021,8.1,06 Sosialistisk Venstreparti,4628 Vaksdal
2025 2025,5.8,06 Sosialistisk Venstreparti,4628 Vaksdal
2021 2021,1.3,07 Venstre,4628 Vaksdal
2025 2025,1.1,07 Venstre,4628 Vaksdal
2021 2021,2.0,08 Miljøpartiet de Grønne,4628 Vaksdal
2025 2025,3.0,08 Miljøpartiet de Grønne,4628 Vaksdal
2021 2021,4.5,55 Rødt,4628 Vaksdal
2025 2025,6.1,55 Rødt,4628 Vaksdal
2021 2021,23.1,01 Arbeiderpartiet,4629 Modalen
2025 2025,19.1,01 Arbeiderpartiet,4629 Modalen
2021 2021,5.8,02 Fremskrittspartiet,4629 Modalen
2025 2025,19.5,02 Fremskrittspartiet,4629 Modalen
2021 2021,12.5,03 Høyre,4629 Modalen
2025 2025,13.2,03 Høyre,4629 Modalen
2021 2021,6.3,04 Kristelig Folkeparti,4629 Modalen
2025 2025,5.5,04 Kristelig Folkeparti,4629 Modalen
2021 2021,30.8,05 Senterpartiet,4629 Modalen
2025 2025,19.5,05 Senterpartiet,4629 Modalen
2021 2021,4.8,06 Sosialistisk Venstreparti,4629 Modalen
2025 2025,4.5,06 Sosialistisk Venstreparti,4629 Modalen
2021 2021,2.4,07 Venstre,4629 Modalen
2025 2025,2.7,07 Venstre,4629 Modalen
2021 2021,4.8,08 Miljøpartiet de Grønne,4629 Modalen
2025 2025,4.5,08 Miljøpartiet de Grønne,4629 Modalen
2021 2021,3.8,55 Rødt,4629 Modalen
2025 2025,5.9,55 Rødt,4629 Modalen
2021 2021,21.2,01 Arbeiderpartiet,4630 Osterøy
2025 2025,23.7,01 Arbeiderpartiet,4630 Osterøy
2021 2021,17.6,02 Fremskrittspartiet,4630 Osterøy
2025 2025,28.3,02 Fremskrittspartiet,4630 Osterøy
2021 2021,19.8,03 Høyre,4630 Osterøy
2025 2025,13.3,03 Høyre,4630 Osterøy
2021 2021,6.5,04 Kristelig Folkeparti,4630 Osterøy
2025 2025,6.6,04 Kristelig Folkeparti,4630 Osterøy
2021 2021,16.5,05 Senterpartiet,4630 Osterøy
2025 2025,9.4,05 Senterpartiet,4630 Osterøy
2021 2021,6.6,06 Sosialistisk Venstreparti,4630 Osterøy
2025 2025,3.6,06 Sosialistisk Venstreparti,4630 Osterøy
2021 2021,2.3,07 Venstre,4630 Osterøy
2025 2025,2.7,07 Venstre,4630 Osterøy
2021 2021,2.3,08 Miljøpartiet de Grønne,4630 Osterøy
2025 2025,3.2,08 Miljøpartiet de Grønne,4630 Osterøy
2021 2021,3.4,55 Rødt,4630 Osterøy
2025 2025,4.1,55 Rødt,4630 Osterøy
2021 2021,19.9,01 Arbeiderpartiet,4631 Alver
2025 2025,23.6,01 Arbeiderpartiet,4631 Alver
2021 2021,15.4,02 Fremskrittspartiet,4631 Alver
2025 2025,27.7,02 Fremskrittspartiet,4631 Alver
2021 2021,21.3,03 Høyre,4631 Alver
2025 2025,13.4,03 Høyre,4631 Alver
2021 2021,9.5,04 Kristelig Folkeparti,4631 Alver
2025 2025,9.4,04 Kristelig Folkeparti,4631 Alver
2021 2021,17.2,05 Senterpartiet,4631 Alver
2025 2025,8.4,05 Senterpartiet,4631 Alver
2021 2021,5.1,06 Sosialistisk Venstreparti,4631 Alver
2025 2025,3.5,06 Sosialistisk Venstreparti,4631 Alver
2021 2021,2.3,07 Venstre,4631 Alver
2025 2025,2.0,07 Venstre,4631 Alver
2021 2021,2.0,08 Miljøpartiet de Grønne,4631 Alver
2025 2025,2.8,08 Miljøpartiet de Grønne,4631 Alver
2021 2021,3.1,55 Rødt,4631 Alver
2025 2025,4.1,55 Rødt,4631 Alver
2021 2021,23.5,01 Arbeiderpartiet,4632 Austrheim
2025 2025,25.3,01 Arbeiderpartiet,4632 Austrheim
2021 2021,17.6,02 Fremskrittspartiet,4632 Austrheim
2025 2025,31.1,02 Fremskrittspartiet,4632 Austrheim
2021 2021,27.8,03 Høyre,4632 Austrheim
2025 2025,17.0,03 Høyre,4632 Austrheim
2021 2021,5.1,04 Kristelig Folkeparti,4632 Austrheim
2025 2025,5.8,04 Kristelig Folkeparti,4632 Austrheim
2021 2021,14.9,05 Senterpartiet,4632 Austrheim
2025 2025,7.9,05 Senterpartiet,4632 Austrheim
2021 2021,2.6,06 Sosialistisk Venstreparti,4632 Austrheim
2025 2025,2.6,06 Sosialistisk Venstreparti,4632 Austrheim
2021 2021,2.0,07 Venstre,4632 Austrheim
2025 2025,1.4,07 Venstre,4632 Austrheim
2021 2021,1.1,08 Miljøpartiet de Grønne,4632 Austrheim
2025 2025,1.6,08 Miljøpartiet de Grønne,4632 Austrheim
2021 2021,2.0,55 Rødt,4632 Austrheim
2025 2025,3.4,55 Rødt,4632 Austrheim
2021 2021,27.2,01 Arbeiderpartiet,4633 Fedje
2025 2025,28.8,01 Arbeiderpartiet,4633 Fedje
2021 2021,13.8,02 Fremskrittspartiet,4633 Fedje
2025 2025,23.5,02 Fremskrittspartiet,4633 Fedje
2021 2021,23.6,03 Høyre,4633 Fedje
2025 2025,15.3,03 Høyre,4633 Fedje
2021 2021,14.3,04 Kristelig Folkeparti,4633 Fedje
2025 2025,14.4,04 Kristelig Folkeparti,4633 Fedje
2021 2021,10.7,05 Senterpartiet,4633 Fedje
2025 2025,3.5,05 Senterpartiet,4633 Fedje
2021 2021,2.8,06 Sosialistisk Venstreparti,4633 Fedje
2025 2025,3.5,06 Sosialistisk Venstreparti,4633 Fedje
2021 2021,1.7,07 Venstre,4633 Fedje
2025 2025,0.9,07 Venstre,4633 Fedje
2021 2021,0.6,08 Miljøpartiet de Grønne,4633 Fedje
2025 2025,1.8,08 Miljøpartiet de Grønne,4633 Fedje
2021 2021,1.1,55 Rødt,4633 Fedje
2025 2025,1.5,55 Rødt,4633 Fedje
2021 2021,20.2,01 Arbeiderpartiet,4634 Masfjorden
2025 2025,23.3,01 Arbeiderpartiet,4634 Masfjorden
2021 2021,13.2,02 Fremskrittspartiet,4634 Masfjorden
2025 2025,29.3,02 Fremskrittspartiet,4634 Masfjorden
2021 2021,20.6,03 Høyre,4634 Masfjorden
2025 2025,15.0,03 Høyre,4634 Masfjorden
2021 2021,5.2,04 Kristelig Folkeparti,4634 Masfjorden
2025 2025,3.9,04 Kristelig Folkeparti,4634 Masfjorden
2021 2021,30.5,05 Senterpartiet,4634 Masfjorden
2025 2025,13.9,05 Senterpartiet,4634 Masfjorden
2021 2021,2.9,06 Sosialistisk Venstreparti,4634 Masfjorden
2025 2025,2.5,06 Sosialistisk Venstreparti,4634 Masfjorden
2021 2021,1.2,07 Venstre,4634 Masfjorden
2025 2025,1.4,07 Venstre,4634 Masfjorden
2021 2021,1.0,08 Miljøpartiet de Grønne,4634 Masfjorden
2025 2025,1.6,08 Miljøpartiet de Grønne,4634 Masfjorden
2021 2021,2.3,55 Rødt,4634 Masfjorden
2025 2025,4.5,55 Rødt,4634 Masfjorden
2021 2021,19.6,01 Arbeiderpartiet,4635 Gulen
2025 2025,23.3,01 Arbeiderpartiet,4635 Gulen
2021 2021,12.0,02 Fremskrittspartiet,4635 Gulen
2025 2025,24.4,02 Fremskrittspartiet,4635 Gulen
2021 2021,16.2,03 Høyre,4635 Gulen
2025 2025,11.7,03 Høyre,4635 Gulen
2021 2021,4.9,04 Kristelig Folkeparti,4635 Gulen
2025 2025,5.2,04 Kristelig Folkeparti,4635 Gulen
2021 2021,36.9,05 Senterpartiet,4635 Gulen
2025 2025,21.1,05 Senterpartiet,4635 Gulen
2021 2021,2.9,06 Sosialistisk Venstreparti,4635 Gulen
2025 2025,1.7,06 Sosialistisk Venstreparti,4635 Gulen
2021 2021,1.6,07 Venstre,4635 Gulen
2025 2025,1.8,07 Venstre,4635 Gulen
2021 2021,1.3,08 Miljøpartiet de Grønne,4635 Gulen
2025 2025,2.1,08 Miljøpartiet de Grønne,4635 Gulen
2021 2021,2.3,55 Rødt,4635 Gulen
2025 2025,3.6,55 Rødt,4635 Gulen
2021 2021,21.6,01 Arbeiderpartiet,4636 Solund
2025 2025,26.7,01 Arbeiderpartiet,4636 Solund
2021 2021,7.6,02 Fremskrittspartiet,4636 Solund
2025 2025,21.1,02 Fremskrittspartiet,4636 Solund
2021 2021,21.4,03 Høyre,4636 Solund
2025 2025,15.7,03 Høyre,4636 Solund
2021 2021,1.8,04 Kristelig Folkeparti,4636 Solund
2025 2025,1.7,04 Kristelig Folkeparti,4636 Solund
2021 2021,33.3,05 Senterpartiet,4636 Solund
2025 2025,16.3,05 Senterpartiet,4636 Solund
2021 2021,4.1,06 Sosialistisk Venstreparti,4636 Solund
2025 2025,3.4,06 Sosialistisk Venstreparti,4636 Solund
2021 2021,1.4,07 Venstre,4636 Solund
2025 2025,4.5,07 Venstre,4636 Solund
2021 2021,2.3,08 Miljøpartiet de Grønne,4636 Solund
2025 2025,2.4,08 Miljøpartiet de Grønne,4636 Solund
2021 2021,3.7,55 Rødt,4636 Solund
2025 2025,3.2,55 Rødt,4636 Solund
2021 2021,28.6,01 Arbeiderpartiet,4637 Hyllestad
2025 2025,33.8,01 Arbeiderpartiet,4637 Hyllestad
2021 2021,7.2,02 Fremskrittspartiet,4637 Hyllestad
2025 2025,16.4,02 Fremskrittspartiet,4637 Hyllestad
2021 2021,9.3,03 Høyre,4637 Hyllestad
2025 2025,7.1,03 Høyre,4637 Hyllestad
2021 2021,4.2,04 Kristelig Folkeparti,4637 Hyllestad
2025 2025,3.8,04 Kristelig Folkeparti,4637 Hyllestad
2021 2021,37.8,05 Senterpartiet,4637 Hyllestad
2025 2025,24.7,05 Senterpartiet,4637 Hyllestad
2021 2021,3.4,06 Sosialistisk Venstreparti,4637 Hyllestad
2025 2025,1.3,06 Sosialistisk Venstreparti,4637 Hyllestad
2021 2021,1.0,07 Venstre,4637 Hyllestad
2025 2025,0.7,07 Venstre,4637 Hyllestad
2021 2021,1.0,08 Miljøpartiet de Grønne,4637 Hyllestad
2025 2025,2.0,08 Miljøpartiet de Grønne,4637 Hyllestad
2021 2021,4.4,55 Rødt,4637 Hyllestad
2025 2025,6.1,55 Rødt,4637 Hyllestad
2021 2021,35.1,01 Arbeiderpartiet,4638 Høyanger
2025 2025,35.0,01 Arbeiderpartiet,4638 Høyanger
2021 2021,8.0,02 Fremskrittspartiet,4638 Høyanger
2025 2025,19.6,02 Fremskrittspartiet,4638 Høyanger
2021 2021,9.3,03 Høyre,4638 Høyanger
2025 2025,8.1,03 Høyre,4638 Høyanger
2021 2021,1.8,04 Kristelig Folkeparti,4638 Høyanger
2025 2025,1.7,04 Kristelig Folkeparti,4638 Høyanger
2021 2021,25.3,05 Senterpartiet,4638 Høyanger
2025 2025,13.9,05 Senterpartiet,4638 Høyanger
2021 2021,5.6,06 Sosialistisk Venstreparti,4638 Høyanger
2025 2025,3.7,06 Sosialistisk Venstreparti,4638 Høyanger
2021 2021,1.3,07 Venstre,4638 Høyanger
2025 2025,0.9,07 Venstre,4638 Høyanger
2021 2021,1.3,08 Miljøpartiet de Grønne,4638 Høyanger
2025 2025,1.8,08 Miljøpartiet de Grønne,4638 Høyanger
2021 2021,8.9,55 Rødt,4638 Høyanger
2025 2025,10.9,55 Rødt,4638 Høyanger
2021 2021,29.9,01 Arbeiderpartiet,4639 Vik
2025 2025,37.5,01 Arbeiderpartiet,4639 Vik
2021 2021,6.1,02 Fremskrittspartiet,4639 Vik
2025 2025,16.6,02 Fremskrittspartiet,4639 Vik
2021 2021,7.1,03 Høyre,4639 Vik
2025 2025,5.6,03 Høyre,4639 Vik
2021 2021,1.8,04 Kristelig Folkeparti,4639 Vik
2025 2025,2.6,04 Kristelig Folkeparti,4639 Vik
2021 2021,46.6,05 Senterpartiet,4639 Vik
2025 2025,25.2,05 Senterpartiet,4639 Vik
2021 2021,3.8,06 Sosialistisk Venstreparti,4639 Vik
2025 2025,3.1,06 Sosialistisk Venstreparti,4639 Vik
2021 2021,1.3,07 Venstre,4639 Vik
2025 2025,0.9,07 Venstre,4639 Vik
2021 2021,0.7,08 Miljøpartiet de Grønne,4639 Vik
2025 2025,2.0,08 Miljøpartiet de Grønne,4639 Vik
2021 2021,1.3,55 Rødt,4639 Vik
2025 2025,3.2,55 Rødt,4639 Vik
2021 2021,26.2,01 Arbeiderpartiet,4640 Sogndal
2025 2025,34.9,01 Arbeiderpartiet,4640 Sogndal
2021 2021,6.5,02 Fremskrittspartiet,4640 Sogndal
2025 2025,17.7,02 Fremskrittspartiet,4640 Sogndal
2021 2021,12.2,03 Høyre,4640 Sogndal
2025 2025,8.4,03 Høyre,4640 Sogndal
2021 2021,4.6,04 Kristelig Folkeparti,4640 Sogndal
2025 2025,5.4,04 Kristelig Folkeparti,4640 Sogndal
2021 2021,29.8,05 Senterpartiet,4640 Sogndal
2025 2025,13.4,05 Senterpartiet,4640 Sogndal
2021 2021,8.8,06 Sosialistisk Venstreparti,4640 Sogndal
2025 2025,6.2,06 Sosialistisk Venstreparti,4640 Sogndal
2021 2021,3.4,07 Venstre,4640 Sogndal
2025 2025,2.6,07 Venstre,4640 Sogndal
2021 2021,3.7,08 Miljøpartiet de Grønne,4640 Sogndal
2025 2025,5.2,08 Miljøpartiet de Grønne,4640 Sogndal
2021 2021,3.2,55 Rødt,4640 Sogndal
2025 2025,3.8,55 Rødt,4640 Sogndal
2021 2021,29.0,01 Arbeiderpartiet,4641 Aurland
2025 2025,33.7,01 Arbeiderpartiet,4641 Aurland
2021 2021,8.2,02 Fremskrittspartiet,4641 Aurland
2025 2025,17.9,02 Fremskrittspartiet,4641 Aurland
2021 2021,14.0,03 Høyre,4641 Aurland
2025 2025,10.3,03 Høyre,4641 Aurland
2021 2021,0.8,04 Kristelig Folkeparti,4641 Aurland
2025 2025,1.7,04 Kristelig Folkeparti,4641 Aurland
2021 2021,30.5,05 Senterpartiet,4641 Aurland
2025 2025,15.9,05 Senterpartiet,4641 Aurland
2021 2021,4.8,06 Sosialistisk Venstreparti,4641 Aurland
2025 2025,4.0,06 Sosialistisk Venstreparti,4641 Aurland
2021 2021,2.6,07 Venstre,4641 Aurland
2025 2025,3.7,07 Venstre,4641 Aurland
2021 2021,4.1,08 Miljøpartiet de Grønne,4641 Aurland
2025 2025,5.3,08 Miljøpartiet de Grønne,4641 Aurland
2021 2021,4.2,55 Rødt,4641 Aurland
2025 2025,3.6,55 Rødt,4641 Aurland
2021 2021,29.6,01 Arbeiderpartiet,4642 Lærdal
2025 2025,33.2,01 Arbeiderpartiet,4642 Lærdal
2021 2021,7.9,02 Fremskrittspartiet,4642 Lærdal
2025 2025,19.6,02 Fremskrittspartiet,4642 Lærdal
2021 2021,12.1,03 Høyre,4642 Lærdal
2025 2025,8.9,03 Høyre,4642 Lærdal
2021 2021,0.6,04 Kristelig Folkeparti,4642 Lærdal
2025 2025,1.5,04 Kristelig Folkeparti,4642 Lærdal
2021 2021,34.2,05 Senterpartiet,4642 Lærdal
2025 2025,21.2,05 Senterpartiet,4642 Lærdal
2021 2021,6.9,06 Sosialistisk Venstreparti,4642 Lærdal
2025 2025,4.1,06 Sosialistisk Venstreparti,4642 Lærdal
2021 2021,1.4,07 Venstre,4642 Lærdal
2025 2025,1.8,07 Venstre,4642 Lærdal
2021 2021,1.9,08 Miljøpartiet de Grønne,4642 Lærdal
2025 2025,2.8,08 Miljøpartiet de Grønne,4642 Lærdal
2021 2021,3.8,55 Rødt,4642 Lærdal
2025 2025,4.1,55 Rødt,4642 Lærdal
2021 2021,58.0,01 Arbeiderpartiet,4643 Årdal
2025 2025,58.1,01 Arbeiderpartiet,4643 Årdal
2021 2021,4.4,02 Fremskrittspartiet,4643 Årdal
2025 2025,15.3,02 Fremskrittspartiet,4643 Årdal
2021 2021,7.2,03 Høyre,4643 Årdal
2025 2025,6.1,03 Høyre,4643 Årdal
2021 2021,0.4,04 Kristelig Folkeparti,4643 Årdal
2025 2025,0.8,04 Kristelig Folkeparti,4643 Årdal
2021 2021,19.3,05 Senterpartiet,4643 Årdal
2025 2025,7.4,05 Senterpartiet,4643 Årdal
2021 2021,2.9,06 Sosialistisk Venstreparti,4643 Årdal
2025 2025,2.7,06 Sosialistisk Venstreparti,4643 Årdal
2021 2021,1.2,07 Venstre,4643 Årdal
2025 2025,1.0,07 Venstre,4643 Årdal
2021 2021,1.3,08 Miljøpartiet de Grønne,4643 Årdal
2025 2025,2.3,08 Miljøpartiet de Grønne,4643 Årdal
2021 2021,3.5,55 Rødt,4643 Årdal
2025 2025,3.8,55 Rødt,4643 Årdal
2021 2021,29.8,01 Arbeiderpartiet,4644 Luster
2025 2025,39.4,01 Arbeiderpartiet,4644 Luster
2021 2021,6.2,02 Fremskrittspartiet,4644 Luster
2025 2025,14.4,02 Fremskrittspartiet,4644 Luster
2021 2021,8.6,03 Høyre,4644 Luster
2025 2025,6.1,03 Høyre,4644 Luster
2021 2021,5.0,04 Kristelig Folkeparti,4644 Luster
2025 2025,7.2,04 Kristelig Folkeparti,4644 Luster
2021 2021,37.3,05 Senterpartiet,4644 Luster
2025 2025,20.0,05 Senterpartiet,4644 Luster
2021 2021,4.4,06 Sosialistisk Venstreparti,4644 Luster
2025 2025,2.9,06 Sosialistisk Venstreparti,4644 Luster
2021 2021,2.0,07 Venstre,4644 Luster
2025 2025,1.4,07 Venstre,4644 Luster
2021 2021,2.3,08 Miljøpartiet de Grønne,4644 Luster
2025 2025,2.7,08 Miljøpartiet de Grønne,4644 Luster
2021 2021,2.7,55 Rødt,4644 Luster
2025 2025,3.2,55 Rødt,4644 Luster
2021 2021,18.4,01 Arbeiderpartiet,4645 Askvoll
2025 2025,24.0,01 Arbeiderpartiet,4645 Askvoll
2021 2021,10.9,02 Fremskrittspartiet,4645 Askvoll
2025 2025,21.5,02 Fremskrittspartiet,4645 Askvoll
2021 2021,14.4,03 Høyre,4645 Askvoll
2025 2025,10.2,03 Høyre,4645 Askvoll
2021 2021,6.2,04 Kristelig Folkeparti,4645 Askvoll
2025 2025,4.8,04 Kristelig Folkeparti,4645 Askvoll
2021 2021,34.2,05 Senterpartiet,4645 Askvoll
2025 2025,21.0,05 Senterpartiet,4645 Askvoll
2021 2021,6.2,06 Sosialistisk Venstreparti,4645 Askvoll
2025 2025,5.9,06 Sosialistisk Venstreparti,4645 Askvoll
2021 2021,2.9,07 Venstre,4645 Askvoll
2025 2025,3.2,07 Venstre,4645 Askvoll
2021 2021,1.4,08 Miljøpartiet de Grønne,4645 Askvoll
2025 2025,2.1,08 Miljøpartiet de Grønne,4645 Askvoll
2021 2021,2.7,55 Rødt,4645 Askvoll
2025 2025,3.2,55 Rødt,4645 Askvoll
2021 2021,23.2,01 Arbeiderpartiet,4646 Fjaler
2025 2025,27.9,01 Arbeiderpartiet,4646 Fjaler
2021 2021,7.8,02 Fremskrittspartiet,4646 Fjaler
2025 2025,15.5,02 Fremskrittspartiet,4646 Fjaler
2021 2021,11.3,03 Høyre,4646 Fjaler
2025 2025,9.4,03 Høyre,4646 Fjaler
2021 2021,3.0,04 Kristelig Folkeparti,4646 Fjaler
2025 2025,3.1,04 Kristelig Folkeparti,4646 Fjaler
2021 2021,34.1,05 Senterpartiet,4646 Fjaler
2025 2025,21.4,05 Senterpartiet,4646 Fjaler
2021 2021,7.8,06 Sosialistisk Venstreparti,4646 Fjaler
2025 2025,6.1,06 Sosialistisk Venstreparti,4646 Fjaler
2021 2021,3.4,07 Venstre,4646 Fjaler
2025 2025,3.2,07 Venstre,4646 Fjaler
2021 2021,3.4,08 Miljøpartiet de Grønne,4646 Fjaler
2025 2025,5.3,08 Miljøpartiet de Grønne,4646 Fjaler
2021 2021,4.0,55 Rødt,4646 Fjaler
2025 2025,4.7,55 Rødt,4646 Fjaler
2021 2021,26.5,01 Arbeiderpartiet,4647 Sunnfjord
2025 2025,30.5,01 Arbeiderpartiet,4647 Sunnfjord
2021 2021,6.7,02 Fremskrittspartiet,4647 Sunnfjord
2025 2025,17.9,02 Fremskrittspartiet,4647 Sunnfjord
2021 2021,16.5,03 Høyre,4647 Sunnfjord
2025 2025,11.3,03 Høyre,4647 Sunnfjord
