kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,reform_2017_20,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
3226,Aurskog-Høland,2007-2011,2007,2011,Akershus,Oslo/Akershus,3,797,False,1,7153.0,33.4,36.59,3.19,30.8,20.21,-10.59,5.24,16.29,11.05,11.1,9.11,-1.99,12.57,13.86,1.29,3.24,2.28,-0.96,3.65,1.65,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14246.0,9.5642,7.4688,14.4074,-3.04,-4.2,-0.89,-2.3274588818992084,2003-2007→2007-2011
3228,Nes,2007-2011,2007,2011,Akershus,Oslo/Akershus,3,826,False,0,8024.0,40.84,35.3,-5.54,24.59,20.23,-4.36,8.33,20.75,12.42,4.2,3.74,-0.46,11.5,9.73,-1.77,4.91,3.26,-1.65,5.63,6.08,0.45,0.0,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,18219.0,9.8102,4.5557,12.4631,2.92,0.74,1.67,-0.215327358024326,2003-2007→2007-2011
3230,Gjerdrum,2007-2011,2007,2011,Akershus,Oslo/Akershus,2,880,False,0,2553.0,30.43,33.43,3.0,14.41,9.7,-4.71,21.74,28.74,7.0,6.54,5.21,-1.33,10.5,8.92,-1.58,5.01,2.6,-2.41,11.36,11.39,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5353.0,8.5854,11.8999,28.6512,-2.02,-1.36,-1.67,-4.512941464795362,2003-2007→2007-2011
3232,Nittedal,2007-2011,2007,2011,Akershus,Oslo/Akershus,2,886,False,0,9488.0,25.17,34.36,9.19,24.98,13.95,-11.03,24.25,32.31,8.06,2.92,2.44,-0.48,5.51,3.42,-2.09,4.85,2.74,-2.11,7.5,9.68,2.18,0.0,0.0,0.0,2.02,1.09,-0.93,2.79,0.0,-2.79,19968.0,9.9019,5.9946,11.7358,-3.57,-7.18,7.64,5.916127714090111,2003-2007→2007-2011
3234,Lunner,2007-2011,2007,2011,Akershus,Oslo/Akershus,3,785,False,0,4125.0,30.64,39.18,8.54,17.45,8.22,-9.23,22.21,33.91,11.7,6.38,0.0,-6.38,8.22,7.04,-1.18,6.98,3.43,-3.55,8.12,5.79,-2.33,0.0,2.43,2.43,0.0,0.0,0.0,0.0,0.0,0.0,8522.0,9.0504,1.5489,2.6694,2.07,-2.21,7.79,6.714303979531475,2003-2007→2007-2011
3236,Jevnaker,2007-2011,2007,2011,Akershus,Oslo/Akershus,3,793,False,0,3115.0,56.47,51.67,-4.8,14.45,10.81,-3.64,15.06,23.56,8.5,0.0,0.0,0.0,6.68,5.86,-0.82,7.35,8.1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6238.0,8.7384,1.9397,4.8475,19.25,-3.06,-6.78,-7.82893552534196,2003-2007→2007-2011
3238,Nannestad,2007-2011,2007,2011,Akershus,Oslo/Akershus,3,834,False,0,4624.0,34.28,34.12,-0.16,25.52,20.12,-5.4,12.5,22.0,9.5,4.82,4.23,-0.59,10.45,7.14,-3.31,3.87,2.96,-0.91,8.56,9.44,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10536.0,9.2626,5.6188,21.075,3.7,-4.22,0.52,-2.2687298232566193,2003-2007→2007-2011
3240,Eidsvoll,2007-2011,2007,2011,Akershus,Oslo/Akershus,3,851,False,0,8576.0,24.43,35.98,11.55,20.29,14.81,-5.48,18.94,25.61,6.67,4.03,3.65,-0.38,12.22,7.63,-4.59,6.51,4.58,-1.93,1.92,3.2,1.28,0.0,0.0,0.0,1.12,0.66,-0.46,10.54,3.87,-6.67,19334.0,9.8696,9.279,19.2258,-4.13,2.5,2.83,1.0925054038149755,2003-2007→2007-2011
3242,Hurdal,2007-2011,2007,2011,Akershus,Oslo/Akershus,4,736,False,0,1310.0,23.13,23.53,0.4,20.38,16.64,-3.74,11.07,8.72,-2.35,10.38,8.65,-1.73,9.47,6.45,-3.02,8.78,3.15,-5.63,16.79,32.84,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2594.0,7.861,0.9638,-0.8706,-3.06,-1.01,2.94,2.226373265910557,2003-2007→2007-2011
3301,Drammen,2007-2011,2007,2011,Buskerud,Østlandet,2,912,False,1,39747.0,33.88,33.37,-0.51,19.59,10.18,-9.41,31.49,44.29,12.8,4.02,3.3,-0.72,1.04,1.03,-0.01,4.68,2.93,-1.75,2.5,3.72,1.22,0.0,0.39,0.39,0.7,0.65,-0.05,2.09,0.14,-1.95,87073.0,11.3745,6.7989,12.8926,2.71,-0.25,5.92,4.626896397453744,2003-2007→2007-2011
3303,Kongsberg,2007-2011,2007,2011,Buskerud,Østlandet,3,848,False,0,11130.0,37.97,35.82,-2.15,15.35,9.22,-6.13,17.33,18.46,1.13,3.98,4.47,0.49,8.93,8.9,-0.03,5.39,3.61,-1.78,8.09,17.64,9.55,0.0,0.0,0.0,2.96,1.89,-1.07,0.0,0.0,0.0,23644.0,10.0709,6.1157,11.5905,7.01,2.34,-2.79,-4.036148125643014,2003-2007→2007-2011
3305,Ringerike,2007-2011,2007,2011,Buskerud,Østlandet,3,838,False,0,12704.0,33.35,37.43,4.08,20.84,12.99,-7.85,15.67,27.15,11.48,2.94,2.78,-0.16,6.1,6.11,0.01,5.91,0.0,-5.91,9.52,6.1,-3.42,0.0,0.0,0.0,5.68,0.0,-5.68,0.0,7.45,7.45,28385.0,10.2536,1.9764,3.2679,0.5,1.18,-3.84,-4.675735875712223,2003-2007→2007-2011
3310,Hole,2007-2011,2007,2011,Buskerud,Østlandet,3,832,False,0,2777.0,18.47,18.54,0.07,13.32,7.18,-6.14,43.61,53.5,9.89,5.29,4.4,-0.89,9.9,7.91,-1.99,6.95,4.3,-2.65,2.45,4.18,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5436.0,8.6008,12.9507,22.2134,-2.66,-1.04,6.4,4.730377727030538,2003-2007→2007-2011
3312,Lier,2007-2011,2007,2011,Buskerud,Østlandet,2,887,False,0,10433.0,26.12,32.1,5.98,14.43,10.1,-4.33,39.65,39.94,0.29,3.12,2.96,-0.16,5.55,4.86,-0.69,4.86,3.34,-1.52,3.63,4.06,0.43,0.0,0.83,0.83,0.73,0.59,-0.14,1.91,1.23,-0.68,22257.0,10.0104,5.9442,9.4708,2.64,-1.22,6.93,5.957196024371463,2003-2007→2007-2011
3314,Øvre Eiker,2007-2011,2007,2011,Buskerud,Østlandet,3,848,False,0,7196.0,30.02,28.88,-1.14,14.81,9.85,-4.96,37.44,42.07,4.63,3.34,3.39,0.05,8.44,9.56,1.12,3.85,3.71,-0.14,1.2,1.95,0.75,0.0,0.0,0.0,0.92,0.59,-0.33,0.0,0.0,0.0,15956.0,9.6776,6.4615,11.7786,5.74,-1.98,4.32,3.1526998033834133,2003-2007→2007-2011
3316,Modum,2007-2011,2007,2011,Buskerud,Østlandet,3,812,False,0,5944.0,39.1,38.7,-0.4,12.42,12.46,0.04,7.65,15.21,7.56,4.19,3.68,-0.51,21.21,17.54,-3.67,5.1,3.13,-1.97,2.61,3.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,7.72,6.3,-1.42,12589.0,9.4406,2.7881,3.5697,-1.0,11.15,-1.59,-2.478009061576744,2003-2007→2007-2011
3318,Krødsherad,2007-2011,2007,2011,Buskerud,Østlandet,5,656,False,0,1144.0,30.51,40.46,9.95,7.34,2.28,-5.06,5.86,15.67,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.29,41.59,-14.7,2120.0,7.6592,2.0755,-4.0355,-3.42,0.0,-1.91,-2.247660421819549,2003-2007→2007-2011
3320,Flå,2007-2011,2007,2011,Buskerud,Østlandet,5,617,False,0,587.0,0.0,15.33,15.33,20.61,10.44,-10.17,3.41,0.0,-3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.98,74.23,-1.75,989.0,6.8967,1.1122,-6.1914,-25.0,0.0,3.41,3.496342362558702,2003-2007→2007-2011
3322,Nesbyen,2007-2011,2007,2011,Buskerud,Østlandet,5,640,False,0,1657.0,28.12,23.17,-4.95,0.0,3.45,3.45,16.72,28.59,11.87,7.6,5.6,-2.0,28.18,21.08,-7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.37,18.11,-1.26,3456.0,8.1479,-0.3183,-3.6094,-12.96,11.99,-2.17,-2.797998524949574,2003-2007→2007-2011
3324,Gol,2007-2011,2007,2011,Buskerud,Østlandet,4,683,False,0,2065.0,28.33,32.27,3.94,13.37,10.54,-2.83,16.08,21.82,5.74,5.91,4.83,-1.08,19.08,13.42,-5.66,5.13,4.55,-0.58,12.11,12.58,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4435.0,8.3973,3.0891,4.0984,-2.56,1.66,0.58,-0.37738630198173195,2003-2007→2007-2011
3326,Hemsedal,2007-2011,2007,2011,Buskerud,Østlandet,5,625,False,0,1048.0,11.83,14.02,2.19,8.21,12.19,3.98,28.24,24.96,-3.28,14.89,13.36,-1.53,30.06,29.38,-0.68,6.77,6.09,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.0,7.5822,9.0168,6.2035,0.74,1.94,-5.73,-7.197479410110777,2003-2007→2007-2011
3328,Ål,2007-2011,2007,2011,Buskerud,Østlandet,5,635,False,0,2235.0,16.69,22.02,5.33,8.01,6.26,-1.75,14.14,17.38,3.24,7.74,9.95,2.21,20.13,23.97,3.84,5.55,3.53,-2.02,27.74,16.88,-10.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4642.0,8.4429,1.5295,-1.029,-2.11,2.63,1.37,0.7234415162196876,2003-2007→2007-2011
3330,Hol,2007-2011,2007,2011,Buskerud,Østlandet,5,629,False,0,2238.0,30.07,36.16,6.09,24.98,6.75,-18.23,18.9,38.41,19.51,5.0,4.63,-0.37,9.96,9.38,-0.58,5.14,0.0,-5.14,5.94,4.67,-1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4475.0,8.4063,-0.4916,-4.5445,8.04,-0.31,1.96,1.3865019569315382,2003-2007→2007-2011
3332,Sigdal,2007-2011,2007,2011,Buskerud,Østlandet,5,663,False,0,1770.0,14.8,16.73,1.93,8.47,5.9,-2.57,9.21,18.92,9.71,0.0,0.0,0.0,43.62,41.55,-2.07,0.0,0.0,0.0,23.9,16.9,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3496.0,8.1594,0.8009,-1.1223,-5.21,-1.85,-4.95,-5.499730117673776,2003-2007→2007-2011
3334,Flesberg,2007-2011,2007,2011,Buskerud,Østlandet,4,688,False,0,1294.0,26.97,20.81,-6.16,22.49,21.48,-1.01,21.72,34.81,13.09,3.01,0.0,-3.01,22.8,19.48,-3.32,0.0,0.0,0.0,3.01,3.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2523.0,7.8332,2.7348,2.2485,-4.48,0.15,5.52,4.660370966938193,2003-2007→2007-2011
3336,Rollag,2007-2011,2007,2011,Buskerud,Østlandet,5,578,False,0,702.0,55.27,38.82,-16.45,0.0,0.0,0.0,0.0,25.7,25.7,12.54,6.56,-5.98,32.19,28.92,-3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402.0,7.2457,-1.4265,-7.2483,-0.21,-12.33,0.0,-0.5969038718166193,2003-2007→2007-2011
3338,Nore og Uvdal,2007-2011,2007,2011,Buskerud,Østlandet,6,530,False,0,1282.0,30.11,32.61,2.5,15.52,13.09,-2.43,10.45,18.92,8.47,0.0,0.0,0.0,39.47,31.56,-7.91,4.45,3.81,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526.0,7.8344,-0.0792,-8.3848,-0.45,3.54,-0.2,-0.2520484782251455,2003-2007→2007-2011
3401,Kongsvinger,2007-2011,2007,2011,Innlandet,Innlandet,3,792,False,0,7456.0,31.57,35.59,4.02,17.25,14.42,-2.83,16.78,17.94,1.16,2.17,2.42,0.25,4.73,5.11,0.38,8.23,4.32,-3.91,3.1,5.46,2.36,0.0,0.0,0.0,0.0,0.0,0.0,16.16,14.74,-1.42,17236.0,9.7548,1.1604,0.2011,-4.04,-0.25,-2.71,-3.322878935166585,2003-2007→2007-2011
3403,Hamar,2007-2011,2007,2011,Innlandet,Innlandet,2,873,False,0,14054.0,25.22,37.11,11.89,6.77,4.02,-2.75,7.09,18.9,11.81,3.97,5.69,1.72,1.57,1.78,0.21,5.81,3.62,-2.19,4.3,4.44,0.14,0.0,1.1,1.1,0.0,0.84,0.84,45.27,22.49,-22.78,27909.0,10.2367,2.6981,6.8083,-6.9,-0.19,-1.03,-2.115865528200579,2003-2007→2007-2011
3405,Lillehammer,2007-2011,2007,2011,Innlandet,Innlandet,3,818,False,0,11912.0,40.56,39.74,-0.82,11.9,5.54,-6.36,11.68,23.05,11.37,3.74,3.19,-0.55,6.57,5.3,-1.27,8.11,4.86,-3.25,7.13,9.82,2.69,0.0,2.16,2.16,3.52,3.63,0.11,6.81,2.71,-4.1,25537.0,10.1479,4.049,6.8267,1.69,-0.94,-1.05,-2.011031644799516,2003-2007→2007-2011
3407,Gjøvik,2007-2011,2007,2011,Innlandet,Innlandet,3,805,False,0,12435.0,41.62,43.15,1.53,13.82,5.28,-8.54,12.73,24.0,11.27,5.56,4.51,-1.05,6.59,7.01,0.42,5.52,2.96,-2.56,5.25,5.76,0.51,1.16,1.04,-0.12,2.86,2.16,-0.7,4.88,4.12,-0.76,27931.0,10.2375,3.7342,6.6044,-4.52,-0.13,1.43,0.4692827706299356,2003-2007→2007-2011
3411,Ringsaker,2007-2011,2007,2011,Innlandet,Innlandet,3,797,False,0,12981.0,37.95,50.37,12.42,10.01,5.78,-4.23,9.02,13.93,4.91,2.9,2.72,-0.18,10.43,7.73,-2.7,6.34,2.76,-3.58,8.01,5.02,-2.99,0.0,1.04,1.04,0.0,0.0,0.0,15.34,10.64,-4.7,31974.0,10.3727,2.7147,3.5372,-7.98,-4.24,-1.29,-2.1141982807850583,2003-2007→2007-2011
3412,Løten,2007-2011,2007,2011,Innlandet,Innlandet,3,790,False,0,3362.0,43.99,54.05,10.06,11.33,8.21,-3.12,7.94,12.07,4.13,2.5,3.83,1.33,21.92,14.96,-6.96,7.29,3.72,-3.57,2.23,3.15,0.92,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,-2.8,7292.0,8.8945,0.8365,1.5047,11.71,-17.94,1.91,0.999258711899103,2003-2007→2007-2011
3413,Stange,2007-2011,2007,2011,Innlandet,Innlandet,3,820,False,0,8855.0,42.56,52.59,10.03,12.26,7.2,-5.06,5.79,11.67,5.88,4.77,5.27,0.5,13.39,7.35,-6.04,5.31,3.31,-2.0,5.84,5.25,-0.59,0.0,1.66,1.66,0.0,0.0,0.0,10.07,5.7,-4.37,18642.0,9.8332,2.7465,5.7473,1.93,3.17,-0.04,-1.138061349571767,2003-2007→2007-2011
3414,Nord-Odal,2007-2011,2007,2011,Innlandet,Innlandet,4,708,False,0,2575.0,53.94,55.61,1.67,19.92,15.41,-4.51,0.0,11.89,11.89,0.0,0.0,0.0,9.67,9.24,-0.43,4.39,5.09,0.7,0.0,2.77,2.77,0.0,0.0,0.0,0.0,0.0,0.0,12.08,0.0,-12.08,5055.0,8.5281,1.1474,0.3139,-4.95,2.63,0.0,-0.7010610586982867,2003-2007→2007-2011
3415,Sør-Odal,2007-2011,2007,2011,Innlandet,Innlandet,3,777,False,0,3698.0,52.3,35.34,-16.96,9.11,8.79,-0.32,8.63,25.89,17.26,1.54,0.0,-1.54,17.79,13.08,-4.71,4.76,5.8,1.04,1.35,0.0,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,4.52,11.09,6.57,7754.0,8.956,0.993,5.7529,-11.58,8.38,-1.26,-2.446665218209808,2003-2007→2007-2011
3416,Eidskog,2007-2011,2007,2011,Innlandet,Innlandet,4,691,False,0,2897.0,42.15,35.28,-6.87,20.54,8.57,-11.97,17.12,16.97,-0.15,0.0,0.0,0.0,14.53,30.38,15.85,5.66,4.32,-1.34,0.0,3.76,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,6385.0,8.7617,-1.3469,-1.8695,-26.73,6.19,7.39,6.582880644642125,2003-2007→2007-2011
3417,Grue,2007-2011,2007,2011,Innlandet,Innlandet,5,662,False,0,2409.0,44.87,45.57,0.7,11.66,0.0,-11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,14.73,4.19,3.43,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.27,36.27,-3.0,5152.0,8.5471,-2.4845,-9.0843,6.04,0.0,0.0,-0.32448487135684106,2003-2007→2007-2011
3418,Åsnes,2007-2011,2007,2011,Innlandet,Innlandet,5,665,False,0,3655.0,30.21,41.12,10.91,14.01,10.96,-3.05,7.8,10.73,2.93,0.0,0.0,0.0,8.67,13.17,4.5,4.13,2.72,-1.41,12.07,12.77,0.7,0.0,0.0,0.0,0.0,0.0,0.0,23.12,8.52,-14.6,7604.0,8.9364,-0.0921,-5.7561,-13.56,1.05,7.8,7.520539865570162,2003-2007→2007-2011
3419,Våler (Innlandet),2007-2011,2007,2011,Innlandet,Innlandet,5,669,False,0,1995.0,62.71,49.93,-12.78,9.67,7.62,-2.05,6.52,12.4,5.88,0.0,0.0,0.0,10.38,8.63,-1.75,3.81,4.25,0.44,0.0,9.7,9.7,0.0,0.0,0.0,0.0,0.0,0.0,6.92,7.48,0.56,3877.0,8.2628,0.129,-3.5768,25.99,-7.06,-2.97,-3.218723147791705,2003-2007→2007-2011
3420,Elverum,2007-2011,2007,2011,Innlandet,Innlandet,3,787,False,0,8444.0,37.57,39.17,1.6,17.99,7.89,-10.1,17.46,35.93,18.47,1.94,1.76,-0.18,8.03,5.17,-2.86,6.44,3.23,-3.21,10.58,3.39,-7.19,0.0,0.4,0.4,0.0,0.0,0.0,0.0,3.05,3.05,19260.0,9.8658,3.7331,9.3481,-1.85,-1.12,7.61,6.288225221492115,2003-2007→2007-2011
3421,Trysil,2007-2011,2007,2011,Innlandet,Innlandet,5,604,False,0,3316.0,38.45,36.57,-1.88,12.88,7.93,-4.95,10.37,22.56,12.19,3.23,4.84,1.61,16.07,16.93,0.86,11.52,7.26,-4.26,7.48,3.91,-3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6782.0,8.822,-0.4129,-3.9807,-5.87,0.79,1.15,0.7083680847479832,2003-2007→2007-2011
3422,Åmot,2007-2011,2007,2011,Innlandet,Innlandet,5,638,False,0,2004.0,24.7,30.4,5.7,10.48,9.25,-1.23,6.49,12.05,5.56,0.0,0.0,0.0,46.06,35.42,-10.64,8.18,5.41,-2.77,4.09,3.3,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,4.18,4284.0,8.3626,0.7703,-1.7971,-5.06,22.34,-12.66,-13.44047686333597,2003-2007→2007-2011
3423,Stor-Elvdal,2007-2011,2007,2011,Innlandet,Innlandet,6,538,False,0,1472.0,39.95,43.23,3.28,5.1,4.04,-1.06,14.33,13.2,-1.13,0.0,0.0,0.0,15.01,9.16,-5.85,3.46,3.1,-0.36,0.0,6.73,6.73,0.0,0.0,0.0,0.0,0.0,0.0,22.15,20.54,-1.61,2705.0,7.9029,-1.4787,-9.5691,2.43,-0.3,5.5,5.590614004258126,2003-2007→2007-2011
3424,Rendalen,2007-2011,2007,2011,Innlandet,Innlandet,6,486,False,0,1248.0,47.6,46.16,-1.44,0.0,0.0,0.0,5.21,8.01,2.8,0.0,0.0,0.0,32.13,35.01,2.88,7.93,10.82,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,-7.13,2055.0,7.628,-3.9416,-13.5727,8.54,-9.0,1.41,1.3633280019040215,2003-2007→2007-2011
3425,Engerdal,2007-2011,2007,2011,Innlandet,Innlandet,6,421,False,0,871.0,51.21,48.7,-2.51,0.0,0.0,0.0,7.81,11.94,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99,39.36,-1.63,1460.0,7.2862,-3.4932,-8.8616,2.1,0.0,-2.11,-2.6000249688298847,2003-2007→2007-2011
3426,Tolga,2007-2011,2007,2011,Innlandet,Innlandet,5,567,False,0,921.0,21.61,21.05,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.66,41.56,-11.1,17.37,23.57,6.2,0.0,9.76,9.76,0.0,0.0,0.0,0.0,0.0,0.0,8.36,4.06,-4.3,1707.0,7.4425,-1.3474,-7.6248,-16.84,12.0,0.0,-0.32252626545739643,2003-2007→2007-2011
3427,Tynset,2007-2011,2007,2011,Innlandet,Innlandet,5,647,False,0,2646.0,16.14,21.92,5.78,2.15,2.82,0.67,0.0,11.91,11.91,4.2,3.21,-0.99,36.02,22.23,-13.79,16.36,29.39,13.03,4.72,3.7,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,20.41,4.83,-15.58,5371.0,8.5888,2.3087,0.7887,-2.9,-14.3,-3.72,-4.487000136433805,2003-2007→2007-2011
3428,Alvdal,2007-2011,2007,2011,Innlandet,Innlandet,5,573,False,0,1166.0,33.96,38.25,4.29,0.0,5.21,5.21,0.0,0.0,0.0,9.01,5.91,-3.1,39.19,35.02,-4.17,0.0,0.0,0.0,17.84,15.62,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.0,7.7956,0.6996,1.3251,-12.11,12.18,0.0,-0.9668675273305418,2003-2007→2007-2011
3429,Folldal,2007-2011,2007,2011,Innlandet,Innlandet,6,492,False,0,990.0,57.78,44.72,-13.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07,44.41,7.34,5.15,10.87,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.0,7.4354,-2.0649,-8.3885,9.33,8.88,0.0,-0.23947030973951877,2003-2007→2007-2011
3430,Os,2007-2011,2007,2011,Innlandet,Innlandet,6,551,False,0,1013.0,37.71,28.61,-9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.17,63.24,15.07,14.12,8.15,-5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063.0,7.6319,-0.8725,-5.8471,1.99,5.38,0.0,-0.9757198558025348,2003-2007→2007-2011
3431,Dovre,2007-2011,2007,2011,Innlandet,Innlandet,6,563,False,0,1401.0,29.05,34.14,5.09,4.93,5.75,0.82,5.28,10.18,4.9,0.0,0.0,0.0,57.32,49.93,-7.39,0.0,0.0,0.0,3.43,0.0,-3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2812.0,7.9417,-2.276,-4.4174,-1.92,2.71,-0.59,-1.161681456638204,2003-2007→2007-2011
3432,Lesja,2007-2011,2007,2011,Innlandet,Innlandet,6,520,False,0,1061.0,28.28,42.15,13.87,0.0,0.0,0.0,8.95,14.59,5.64,0.0,0.0,0.0,53.72,36.74,-16.98,0.0,0.0,0.0,3.77,6.52,2.75,0.0,0.0,0.0,0.0,0.0,0.0,5.28,0.0,-5.28,2150.0,7.6732,2.186,-1.4356,3.11,0.48,3.82,3.3860488489271,2003-2007→2007-2011
3433,Skjåk,2007-2011,2007,2011,Innlandet,Innlandet,6,550,False,0,1228.0,39.9,40.64,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.39,47.32,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,12.04,-0.66,2329.0,7.7532,-1.2881,-3.7673,14.49,-6.89,-5.19,-5.719733195860961,2003-2007→2007-2011
3434,Lom,2007-2011,2007,2011,Innlandet,Innlandet,6,547,False,0,1134.0,17.46,32.47,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.81,32.64,-32.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72,34.9,17.18,2436.0,7.7981,-1.4368,-6.9019,-8.79,10.9,0.0,-0.36060037462831124,2003-2007→2007-2011
3435,Vågå,2007-2011,2007,2011,Innlandet,Innlandet,5,610,False,0,1827.0,69.95,58.29,-11.66,0.0,2.41,2.41,0.0,0.0,0.0,0.0,0.0,0.0,14.23,14.17,-0.06,4.71,6.3,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,18.84,7.73,3724.0,8.2226,-0.1611,-3.0003,4.31,-1.5,0.0,-0.5594011195123741,2003-2007→2007-2011
3436,Nord-Fron,2007-2011,2007,2011,Innlandet,Innlandet,5,629,False,0,2552.0,47.18,38.04,-9.14,0.0,4.99,4.99,10.11,12.05,1.94,3.25,3.63,0.38,27.47,29.29,1.82,4.62,2.11,-2.51,7.37,9.87,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5790.0,8.6639,0.7599,-1.9166,-8.7,3.59,3.39,2.828420102632953,2003-2007→2007-2011
3437,Sel,2007-2011,2007,2011,Innlandet,Innlandet,5,627,False,0,2521.0,62.0,60.82,-1.18,6.86,0.0,-6.86,8.85,19.76,10.91,4.84,3.08,-1.76,11.15,11.34,0.19,6.31,5.0,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6099.0,8.7159,-1.5576,-3.5967,12.79,-5.87,1.02,0.43308453537215197,2003-2007→2007-2011
3438,Sør-Fron,2007-2011,2007,2011,Innlandet,Innlandet,5,615,False,0,1358.0,62.52,46.61,-15.91,0.0,0.0,0.0,8.03,4.48,-3.55,0.0,0.0,0.0,29.46,29.3,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,19.61,3199.0,8.0706,0.4064,-3.7459,3.49,-3.32,-0.16,-0.5781796936104697,2003-2007→2007-2011
3439,Ringebu,2007-2011,2007,2011,Innlandet,Innlandet,5,647,False,0,2088.0,42.05,22.05,-20.0,8.43,3.59,-4.84,5.41,4.21,-1.2,0.0,0.0,0.0,32.81,24.73,-8.08,3.16,1.11,-2.05,8.14,15.61,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,28.7,4557.0,8.4244,-0.0219,-3.8007,4.37,-2.81,0.24,-0.08860425263321736,2003-2007→2007-2011
