kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0,reform_2017_20,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
4036,Vinje,2005-2009,2005,2009,Telemark,Østlandet,6,550,False,2047.0,29.6,35.48,5.88,18.42,17.61,-0.81,5.13,7.4,2.27,6.4,5.74,-0.66,23.74,20.28,-3.46,12.26,9.56,-2.7,3.22,2.26,-0.96,0.0,0.2,0.2,0.54,0.91,0.37,0.68,0.55,-0.13,-4.27,17.09,2.18,3758.0,8.2316,-2.5546,-5.9579,-18.6269,-6.1203,14.9015,19.5583,0.1995,18.1089,315000.0,,,,0,6.14,5.75,-4.38,-0.6645349344622606,2001-2005→2005-2009
4201,Risør,2005-2009,2005,2009,Agder,Agder,4,709,False,3964.0,33.98,37.96,3.98,21.22,22.23,1.01,12.44,14.63,2.19,9.28,8.05,-1.23,4.87,3.48,-1.39,9.36,6.58,-2.78,5.4,4.23,-1.17,0.0,0.23,0.23,0.96,1.83,0.87,2.5,0.8,-1.7,-0.38,15.81,-11.23,6909.0,8.8406,-0.2895,-1.2471,9.5528,-12.737,16.4568,18.0055,-0.3587,19.0894,297000.0,,,,0,8.31,1.92,-7.63,-0.7107728567109541,2001-2005→2005-2009
4202,Grimstad,2005-2009,2005,2009,Agder,Agder,3,809,False,10374.0,22.21,26.6,4.39,28.03,27.9,-0.13,13.35,17.98,4.63,17.65,14.59,-3.06,3.92,3.26,-0.66,7.09,3.75,-3.34,6.03,4.54,-1.49,0.0,0.24,0.24,0.31,0.41,0.1,1.4,0.74,-0.66,-0.79,8.55,-2.41,18885.0,9.8461,6.4919,14.2151,44.4797,20.3336,11.3106,21.2391,0.0017,24.1664,331000.0,,,,0,7.71,0.44,-9.37,-1.7593074092305274,2001-2005→2005-2009
4203,Arendal,2005-2009,2005,2009,Agder,Agder,3,805,False,22674.0,32.66,36.6,3.94,25.37,27.0,1.63,13.56,16.02,2.46,9.53,8.15,-1.38,2.94,2.53,-0.41,8.57,4.47,-4.1,4.94,3.28,-1.66,0.0,0.18,0.18,0.47,0.64,0.17,1.95,1.13,-0.82,1.22,3.36,1.15,39676.0,10.5885,3.9445,5.0806,32.4882,6.8051,13.3456,20.2364,-0.2009,22.8622,326000.0,,,,0,11.44,0.93,-8.88,-1.29147547020749,2001-2005→2005-2009
4204,Kristiansand,2005-2009,2005,2009,Agder,Agder,3,832,False,51127.0,25.05,27.85,2.8,21.73,24.83,3.1,17.11,19.92,2.81,17.59,14.2,-3.39,2.48,1.8,-0.68,7.79,4.9,-2.89,5.52,3.39,-2.13,0.34,0.46,0.12,0.47,0.59,0.12,1.92,2.06,0.14,2.42,3.44,-0.48,91169.0,11.4205,5.6609,12.6021,35.9333,20.5881,12.0315,21.8594,-0.1681,25.7001,322575.348,,,,1,7.92,0.55,-8.4,0.0865337889129627,2001-2005→2005-2009
4205,Lindesnes,2005-2009,2005,2009,Agder,Agder,4,733,False,11422.0,23.51,25.68,2.17,25.6,30.45,4.85,14.03,16.78,2.75,16.35,13.07,-3.28,6.22,5.47,-0.75,6.17,3.46,-2.71,6.44,3.63,-2.81,0.13,0.25,0.12,0.2,0.38,0.18,1.33,0.83,-0.5,4.1,7.02,-0.46,20661.0,9.936,3.509,7.7055,20.7154,13.7457,13.7215,20.2168,-0.2688,19.6136,319008.2477,,,,1,7.69,0.49,-9.43,-1.5047885140222208,2001-2005→2005-2009
4206,Farsund,2005-2009,2005,2009,Agder,Agder,4,686,False,5302.0,19.94,23.33,3.39,37.7,39.85,2.15,11.52,14.79,3.27,14.81,11.67,-3.14,4.64,3.96,-0.68,5.05,3.22,-1.83,4.39,1.75,-2.64,0.06,0.15,0.09,0.23,0.25,0.02,1.66,1.05,-0.61,1.47,6.0,-1.55,9479.0,9.1568,-0.5486,-0.2539,-11.6046,5.0638,14.0416,20.0021,0.3851,17.5027,342000.0,,,,0,5.59,1.16,-16.66,-7.206267196914423,2001-2005→2005-2009
4207,Flekkefjord,2005-2009,2005,2009,Agder,Agder,4,689,False,5004.0,23.6,25.4,1.8,24.1,29.77,5.67,13.93,16.6,2.67,17.37,13.73,-3.64,5.54,5.64,0.1,5.16,2.77,-2.39,8.21,4.65,-3.56,0.06,0.16,0.1,0.2,0.34,0.14,1.84,0.93,-0.91,5.77,9.08,-0.18,8878.0,9.0913,1.0926,1.6882,4.3929,6.1951,15.8256,18.9682,-0.2379,19.1075,336000.0,,,,0,5.63,1.12,-8.0,-0.4990832150886275,2001-2005→2005-2009
4211,Gjerstad,2005-2009,2005,2009,Agder,Agder,5,661,False,1395.0,35.34,36.84,1.5,20.65,22.59,1.94,11.33,11.55,0.22,10.25,8.92,-1.33,9.03,10.09,1.06,8.17,5.41,-2.76,3.15,3.0,-0.15,0.0,0.37,0.37,0.36,0.44,0.08,1.72,0.8,-0.92,3.0,21.88,-6.09,2500.0,7.824,-0.16,-1.4218,12.4,-14.0,14.8,20.6,-0.4571,11.6373,316000.0,,,,0,9.66,1.26,-10.06,-2.698675644161006,2001-2005→2005-2009
4212,Vegårshei,2005-2009,2005,2009,Agder,Agder,5,653,False,1129.0,34.37,36.97,2.6,17.63,17.88,0.25,9.21,13.67,4.46,20.9,19.6,-1.3,8.15,8.17,0.02,4.16,1.12,-3.04,3.81,1.98,-1.83,0.0,0.0,0.0,0.0,0.09,0.09,1.77,0.52,-1.25,0.27,9.46,1.34,1854.0,7.5251,1.4563,2.8993,15.1025,-0.5394,16.5588,17.7454,-1.0883,15.7319,337000.0,,,,0,8.23,2.32,-6.82,-1.146215819596347,2001-2005→2005-2009
4213,Tvedestrand,2005-2009,2005,2009,Agder,Agder,4,729,False,3399.0,28.16,32.04,3.88,23.6,24.39,0.79,12.03,19.74,7.71,10.56,7.79,-2.77,5.33,5.04,-0.29,10.0,5.25,-4.75,7.74,3.44,-4.3,0.0,0.59,0.59,0.56,0.77,0.21,2.03,0.95,-1.08,0.5,9.3,5.54,5889.0,8.6808,0.849,0.4227,14.6035,-6.9621,15.2488,18.4412,-0.1115,19.0486,313000.0,,,,0,6.93,0.23,-10.02,-2.50010395093394,2001-2005→2005-2009
4214,Froland,2005-2009,2005,2009,Agder,Agder,4,726,False,2543.0,29.02,31.22,2.2,30.24,31.41,1.17,5.94,8.32,2.38,15.41,14.27,-1.14,8.53,8.7,0.17,4.88,2.51,-2.37,4.05,2.32,-1.73,0.0,0.04,0.04,0.28,0.43,0.15,1.65,0.77,-0.88,1.34,28.46,9.71,4672.0,8.4493,4.7945,8.7034,34.0325,14.3408,10.8305,21.3185,-0.4955,13.2365,349000.0,,,,0,9.52,2.48,-5.25,-1.1848885903070219,2001-2005→2005-2009
4215,Lillesand,2005-2009,2005,2009,Agder,Agder,3,788,False,5252.0,23.53,26.17,2.64,25.44,25.97,0.53,17.48,22.9,5.42,11.96,10.21,-1.75,4.04,2.55,-1.49,8.64,5.77,-2.87,7.35,4.62,-2.73,0.0,0.5,0.5,0.44,0.65,0.21,1.12,0.67,-0.45,-0.96,5.32,-1.11,9043.0,9.1097,3.1627,6.459,19.6837,12.2747,11.8766,19.8496,0.4184,24.136,368000.0,,,,0,7.58,0.94,-7.79,0.6701080871080096,2001-2005→2005-2009
4216,Birkenes,2005-2009,2005,2009,Agder,Agder,4,705,False,2394.0,22.51,24.06,1.55,23.02,26.8,3.78,13.45,17.63,4.18,19.8,17.95,-1.85,8.48,7.28,-1.2,5.35,2.9,-2.45,5.35,2.01,-3.34,0.0,0.16,0.16,0.5,0.28,-0.22,1.55,0.93,-0.62,2.58,12.18,-0.62,4340.0,8.3756,6.1751,9.9499,43.5484,18.4332,11.0138,20.1843,0.0973,17.6935,347000.0,,,,0,5.37,1.59,-4.95,1.4041323960826153,2001-2005→2005-2009
4217,Åmli,2005-2009,2005,2009,Agder,Agder,5,591,False,1036.0,38.71,39.67,0.96,19.21,19.3,0.09,5.6,9.31,3.71,7.92,9.21,1.29,16.22,13.58,-2.64,7.92,5.82,-2.1,3.09,1.55,-1.54,0.0,0.1,0.1,0.58,0.78,0.2,0.77,0.68,-0.09,-2.55,27.41,12.88,1801.0,7.4961,2.9983,-0.5895,49.9722,-17.2127,16.1577,19.7113,-0.5782,16.9734,294000.0,,,,0,8.3,1.62,-4.0,-0.2807982125943025,2001-2005→2005-2009
4218,Iveland,2005-2009,2005,2009,Agder,Agder,5,624,False,666.0,17.72,19.88,2.16,27.48,29.39,1.91,7.66,12.1,4.44,22.97,23.34,0.37,12.01,10.66,-1.35,2.55,1.3,-1.25,7.21,2.02,-5.19,0.0,0.0,0.0,0.6,0.86,0.26,1.8,0.43,-1.37,0.56,30.04,-5.16,1154.0,7.051,6.0659,11.374,39.8614,18.1976,10.052,20.0173,-0.4115,10.9111,364000.0,,,,0,3.77,1.51,-5.66,-0.844496927450761,2001-2005→2005-2009
4219,Evje og Hornnes,2005-2009,2005,2009,Agder,Agder,4,691,False,1863.0,30.97,34.27,3.3,22.6,22.72,0.12,7.19,9.82,2.63,19.16,22.07,2.91,8.7,5.88,-2.82,5.37,2.54,-2.83,4.29,1.35,-2.94,0.0,0.49,0.49,0.43,0.16,-0.27,1.29,0.7,-0.59,-2.7,9.61,5.18,3305.0,8.1032,3.1165,1.4286,25.416,5.1437,14.9773,20.4236,-0.4233,16.8306,330000.0,,,,0,10.97,1.86,-9.85,-3.873282896484482,2001-2005→2005-2009
4220,Bygland,2005-2009,2005,2009,Agder,Agder,6,551,False,749.0,26.3,30.58,4.28,15.75,17.92,2.17,10.28,14.65,4.37,14.15,13.51,-0.64,24.97,14.79,-10.18,3.6,3.27,-0.33,3.6,2.99,-0.61,0.0,0.0,0.0,0.13,0.71,0.58,1.2,1.56,0.36,-8.01,37.41,-8.42,1327.0,7.1907,-7.6865,-6.7732,-63.3007,-15.8252,15.1469,19.2163,0.3633,20.8955,303000.0,,,,0,10.1,7.22,-4.51,0.8424425858413764,2001-2005→2005-2009
4221,Valle,2005-2009,2005,2009,Agder,Agder,6,466,False,720.0,24.44,27.8,3.36,24.17,23.14,-1.03,6.67,13.1,6.43,14.31,13.83,-0.48,19.17,17.32,-1.85,4.86,1.75,-3.11,3.75,1.16,-2.59,0.0,0.15,0.15,0.42,0.44,0.02,2.22,1.31,-0.91,-2.88,35.04,-12.68,1384.0,7.2327,-6.6474,-9.0781,-51.3006,-16.6185,16.1127,19.2919,1.4569,19.457,312000.0,,,,0,5.83,0.3,-4.5,-0.22912832897102842,2001-2005→2005-2009
4222,Bykle,2005-2009,2005,2009,Agder,Agder,6,467,False,453.0,24.28,30.17,5.89,22.08,20.25,-1.83,11.92,17.09,5.17,13.02,12.03,-0.99,13.25,9.28,-3.97,9.05,5.91,-3.14,3.53,3.38,-0.15,0.0,0.63,0.63,0.88,0.21,-0.67,1.99,1.05,-0.94,-5.8,10.39,-1.58,857.0,6.7534,12.6021,11.6898,103.8506,19.8366,8.6348,25.7876,-0.4482,22.1226,296000.0,,,,0,6.9,3.01,-6.41,0.05860559288366929,2001-2005→2005-2009
4223,Vennesla,2005-2009,2005,2009,Agder,Agder,3,775,False,6997.0,27.41,28.86,1.45,24.21,28.43,4.22,7.23,10.58,3.35,27.45,22.38,-5.07,4.36,3.82,-0.54,4.24,2.03,-2.21,3.09,1.38,-1.71,0.14,0.22,0.08,0.17,0.28,0.11,1.69,2.01,0.32,3.68,7.92,-0.57,12427.0,9.4276,3.6936,7.446,15.6916,21.5659,12.1188,20.6969,0.1038,12.2754,339000.0,,,,0,7.1,0.06,-4.17,-0.05396661748144016,2001-2005→2005-2009
4224,Åseral,2005-2009,2005,2009,Agder,Agder,6,536,False,487.0,17.86,21.35,3.49,23.61,25.37,1.76,5.95,9.09,3.14,28.54,23.04,-5.5,15.81,15.43,-0.38,3.08,2.54,-0.54,3.49,1.48,-2.01,0.21,0.0,-0.21,0.0,0.0,0.0,1.44,1.69,0.25,1.38,0.0,24.8,907.0,6.8101,0.7718,2.9279,14.333,-6.6152,16.3175,16.4278,-1.4379,12.0178,300000.0,,,,0,5.58,4.13,-3.75,-0.05458956068809684,2001-2005→2005-2009
4225,Lyngdal,2005-2009,2005,2009,Agder,Agder,4,695,False,4851.0,16.49,17.16,0.67,25.89,29.19,3.3,12.47,15.8,3.33,27.89,26.05,-1.84,7.63,6.73,-0.9,3.71,1.95,-1.76,4.49,2.21,-2.28,0.04,0.08,0.04,0.19,0.14,-0.05,1.2,0.69,-0.51,2.4,11.58,-4.2,8819.0,9.0847,5.0686,8.273,30.3889,20.9774,12.1442,21.5557,-0.057,16.827,348008.9206,,,,1,3.68,0.79,-7.5,-0.6402994006332214,2001-2005→2005-2009
4226,Hægebostad,2005-2009,2005,2009,Agder,Agder,5,575,False,909.0,14.74,14.32,-0.42,22.44,29.17,6.73,8.25,10.55,2.3,33.66,30.46,-3.2,15.95,12.27,-3.68,0.99,0.86,-0.13,2.31,0.97,-1.34,0.22,0.22,0.0,0.11,0.0,-0.11,1.32,1.18,-0.14,3.05,6.4,-0.49,1594.0,7.374,1.6311,2.7267,3.7641,12.5471,13.3626,21.8946,0.3411,13.9497,349000.0,,,,0,4.08,2.02,-4.37,0.2664488037001824,2001-2005→2005-2009
4227,Kvinesdal,2005-2009,2005,2009,Agder,Agder,5,650,False,3139.0,23.96,28.97,5.01,29.44,30.37,0.93,9.65,10.98,1.33,19.4,16.13,-3.27,7.36,8.31,0.95,3.95,1.76,-2.19,4.17,2.15,-2.02,0.1,0.1,0.0,0.29,0.33,0.04,1.69,0.91,-0.78,1.88,16.37,-5.14,5582.0,8.6273,1.9348,2.3013,10.3905,9.3157,14.4572,19.5271,-0.0635,13.2319,329000.0,,,,0,7.11,0.54,-7.99,-1.7927671781296919,2001-2005→2005-2009
4228,Sirdal,2005-2009,2005,2009,Agder,Agder,5,575,False,981.0,17.33,20.56,3.23,18.25,21.57,3.32,9.17,11.29,2.12,21.61,21.07,-0.54,18.55,15.93,-2.62,4.59,3.23,-1.36,8.66,4.74,-3.92,0.1,0.81,0.71,0.1,0.4,0.3,1.63,0.4,-1.23,0.7,22.26,2.79,1760.0,7.4731,-1.1932,0.0575,6.25,-17.6136,16.7045,20.1705,-1.5809,17.8182,343000.0,,,,0,1.44,3.16,-6.82,-1.1288103067312747,2001-2005→2005-2009
4601,Bergen,2005-2009,2005,2009,Vestland,Vestlandet,2,895,False,141101.0,28.88,31.65,2.77,20.35,20.21,-0.14,19.49,22.72,3.23,6.74,5.47,-1.27,2.33,2.88,0.55,8.88,6.98,-1.9,7.23,5.43,-1.8,0.17,0.51,0.34,4.66,3.34,-1.32,1.28,0.82,-0.46,0.41,1.62,1.17,239209.0,12.3851,5.3685,10.9008,30.2706,23.2893,12.7713,23.099,-0.3793,30.6226,313000.0,,,,0,8.64,0.7,-5.91,2.527827458771325,2001-2005→2005-2009
4602,Kinn,2005-2009,2005,2009,Vestland,Vestlandet,5,663,False,9604.0,29.85,28.07,-1.78,21.97,23.41,1.44,13.12,18.05,4.93,7.16,4.9,-2.26,7.74,10.9,3.16,11.27,8.06,-3.21,6.91,4.06,-2.85,0.0,0.24,0.24,0.66,2.03,1.37,1.32,0.3,-1.02,4.6,8.45,3.62,17582.0,9.7746,-0.8247,-1.2292,-22.2955,14.5603,13.2806,19.8726,0.1448,17.2821,344758.3503,,,,1,8.43,2.97,-5.22,1.1617483778561537,2001-2005→2005-2009
4611,Etne,2005-2009,2005,2009,Vestland,Vestlandet,5,604,False,2148.0,21.74,23.47,1.73,23.98,24.81,0.83,10.1,13.17,3.07,13.08,10.87,-2.21,17.32,19.64,2.32,5.45,2.87,-2.58,5.59,2.73,-2.86,0.05,0.1,0.05,1.12,0.77,-0.35,1.58,1.58,0.0,3.15,15.41,12.18,3904.0,8.2698,-1.2807,-2.381,-5.8914,-6.4037,16.0092,19.416,0.3893,15.2018,340000.0,,,,0,7.58,4.39,-4.42,0.8088821433617586,2001-2005→2005-2009
4612,Sveio,2005-2009,2005,2009,Vestland,Vestlandet,4,673,False,2731.0,19.48,24.88,5.4,28.85,29.33,0.48,11.86,16.06,4.2,11.35,10.56,-0.79,9.12,10.2,1.08,5.09,2.93,-2.16,8.53,2.93,-5.6,0.18,0.54,0.36,1.14,0.47,-0.67,4.39,2.1,-2.29,1.56,11.7,-0.37,4672.0,8.4493,5.0086,7.0945,28.4675,20.762,11.6866,19.6062,-0.1701,16.7134,367000.0,,,,0,6.42,1.59,-3.42,1.9951515692970032,2001-2005→2005-2009
4613,Bømlo,2005-2009,2005,2009,Vestland,Vestlandet,5,644,False,6012.0,19.03,21.99,2.96,27.84,31.67,3.83,11.21,15.39,4.18,22.32,17.8,-4.52,4.96,5.6,0.64,4.03,2.34,-1.69,6.2,2.84,-3.36,0.08,0.11,0.03,0.98,0.8,-0.18,3.34,1.45,-1.89,4.47,8.26,-0.77,10830.0,9.2901,2.3546,3.6563,1.2927,22.3453,12.4284,20.7941,-0.3761,15.8211,370000.0,,,,0,7.28,2.83,-5.09,0.6409574494877806,2001-2005→2005-2009
4614,Stord,2005-2009,2005,2009,Vestland,Vestlandet,4,746,False,9250.0,33.86,37.18,3.32,22.65,23.2,0.55,10.23,15.36,5.13,10.96,8.81,-2.15,4.63,5.08,0.45,7.82,4.51,-3.31,5.42,3.13,-2.29,0.12,0.21,0.09,2.08,1.41,-0.67,2.25,1.1,-1.15,1.0,4.1,4.06,16516.0,9.7121,4.6803,7.5789,19.9806,27.1252,10.3597,21.5064,0.5953,23.2124,363000.0,,,,0,10.7,1.82,-5.9,-0.2835101783025218,2001-2005→2005-2009
4615,Fitjar,2005-2009,2005,2009,Vestland,Vestlandet,5,603,False,1758.0,16.67,18.97,2.3,26.62,28.45,1.83,10.98,17.92,6.94,22.92,18.91,-4.01,10.24,9.37,-0.87,3.36,2.4,-0.96,5.06,1.7,-3.36,0.11,0.35,0.24,1.08,0.88,-0.2,2.96,1.05,-1.91,0.96,9.56,7.86,2895.0,7.9707,0.4491,-1.8231,-18.6528,21.7617,12.2971,20.9672,0.0826,16.7499,379000.0,,,,0,5.81,4.0,-5.68,0.22369414095745288,2001-2005→2005-2009
4616,Tysnes,2005-2009,2005,2009,Vestland,Vestlandet,5,578,False,1656.0,21.38,23.12,1.74,25.06,25.95,0.89,11.78,19.31,7.53,11.53,8.98,-2.55,14.86,14.39,-0.47,4.65,3.08,-1.57,7.07,3.87,-3.2,0.12,0.18,0.06,1.27,0.55,-0.72,2.29,0.55,-1.74,0.42,19.91,-0.99,2825.0,7.9463,-1.1681,-0.4635,-2.4779,-8.8496,19.3628,16.2124,-0.1293,16.0619,301000.0,,,,0,8.9,4.65,-6.45,-0.04209889352257079,2001-2005→2005-2009
4617,Kvinnherad,2005-2009,2005,2009,Vestland,Vestlandet,5,587,False,7444.0,27.69,27.48,-0.21,24.93,28.42,3.49,10.37,15.15,4.78,9.61,8.74,-0.87,10.1,9.74,-0.36,5.71,3.86,-1.85,7.09,3.98,-3.11,0.13,0.3,0.17,1.8,1.55,-0.25,2.57,0.79,-1.78,3.13,20.26,-10.36,13122.0,9.482,-0.0762,-0.7118,-10.1357,9.7546,14.3271,19.4102,0.888,16.3019,347000.0,,,,0,9.3,2.28,-4.12,1.1057294313602561,2001-2005→2005-2009
4618,Ullensvang,2005-2009,2005,2009,Vestland,Vestlandet,5,583,False,7106.0,33.73,36.54,2.81,14.66,16.14,1.48,9.75,13.77,4.02,6.15,4.43,-1.72,14.09,16.0,1.91,7.78,4.51,-3.27,7.36,4.23,-3.13,0.18,0.33,0.15,5.12,2.98,-2.14,1.17,1.07,-0.1,3.39,18.46,1.85,11973.0,9.3904,-4.5603,-8.5913,-31.8216,-14.0316,18.8257,17.6063,0.567,17.0524,305493.8952,,,,1,7.52,3.9,-4.73,0.5416268087862504,2001-2005→2005-2009
4619,Eidfjord,2005-2009,2005,2009,Vestland,Vestlandet,6,531,False,541.0,31.05,30.97,-0.08,18.85,21.31,2.46,20.52,15.3,-5.22,4.44,3.1,-1.34,13.68,20.58,6.9,3.33,2.91,-0.42,5.73,3.64,-2.09,0.0,0.0,0.0,1.11,1.28,0.17,1.29,0.91,-0.38,9.36,34.29,11.48,914.0,6.8178,3.3917,-6.9882,50.3282,-16.4114,16.9584,15.3173,-1.0854,15.9363,308000.0,,,,0,8.97,2.18,-5.27,3.6196894075235324,2001-2005→2005-2009
4620,Ulvik,2005-2009,2005,2009,Vestland,Vestlandet,6,529,False,668.0,24.7,27.22,2.52,11.53,13.91,2.38,4.79,7.49,2.7,4.79,2.45,-2.34,19.01,20.64,1.63,10.48,8.1,-2.38,20.06,14.98,-5.08,0.15,0.61,0.46,2.99,3.36,0.37,1.5,1.22,-0.28,4.01,30.97,-8.82,1163.0,7.0588,-5.8469,-11.0479,-53.3104,-6.0189,18.1427,15.3052,2.4052,19.2849,295000.0,,,,0,9.79,2.34,-6.91,-2.48833748570799,2001-2005→2005-2009
4621,Voss,2005-2009,2005,2009,Vestland,Vestlandet,4,720,False,8761.0,33.8,34.71,0.91,14.44,15.41,0.97,7.35,10.68,3.33,6.33,4.9,-1.43,17.14,19.38,2.24,7.82,5.91,-1.91,8.69,5.23,-3.46,0.21,0.2,-0.01,3.04,2.89,-0.15,1.19,0.7,-0.49,3.21,20.84,2.64,14858.0,9.6063,-0.2692,0.6247,-1.2115,-1.4134,17.4653,18.0576,0.0741,20.1519,327009.3141,,,,1,9.77,2.76,-4.18,0.0454572785659586,2001-2005→2005-2009
4622,Kvam,2005-2009,2005,2009,Vestland,Vestlandet,4,674,False,4962.0,23.28,26.61,3.33,19.17,20.7,1.53,10.24,14.66,4.42,12.82,10.74,-2.08,14.07,14.74,0.67,6.09,4.12,-1.97,10.56,5.67,-4.89,0.16,0.23,0.07,2.06,1.81,-0.25,1.57,0.72,-0.85,2.2,22.45,-2.3,8334.0,9.0281,0.048,-2.6503,0.36,0.8399,16.8467,18.1186,0.0039,19.1277,336000.0,,,,0,5.65,3.06,-4.11,1.0402589208812074,2001-2005→2005-2009
4623,Samnanger,2005-2009,2005,2009,Vestland,Vestlandet,4,683,False,1415.0,34.84,37.25,2.41,21.27,21.9,0.63,8.27,13.62,5.35,12.23,10.16,-2.07,10.6,9.51,-1.09,4.45,2.45,-2.0,5.16,2.38,-2.78,0.14,0.36,0.22,1.41,1.51,0.1,1.63,0.86,-0.77,-0.46,13.28,-4.79,2322.0,7.7502,2.4548,2.4548,12.0586,11.1972,15.2024,19.0784,-1.0788,15.7811,353000.0,,,,0,7.78,2.49,-4.08,0.43519356957944666,2001-2005→2005-2009
4624,Bjørnafjorden,2005-2009,2005,2009,Vestland,Vestlandet,4,766,False,10951.0,22.72,25.33,2.61,29.05,30.81,1.76,15.87,19.77,3.9,9.02,7.02,-2.0,6.66,6.91,0.25,5.47,3.49,-1.98,7.86,4.16,-3.7,0.17,0.47,0.3,1.74,1.4,-0.34,1.44,0.63,-0.81,2.01,7.67,1.09,18617.0,9.8318,8.6534,16.2729,56.3464,30.1337,11.3606,20.3094,-0.1533,20.9516,394595.3014,,,,1,6.21,1.26,-4.41,2.471114827393926,2001-2005→2005-2009
4625,Austevoll,2005-2009,2005,2009,Vestland,Vestlandet,5,598,False,2444.0,16.65,18.51,1.86,28.6,33.95,5.35,23.28,28.06,4.78,13.01,8.21,-4.8,4.71,4.87,0.16,3.03,1.69,-1.34,6.83,3.14,-3.69,0.08,0.12,0.04,1.02,0.47,-0.55,2.78,0.98,-1.8,5.51,12.68,-2.56,4451.0,8.4009,-0.7639,0.8908,-23.5902,16.4008,12.6039,20.9391,0.3687,14.6168,427000.0,,,,0,5.72,0.51,-3.68,5.426532002934847,2001-2005→2005-2009
4626,Øygarden,2005-2009,2005,2009,Vestland,Vestlandet,4,769,False,16366.0,24.14,26.92,2.78,30.88,32.93,2.05,16.66,20.28,3.62,12.01,9.49,-2.52,3.0,2.96,-0.04,4.85,2.66,-2.19,5.23,2.75,-2.48,0.1,0.25,0.15,1.56,1.05,-0.51,1.56,0.72,-0.84,2.01,2.99,1.16,29555.0,10.294,7.0174,19.3097,37.4218,32.0758,8.5535,20.7985,0.2864,17.4896,414329.2135,,,,1,6.02,0.92,-5.24,2.1024069307732294,2001-2005→2005-2009
4627,Askøy,2005-2009,2005,2009,Vestland,Vestlandet,3,810,False,12540.0,30.08,33.31,3.23,26.4,25.71,-0.69,16.11,20.81,4.7,8.23,6.71,-1.52,2.19,2.08,-0.11,7.11,4.39,-2.72,5.94,3.64,-2.3,0.14,0.29,0.15,2.07,2.02,-0.05,1.74,1.04,-0.7,-0.8,0.97,0.04,22020.0,9.9997,10.9537,25.5176,69.7548,40.0545,9.8728,21.8529,-0.2093,18.5819,404000.0,,,,0,7.89,0.79,-6.32,1.1711339432364936,2001-2005→2005-2009
4628,Vaksdal,2005-2009,2005,2009,Vestland,Vestlandet,5,644,False,2518.0,40.51,42.25,1.74,17.08,16.39,-0.69,7.47,10.48,3.01,8.62,8.91,0.29,9.73,10.77,1.04,7.63,5.83,-1.8,4.85,2.11,-2.74,0.04,0.17,0.13,2.46,1.82,-0.64,1.63,1.27,-0.36,0.35,10.08,-1.01,4154.0,8.3318,-1.0592,-2.3289,-4.3332,-7.4627,20.1252,17.0679,-0.5631,13.7131,307000.0,,,,0,11.44,2.02,-3.45,0.6512468778566562,2001-2005→2005-2009
4629,Modalen,2005-2009,2005,2009,Vestland,Vestlandet,6,530,False,194.0,18.56,25.87,7.31,19.07,16.92,-2.15,9.79,11.94,2.15,11.86,8.96,-2.9,18.04,23.38,5.34,6.19,4.98,-1.21,10.31,2.49,-7.82,0.0,0.5,0.5,4.12,2.99,-1.13,2.06,1.99,-0.07,3.19,0.0,0.0,361.0,5.8889,-2.7701,1.4451,-30.4709,2.7701,14.4044,20.4986,-1.5839,17.8947,340000.0,,,,0,2.68,2.75,-2.56,1.9784229526489914,2001-2005→2005-2009
4630,Osterøy,2005-2009,2005,2009,Vestland,Vestlandet,4,717,False,4160.0,25.46,29.44,3.98,26.49,26.73,0.24,11.92,16.07,4.15,10.1,8.12,-1.98,9.21,9.66,0.45,5.38,3.66,-1.72,7.62,3.28,-4.34,0.1,0.31,0.21,2.02,1.76,-0.26,1.71,0.97,-0.74,0.69,9.77,-1.93,7207.0,8.8828,2.0119,4.3133,12.7654,6.7989,14.0142,19.4256,0.1181,13.0838,355000.0,,,,0,5.69,2.78,-3.7,1.7896830247384488,2001-2005→2005-2009
4631,Alver,2005-2009,2005,2009,Vestland,Vestlandet,4,731,False,13850.0,24.55,25.58,1.03,23.58,25.14,1.56,12.7,17.29,4.59,14.43,12.17,-2.26,9.05,10.13,1.08,5.23,3.42,-1.81,6.76,3.54,-3.22,0.11,0.29,0.18,1.8,1.55,-0.25,1.8,0.89,-0.91,2.64,16.29,3.24,23560.0,10.0673,7.5509,13.4701,51.528,24.1087,11.6978,20.1825,-0.1543,17.3759,385009.0271,,,,1,7.54,1.39,-3.39,2.2050352674532196,2001-2005→2005-2009
