kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0,reform_2017_20,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
4220,Bygland,2001-2005,2001,2005,Agder,Agder,6,551,False,710.0,16.2,26.3,10.1,10.56,15.75,5.19,14.79,10.28,-4.51,23.8,14.15,-9.65,17.75,24.97,7.22,10.7,3.6,-7.1,2.25,3.6,1.35,0.0,0.0,0.0,0.14,0.13,-0.01,3.8,1.2,-2.6,12.41,41.51,-4.1,1341.0,7.2012,-1.044,-2.7126,13.4228,-22.3714,16.8531,18.7919,-1.7061,18.1985,,,,,0,-8.83,-8.97,6.49,2.3288433843214174,1997-2001→2001-2005
4221,Valle,2001-2005,2001,2005,Agder,Agder,6,466,False,779.0,18.61,24.44,5.83,11.04,24.17,13.13,11.17,6.67,-4.5,25.03,14.31,-10.72,18.87,19.17,0.3,9.37,4.86,-4.51,2.95,3.75,0.8,0.0,0.0,0.0,0.13,0.42,0.29,2.82,2.22,-0.6,13.43,36.96,-1.92,1456.0,7.2834,-4.9451,-4.3538,-44.6429,-4.8077,16.8269,21.7033,-0.7142,17.642,,,,,0,-8.2,-9.43,3.56,-1.1918363623959158,1997-2001→2001-2005
4222,Bykle,2001-2005,2001,2005,Agder,Agder,6,467,False,420.0,17.38,24.28,6.9,14.76,22.08,7.32,18.33,11.92,-6.41,21.43,13.02,-8.41,10.24,13.25,3.01,13.33,9.05,-4.28,1.9,3.53,1.63,0.0,0.0,0.0,0.24,0.88,0.64,2.38,1.99,-0.39,10.33,15.51,-5.12,884.0,6.7845,-3.0543,4.2579,-32.8054,1.1312,9.8416,25.3394,-1.2069,21.4815,,,,,0,-9.11,-15.59,8.18,1.30139307480015,1997-2001→2001-2005
4223,Vennesla,2001-2005,2001,2005,Agder,Agder,3,775,False,6647.0,20.31,27.41,7.1,10.68,24.21,13.53,11.4,7.23,-4.17,36.54,27.45,-9.09,4.3,4.36,0.06,8.92,4.24,-4.68,2.38,3.09,0.71,0.2,0.14,-0.06,0.18,0.17,-0.01,5.09,1.69,-3.4,13.59,10.16,-2.24,12220.0,9.4108,1.6939,6.1592,-0.4092,17.2668,11.9394,21.9313,0.1793,10.6506,,,,,0,-11.77,-2.85,5.98,0.461730664214949,1997-2001→2001-2005
4224,Åseral,2001-2005,2001,2005,Agder,Agder,6,536,False,505.0,12.28,17.86,5.58,10.89,23.61,12.72,9.7,5.95,-3.75,43.96,28.54,-15.42,11.68,15.81,4.13,5.74,3.08,-2.66,1.19,3.49,2.3,0.0,0.21,0.21,0.0,0.0,0.0,4.55,1.44,-3.11,16.85,0.0,0.0,867.0,6.765,4.6136,8.753,27.6817,18.4544,17.8777,19.7232,-1.5602,11.1952,,,,,0,-5.44,-15.88,3.79,-1.3646996288584834,1997-2001→2001-2005
4225,Lyngdal,2001-2005,2001,2005,Agder,Agder,4,695,False,4691.0,12.81,16.49,3.68,12.34,25.89,13.55,19.97,12.47,-7.5,35.77,27.89,-7.88,6.84,7.63,0.79,5.52,3.71,-1.81,2.66,4.49,1.83,0.11,0.04,-0.07,0.26,0.19,-0.07,3.71,1.2,-2.51,14.34,11.08,0.5,8700.0,9.0711,1.3678,4.5153,-5.7471,19.0805,12.7126,23.2299,-0.5684,14.5035,,,,,1,-5.89,-6.15,8.17,2.2531804374629987,1997-2001→2001-2005
4226,Hægebostad,2001-2005,2001,2005,Agder,Agder,5,575,False,919.0,10.66,14.74,4.08,9.79,22.44,12.65,12.62,8.25,-4.37,42.87,33.66,-9.21,13.93,15.95,2.02,4.68,0.99,-3.69,1.09,2.31,1.22,0.0,0.22,0.22,0.11,0.11,0.0,4.24,1.32,-2.92,14.67,14.97,-8.57,1643.0,7.4043,-2.9823,1.0139,-34.6926,7.3037,13.5727,23.3719,-0.2101,11.6009,,,,,0,-6.2,-12.29,3.88,-1.7423369645121678,1997-2001→2001-2005
4227,Kvinesdal,2001-2005,2001,2005,Agder,Agder,5,650,False,3021.0,16.85,23.96,7.11,15.82,29.44,13.62,17.64,9.65,-7.99,27.38,19.4,-7.98,6.82,7.36,0.54,6.39,3.95,-2.44,3.67,4.17,0.5,0.07,0.1,0.03,0.2,0.29,0.09,5.16,1.69,-3.47,14.16,15.45,0.92,5547.0,8.621,0.631,-3.2247,2.1633,4.8675,14.5845,21.5973,-0.1273,11.5081,,,,,0,-7.13,-7.27,7.52,2.7869548052637523,1997-2001→2001-2005
4228,Sirdal,2001-2005,2001,2005,Agder,Agder,5,575,False,1007.0,15.89,17.33,1.44,10.03,18.25,8.22,15.99,9.17,-6.82,28.5,21.61,-6.89,15.39,18.55,3.16,5.66,4.59,-1.07,5.26,8.66,3.4,0.1,0.1,0.0,0.1,0.1,0.0,3.08,1.63,-1.45,11.38,26.08,-3.82,1737.0,7.4599,1.3241,1.6166,6.3328,7.4842,17.559,21.0132,-0.8545,16.7638,,,,,0,-4.15,-8.89,7.4,2.485104145898349,1997-2001→2001-2005
4601,Bergen,2001-2005,2001,2005,Vestland,Vestlandet,2,895,False,134112.0,20.24,28.88,8.64,16.2,20.35,4.15,25.4,19.49,-5.91,11.96,6.74,-5.22,1.63,2.33,0.7,12.19,8.88,-3.31,4.38,7.23,2.85,0.13,0.17,0.04,5.21,4.66,-0.55,2.67,1.28,-1.39,4.85,1.72,-0.1,230948.0,12.3499,3.577,7.8893,16.2591,19.0865,13.3974,24.0271,-0.6261,28.0459,,,,,0,-12.41,-1.32,9.09,1.6450027484438268,1997-2001→2001-2005
4602,Kinn,2001-2005,2001,2005,Vestland,Vestlandet,5,663,False,9429.0,21.42,29.85,8.43,15.09,21.97,6.88,18.34,13.12,-5.22,14.39,7.16,-7.23,4.77,7.74,2.97,17.03,11.27,-5.76,5.59,6.91,1.32,0.0,0.0,0.0,0.3,0.66,0.36,3.07,1.32,-1.75,9.85,6.25,2.2,17715.0,9.7822,-0.7508,1.6418,-24.3861,16.3139,13.322,21.8628,-0.0414,15.5335,,,,,1,-8.05,-0.94,5.44,-0.9854384280421113,1997-2001→2001-2005
4611,Etne,2001-2005,2001,2005,Vestland,Vestlandet,5,604,False,2204.0,14.16,21.74,7.58,17.42,23.98,6.56,14.52,10.1,-4.42,21.42,13.08,-8.34,12.93,17.32,4.39,7.8,5.45,-2.35,5.72,5.59,-0.13,0.23,0.05,-0.18,0.54,1.12,0.58,5.26,1.58,-3.68,10.95,16.08,-0.67,3945.0,8.2802,-1.0393,-0.9388,-17.4905,7.0976,16.0963,20.3802,-0.0871,12.7143,,,,,0,-7.23,-5.22,4.57,-0.09221362610097472,1997-2001→2001-2005
4612,Sveio,2001-2005,2001,2005,Vestland,Vestlandet,4,673,False,2696.0,13.06,19.48,6.42,22.74,28.85,6.11,15.28,11.86,-3.42,19.36,11.35,-8.01,7.53,9.12,1.59,7.86,5.09,-2.77,8.72,8.53,-0.19,0.04,0.18,0.14,0.63,1.14,0.51,4.78,4.39,-0.39,7.7,11.65,0.05,4669.0,8.4487,0.0643,1.6979,-12.4224,13.0649,11.7584,20.9467,-0.0718,14.3869,,,,,0,-10.46,-3.75,7.13,2.0450567844920524,1997-2001→2001-2005
4613,Bømlo,2001-2005,2001,2005,Vestland,Vestlandet,5,644,False,6043.0,11.75,19.03,7.28,17.44,27.84,10.4,16.3,11.21,-5.09,31.95,22.32,-9.63,2.13,4.96,2.83,5.26,4.03,-1.23,3.92,6.2,2.28,0.12,0.08,-0.04,0.84,0.98,0.14,10.28,3.34,-6.94,13.23,4.77,3.49,10839.0,9.2909,-0.083,5.1456,-26.2017,26.0172,12.5473,22.3083,-0.1188,14.0104,,,,,0,-9.63,-3.66,5.67,-0.9353205148819725,1997-2001→2001-2005
4614,Stord,2001-2005,2001,2005,Vestland,Vestlandet,4,746,False,8692.0,23.16,33.86,10.7,16.87,22.65,5.78,16.13,10.23,-5.9,18.76,10.96,-7.8,2.81,4.63,1.82,11.37,7.82,-3.55,4.54,5.42,0.88,0.16,0.12,-0.04,1.9,2.08,0.18,4.3,2.25,-2.05,7.6,4.31,-0.21,16241.0,9.6953,1.6932,6.2327,-10.7752,28.2618,9.6607,23.5022,0.6989,21.1442,,,,,0,-8.23,-1.65,5.47,-1.264465290655096,1997-2001→2001-2005
4615,Fitjar,2001-2005,2001,2005,Vestland,Vestlandet,5,603,False,1795.0,10.86,16.67,5.81,20.72,26.62,5.9,16.66,10.98,-5.68,29.69,22.92,-6.77,6.24,10.24,4.0,6.07,3.36,-2.71,3.62,5.06,1.44,0.0,0.11,0.11,0.67,1.08,0.41,5.46,2.96,-2.5,9.9,14.85,-5.29,2978.0,7.999,-2.7871,-1.3292,-59.1001,29.8858,12.1222,22.9349,0.1748,14.5751,,,,,0,-6.93,-3.04,6.06,1.572382236608128,1997-2001→2001-2005
4616,Tysnes,2001-2005,2001,2005,Vestland,Vestlandet,5,578,False,1635.0,12.48,21.38,8.9,17.25,25.06,7.81,18.23,11.78,-6.45,23.43,11.53,-11.9,10.21,14.86,4.65,6.79,4.65,-2.14,5.26,7.07,1.81,0.06,0.12,0.06,1.28,1.27,-0.01,5.02,2.29,-2.73,12.46,13.11,6.8,2938.0,7.9855,-3.8462,-0.9467,-20.4221,-21.1028,20.0477,19.401,-0.6848,13.9213,,,,,0,-6.24,-4.7,7.73,2.638757337309843,1997-2001→2001-2005
4617,Kvinnherad,2001-2005,2001,2005,Vestland,Vestlandet,5,587,False,7323.0,18.39,27.69,9.3,18.74,24.93,6.19,14.49,10.37,-4.12,19.94,9.61,-10.33,7.82,10.1,2.28,9.57,5.71,-3.86,5.2,7.09,1.89,0.12,0.13,0.01,1.17,1.8,0.63,4.55,2.57,-1.98,8.47,17.88,2.38,13212.0,9.4889,-0.6812,-0.4476,-20.3603,13.0185,13.9646,21.488,0.3625,14.2551,,,,,0,-8.99,-5.16,6.52,1.787745723967335,1997-2001→2001-2005
4618,Ullensvang,2001-2005,2001,2005,Vestland,Vestlandet,5,583,False,7176.0,26.21,33.73,7.52,9.46,14.66,5.2,14.48,9.75,-4.73,12.67,6.15,-6.52,10.19,14.09,3.9,13.57,7.78,-5.79,5.87,7.36,1.49,0.15,0.18,0.03,4.31,5.12,0.81,3.09,1.17,-1.92,9.1,15.81,2.65,12382.0,9.424,-3.3032,-8.5053,-23.4211,-9.1262,18.8419,19.3022,-0.0162,15.1688,,,,,1,-7.71,-3.78,5.62,2.017788729648882,1997-2001→2001-2005
4619,Eidfjord,2001-2005,2001,2005,Vestland,Vestlandet,6,531,False,539.0,22.08,31.05,8.97,13.17,18.85,5.68,25.79,20.52,-5.27,9.83,4.44,-5.39,11.5,13.68,2.18,7.98,3.33,-4.65,3.71,5.73,2.02,0.37,0.0,-0.37,1.67,1.11,-0.56,3.9,1.29,-2.61,7.86,21.02,13.27,1001.0,6.9088,-8.6913,-15.1346,-57.9421,-28.971,16.983,19.7802,-0.0246,15.2062,,,,,0,-6.87,-6.22,12.11,7.94593610850514,1997-2001→2001-2005
4620,Ulvik,2001-2005,2001,2005,Vestland,Vestlandet,6,529,False,684.0,14.91,24.7,9.79,6.43,11.53,5.1,11.7,4.79,-6.91,9.21,4.79,-4.42,16.67,19.01,2.34,12.57,10.48,-2.09,22.66,20.06,-2.6,0.15,0.15,0.0,3.22,2.99,-0.23,2.49,1.5,-0.99,7.44,27.37,3.6,1210.0,7.0984,-3.8843,-7.4781,-35.5372,-1.6529,18.6777,17.2727,-0.535,17.8719,,,,,0,-6.1,-4.34,6.65,2.8474309808481224,1997-2001→2001-2005
4621,Voss,2001-2005,2001,2005,Vestland,Vestlandet,4,720,False,8463.0,24.03,33.8,9.77,9.95,14.44,4.49,11.53,7.35,-4.18,14.4,6.33,-8.07,14.38,17.14,2.76,11.33,7.82,-3.51,8.29,8.69,0.4,0.15,0.21,0.06,3.4,3.04,-0.36,2.52,1.19,-1.33,7.25,21.42,-0.58,14833.0,9.6046,0.1685,-0.5555,-2.5619,4.3147,17.6701,19.2004,-0.2047,18.2756,,,,,1,-7.31,-4.97,4.35,-0.208858226452862,1997-2001→2001-2005
4622,Kvam,2001-2005,2001,2005,Vestland,Vestlandet,4,674,False,4934.0,17.63,23.28,5.65,11.31,19.17,7.86,14.35,10.24,-4.11,20.29,12.82,-7.47,11.01,14.07,3.06,9.81,6.09,-3.72,8.86,10.56,1.7,0.2,0.16,-0.04,2.17,2.06,-0.11,4.38,1.57,-2.81,10.92,20.79,1.66,8599.0,9.0594,-3.0818,-3.0592,-27.5613,-3.1399,17.2346,19.5837,-0.3879,17.0912,,,,,0,-6.51,-3.31,5.29,0.49121983412437853,1997-2001→2001-2005
4623,Samnanger,2001-2005,2001,2005,Vestland,Vestlandet,4,683,False,1393.0,27.06,34.84,7.78,16.15,21.27,5.12,12.35,8.27,-4.08,18.59,12.23,-6.36,8.11,10.6,2.49,7.97,4.45,-3.52,4.09,5.16,1.07,0.14,0.14,0.0,1.29,1.41,0.12,4.24,1.63,-2.61,7.61,11.4,1.88,2303.0,7.742,0.825,-2.6823,4.3422,2.6053,16.5871,19.4095,-1.3846,14.3014,,,,,0,-8.05,-4.07,5.43,1.1751514325056993,1997-2001→2001-2005
4624,Bjørnafjorden,2001-2005,2001,2005,Vestland,Vestlandet,4,766,False,10086.0,16.51,22.72,6.21,21.71,29.05,7.34,20.28,15.87,-4.41,17.3,9.02,-8.28,5.4,6.66,1.26,8.8,5.47,-3.33,5.0,7.86,2.86,0.08,0.17,0.09,1.91,1.74,-0.17,3.0,1.44,-1.56,8.6,8.88,-1.21,17707.0,9.7817,5.1392,11.0137,30.6094,20.3309,11.5773,21.3475,-0.2168,18.694,,,,,1,-10.81,-2.23,8.76,2.3215233913720956,1997-2001→2001-2005
4625,Austevoll,2001-2005,2001,2005,Vestland,Vestlandet,5,598,False,2452.0,10.93,16.65,5.72,19.66,28.6,8.94,26.96,23.28,-3.68,24.47,13.01,-11.46,4.2,4.71,0.51,4.08,3.03,-1.05,3.18,6.83,3.65,0.0,0.08,0.08,1.67,1.02,-0.65,4.85,2.78,-2.07,9.45,12.6,0.08,4446.0,8.3998,0.1125,4.5572,-13.7202,13.9451,13.5852,21.0301,-0.9813,13.3273,,,,,0,-11.98,-2.59,11.81,5.340907739719598,1997-2001→2001-2005
4626,Øygarden,2001-2005,2001,2005,Vestland,Vestlandet,4,769,False,15105.0,18.12,24.14,6.02,20.56,30.88,10.32,21.9,16.66,-5.24,19.88,12.01,-7.87,2.08,3.0,0.92,8.2,4.85,-3.35,3.14,5.23,2.09,0.11,0.1,-0.01,1.59,1.56,-0.03,4.42,1.56,-2.86,11.24,3.64,-0.65,27432.0,10.2195,7.7391,18.8858,44.2184,33.7197,8.9093,22.7508,-0.3558,14.9537,,,,,1,-11.93,-1.87,9.15,0.9712150724108763,1997-2001→2001-2005
4627,Askøy,2001-2005,2001,2005,Vestland,Vestlandet,3,810,False,11455.0,22.19,30.08,7.89,18.32,26.4,8.08,22.43,16.11,-6.32,15.3,8.23,-7.07,1.4,2.19,0.79,11.01,7.11,-3.9,3.91,5.94,2.03,0.11,0.14,0.03,2.22,2.07,-0.15,3.11,1.74,-1.37,8.87,1.53,-0.56,20096.0,9.9083,9.574,18.1457,62.2512,34.0864,10.1513,22.8254,-0.2784,15.6767,,,,,0,-13.62,-1.82,9.39,2.5498339854508654,1997-2001→2001-2005
4628,Vaksdal,2001-2005,2001,2005,Vestland,Vestlandet,5,644,False,2528.0,29.07,40.51,11.44,13.53,17.08,3.55,10.92,7.47,-3.45,17.21,8.62,-8.59,7.71,9.73,2.02,11.63,7.63,-4.0,3.6,4.85,1.25,0.2,0.04,-0.16,1.94,2.46,0.52,4.19,1.63,-2.56,5.57,8.96,1.12,4203.0,8.3436,-1.1658,-5.1165,7.8515,-18.7961,21.104,17.0355,-0.9788,11.3292,,,,,0,-9.34,-5.07,5.04,1.3889345494936847,1997-2001→2001-2005
4629,Modalen,2001-2005,2001,2005,Vestland,Vestlandet,6,530,False,170.0,15.88,18.56,2.68,11.18,19.07,7.89,12.35,9.79,-2.56,24.12,11.86,-12.26,15.29,18.04,2.75,5.88,6.19,0.31,2.94,10.31,7.37,0.0,0.0,0.0,2.35,4.12,1.77,10.0,2.06,-7.94,10.64,0.0,0.0,355.0,5.8721,1.6901,7.4405,2.8169,0.0,13.8028,20.0,0.6016,16.791,,,,,0,0.24,-12.64,6.2,0.8331830043461821,1997-2001→2001-2005
4630,Osterøy,2001-2005,2001,2005,Vestland,Vestlandet,4,717,False,4092.0,19.77,25.46,5.69,17.82,26.49,8.67,15.62,11.92,-3.7,21.58,10.1,-11.48,6.43,9.21,2.78,7.67,5.38,-2.29,5.33,7.62,2.29,0.07,0.1,0.03,1.76,2.02,0.26,3.96,1.71,-2.25,11.45,5.4,4.37,7063.0,8.8626,2.0388,3.1782,5.2386,15.7157,14.2432,20.1897,-0.2291,10.8524,,,,,0,-6.99,-3.33,6.06,0.8976746702359142,1997-2001→2001-2005
4631,Alver,2001-2005,2001,2005,Vestland,Vestlandet,4,731,False,13024.0,17.01,24.55,7.54,16.67,23.58,6.91,16.09,12.7,-3.39,24.49,14.43,-10.06,7.66,9.05,1.39,7.76,5.23,-2.53,4.67,6.76,2.09,0.08,0.11,0.03,1.89,1.8,-0.09,3.68,1.8,-1.88,8.3,16.84,-0.55,22628.0,10.0269,4.1188,9.1448,21.3894,19.3124,12.1708,22.0435,-0.473,15.1867,,,,,1,-9.23,-4.22,6.72,0.6091876758178083,1997-2001→2001-2005
4632,Austrheim,2001-2005,2001,2005,Vestland,Vestlandet,5,641,False,1502.0,16.58,25.53,8.95,16.91,24.2,7.29,25.57,19.1,-6.47,21.3,12.4,-8.9,4.53,6.03,1.5,5.99,2.85,-3.14,3.66,6.56,2.9,0.27,0.07,-0.2,1.26,1.19,-0.07,3.93,2.06,-1.87,8.79,8.13,1.06,2522.0,7.8328,0.1983,-1.5582,0.3965,3.5686,13.2435,20.0238,-0.3824,12.2233,,,,,0,-8.11,-3.66,9.26,4.27619755966837,1997-2001→2001-2005
4633,Fedje,2001-2005,2001,2005,Vestland,Vestlandet,6,436,False,438.0,18.95,27.05,8.1,5.48,16.67,11.19,21.69,14.49,-7.2,30.14,20.77,-9.37,1.14,2.42,1.28,4.79,2.9,-1.89,3.65,3.38,-0.27,0.0,0.0,0.0,1.6,1.45,-0.15,12.56,10.87,-1.69,12.47,0.0,0.0,688.0,6.5338,-3.9244,-5.3009,-23.2558,-14.5349,21.0756,17.8779,-0.3494,11.6364,,,,,0,-7.27,-4.89,7.77,3.416526605191203,1997-2001→2001-2005
4634,Masfjorden,2001-2005,2001,2005,Vestland,Vestlandet,6,552,False,1059.0,15.68,28.2,12.52,12.18,18.41,6.23,15.58,10.66,-4.92,26.35,12.4,-13.95,12.94,17.15,4.21,6.52,4.26,-2.26,5.38,6.01,0.63,0.0,0.0,0.0,0.94,0.97,0.03,4.44,1.94,-2.5,10.44,10.3,2.52,1761.0,7.4736,-3.8614,-8.2385,-28.9608,-11.3572,18.6826,16.2976,-0.49,11.1597,,,,,0,-5.7,-6.95,5.91,1.9885957325622012,1997-2001→2001-2005
4635,Gulen,2001-2005,2001,2005,Vestland,Vestlandet,6,483,False,1468.0,15.12,23.39,8.27,8.45,15.22,6.77,15.12,8.38,-6.74,25.14,12.36,-12.78,18.26,26.68,8.42,8.72,6.22,-2.5,3.41,5.52,2.11,0.0,0.0,0.0,0.48,0.42,-0.06,5.31,1.82,-3.49,15.19,21.93,3.79,2473.0,7.8132,-0.5661,-1.2053,1.2131,-6.0655,18.4391,18.6818,-1.5217,12.4095,,,,,0,-7.32,-5.9,6.27,2.3855438516563976,1997-2001→2001-2005
4636,Solund,2001-2005,2001,2005,Vestland,Vestlandet,6,350,False,509.0,11.79,19.4,7.61,13.16,17.06,3.9,21.61,16.42,-5.19,17.68,9.38,-8.3,11.0,21.96,10.96,5.89,4.9,-0.99,4.32,4.48,0.16,0.0,0.0,0.0,0.2,1.07,0.87,14.34,5.33,-9.01,14.86,11.96,24.26,937.0,6.8427,-6.6169,-20.6709,-34.1515,-30.9498,21.0245,15.5816,-1.1388,11.4927,,,,,0,-8.53,-6.34,4.62,1.8164238230881091,1997-2001→2001-2005
4637,Hyllestad,2001-2005,2001,2005,Vestland,Vestlandet,6,481,False,865.0,20.92,31.55,10.63,7.51,11.89,4.38,8.09,6.07,-2.02,24.51,9.71,-14.8,19.42,31.07,11.65,9.71,5.1,-4.61,3.24,3.28,0.04,0.0,0.0,0.0,0.12,0.73,0.61,6.47,0.61,-5.86,16.03,39.55,-0.11,1558.0,7.3512,-2.0539,-10.6034,-7.0603,-14.7625,17.5866,19.0629,-0.8108,11.9838,,,,,0,-9.35,-7.72,1.72,-1.158905951691165,1997-2001→2001-2005
4638,Høyanger,2001-2005,2001,2005,Vestland,Vestlandet,6,547,False,2629.0,32.29,45.86,13.57,9.89,13.27,3.38,11.98,6.35,-5.63,12.4,4.96,-7.44,12.44,15.08,2.64,14.11,8.43,-5.68,2.32,3.0,0.68,0.0,0.0,0.0,1.14,1.65,0.51,3.42,1.39,-2.03,6.02,12.58,-0.9,4653.0,8.4453,-3.2452,-6.5587,-30.303,-1.5044,17.623,20.5459,-0.7417,14.4484,,,,,0,-11.91,-0.2,4.13,0.14024720172394733,1997-2001→2001-2005
4639,Vik,2001-2005,2001,2005,Vestland,Vestlandet,6,532,False,1697.0,18.68,25.96,7.28,8.84,13.31,4.47,7.37,5.64,-1.73,12.43,6.18,-6.25,39.42,36.81,-2.61,8.01,6.12,-1.89,3.18,4.68,1.5,0.0,0.0,0.0,0.24,0.36,0.12,1.83,0.96,-0.87,1.86,35.32,-3.7,2943.0,7.9872,-2.1067,-6.248,-2.3785,-18.3486,21.3388,16.7516,0.0427,13.5364,,,,,0,-11.03,9.16,0.96,-5.592970804591131,1997-2001→2001-2005
4640,Sogndal,2001-2005,2001,2005,Vestland,Vestlandet,5,659,False,5871.0,22.01,29.46,7.45,7.92,14.62,6.7,10.02,6.52,-3.5,12.23,8.69,-3.54,28.27,23.29,-4.98,11.99,10.31,-1.68,4.97,5.88,0.91,0.0,0.0,0.0,0.58,0.56,-0.02,2.01,0.66,-1.35,1.72,22.3,2.63,10365.0,9.2462,0.6657,1.1047,-8.6831,15.726,13.9701,21.8234,-0.8591,25.7647,,,,,1,-13.18,11.89,0.82,-3.712175015306826,1997-2001→2001-2005
4641,Aurland,2001-2005,2001,2005,Vestland,Vestlandet,6,528,False,1017.0,24.58,33.17,8.59,9.34,16.04,6.7,17.5,10.4,-7.1,9.44,4.46,-4.98,22.03,20.59,-1.44,10.82,9.01,-1.81,3.93,5.64,1.71,0.0,0.0,0.0,0.2,0.4,0.2,2.16,0.3,-1.86,5.26,40.91,-8.63,1827.0,7.5104,-2.4083,-5.9599,-21.3465,-1.642,16.913,20.0876,-0.5361,15.3472,,,,,0,-8.57,1.83,6.39,1.7965395716125965,1997-2001→2001-2005
4642,Lærdal,2001-2005,2001,2005,Vestland,Vestlandet,5,570,False,1247.0,29.99,34.96,4.97,10.34,12.05,1.71,7.38,5.51,-1.87,6.26,2.31,-3.95,30.63,31.44,0.81,10.51,9.42,-1.09,3.05,3.51,0.46,0.0,0.0,0.0,0.4,0.64,0.24,1.44,0.16,-1.28,2.52,0.0,0.0,2201.0,7.6967,-1.9537,-4.1315,-17.2649,-4.0891,17.1286,19.3548,-0.8635,19.0612,,,,,0,-10.62,9.74,1.09,-3.2495143524643133,1997-2001→2001-2005
4643,Årdal,2001-2005,2001,2005,Vestland,Vestlandet,5,592,False,3408.0,60.21,72.41,12.2,7.78,8.99,1.21,7.28,3.37,-3.91,4.87,2.12,-2.75,6.07,4.73,-1.34,9.21,6.09,-3.12,1.76,1.65,-0.11,0.0,0.0,0.0,0.21,0.29,0.08,2.61,0.35,-2.26,-0.13,0.0,10.0,5760.0,8.6587,-2.2396,-5.1381,-19.6181,-3.125,15.9896,20.0868,0.9523,14.0151,,,,,0,-11.37,2.83,1.97,-1.3232653473120244,1997-2001→2001-2005
4644,Luster,2001-2005,2001,2005,Vestland,Vestlandet,5,567,False,2789.0,29.51,31.9,2.39,6.6,14.4,7.8,6.99,4.11,-2.88,17.25,11.79,-5.46,28.76,26.15,-2.61,6.42,6.38,-0.04,1.9,3.94,2.04,0.0,0.0,0.0,0.14,0.38,0.24,2.44,0.94,-1.5,5.19,0.0,20.86,4954.0,8.508,-0.545,-3.1453,2.2204,-6.6613,17.824,17.8644,-1.1607,15.8796,,,,,0,-10.0,9.12,2.94,-0.7136826905599594,1997-2001→2001-2005
4645,Askvoll,2001-2005,2001,2005,Vestland,Vestlandet,6,504,False,1854.0,18.39,23.44,5.05,7.07,12.4,5.33,10.73,7.92,-2.81,19.15,10.44,-8.71,15.43,24.1,8.67,6.9,6.78,-0.12,9.06,8.63,-0.43,0.0,0.0,0.0,0.38,0.38,0.0,12.89,5.9,-6.99,14.0,27.0,-10.44,3379.0,8.1253,-4.4392,-6.9721,-38.4729,-5.623,17.9639,18.1119,1.2061,13.4983,,,,,0,-7.53,-6.97,3.21,-0.5594081512376059,1997-2001→2001-2005
4646,Fjaler,2001-2005,2001,2005,Vestland,Vestlandet,6,562,False,1550.0,20.26,26.53,6.27,6.9,10.93,4.03,12.06,9.28,-2.78,14.19,7.11,-7.08,19.68,26.07,6.39,11.94,11.65,-0.29,6.77,5.53,-1.24,0.0,0.0,0.0,1.48,0.66,-0.82,6.71,2.24,-4.47,10.42,23.66,0.38,2936.0,7.9848,-0.6812,0.0343,1.0218,-8.1744,17.5749,18.9033,-0.6339,15.5611,,,,,0,-5.67,-4.75,4.2,-0.5262201607694905,1997-2001→2001-2005
4647,Sunnfjord,2001-2005,2001,2005,Vestland,Vestlandet,5,667,False,10560.0,19.63,25.3,5.67,8.15,13.55,5.4,13.21,9.93,-3.28,18.24,10.65,-7.59,17.05,22.39,5.34,12.88,11.08,-1.8,7.88,5.36,-2.52,0.0,0.0,0.0,0.52,0.8,0.28,2.44,0.94,-1.5,10.74,22.61,2.63,19200.0,9.8627,1.5625,7.6515,-12.2396,27.9688,11.4635,22.8958,-0.1712,21.4969,,,,,1,-6.98,-2.44,3.17,-3.3025322761706164,1997-2001→2001-2005
4648,Bremanger,2001-2005,2001,2005,Vestland,Vestlandet,6,476,False,2377.0,20.99,28.75,7.76,12.2,17.74,5.54,13.0,8.18,-4.82,19.94,9.64,-10.3,10.39,17.47,7.08,16.15,11.99,-4.16,4.12,4.87,0.75,0.0,0.0,0.0,0.21,0.27,0.06,2.99,1.11,-1.88,12.62,20.23,-5.48,4139.0,8.3282,-2.6093,-6.8192,-24.1604,-2.1744,19.0384,19.8599,0.7085,10.93,,,,,0,-7.64,-1.25,3.79,0.48947470170416363,1997-2001→2001-2005
