kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,reform_2017_20,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst
4016,Drangedal,1995-1999,1995,1999,Telemark,Østlandet,5,645,False,False,2128.0,38.72,37.25,-1.47,0.0,0.0,0.0,7.47,8.65,1.18,14.8,13.51,-1.29,20.77,11.45,-9.32,8.69,10.32,1.63,9.54,18.82,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4271.0,8.3596,-2.6223,-6.6023
4018,Nome,1995-1999,1995,1999,Telemark,Østlandet,4,709,False,False,3345.0,39.37,29.5,-9.87,0.0,10.83,10.83,12.77,11.36,-1.41,10.28,13.06,2.78,16.35,13.28,-3.07,6.55,8.16,1.61,0.0,2.23,2.23,0.0,0.0,0.0,0.0,0.0,0.0,14.68,11.58,-3.1,6661.0,8.804,-0.4504,-5.0816
4020,Midt-Telemark,1995-1999,1995,1999,Telemark,Østlandet,4,731,False,True,4331.0,31.79,31.03,-0.76,4.73,11.21,6.48,12.08,11.74,-0.34,9.21,11.91,2.7,25.65,16.67,-8.98,7.18,10.06,2.88,7.48,6.72,-0.76,1.87,0.0,-1.87,0.0,0.0,0.0,0.0,0.65,0.65,9182.0,9.125,2.0148,2.7872
4022,Seljord,1995-1999,1995,1999,Telemark,Østlandet,5,650,False,False,1462.0,27.56,23.95,-3.61,0.0,0.0,0.0,14.91,26.2,11.29,10.67,13.47,2.8,33.86,22.01,-11.85,8.28,10.7,2.42,4.72,3.67,-1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.0,8.0369,-3.8151,-5.6454
4024,Hjartdal,1995-1999,1995,1999,Telemark,Østlandet,5,599,False,False,915.0,31.15,32.19,1.04,0.0,0.0,0.0,6.01,0.0,-6.01,12.79,28.4,15.61,50.05,39.41,-10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,7.4265,0.6548,-3.7016
4026,Tinn,1995-1999,1995,1999,Telemark,Østlandet,5,595,False,False,3649.0,32.47,29.01,-3.46,0.0,9.55,9.55,10.19,26.91,16.72,3.7,3.99,0.29,44.72,17.47,-27.25,7.4,11.89,4.49,1.51,1.18,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6781.0,8.8219,-3.5835,-6.0767
4028,Kviteseid,1995-1999,1995,1999,Telemark,Østlandet,5,601,False,False,1302.0,28.88,37.53,8.65,0.0,0.0,0.0,8.6,12.11,3.51,13.75,15.3,1.55,44.16,28.61,-15.55,0.0,0.0,0.0,4.61,6.45,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2740.0,7.9157,-3.0657,-12.5741
4030,Nissedal,1995-1999,1995,1999,Telemark,Østlandet,6,543,False,False,790.0,37.09,40.99,3.9,0.0,0.0,0.0,10.76,14.23,3.47,30.0,26.24,-3.76,22.15,18.54,-3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,7.3052,-1.5457,-4.6845
4032,Fyresdal,1995-1999,1995,1999,Telemark,Østlandet,6,491,False,False,672.0,53.72,40.88,-12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.73,25.43,-14.3,6.55,0.0,-6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.69,33.69,1358.0,7.2138,-1.5464,-6.6992
4034,Tokke,1995-1999,1995,1999,Telemark,Østlandet,6,533,False,False,1448.0,28.94,33.86,4.92,0.0,0.0,0.0,0.0,5.99,5.99,0.0,7.36,7.36,45.65,39.93,-5.72,6.63,6.64,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.78,6.21,-12.57,2566.0,7.8501,-1.0522,-6.894
4036,Vinje,1995-1999,1995,1999,Telemark,Østlandet,6,550,False,False,1955.0,29.72,33.12,3.4,0.0,0.0,0.0,5.27,7.99,2.72,11.36,13.7,2.34,28.7,20.77,-7.93,12.58,12.89,0.31,3.43,2.72,-0.71,0.0,0.0,0.0,0.0,0.0,0.0,8.95,8.81,-0.14,4008.0,8.296,-2.8443,-1.6418
4201,Risør,1995-1999,1995,1999,Agder,Agder,4,709,False,False,3386.0,32.07,23.48,-8.59,6.08,6.83,0.75,21.88,14.59,-7.29,11.64,12.31,0.67,12.02,23.85,11.83,0.0,0.0,0.0,10.37,7.36,-3.01,0.0,0.0,0.0,5.94,11.57,5.63,0.0,0.0,0.0,7022.0,8.8568,-0.6551,-0.6692
4202,Grimstad,1995-1999,1995,1999,Agder,Agder,3,809,False,False,7281.0,24.01,30.68,6.67,8.61,12.51,3.9,22.33,18.1,-4.23,19.76,20.49,0.73,12.88,7.51,-5.37,4.82,4.45,-0.37,4.45,5.47,1.02,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.79,-2.34,16662.0,9.7209,5.6776,14.7624
4203,Arendal,1995-1999,1995,1999,Agder,Agder,3,805,False,False,17168.0,28.75,28.14,-0.61,11.01,17.65,6.64,18.45,16.62,-1.83,11.18,15.18,4.0,7.62,3.3,-4.32,5.39,6.64,1.25,6.95,3.45,-3.5,0.0,0.0,0.0,0.88,2.12,1.24,9.76,6.89,-2.87,38742.0,10.5647,1.3035,4.2777
4204,Kristiansand,1995-1999,1995,1999,Agder,Agder,3,832,False,True,37461.0,20.24,17.26,-2.98,13.21,16.55,3.34,21.97,26.63,4.66,19.44,18.16,-1.28,5.38,3.12,-2.26,4.32,7.38,3.06,6.11,5.7,-0.41,2.17,2.21,0.04,1.78,1.31,-0.47,5.37,1.69,-3.68,81937.0,11.3137,4.4083,11.3629
4205,Lindesnes,1995-1999,1995,1999,Agder,Agder,4,733,False,True,9063.0,21.2,19.17,-2.03,6.84,14.6,7.76,21.67,21.85,0.18,18.99,21.57,2.58,14.79,8.42,-6.37,3.09,3.09,0.0,9.2,8.67,-0.53,0.0,0.0,0.0,0.9,0.99,0.09,3.32,1.62,-1.7,19448.0,9.8755,2.0979,5.348
4206,Farsund,1995-1999,1995,1999,Agder,Agder,4,686,False,False,4422.0,10.67,14.19,3.52,18.48,20.16,1.68,36.59,33.09,-3.5,16.42,16.88,0.46,8.57,5.55,-3.02,2.96,6.22,3.26,4.64,3.91,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,-1.67,9238.0,9.1311,2.3057,0.7784
4207,Flekkefjord,1995-1999,1995,1999,Agder,Agder,4,689,False,False,4113.0,22.51,18.41,-4.1,8.61,18.17,9.56,19.96,17.7,-2.26,23.58,22.97,-0.61,14.76,8.65,-6.11,0.0,0.0,0.0,10.58,14.1,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8821.0,9.0849,0.0567,0.3411
4211,Gjerstad,1995-1999,1995,1999,Agder,Agder,5,661,False,False,1168.0,29.88,29.94,0.06,0.0,8.66,8.66,30.22,9.61,-20.61,13.7,12.23,-1.47,20.63,35.11,14.48,0.0,0.0,0.0,5.57,4.45,-1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.0,7.8435,-0.6669,-3.653
4212,Vegårshei,1995-1999,1995,1999,Agder,Agder,5,653,False,False,1117.0,30.08,31.27,1.19,4.92,6.27,1.35,32.77,30.7,-2.07,18.35,21.86,3.51,13.88,9.89,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,7.5294,-1.826,-0.3272
4213,Tvedestrand,1995-1999,1995,1999,Agder,Agder,4,729,False,False,2867.0,24.28,20.37,-3.91,0.0,8.59,8.59,14.23,14.58,0.35,11.61,14.93,3.32,15.94,12.99,-2.95,4.5,7.14,2.64,5.2,3.88,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,24.24,17.53,-6.71,5879.0,8.6791,0.5953,0.7667
4214,Froland,1995-1999,1995,1999,Agder,Agder,4,726,False,False,1897.0,35.06,34.88,-0.18,7.96,14.55,6.59,7.27,6.13,-1.14,14.13,21.41,7.28,23.56,11.69,-11.87,5.85,4.73,-1.12,6.17,6.6,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4322.0,8.3715,4.211,12.4875
4215,Lillesand,1995-1999,1995,1999,Agder,Agder,3,788,False,False,3871.0,20.02,18.95,-1.07,0.0,8.21,8.21,27.95,25.2,-2.75,11.62,16.43,4.81,7.26,5.38,-1.88,12.06,15.21,3.15,11.0,10.61,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,10.07,0.0,-10.07,8458.0,9.0429,3.6061,9.6746
4216,Birkenes,1995-1999,1995,1999,Agder,Agder,4,705,False,False,1869.0,22.2,20.96,-1.24,0.0,6.48,6.48,26.27,28.23,1.96,22.69,22.74,0.05,23.38,17.41,-5.97,0.0,0.0,0.0,5.46,4.18,-1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4104.0,8.3197,2.1199,3.5838
4217,Åmli,1995-1999,1995,1999,Agder,Agder,5,591,False,False,979.0,47.5,44.8,-2.7,0.0,8.24,8.24,9.19,7.52,-1.67,9.81,10.09,0.28,23.49,21.22,-2.27,10.01,8.14,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912.0,7.5559,-2.4059,-7.0717
4218,Iveland,1995-1999,1995,1999,Agder,Agder,5,624,False,False,557.0,20.83,18.42,-2.41,0.0,8.61,8.61,12.03,8.26,-3.77,21.54,19.62,-1.92,30.7,26.51,-4.19,0.0,0.0,0.0,14.9,18.59,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,7.0166,-1.435,-6.0684
4219,Evje og Hornnes,1995-1999,1995,1999,Agder,Agder,4,691,False,False,1566.0,44.19,35.33,-8.86,3.58,5.91,2.33,13.22,15.42,2.2,18.07,25.54,7.47,15.77,12.77,-3.0,0.0,0.0,0.0,5.17,5.03,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3355.0,8.1182,0.149,-0.1486
4220,Bygland,1995-1999,1995,1999,Agder,Agder,6,551,False,False,662.0,35.2,29.09,-6.11,0.0,0.0,0.0,13.75,14.62,0.87,17.07,14.78,-2.29,33.99,41.51,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.0,7.2182,-3.6657,-10.7943
4221,Valle,1995-1999,1995,1999,Agder,Agder,6,466,False,False,765.0,27.19,28.8,1.61,0.0,0.0,0.0,8.37,10.87,2.5,11.76,23.37,11.61,43.14,36.96,-6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54,0.0,-9.54,1447.0,7.2772,-1.7968,-1.8646
4222,Bykle,1995-1999,1995,1999,Agder,Agder,6,467,False,False,422.0,31.52,21.06,-10.46,0.0,0.0,0.0,10.43,29.17,18.74,6.87,0.0,-6.87,14.22,15.51,1.29,0.0,0.0,0.0,21.56,23.15,1.59,0.0,0.0,0.0,0.0,0.0,0.0,15.4,11.11,-4.29,822.0,6.7117,5.1095,18.5185
4223,Vennesla,1995-1999,1995,1999,Agder,Agder,3,775,False,False,5599.0,32.06,25.43,-6.63,10.07,13.65,3.58,5.47,7.77,2.3,35.92,32.04,-3.88,9.93,10.16,0.23,3.04,7.75,4.71,3.29,3.19,-0.1,0.0,0.0,0.0,0.23,0.0,-0.23,0.0,0.0,0.0,11706.0,9.3679,2.4517,4.8706
4224,Åseral,1995-1999,1995,1999,Agder,Agder,6,536,False,False,488.0,14.34,14.96,0.62,0.0,0.0,0.0,8.61,0.0,-8.61,15.37,24.15,8.78,16.19,0.0,-16.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.49,60.9,15.41,834.0,6.7262,6.4748,10.0372
4225,Lyngdal,1995-1999,1995,1999,Agder,Agder,4,695,False,True,4116.0,20.38,16.13,-4.25,5.3,10.27,4.97,14.55,16.57,2.02,29.47,32.86,3.39,16.42,11.08,-5.34,0.0,0.0,0.0,8.99,6.44,-2.55,0.0,0.0,0.0,0.0,0.0,0.0,4.88,6.66,1.78,8438.0,9.0405,1.4221,2.3562
4226,Hægebostad,1995-1999,1995,1999,Agder,Agder,5,575,False,False,940.0,18.83,9.84,-8.99,0.0,0.0,0.0,18.72,15.83,-2.89,20.64,21.39,0.75,26.91,14.97,-11.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,37.97,23.08,1578.0,7.3639,-0.0634,1.2845
4227,Kvinesdal,1995-1999,1995,1999,Agder,Agder,5,650,False,False,2734.0,21.51,19.83,-1.68,8.3,13.59,5.29,15.95,18.69,2.74,27.4,25.28,-2.12,18.87,15.45,-3.42,4.46,0.0,-4.46,3.51,7.16,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5768.0,8.6601,-3.5714,-1.5924
4228,Sirdal,1995-1999,1995,1999,Agder,Agder,5,575,False,False,1034.0,23.11,19.01,-4.1,0.0,6.23,6.23,14.8,19.54,4.74,16.15,19.01,2.86,25.53,26.08,0.55,0.0,0.0,0.0,20.41,10.14,-10.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,7.457,0.3464,2.5369
4601,Bergen,1995-1999,1995,1999,Vestland,Vestlandet,2,895,False,False,103208.0,26.4,27.81,1.41,16.18,17.95,1.77,20.65,20.45,-0.2,10.67,10.77,0.1,3.94,1.72,-2.22,5.78,8.28,2.5,7.47,3.98,-3.49,0.39,0.0,-0.39,4.51,6.4,1.89,4.01,2.66,-1.35,221717.0,12.3092,2.5073,7.6653
4602,Kinn,1995-1999,1995,1999,Vestland,Vestlandet,5,663,False,True,7326.0,30.63,34.23,3.6,0.0,6.36,6.36,22.24,16.77,-5.47,8.5,8.43,-0.07,8.8,6.25,-2.55,4.34,4.8,0.46,24.01,21.0,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,1.47,2.16,0.69,17298.0,9.7583,2.058,9.11
4611,Etne,1995-1999,1995,1999,Vestland,Vestlandet,5,604,False,False,1966.0,16.58,16.23,-0.35,0.0,8.56,8.56,17.8,23.08,5.28,14.24,17.43,3.19,22.53,16.08,-6.45,0.0,0.0,0.0,10.58,6.95,-3.63,0.0,0.0,0.0,0.0,0.0,0.0,18.26,11.67,-6.59,3941.0,8.2792,0.1776,-2.7347
4612,Sveio,1995-1999,1995,1999,Vestland,Vestlandet,4,673,False,False,2197.0,17.66,12.97,-4.69,6.46,12.49,6.03,12.29,12.54,0.25,16.75,20.84,4.09,13.79,11.65,-2.14,4.37,7.83,3.46,13.11,9.57,-3.54,0.0,0.0,0.0,0.0,0.0,0.0,15.57,12.12,-3.45,4594.0,8.4325,-0.283,-0.1308
4613,Bømlo,1995-1999,1995,1999,Vestland,Vestlandet,5,644,False,False,4857.0,12.79,11.98,-0.81,8.13,9.21,1.08,15.3,20.6,5.3,24.34,28.64,4.3,8.79,4.77,-4.02,0.0,0.0,0.0,11.92,7.17,-4.75,0.0,0.0,0.0,0.0,0.0,0.0,18.74,17.62,-1.12,10300.0,9.2399,3.8252,10.7842
4614,Stord,1995-1999,1995,1999,Vestland,Vestlandet,4,746,False,False,6845.0,28.44,36.35,7.91,14.36,16.52,2.16,13.54,11.84,-1.7,16.35,15.39,-0.96,7.33,4.31,-3.02,13.22,8.76,-4.46,6.75,5.32,-1.43,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,15547.0,9.6516,3.3704,11.7361
4615,Fitjar,1995-1999,1995,1999,Vestland,Vestlandet,5,603,False,False,1577.0,14.84,21.06,6.22,10.53,13.02,2.49,18.64,16.35,-2.29,23.46,27.6,4.14,17.63,14.85,-2.78,11.73,7.13,-4.6,3.17,0.0,-3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2934.0,7.9841,0.9543,-4.1114
4616,Tysnes,1995-1999,1995,1999,Vestland,Vestlandet,5,578,False,False,1484.0,21.16,18.63,-2.53,8.15,7.94,-0.21,14.08,18.84,4.76,27.56,25.74,-1.82,29.04,13.11,-15.93,0.0,0.0,0.0,0.0,3.38,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,12.35,2852.0,7.9558,-1.648,-3.3425
4617,Kvinnherad,1995-1999,1995,1999,Vestland,Vestlandet,5,587,False,False,6352.0,23.27,24.3,1.03,6.11,10.23,4.12,5.98,8.45,2.47,8.25,11.89,3.64,23.87,17.88,-5.99,5.62,7.42,1.8,3.72,4.57,0.85,0.0,0.0,0.0,0.0,1.05,1.05,23.19,14.23,-8.96,13181.0,9.4865,0.1897,-0.1965
4618,Ullensvang,1995-1999,1995,1999,Vestland,Vestlandet,5,583,False,True,6338.0,38.07,30.03,-8.04,4.65,5.66,1.01,12.62,19.71,7.09,3.57,3.93,0.36,19.72,15.81,-3.91,8.17,10.11,1.94,8.0,9.12,1.12,0.0,0.0,0.0,5.19,5.64,0.45,0.0,0.0,0.0,13086.0,9.4793,-4.4704,-7.8165
4619,Eidfjord,1995-1999,1995,1999,Vestland,Vestlandet,6,531,False,False,544.0,31.07,29.07,-2.0,0.0,0.0,0.0,7.72,13.35,5.63,0.0,0.0,0.0,43.75,21.02,-22.73,0.0,5.85,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46,30.71,13.25,1077.0,6.9819,-5.6639,-3.4221
4620,Ulvik,1995-1999,1995,1999,Vestland,Vestlandet,6,529,False,False,707.0,15.28,17.01,1.73,0.0,6.36,6.36,8.91,8.58,-0.33,0.0,0.0,0.0,35.93,27.37,-8.56,8.2,8.58,0.38,31.68,32.1,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,7.1365,-2.0684,-1.045
4621,Voss,1995-1999,1995,1999,Vestland,Vestlandet,4,720,False,True,7313.0,27.35,37.78,10.43,4.59,6.09,1.5,9.27,10.48,1.21,6.67,7.46,0.79,29.55,21.42,-8.13,7.52,6.6,-0.92,7.96,7.03,-0.93,0.0,0.0,0.0,2.6,3.13,0.53,4.49,0.0,-4.49,14941.0,9.6119,-1.439,-2.5156
4622,Kvam,1995-1999,1995,1999,Vestland,Vestlandet,4,674,False,False,4102.0,18.99,20.54,1.55,6.0,7.15,1.15,10.53,14.18,3.65,15.43,16.38,0.95,26.91,20.79,-6.12,5.63,5.68,0.05,8.78,5.68,-3.1,2.36,0.0,-2.36,0.0,0.0,0.0,5.36,9.6,4.24,8597.0,9.0592,-0.3722,-2.3709
4623,Samnanger,1995-1999,1995,1999,Vestland,Vestlandet,4,683,False,False,1141.0,38.12,31.91,-6.21,0.0,6.64,6.64,10.52,7.57,-2.95,15.95,22.55,6.6,15.34,11.4,-3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.07,19.91,-0.16,2386.0,7.7774,-2.6823,-2.5598
4624,Bjørnafjorden,1995-1999,1995,1999,Vestland,Vestlandet,4,766,False,True,7773.0,18.73,15.43,-3.3,14.31,29.97,15.66,10.78,11.54,0.76,11.05,12.76,1.71,11.63,8.88,-2.75,5.03,5.82,0.79,5.25,3.15,-2.1,0.0,0.0,0.0,0.0,0.79,0.79,23.22,11.68,-11.54,16770.0,9.7273,3.7388,7.369
4625,Austevoll,1995-1999,1995,1999,Vestland,Vestlandet,5,598,False,False,2000.0,17.0,14.08,-2.92,0.0,13.54,13.54,34.55,35.3,0.75,23.75,17.87,-5.88,18.7,12.6,-6.1,6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6,4257.0,8.3563,2.8424,5.3163
4626,Øygarden,1995-1999,1995,1999,Vestland,Vestlandet,4,769,False,True,11236.0,23.67,22.93,-0.74,11.5,14.79,3.29,14.16,15.47,1.31,13.04,12.79,-0.25,9.49,3.64,-5.85,2.97,2.86,-0.11,2.69,2.38,-0.31,0.0,0.0,0.0,0.0,0.46,0.46,22.48,24.68,2.2,24860.0,10.121,6.6372,18.3852
4627,Askøy,1995-1999,1995,1999,Vestland,Vestlandet,3,810,False,False,8061.0,31.34,27.16,-4.18,10.83,16.3,5.47,14.92,15.33,0.41,15.36,12.43,-2.93,3.41,1.53,-1.88,5.62,15.13,9.51,8.04,3.45,-4.59,0.0,0.0,0.0,0.0,1.55,1.55,10.48,7.13,-3.35,18638.0,9.833,4.4372,4.1912
4628,Vaksdal,1995-1999,1995,1999,Vestland,Vestlandet,5,644,False,False,2238.0,31.19,27.29,-3.9,0.0,5.99,5.99,16.31,13.12,-3.19,12.38,11.29,-1.09,14.92,8.96,-5.96,0.0,0.0,0.0,6.12,4.07,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,19.08,29.3,10.22,4378.0,8.3843,-3.8831,-7.8406
4629,Modalen,1995-1999,1995,1999,Vestland,Vestlandet,6,530,False,False,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,336.0,5.8171,2.9762,-0.5747
4630,Osterøy,1995-1999,1995,1999,Vestland,Vestlandet,4,717,False,False,3517.0,24.99,22.41,-2.58,0.0,5.6,5.6,12.31,10.69,-1.62,12.6,14.96,2.36,15.58,5.4,-10.18,3.72,6.32,2.6,5.8,6.01,0.21,0.0,0.0,0.0,0.0,0.0,0.0,24.99,28.61,3.62,6985.0,8.8515,0.9019,1.1336
4631,Alver,1995-1999,1995,1999,Vestland,Vestlandet,4,731,False,True,10000.0,22.82,19.96,-2.86,7.33,11.87,4.54,14.75,17.4,2.65,17.23,19.24,2.01,24.82,16.84,-7.98,4.5,3.92,-0.58,7.12,8.95,1.83,0.0,0.0,0.0,0.0,1.0,1.0,1.43,0.81,-0.62,21586.0,9.9798,3.4513,6.3381
4632,Austrheim,1995-1999,1995,1999,Vestland,Vestlandet,5,641,False,False,1329.0,30.78,28.68,-2.1,0.0,8.87,8.87,20.17,19.88,-0.29,15.73,17.42,1.69,10.91,8.13,-2.78,0.0,0.0,0.0,6.62,4.85,-1.77,0.0,0.0,0.0,0.0,0.0,0.0,15.8,12.16,-3.64,2567.0,7.8505,-0.7791,-6.7716
4633,Fedje,1995-1999,1995,1999,Vestland,Vestlandet,6,436,False,False,434.0,29.03,26.32,-2.71,16.36,16.99,0.63,25.12,27.51,2.39,29.49,29.19,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,6.5482,-4.7278,-10.8579
4634,Masfjorden,1995-1999,1995,1999,Vestland,Vestlandet,6,552,False,False,1038.0,18.02,33.52,15.5,12.43,8.9,-3.53,19.46,23.03,3.57,24.37,17.88,-6.49,12.81,10.3,-2.51,0.0,0.0,0.0,12.91,6.37,-6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845.0,7.5202,-3.4688,-6.2632
4635,Gulen,1995-1999,1995,1999,Vestland,Vestlandet,6,483,False,False,1244.0,16.48,22.94,6.46,2.57,0.0,-2.57,11.01,19.44,8.43,12.86,21.62,8.76,43.73,21.93,-21.8,0.0,0.0,0.0,13.34,14.07,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489.0,7.8196,0.5625,-4.0629
4636,Solund,1995-1999,1995,1999,Vestland,Vestlandet,6,350,False,False,516.0,43.41,31.88,-11.53,0.0,0.0,0.0,27.71,50.72,23.01,0.0,0.0,0.0,15.5,11.96,-3.54,5.43,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,-7.95,1103.0,7.0058,-10.6981,-14.9396
4637,Hyllestad,1995-1999,1995,1999,Vestland,Vestlandet,6,481,False,False,874.0,27.12,30.73,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.48,39.55,-3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,29.72,0.31,1707.0,7.4425,-7.0885,-8.7457
4638,Høyanger,1995-1999,1995,1999,Vestland,Vestlandet,6,547,False,False,2391.0,44.12,36.42,-7.7,3.89,3.29,-0.6,14.35,27.7,13.35,6.11,5.65,-0.46,16.69,12.58,-4.11,7.78,6.49,-1.29,0.0,0.0,0.0,0.0,0.0,0.0,7.07,7.89,0.82,0.0,0.0,0.0,4818.0,8.4801,-2.5944,-2.6954
4639,Vik,1995-1999,1995,1999,Vestland,Vestlandet,6,532,False,False,1621.0,34.79,30.62,-4.17,0.0,0.0,0.0,8.7,8.88,0.18,6.79,10.6,3.81,34.42,35.32,0.9,7.71,6.89,-0.82,7.59,7.69,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3073.0,8.0304,-2.9287,18.75
4640,Sogndal,1995-1999,1995,1999,Vestland,Vestlandet,5,659,False,True,5176.0,29.97,30.1,0.13,5.7,6.04,0.34,10.18,10.65,0.47,9.2,9.57,0.37,27.24,22.3,-4.94,6.32,7.33,1.01,10.16,13.05,2.89,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.96,-0.28,10320.0,9.2418,-0.281,-2.3254
4641,Aurland,1995-1999,1995,1999,Vestland,Vestlandet,6,528,False,False,1080.0,34.44,24.85,-9.59,0.0,0.0,0.0,15.0,19.49,4.49,0.0,0.0,0.0,35.28,40.91,5.63,7.04,8.99,1.95,8.24,5.76,-2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,7.5475,-4.0612,-2.8831
4642,Lærdal,1995-1999,1995,1999,Vestland,Vestlandet,5,570,False,False,1337.0,45.77,39.93,-5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,11.63,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,48.44,2.44,2251.0,7.7191,-1.466,-2.2046
4643,Årdal,1995-1999,1995,1999,Vestland,Vestlandet,5,592,False,False,2867.0,71.26,72.95,1.69,0.0,0.0,0.0,7.46,0.0,-7.46,0.0,0.0,0.0,0.0,0.0,0.0,11.61,0.0,-11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,27.05,17.39,5936.0,8.6888,-2.2574,-7.6115
4644,Luster,1995-1999,1995,1999,Vestland,Vestlandet,5,567,False,False,2585.0,49.86,57.23,7.37,0.0,0.0,0.0,4.37,0.0,-4.37,13.58,0.0,-13.58,25.8,0.0,-25.8,0.0,0.0,0.0,6.38,5.66,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.11,37.11,5087.0,8.5344,-1.0222,-2.893
