kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,reform_2017_20,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst
1525,Stranda,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,628,False,False,2328.0,11.3,8.95,-2.35,36.21,47.45,11.24,11.3,7.71,-3.59,11.98,7.43,-4.55,13.53,17.22,3.69,6.66,3.25,-3.41,9.02,6.74,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.24,4705.0,8.4564,-4.3571,-2.0035
1528,Sykkylven,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,4,695,False,False,3297.0,14.89,14.67,-0.22,27.75,25.05,-2.7,12.59,17.36,4.77,18.05,18.22,0.17,13.65,13.35,-0.3,6.82,5.06,-1.76,6.25,6.29,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7424.0,8.9125,0.5792,5.2283
1531,Sula,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,4,737,False,False,3305.0,13.52,17.01,3.49,38.46,36.08,-2.38,13.74,8.53,-5.21,13.89,13.04,-0.85,3.42,2.47,-0.95,0.0,0.0,0.0,3.27,3.45,0.18,0.0,0.0,0.0,0.0,0.0,0.0,13.71,19.42,5.71,7304.0,8.8962,3.2037,9.8674
1532,Giske,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,4,714,False,False,2851.0,14.24,9.75,-4.49,19.78,14.21,-5.57,14.52,15.09,0.57,27.01,43.15,16.14,7.12,4.28,-2.84,0.0,0.0,0.0,17.33,13.51,-3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6495.0,8.7788,2.3403,7.2443
1535,Vestnes,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,644,False,False,2911.0,22.4,21.84,-0.56,24.73,28.09,3.36,13.88,13.84,-0.04,9.28,7.93,-1.35,12.09,19.86,7.77,4.91,3.06,-1.85,4.53,5.38,0.85,0.0,0.0,0.0,1.37,0.0,-1.37,6.8,0.0,-6.8,6442.0,8.7706,-0.6209,-1.6892
1539,Rauma,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,627,False,False,3258.0,20.66,23.23,2.57,20.04,15.37,-4.67,12.28,11.41,-0.87,9.98,9.62,-0.36,17.22,21.92,4.7,10.77,5.96,-4.81,9.05,7.42,-1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,5.09,7312.0,8.8973,0.1778,-4.1983
1547,Aukra,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,616,False,False,1380.0,17.75,24.65,6.9,12.03,16.9,4.87,14.2,12.66,-1.54,32.39,20.21,-12.18,7.1,7.82,0.72,9.13,6.89,-2.24,7.39,10.87,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038.0,8.019,3.4233,5.1539
1554,Averøy,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,611,False,False,2362.0,29.34,24.63,-4.71,12.66,22.51,9.85,10.54,7.18,-3.36,7.87,7.18,-0.69,25.02,10.3,-14.72,8.09,2.68,-5.41,6.48,25.51,19.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5462.0,8.6056,-1.7393,-3.6272
1557,Gjemnes,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,576,False,False,1211.0,20.4,17.27,-3.13,0.0,12.5,12.5,18.41,10.77,-7.64,22.63,19.36,-3.27,29.98,31.36,1.38,8.59,5.27,-3.32,0.0,3.47,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657.0,7.885,-0.3764,-4.4404
1560,Tingvoll,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,568,False,False,1537.0,22.51,31.43,8.92,14.96,15.56,0.6,10.41,17.65,7.24,7.94,8.19,0.25,30.84,22.73,-8.11,4.49,0.0,-4.49,8.85,4.44,-4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3146.0,8.0539,-1.9708,-1.846
1563,Sunndal,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,640,False,False,3446.0,37.26,44.58,7.32,16.37,14.78,-1.59,7.95,5.71,-2.24,5.05,3.44,-1.61,18.63,20.01,1.38,9.08,6.86,-2.22,5.66,4.62,-1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7405.0,8.9099,-0.9723,-1.1592
1566,Surnadal,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,607,False,False,2404.0,30.03,38.85,8.82,0.0,6.97,6.97,7.57,10.94,3.37,5.91,6.68,0.77,48.88,32.62,-16.26,7.61,3.94,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6208.0,8.7336,-2.5612,-5.0691
1573,Smøla,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,6,501,False,False,1039.0,17.23,13.32,-3.91,0.0,8.38,8.38,15.3,29.4,14.1,6.06,3.85,-2.21,9.62,6.28,-3.34,11.74,6.37,-5.37,40.04,32.41,-7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266.0,7.7258,-4.4572,-14.2914
1576,Aure,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,6,501,False,False,1881.0,31.9,20.53,-11.37,0.0,8.26,8.26,18.29,18.61,0.32,4.57,5.09,0.52,10.74,27.77,17.03,0.0,3.56,3.56,7.02,16.18,9.16,0.0,0.0,0.0,0.0,0.0,0.0,27.49,0.0,-27.49,3680.0,8.2107,-4.4837,-11.215
1577,Volda,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,4,705,False,True,4377.0,12.38,16.01,3.63,10.05,14.79,4.74,19.4,13.43,-5.97,16.91,16.25,-0.66,19.12,20.67,1.55,15.47,9.54,-5.93,6.67,9.31,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9530.0,9.1622,-0.1259,0.4644
1578,Fjord,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,6,564,False,True,1382.0,11.36,18.71,7.35,12.66,9.71,-2.95,17.8,15.88,-1.92,7.6,3.69,-3.91,28.15,21.62,-6.53,3.04,0.0,-3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.39,30.4,11.01,2893.0,7.97,-3.1801,-9.1175
1579,Hustadvika,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,651,False,True,5062.0,21.69,22.93,1.24,21.97,21.32,-0.65,17.21,19.84,2.63,9.3,9.59,0.29,20.15,16.44,-3.71,6.36,3.26,-3.1,3.32,6.63,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12172.0,9.4069,2.6618,2.5607
1580,Haram,2003-2007,2003,2007,Møre og Romsdal,Vestlandet,5,625,False,False,4064.0,13.36,12.14,-1.22,13.68,12.09,-1.59,15.97,26.05,10.08,7.09,9.33,2.24,20.99,16.52,-4.47,5.17,2.06,-3.11,5.51,4.21,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,18.23,17.6,-0.63,8819.0,9.0847,-2.4152,-0.3243
1804,Bodø,2003-2007,2003,2007,Nordland,Nord-Norge,3,793,False,False,15578.0,35.68,38.03,2.35,15.44,24.44,9.0,17.06,12.83,-4.23,4.42,3.89,-0.53,5.03,5.21,0.18,15.21,6.23,-8.98,2.2,3.07,0.87,0.0,0.0,0.0,3.94,5.65,1.71,1.03,0.64,-0.39,43247.0,10.6747,5.383,11.0231
1806,Narvik,2003-2007,2003,2007,Nordland,Nord-Norge,4,686,True,True,9776.57,31.8,33.2,1.4,19.43,28.59,9.16,12.92,11.72,-1.2,4.33,5.65,1.32,7.24,6.03,-1.21,15.92,9.79,-6.13,1.4,2.12,0.72,0.0,0.26,0.26,0.0,0.0,0.0,6.95,2.65,-4.3,22096.0,10.0032,-1.1043,-2.9231
1811,Bindal,2003-2007,2003,2007,Nordland,Nord-Norge,6,426,False,False,1113.0,45.46,46.12,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,0.0,-12.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.69,53.88,12.19,1822.0,7.5077,-7.135,-15.7371
1812,Sømna,2003-2007,2003,2007,Nordland,Nord-Norge,6,505,False,False,892.0,19.51,35.3,15.79,0.0,6.1,6.1,4.37,2.13,-2.24,6.73,0.0,-6.73,57.62,0.0,-57.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77,56.47,44.7,2100.0,7.6497,-2.5238,-3.3978
1813,Brønnøy,2003-2007,2003,2007,Nordland,Nord-Norge,5,613,False,False,2901.0,20.68,14.74,-5.94,10.82,7.02,-3.8,12.06,8.41,-3.65,3.45,2.54,-0.91,17.17,43.25,26.08,12.27,6.45,-5.82,13.68,8.99,-4.69,0.0,0.0,0.0,0.0,0.0,0.0,9.86,8.6,-1.26,7519.0,8.9252,0.3857,4.746
1815,Vega,2003-2007,2003,2007,Nordland,Nord-Norge,6,400,False,False,694.0,31.41,55.77,24.36,11.82,6.74,-5.08,9.65,6.87,-2.78,0.0,0.0,0.0,31.7,22.96,-8.74,15.42,7.65,-7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391.0,7.2378,-6.6139,-10.2901
1816,Vevelstad,2003-2007,2003,2007,Nordland,Nord-Norge,6,373,False,False,307.0,32.25,32.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.75,67.69,-0.06,538.0,6.2879,-6.3197,-19.2308
1818,Herøy (Nordland),2003-2007,2003,2007,Nordland,Nord-Norge,6,480,False,False,771.0,50.84,57.71,6.87,14.27,15.54,1.27,14.01,4.33,-9.68,0.0,0.0,0.0,11.54,13.89,2.35,9.34,5.61,-3.73,0.0,2.93,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.0,7.4916,-6.1907,-13.03
1820,Alstahaug,2003-2007,2003,2007,Nordland,Nord-Norge,5,653,False,False,2931.0,31.12,16.84,-14.28,18.18,15.57,-2.61,14.98,22.99,8.01,2.59,1.97,-0.62,14.7,15.67,0.97,8.02,4.09,-3.93,2.83,2.16,-0.67,0.0,0.0,0.0,7.57,7.42,-0.15,0.0,13.29,13.29,7445.0,8.9153,-2.955,-2.6018
1822,Leirfjord,2003-2007,2003,2007,Nordland,Nord-Norge,6,559,False,False,873.0,33.79,40.46,6.67,0.0,17.98,17.98,0.0,0.0,0.0,0.0,0.0,0.0,23.83,17.28,-6.55,17.41,10.49,-6.92,3.55,2.9,-0.65,0.0,0.0,0.0,4.81,3.6,-1.21,16.61,7.29,-9.32,2214.0,7.7026,-4.1102,-9.6211
1824,Vefsn,2003-2007,2003,2007,Nordland,Nord-Norge,4,686,False,False,5733.0,43.49,45.38,1.89,16.75,16.78,0.03,4.88,4.9,0.02,2.83,3.31,0.48,9.3,8.37,-0.93,13.9,8.37,-5.53,2.6,3.55,0.95,0.0,0.0,0.0,6.26,9.33,3.07,0.0,0.0,0.0,13456.0,9.5072,0.8546,-0.4694
1825,Grane,2003-2007,2003,2007,Nordland,Nord-Norge,6,494,False,False,785.0,65.35,54.45,-10.9,0.0,8.77,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.65,36.77,2.12,1542.0,7.3408,-0.1297,-6.8924
1826,Aarborte - Hattfjelldal,2003-2007,2003,2007,Nordland,Nord-Norge,6,453,False,False,889.0,60.18,57.29,-2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.77,34.77,7.54,7.93,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.28,0.0,-32.28,1569.0,7.3582,-5.5449,-9.6341
1827,Dønna,2003-2007,2003,2007,Nordland,Nord-Norge,6,429,False,False,768.0,30.47,30.07,-0.4,0.0,22.52,22.52,16.28,12.62,-3.66,0.0,0.0,0.0,16.54,13.37,-3.17,17.97,10.52,-7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,10.89,-7.86,1541.0,7.3402,-3.3744,-11.2634
1828,Nesna,2003-2007,2003,2007,Nordland,Nord-Norge,6,494,False,False,847.0,20.19,22.86,2.67,26.45,18.36,-8.09,13.22,9.35,-3.87,0.0,0.0,0.0,11.22,17.79,6.57,19.83,18.36,-1.47,5.31,13.29,7.98,0.0,0.0,0.0,0.0,0.0,0.0,3.78,0.0,-3.78,1838.0,7.5164,-3.3732,-3.268
1832,Hemnes,2003-2007,2003,2007,Nordland,Nord-Norge,5,567,False,False,2184.0,30.68,45.83,15.15,17.77,20.28,2.51,7.19,4.52,-2.67,2.52,2.72,0.2,24.13,14.96,-9.17,11.22,4.99,-6.23,3.48,4.57,1.09,0.0,0.0,0.0,0.0,0.0,0.0,3.02,2.14,-0.88,4551.0,8.4231,-0.9009,-4.7116
1833,Rana - Raane,2003-2007,2003,2007,Nordland,Nord-Norge,4,713,False,False,10148.0,31.73,29.2,-2.53,11.85,18.75,6.9,7.74,8.12,0.38,0.0,2.14,2.14,5.0,4.77,-0.23,38.28,20.75,-17.53,2.96,3.18,0.22,0.0,0.0,0.0,1.92,2.42,0.5,0.52,10.67,10.15,25313.0,10.1391,-0.4859,-0.2811
1834,Lurøy,2003-2007,2003,2007,Nordland,Nord-Norge,6,362,False,False,981.0,43.93,36.18,-7.75,0.0,0.0,0.0,5.1,5.41,0.31,5.2,5.6,0.4,14.27,22.41,8.14,0.0,0.0,0.0,5.1,3.99,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,26.4,26.4,0.0,2016.0,7.6089,-2.2817,-10.0046
1835,Træna,2003-2007,2003,2007,Nordland,Nord-Norge,6,323,False,False,212.0,42.45,60.11,17.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.55,39.89,-17.66,464.0,6.1399,-3.8793,-14.2308
1836,Rødøy,2003-2007,2003,2007,Nordland,Nord-Norge,6,338,False,False,748.0,18.85,18.62,-0.23,0.0,0.0,0.0,4.81,0.0,-4.81,9.49,9.82,0.33,27.54,34.9,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3,36.66,-2.64,1462.0,7.2876,-8.1395,-18.6554
1837,Meløy,2003-2007,2003,2007,Nordland,Nord-Norge,6,488,False,False,2780.0,27.41,33.52,6.11,12.88,15.68,2.8,17.37,18.69,1.32,8.71,7.81,-0.9,9.96,7.55,-2.41,13.42,5.33,-8.09,3.63,3.14,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,6.62,8.3,1.68,6845.0,8.8313,-2.6589,-3.8667
1838,Gildeskål,2003-2007,2003,2007,Nordland,Nord-Norge,6,478,False,False,1060.0,29.72,26.07,-3.65,9.34,17.57,8.23,14.25,17.76,3.51,7.36,7.38,0.02,6.98,12.9,5.92,7.17,9.91,2.74,6.7,8.41,1.71,0.0,0.0,0.0,0.0,0.0,0.0,18.49,0.0,-18.49,2220.0,7.7053,-6.2613,-15.3377
1839,Beiarn,2003-2007,2003,2007,Nordland,Nord-Norge,6,448,False,False,700.0,41.14,31.34,-9.8,3.14,0.0,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,15.14,15.04,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.57,53.62,13.05,1221.0,7.1074,-5.9787,-18.5816
1840,Saltdal,2003-2007,2003,2007,Nordland,Nord-Norge,5,603,False,False,2159.0,33.12,40.12,7.0,21.82,25.21,3.39,7.74,9.11,1.37,3.61,4.01,0.4,9.77,8.33,-1.44,15.05,9.16,-5.89,2.69,4.06,1.37,1.53,0.0,-1.53,0.0,0.0,0.0,4.68,0.0,-4.68,4834.0,8.4834,-3.0203,-7.4798
1841,Fauske - Fuossko,2003-2007,2003,2007,Nordland,Nord-Norge,4,679,False,False,4421.0,36.39,28.51,-7.88,21.38,19.43,-1.95,6.38,22.19,15.81,2.06,2.65,0.59,3.91,4.42,0.51,12.71,6.43,-6.28,9.48,8.4,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.96,0.27,9528.0,9.162,-0.6612,-3.1119
1845,Sørfold - Fuolldá,2003-2007,2003,2007,Nordland,Nord-Norge,6,547,False,False,1055.0,45.88,55.56,9.68,5.12,9.42,4.3,8.82,8.43,-0.39,0.0,0.0,0.0,21.9,16.37,-5.53,18.29,10.22,-8.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228.0,7.7089,-6.4632,-17.8233
1848,Steigen,2003-2007,2003,2007,Nordland,Nord-Norge,6,403,False,False,1264.0,24.45,21.39,-3.06,5.62,9.19,3.57,6.96,6.17,-0.79,4.27,4.52,0.25,30.54,34.6,4.06,9.18,9.12,-0.06,18.99,15.0,-3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875.0,7.9638,-6.7826,-13.2967
1851,Lødingen,2003-2007,2003,2007,Nordland,Nord-Norge,6,537,False,False,1203.0,17.46,22.5,5.04,28.51,34.0,5.49,12.72,12.92,0.2,0.0,0.0,0.0,7.32,8.33,1.01,22.28,16.33,-5.95,11.72,5.92,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2382.0,7.7757,-5.2477,-12.3835
1853,Evenes - Evenássi,2003-2007,2003,2007,Nordland,Nord-Norge,6,528,False,False,771.0,22.57,28.24,5.67,12.71,10.74,-1.97,21.01,31.76,10.75,0.0,0.0,0.0,25.55,19.85,-5.7,18.16,9.41,-8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.0,7.3092,-8.9023,-11.7952
1856,Røst,2003-2007,2003,2007,Nordland,Nord-Norge,6,366,False,False,309.0,48.22,0.0,-48.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.78,100.0,48.22,641.0,6.463,-7.8003,-14.964
1857,Værøy,2003-2007,2003,2007,Nordland,Nord-Norge,6,370,False,False,358.0,30.17,35.12,4.95,0.0,0.0,0.0,0.0,0.0,0.0,13.69,14.29,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.15,50.6,-5.55,769.0,6.6451,-2.7308,-10.6332
1859,Flakstad,2003-2007,2003,2007,Nordland,Nord-Norge,6,522,False,False,680.0,10.88,25.08,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.59,12.38,-23.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.75,0.0,0.0,0.0,53.53,58.79,5.26,1527.0,7.3311,-4.5187,-10.4423
1860,Vestvågøy,2003-2007,2003,2007,Nordland,Nord-Norge,5,631,False,False,4047.0,19.82,21.37,1.55,18.16,15.5,-2.66,9.49,21.73,12.24,12.01,10.61,-1.4,16.18,16.98,0.8,11.22,6.03,-5.19,0.0,1.41,1.41,0.0,0.0,0.0,0.0,0.0,0.0,13.12,6.37,-6.75,10751.0,9.2828,-0.0558,0.0093
1865,Vågan,2003-2007,2003,2007,Nordland,Nord-Norge,5,650,False,False,3455.0,28.02,33.05,5.03,12.42,14.54,2.12,11.55,20.94,9.39,2.03,2.31,0.28,8.83,8.18,-0.65,14.96,5.48,-9.48,1.56,3.45,1.89,0.0,0.0,0.0,8.19,8.08,-0.11,12.45,3.98,-8.47,9036.0,9.109,-0.4869,-3.9521
1866,Hadsel,2003-2007,2003,2007,Nordland,Nord-Norge,5,605,False,False,3365.0,29.54,28.24,-1.3,13.31,17.02,3.71,8.89,7.82,-1.07,4.34,3.26,-1.08,9.54,9.58,0.04,10.25,4.29,-5.96,1.63,3.91,2.28,0.0,0.0,0.0,0.0,0.0,0.0,22.5,25.88,3.38,8051.0,8.9936,-1.7886,-7.4122
1867,Bø,2003-2007,2003,2007,Nordland,Nord-Norge,6,497,False,False,1523.0,14.77,0.0,-14.77,11.69,11.09,-0.6,15.04,0.0,-15.04,4.66,2.69,-1.97,39.0,29.07,-9.93,9.13,5.89,-3.24,5.71,9.96,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.29,41.29,3100.0,8.0392,-6.4839,-16.2865
1868,Øksnes,2003-2007,2003,2007,Nordland,Nord-Norge,5,584,False,False,2012.0,15.61,23.93,8.32,17.4,18.34,0.94,13.67,4.37,-9.3,6.91,8.18,1.27,19.33,9.5,-9.83,8.9,0.0,-8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19,35.68,17.49,4665.0,8.4478,-3.8371,-6.4637
1870,Sortland - Suortá,2003-2007,2003,2007,Nordland,Nord-Norge,4,670,False,False,3415.0,25.42,32.9,7.48,13.5,19.58,6.08,23.66,21.24,-2.42,4.28,3.6,-0.68,10.95,9.49,-1.46,16.4,7.22,-9.18,2.11,1.5,-0.61,0.0,0.0,0.0,3.69,4.47,0.78,0.0,0.0,0.0,9476.0,9.1565,2.3955,9.49
1871,Andøy,2003-2007,2003,2007,Nordland,Nord-Norge,6,517,False,False,2489.0,21.17,23.88,2.71,10.16,10.47,0.31,40.66,39.67,-0.99,3.5,4.06,0.56,10.69,12.3,1.61,7.43,3.94,-3.49,6.39,5.69,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5477.0,8.6083,-5.9339,-13.6729
1874,Moskenes,2003-2007,2003,2007,Nordland,Nord-Norge,6,442,False,False,568.0,24.3,26.44,2.14,0.0,8.14,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.37,6.61,-37.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.34,58.81,27.47,1248.0,7.1293,-7.3718,-17.3104
1875,Hábmer - Hamarøy,2003-2007,2003,2007,Nordland,Nord-Norge,6,405,True,True,1605.43,13.37,37.47,24.1,0.0,0.0,0.0,10.96,13.03,2.07,0.0,0.0,0.0,10.78,16.01,5.23,11.49,6.71,-4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.39,26.78,-26.61,3221.0,8.0774,-8.2273,-16.5914
3101,Halden,2003-2007,2003,2007,Østfold,Østlandet,3,842,False,False,12079.0,23.83,43.62,19.79,15.65,15.92,0.27,16.48,10.39,-6.09,6.23,7.34,1.11,5.4,4.94,-0.46,18.47,7.34,-11.13,1.67,3.56,1.89,5.42,2.91,-2.51,4.0,2.29,-1.71,2.85,1.69,-1.16,27438.0,10.2197,1.4469,6.3948
3103,Moss,2003-2007,2003,2007,Østfold,Østlandet,2,900,False,True,18501.0,28.78,36.28,7.5,23.94,23.06,-0.88,19.67,20.38,0.71,3.95,3.35,-0.6,1.28,1.14,-0.14,14.7,5.92,-8.78,1.96,4.65,2.69,0.0,0.0,0.0,2.06,2.45,0.39,3.67,2.76,-0.91,41309.0,10.6288,2.8154,11.3815
3105,Sarpsborg,2003-2007,2003,2007,Østfold,Østlandet,2,877,False,False,20981.0,46.93,48.71,1.78,18.35,19.52,1.17,10.76,11.3,0.54,6.51,6.66,0.15,3.98,3.74,-0.24,7.32,3.22,-4.1,0.88,2.5,1.62,0.0,0.0,0.0,0.33,0.62,0.29,4.94,3.73,-1.21,49044.0,10.8005,3.1584,8.9427
3107,Fredrikstad,2003-2007,2003,2007,Østfold,Østlandet,2,870,False,False,28112.0,33.07,32.8,-0.27,18.69,31.15,12.46,12.25,13.22,0.97,5.43,4.79,-0.64,2.25,2.19,-0.06,10.84,4.63,-6.21,1.95,3.3,1.35,0.0,0.0,0.0,0.87,0.91,0.04,14.66,7.0,-7.66,69288.0,11.146,2.8995,7.9701
3110,Hvaler,2003-2007,2003,2007,Østfold,Østlandet,4,723,False,False,1805.0,31.19,33.67,2.48,14.46,27.4,12.94,26.2,21.52,-4.68,0.0,0.0,0.0,8.64,4.4,-4.24,11.36,6.31,-5.05,3.43,3.83,0.4,0.0,0.0,0.0,0.66,0.0,-0.66,4.04,2.87,-1.17,3617.0,8.1934,7.2712,12.0739
3112,Råde,2003-2007,2003,2007,Østfold,Østlandet,3,836,False,False,3149.0,23.12,35.22,12.1,30.52,26.8,-3.72,13.81,13.73,-0.08,13.18,10.45,-2.73,10.99,9.23,-1.76,6.19,2.32,-3.87,2.19,2.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6380.0,8.7609,4.2947,10.0744
3114,Våler (Østfold),2003-2007,2003,2007,Østfold,Østlandet,3,824,False,False,1796.0,19.82,17.9,-1.92,20.88,26.61,5.73,24.61,16.69,-7.92,7.13,10.92,3.79,17.59,21.1,3.51,7.8,3.94,-3.86,2.17,2.83,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.0,8.2945,3.7481,6.4615
3116,Skiptvet,2003-2007,2003,2007,Østfold,Østlandet,3,792,False,False,1413.0,29.02,32.46,3.44,10.12,10.97,0.85,8.35,12.76,4.41,10.83,10.78,-0.05,39.99,33.03,-6.96,0.0,0.0,0.0,1.7,0.0,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3327.0,8.1098,2.5849,9.391
3118,Indre Østfold,2003-2007,2003,2007,Østfold,Østlandet,3,858,False,True,16107.0,21.5,27.09,5.59,19.5,21.1,1.6,15.14,14.82,-0.32,7.84,7.4,-0.44,20.43,16.16,-4.27,8.11,3.68,-4.43,4.02,7.73,3.71,0.0,0.0,0.0,1.01,0.0,-1.01,2.45,2.03,-0.42,37976.0,10.5447,3.2389,10.5796
3120,Rakkestad,2003-2007,2003,2007,Østfold,Østlandet,3,785,False,False,3154.0,22.42,21.8,-0.62,10.3,12.72,2.42,7.55,5.5,-2.05,23.68,21.24,-2.44,27.77,22.58,-5.19,3.42,1.22,-2.2,0.0,14.93,14.93,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,-4.85,7217.0,8.8842,2.9237,5.6014
3122,Marker,2003-2007,2003,2007,Østfold,Østlandet,4,732,False,False,1568.0,39.73,55.12,15.39,0.0,0.0,0.0,11.42,9.33,-2.09,19.52,17.46,-2.06,29.34,18.09,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3408.0,8.1339,3.1984,8.4155
3124,Aremark,2003-2007,2003,2007,Østfold,Østlandet,5,662,False,False,768.0,33.07,33.33,0.26,7.81,7.63,-0.18,9.9,9.64,-0.26,25.91,25.84,-0.07,23.31,23.56,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.0,7.2848,-2.8121,-3.2765
