kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0
5037,Levanger - Levangke,2005-2009,2005,2009,Trøndelag,Trøndelag,4,752,False,10309.0,40.32,44.81,4.49,14.19,15.12,0.93,7.28,8.82,1.54,7.05,6.82,-0.23,14.31,12.95,-1.36,11.68,7.65,-4.03,3.81,2.61,-1.2,0.05,0.16,0.11,0.62,0.67,0.05,0.68,0.39,-0.29,-0.43,18.21,-2.71,18001.0,9.7982,2.5721,5.4845,7.6662,18.3879,12.7826,19.2212,0.2481,26.4043,332000.0,,,
5038,Verdal,2005-2009,2005,2009,Trøndelag,Trøndelag,4,747,False,7643.0,49.95,51.47,1.52,15.43,19.02,3.59,5.26,7.46,2.2,3.48,2.61,-0.87,12.57,11.18,-1.39,9.11,5.14,-3.97,2.89,1.95,-0.94,0.12,0.12,0.0,0.69,0.76,0.07,0.5,0.29,-0.21,2.2,16.2,1.25,13815.0,9.5335,2.4756,3.6156,9.9891,15.2009,12.4647,19.5078,-0.0751,16.524,322000.0,,,
5041,Snåase - Snåsa,2005-2009,2005,2009,Trøndelag,Trøndelag,6,561,False,1310.0,32.82,39.32,6.5,8.02,9.02,1.0,4.05,5.09,1.04,1.76,0.69,-1.07,33.66,34.93,1.27,13.82,6.55,-7.27,4.81,3.16,-1.65,0.15,0.39,0.24,0.53,0.69,0.16,0.38,0.15,-0.23,2.27,36.94,6.61,2260.0,7.7231,-3.7168,-9.4465,-26.5487,-10.6195,18.3628,15.8407,0.8467,16.2479,309000.0,,,
5042,Lierne,2005-2009,2005,2009,Trøndelag,Trøndelag,6,398,False,811.0,32.43,39.11,6.68,10.48,18.51,8.03,1.6,2.61,1.01,6.54,4.95,-1.59,28.11,26.73,-1.38,15.41,3.65,-11.76,4.81,3.91,-0.9,0.0,0.26,0.26,0.12,0.26,0.14,0.49,0.0,-0.49,6.65,43.74,-14.05,1509.0,7.3192,-3.1809,-6.705,-7.2896,-23.8569,18.6879,17.0311,-0.2758,14.3322,297000.0,,,
5043,Raarvihke - Røyrvik,2005-2009,2005,2009,Trøndelag,Trøndelag,6,389,False,336.0,32.44,44.88,12.44,10.71,16.17,5.46,3.87,4.62,0.75,8.93,5.61,-3.32,19.35,22.11,2.76,19.64,2.97,-16.67,3.87,2.97,-0.9,0.0,0.0,0.0,0.0,0.33,0.33,1.19,0.33,-0.86,8.22,0.0,0.0,542.0,6.2953,-7.9336,-17.2471,-71.9557,-3.69,15.4982,18.0812,1.5359,14.5125,307000.0,,,
5044,Namsskogan,2005-2009,2005,2009,Trøndelag,Trøndelag,6,427,False,558.0,36.02,43.79,7.77,12.19,16.44,4.25,2.87,4.21,1.34,4.12,6.5,2.38,12.37,16.06,3.69,29.75,10.9,-18.85,1.43,1.34,-0.09,0.0,0.0,0.0,0.54,0.38,-0.16,0.72,0.38,-0.34,7.94,12.81,1.42,941.0,6.8469,-1.8066,-5.9063,-9.5643,-7.4389,20.4038,15.6217,1.4576,11.4987,278000.0,,,
5045,Grong,2005-2009,2005,2009,Trøndelag,Trøndelag,5,593,False,1489.0,33.78,38.43,4.65,10.54,14.79,4.25,3.9,6.0,2.1,1.21,1.57,0.36,29.08,26.93,-2.15,17.86,8.71,-9.15,2.62,2.71,0.09,0.2,0.14,-0.06,0.2,0.64,0.44,0.6,0.07,-0.53,2.1,45.09,10.07,2481.0,7.8164,-5.2801,-5.8871,-33.4543,-20.5562,18.0975,16.9287,0.1152,17.5412,310000.0,,,
5046,Høylandet,2005-2009,2005,2009,Trøndelag,Trøndelag,6,525,False,797.0,34.76,39.77,5.01,6.27,8.59,2.32,3.01,2.78,-0.23,2.26,1.89,-0.37,35.63,37.12,1.49,11.92,4.17,-7.75,5.65,5.18,-0.47,0.13,0.38,0.25,0.13,0.0,-0.13,0.25,0.13,-0.12,3.81,43.12,10.83,1247.0,7.1285,2.1652,-5.6995,12.8308,9.6231,15.8781,19.166,1.6258,18.2891,324000.0,,,
5047,Overhalla,2005-2009,2005,2009,Trøndelag,Trøndelag,5,611,False,2033.0,35.12,41.39,6.27,10.48,14.14,3.66,4.77,7.44,2.67,2.71,1.81,-0.9,25.63,24.36,-1.27,16.97,7.24,-9.73,3.79,2.89,-0.9,0.05,0.1,0.05,0.1,0.34,0.24,0.39,0.29,-0.1,2.39,36.53,11.18,3476.0,8.1536,2.4741,-2.9956,15.8228,7.1922,14.7296,18.412,-0.3837,18.3599,350000.0,,,
5049,Flatanger,2005-2009,2005,2009,Trøndelag,Trøndelag,6,475,False,697.0,25.97,33.75,7.78,19.51,19.91,0.4,7.46,10.89,3.43,4.88,4.67,-0.21,18.08,14.62,-3.46,14.2,7.0,-7.2,7.46,7.31,-0.15,0.0,0.0,0.0,0.57,1.09,0.52,1.87,0.78,-1.09,-3.06,19.18,-5.75,1205.0,7.0942,-5.8921,-11.8196,-39.0041,-19.917,17.2614,15.4357,0.9926,12.9301,316000.0,,,
5052,Leka,2005-2009,2005,2009,Trøndelag,Trøndelag,6,386,False,385.0,26.49,32.59,6.1,11.43,13.65,2.22,1.3,4.18,2.88,3.12,0.56,-2.56,33.25,37.33,4.08,16.36,7.8,-8.56,2.6,2.51,-0.09,0.0,0.56,0.56,0.52,0.28,-0.24,4.94,0.56,-4.38,6.3,0.0,69.25,609.0,6.4118,-4.4335,-18.9415,-34.4828,-9.8522,19.5402,14.2857,2.9684,10.5882,295000.0,,,
5053,Inderøy,2005-2009,2005,2009,Trøndelag,Trøndelag,4,670,False,4026.0,39.94,41.55,1.61,10.28,13.21,2.93,5.76,7.41,1.65,4.94,4.84,-0.1,22.23,22.02,-0.21,11.35,7.26,-4.09,4.45,2.49,-1.96,0.07,0.25,0.18,0.45,0.53,0.08,0.52,0.43,-0.09,2.72,27.44,9.37,6796.0,8.8241,-1.6775,-0.1494,-21.6304,4.2672,13.4638,17.7457,0.1249,21.1913,351987.7033,,,
5054,Indre Fosen,2005-2009,2005,2009,Trøndelag,Trøndelag,5,621,False,5466.0,33.48,34.34,0.86,17.03,22.33,5.3,7.92,11.3,3.38,7.83,6.34,-1.49,21.88,17.08,-4.8,6.29,4.48,-1.81,3.68,2.41,-1.27,0.16,0.24,0.08,0.42,0.46,0.04,1.3,1.02,-0.28,0.5,26.24,-2.3,9941.0,9.2044,-0.3521,-0.4922,-2.4142,-2.0119,15.8133,18.469,0.0458,14.6116,325138.3226,,,
5055,Heim,2005-2009,2005,2009,Trøndelag,Trøndelag,5,588,True,3486.03,40.61,42.78,2.17,16.24,18.1,1.86,8.52,10.09,1.57,5.66,3.89,-1.77,18.63,18.74,0.11,4.23,3.13,-1.1,4.53,2.05,-2.48,0.09,0.25,0.16,0.39,0.46,0.07,1.13,0.5,-0.63,1.97,28.89,-0.37,6131.3197,8.7212,-1.7586,-5.1172,-14.3884,-3.0597,16.3255,17.4589,0.3371,13.7777,303174.5202,,,
5056,Hitra,2005-2009,2005,2009,Trøndelag,Trøndelag,6,551,True,2342.8,32.31,31.62,-0.69,27.75,30.95,3.2,8.57,14.11,5.54,5.78,4.39,-1.39,12.35,9.08,-3.27,6.89,5.62,-1.27,2.61,1.84,-0.77,0.3,0.46,0.16,0.9,0.72,-0.18,2.55,1.21,-1.34,-0.07,11.22,-1.07,4372.8632,8.3832,2.4496,0.7715,38.62,-14.8879,17.4919,17.4456,-0.9559,11.5824,289151.6078,,,
5057,Ørland,2005-2009,2005,2009,Trøndelag,Trøndelag,5,603,False,5392.0,30.04,34.14,4.1,23.92,26.17,2.25,11.85,13.51,1.66,4.51,4.14,-0.37,15.5,13.18,-2.32,6.36,3.75,-2.61,3.36,2.32,-1.04,0.24,0.29,0.05,0.48,0.52,0.04,3.73,1.99,-1.74,-0.07,29.36,-4.26,9821.0,9.1923,-2.5252,-1.6641,-27.1866,3.3601,14.7948,17.9004,0.9996,15.7956,310909.2727,,,
5058,Åfjord,2005-2009,2005,2009,Trøndelag,Trøndelag,6,512,False,2555.0,24.27,30.85,6.58,20.0,20.31,0.31,8.61,9.78,1.17,10.88,9.65,-1.23,24.23,21.03,-3.2,5.52,4.3,-1.22,3.44,2.11,-1.33,0.0,0.17,0.17,0.12,0.55,0.43,2.94,1.26,-1.68,-2.89,38.38,-8.35,4411.0,8.3919,-3.718,-6.8436,-15.8694,-21.3104,18.7486,15.7561,0.2531,11.82,297531.1804,,,
5059,Orkland,2005-2009,2005,2009,Trøndelag,Trøndelag,4,728,True,9550.18,43.59,45.9,2.31,17.35,19.27,1.92,6.31,8.71,2.4,5.8,4.25,-1.55,14.59,13.03,-1.56,5.98,4.11,-1.87,4.88,3.32,-1.56,0.12,0.19,0.07,0.32,0.4,0.08,1.07,0.81,-0.26,0.36,17.5,-0.25,16765.8171,9.7271,3.1416,4.6765,27.9939,3.6302,16.1766,18.4284,-0.5021,16.3958,319239.5165,,,
5060,Nærøysund,2005-2009,2005,2009,Trøndelag,Trøndelag,5,581,False,5079.0,29.61,33.73,4.12,19.33,22.82,3.49,8.8,8.98,0.18,6.22,5.54,-0.68,18.45,18.52,0.07,9.21,5.8,-3.41,5.3,3.57,-1.73,0.12,0.09,-0.03,0.37,0.47,0.1,2.58,0.49,-2.09,3.56,23.99,0.82,9246.0,9.1319,-1.7088,-1.5064,-16.4395,-1.2979,14.6442,18.6135,0.4637,12.8978,313816.1447,,,
5061,Rindal,2005-2009,2005,2009,Trøndelag,Trøndelag,5,607,False,1176.0,35.63,38.91,3.28,7.74,9.1,1.36,5.7,6.24,0.54,8.33,5.11,-3.22,35.29,36.14,0.85,2.98,2.17,-0.81,3.74,1.91,-1.83,0.0,0.0,0.0,0.17,0.35,0.18,0.43,0.09,-0.34,2.21,50.96,-9.67,2101.0,7.6502,-2.8558,-5.334,0.476,-26.654,21.4184,16.6111,-1.2812,14.26,300000.0,,,
5501,Tromsø,2005-2009,2005,2009,Troms,Nord-Norge,3,803,False,34238.0,32.55,36.55,4.0,22.28,22.72,0.44,10.42,14.58,4.16,4.3,3.45,-0.85,4.18,5.26,1.08,12.63,10.19,-2.44,3.83,3.3,-0.53,0.18,0.39,0.21,1.87,2.46,0.59,7.75,1.09,-6.66,1.52,2.71,0.42,62558.0,11.0438,6.3221,14.4388,26.0558,37.7729,8.5121,23.7108,0.2005,30.9737,327000.0,,,
5503,Harstad - Hárstták,2005-2009,2005,2009,Troms,Nord-Norge,4,738,False,12980.0,34.76,38.17,3.41,27.27,28.83,1.56,11.93,15.02,3.09,3.45,2.54,-0.91,6.17,5.28,-0.89,8.1,6.1,-2.0,3.08,1.94,-1.14,0.13,0.25,0.12,1.07,1.05,-0.02,4.03,0.82,-3.21,0.67,7.89,0.56,23643.0,10.0708,-0.0592,-0.0508,-7.3172,7.3172,12.7903,20.0651,0.4689,22.9811,324001.4535,,,
5510,Kvæfjord,2005-2009,2005,2009,Troms,Nord-Norge,5,587,False,1671.0,30.58,32.05,1.47,24.66,27.33,2.67,8.02,9.57,1.55,2.63,2.52,-0.11,12.81,12.66,-0.15,10.05,8.94,-1.11,4.85,3.65,-1.2,0.06,0.44,0.38,1.2,1.64,0.44,5.15,1.2,-3.95,2.52,15.4,-2.41,3072.0,8.0301,-1.3021,-8.5094,0.9766,-13.6719,14.0951,16.6992,-0.0119,18.3555,296000.0,,,
5512,Dielddanuorri - Tjeldsund,2005-2009,2005,2009,Troms,Nord-Norge,6,542,False,2524.0,35.74,38.43,2.69,26.62,28.67,2.05,9.39,14.68,5.29,3.57,2.93,-0.64,7.81,6.63,-1.18,7.09,4.96,-2.13,3.17,2.24,-0.93,0.12,0.08,-0.04,0.55,0.53,-0.02,5.94,0.85,-5.09,0.87,9.02,-0.81,4375.0,8.3837,-4.5943,-10.5252,-36.1143,-8.4571,17.0057,18.6971,0.747,16.3008,328616.8009,,,
5514,Ibestad,2005-2009,2005,2009,Troms,Nord-Norge,6,447,False,970.0,31.55,39.06,7.51,25.36,26.36,1.0,8.87,13.78,4.91,5.36,3.99,-1.37,11.34,9.67,-1.67,4.54,3.51,-1.03,2.89,2.18,-0.71,0.1,0.0,-0.1,0.31,0.24,-0.07,9.69,1.21,-8.48,-0.67,0.0,0.0,1649.0,7.4079,-12.6743,-20.354,-73.3778,-52.7592,24.4391,14.3723,0.9082,12.6537,260000.0,,,
5516,Gratangen - Rivtták,2005-2009,2005,2009,Troms,Nord-Norge,6,509,False,698.0,40.54,41.37,0.83,17.48,22.47,4.99,5.01,8.63,3.62,5.44,3.87,-1.57,14.33,14.14,-0.19,8.17,6.25,-1.92,1.15,1.19,0.04,0.0,0.3,0.3,0.86,0.3,-0.56,7.02,1.49,-5.53,4.8,32.28,-2.16,1268.0,7.1452,-9.2271,-13.3935,-60.7256,-30.7571,21.4511,16.3249,0.7035,14.1176,257000.0,,,
5518,Loabák - Lavangen,2005-2009,2005,2009,Troms,Nord-Norge,6,517,False,654.0,40.67,43.36,2.69,19.57,20.1,0.53,6.12,10.3,4.18,6.57,5.48,-1.09,14.98,17.28,2.3,4.89,2.16,-2.73,1.53,0.5,-1.03,0.0,0.17,0.17,0.15,0.0,-0.15,5.5,0.66,-4.84,2.83,39.44,-17.65,1029.0,6.9363,-0.5831,-4.3925,-2.9155,-2.9155,20.311,18.173,0.6079,17.4734,288000.0,,,
5520,Bardu,2005-2009,2005,2009,Troms,Nord-Norge,5,597,False,2230.0,34.13,38.93,4.8,21.52,22.6,1.08,12.24,12.58,0.34,2.74,1.49,-1.25,16.55,16.82,0.27,5.65,4.01,-1.64,3.14,2.39,-0.75,0.13,0.32,0.19,0.45,0.36,-0.09,3.45,0.5,-2.95,1.35,29.12,9.02,3874.0,8.262,2.762,4.9288,2.5813,27.3619,12.7259,24.5225,0.7381,22.588,338000.0,,,
5522,Salangen,2005-2009,2005,2009,Troms,Nord-Norge,6,552,False,1264.0,30.38,36.43,6.05,15.66,20.54,4.88,4.75,8.07,3.32,3.32,3.34,0.02,31.88,22.58,-9.3,8.23,6.44,-1.79,1.58,0.9,-0.68,0.08,0.16,0.08,0.4,0.9,0.5,3.72,0.65,-3.07,-4.42,43.36,14.93,2244.0,7.716,-1.8271,-7.5923,-12.9234,-4.902,13.4581,18.4046,0.5228,18.8963,310000.0,,,
5524,Målselv,2005-2009,2005,2009,Troms,Nord-Norge,5,576,False,3564.0,34.37,36.87,2.5,22.62,23.97,1.35,8.45,11.58,3.13,2.95,1.69,-1.26,16.41,14.99,-1.42,7.1,5.16,-1.94,3.9,4.67,0.77,0.0,0.17,0.17,0.53,0.4,-0.13,3.68,0.49,-3.19,-0.07,13.56,0.41,6658.0,8.8036,-2.5233,-7.7732,-36.1971,11.2646,13.5026,20.8621,0.9659,20.9622,331000.0,,,
5526,Sørreisa,2005-2009,2005,2009,Troms,Nord-Norge,5,610,False,1861.0,42.02,37.9,-4.12,22.78,26.28,3.5,7.74,10.48,2.74,5.1,3.29,-1.81,8.28,15.47,7.19,6.88,3.84,-3.04,1.72,1.37,-0.35,0.11,0.05,-0.06,0.21,0.55,0.34,5.16,0.77,-4.39,10.69,5.95,1.12,3330.0,8.1107,0.9009,1.7873,0.3003,7.8078,12.9129,18.7387,0.9859,17.045,340000.0,,,
5528,Dyrøy,2005-2009,2005,2009,Troms,Nord-Norge,6,496,False,762.0,32.55,35.38,2.83,20.87,25.88,5.01,2.76,6.87,4.11,7.35,5.41,-1.94,14.04,19.01,4.97,9.32,4.68,-4.64,1.71,0.73,-0.98,0.13,0.0,-0.13,0.39,0.58,0.19,10.89,1.46,-9.43,9.98,16.51,-2.48,1288.0,7.1608,-5.5901,-10.9158,-25.6211,-31.0559,20.5745,16.382,-0.0976,14.5576,272000.0,,,
5530,Senja,2005-2009,2005,2009,Troms,Nord-Norge,5,611,False,8003.0,32.09,34.63,2.54,23.97,30.01,6.04,7.37,11.85,4.48,6.15,4.84,-1.31,8.86,9.72,0.86,6.16,4.3,-1.86,3.07,2.36,-0.71,0.09,0.12,0.03,0.6,0.5,-0.1,11.65,1.67,-9.98,6.9,8.33,3.89,14714.0,9.5966,-0.7612,-2.3016,-11.1458,3.7379,14.9857,18.3499,0.4505,14.5849,308552.6932,,,
5532,Balsfjord,2005-2009,2005,2009,Troms,Nord-Norge,6,557,False,3068.0,31.94,35.23,3.29,22.82,27.98,5.16,5.67,8.3,2.63,4.89,3.38,-1.51,13.66,16.92,3.26,8.15,4.59,-3.56,2.05,1.17,-0.88,0.16,0.16,0.0,0.39,0.68,0.29,10.27,1.59,-8.68,8.42,18.25,-1.48,5560.0,8.6234,-1.1331,-5.4524,-3.2374,-8.6331,17.0144,16.1511,1.05,10.9512,299000.0,,,
5534,Karlsøy,2005-2009,2005,2009,Troms,Nord-Norge,6,452,False,1279.0,28.3,37.68,9.38,17.67,28.66,10.99,2.81,5.23,2.42,2.74,2.74,0.0,4.77,11.43,6.66,5.47,7.41,1.94,1.8,1.61,-0.19,0.08,0.32,0.24,0.23,0.64,0.41,36.12,4.27,-31.85,17.65,9.7,1.08,2372.0,7.7715,0.4637,-3.2088,-7.5885,-9.6965,16.1046,16.9477,1.814,9.0021,301000.0,,,
5536,Lyngen - Ivgu - Yykeä,2005-2009,2005,2009,Troms,Nord-Norge,6,486,False,1796.0,32.85,37.23,4.38,20.1,25.42,5.32,5.46,12.16,6.7,6.57,6.63,0.06,7.63,10.41,2.78,10.08,4.25,-5.83,1.45,1.05,-0.4,0.11,0.47,0.36,0.39,0.76,0.37,15.37,1.63,-13.74,8.1,8.69,-0.89,3158.0,8.0577,0.2533,-2.4345,2.5332,0.3167,16.2761,20.2343,1.1275,13.5934,318000.0,,,
5538,Storfjord - Omasvuotna - Omasvuono,2005-2009,2005,2009,Troms,Nord-Norge,6,516,False,1085.0,32.44,40.71,8.27,21.29,25.71,4.42,3.69,8.16,4.47,4.52,3.67,-0.85,12.07,11.53,-0.54,11.71,6.43,-5.28,1.29,1.33,0.04,0.18,0.1,-0.08,0.55,0.71,0.16,12.26,1.63,-10.63,3.88,22.27,15.79,1934.0,7.5673,-3.3609,0.3221,-36.7115,1.5512,12.5646,19.9586,0.9185,14.2578,340000.0,,,
5540,Gáivuotna - Kåfjord - Kaivuono,2005-2009,2005,2009,Troms,Nord-Norge,6,431,False,1262.0,32.65,41.13,8.48,16.8,21.0,4.2,1.35,5.23,3.88,7.53,8.56,1.03,8.64,11.57,2.93,7.69,4.99,-2.7,1.58,0.95,-0.63,0.87,1.19,0.32,1.19,1.66,0.47,21.71,3.72,-17.99,7.13,8.22,-2.25,2288.0,7.7354,-2.2727,-7.9457,-19.6678,-4.3706,16.215,18.0507,2.166,13.4584,282000.0,,,
5542,Skjervøy,2005-2009,2005,2009,Troms,Nord-Norge,6,556,False,1662.0,21.72,29.28,7.56,16.25,26.36,10.11,3.55,8.7,5.15,5.72,7.68,1.96,5.17,8.56,3.39,7.04,6.79,-0.25,1.08,1.09,0.01,0.0,0.14,0.14,0.72,0.61,-0.11,38.75,10.8,-27.95,13.5,9.31,-1.16,3003.0,8.0074,-3.5298,-0.5834,-31.302,-1.998,12.9537,20.2797,1.0608,13.0137,324000.0,,,
5544,Nordreisa - Ráisa - Raisi,2005-2009,2005,2009,Troms,Nord-Norge,5,570,False,2595.0,32.18,36.05,3.87,24.74,26.79,2.05,5.16,10.72,5.56,5.93,5.67,-0.26,9.6,9.73,0.13,8.94,7.01,-1.93,1.81,1.38,-0.43,0.23,0.28,0.05,0.35,0.47,0.12,11.06,1.89,-9.17,2.18,9.99,-1.3,4744.0,8.4646,-1.054,-1.49,-11.8044,-0.2108,14.3128,19.9199,0.6211,17.3844,311000.0,,,
5546,Kvænangen,2005-2009,2005,2009,Troms,Nord-Norge,6,438,False,767.0,30.9,33.38,2.48,16.82,26.59,9.77,5.48,8.17,2.69,6.78,6.23,-0.55,8.34,7.34,-1.0,5.87,4.16,-1.71,1.43,0.69,-0.74,0.13,0.42,0.29,0.65,0.97,0.32,23.6,12.05,-11.55,8.77,6.39,-3.01,1401.0,7.2449,-5.0678,-8.7791,-34.2612,-22.8408,19.2719,16.4882,0.7281,13.7272,266000.0,,,
5601,Alta,2005-2009,2005,2009,Finnmark,Nord-Norge,4,713,False,8561.0,30.51,38.36,7.85,19.85,27.16,7.31,8.7,8.84,0.14,6.03,3.86,-2.17,5.78,4.66,-1.12,21.62,8.86,-12.76,2.66,1.97,-0.69,0.0,0.26,0.26,0.85,0.68,-0.17,3.99,5.35,1.36,6.19,4.46,-0.49,17628.0,9.7772,4.8786,11.8722,13.558,35.3982,8.8609,22.4756,0.4803,23.232,359000.0,,,
5603,Hammerfest - Hámmerfeasta,2005-2009,2005,2009,Finnmark,Nord-Norge,4,682,False,5260.0,46.67,49.65,2.98,17.89,22.3,4.41,11.63,11.04,-0.59,2.83,1.98,-0.85,3.04,2.91,-0.13,9.51,6.5,-3.01,1.79,0.9,-0.89,0.0,0.22,0.22,1.31,1.1,-0.21,5.32,3.4,-1.92,4.28,2.34,0.2,10341.0,9.2439,1.8954,2.9104,-0.5802,19.1471,11.4496,20.82,0.2521,21.8964,360495.2084,,,
5605,Sør-Varanger,2005-2009,2005,2009,Finnmark,Nord-Norge,5,634,False,4975.0,43.22,48.75,5.53,20.24,21.86,1.62,8.98,10.15,1.17,2.51,1.97,-0.54,7.58,3.75,-3.83,12.38,9.17,-3.21,2.07,1.83,-0.24,0.0,0.14,0.14,0.74,0.81,0.07,2.27,1.57,-0.7,-2.21,12.92,6.69,9463.0,9.1551,1.6908,-0.2384,4.0156,13.2093,12.6387,20.7545,0.3406,21.1868,328000.0,,,
5607,Vadsø,2005-2009,2005,2009,Finnmark,Nord-Norge,5,641,False,3261.0,42.99,47.96,4.97,15.03,16.11,1.08,12.24,14.42,2.18,4.48,2.67,-1.81,4.32,2.76,-1.56,13.16,11.12,-2.04,2.39,2.01,-0.38,0.0,0.16,0.16,1.04,0.75,-0.29,4.35,2.04,-2.31,-0.48,2.89,1.63,6181.0,8.7292,-1.6988,-1.7147,-30.254,14.399,10.9367,20.1909,0.7486,23.9035,332000.0,,,
5610,Kárásjohka - Karasjok,2005-2009,2005,2009,Finnmark,Nord-Norge,6,554,False,1409.0,41.09,47.17,6.08,9.23,12.24,3.01,4.33,6.3,1.97,4.33,4.01,-0.32,8.66,7.23,-1.43,3.69,7.37,3.68,2.77,14.67,11.9,0.0,0.07,0.07,0.35,0.29,-0.06,25.55,0.64,-24.91,1.58,10.02,6.63,2876.0,7.9642,-3.1293,-2.9606,-40.3338,8.6926,11.2309,19.6106,0.65,23.7534,322000.0,,,
5612,Guovdageaidnu - Kautokeino,2005-2009,2005,2009,Finnmark,Nord-Norge,6,495,False,1378.0,31.42,42.22,10.8,9.94,13.44,3.5,13.43,11.26,-2.17,9.29,7.18,-2.11,9.0,10.27,1.27,5.59,5.07,-0.52,6.75,7.25,0.5,0.0,0.21,0.21,1.02,0.35,-0.67,13.57,2.74,-10.83,4.77,15.98,-6.28,2997.0,8.0054,-0.8675,-4.8062,-47.7144,39.039,8.4751,23.7571,1.1849,19.9659,327000.0,,,
5614,Loppa,2005-2009,2005,2009,Finnmark,Nord-Norge,6,351,False,681.0,35.83,41.08,5.25,16.74,26.6,9.86,4.26,6.23,1.97,2.79,1.68,-1.11,6.17,7.24,1.07,13.07,8.42,-4.65,2.35,0.84,-1.51,0.0,0.0,0.0,0.88,0.84,-0.04,17.91,7.07,-10.84,10.93,0.0,14.67,1266.0,7.1436,-14.139,-24.6708,-91.6272,-42.654,18.1675,17.5355,1.6118,11.5871,273000.0,,,
5616,Hasvik,2005-2009,2005,2009,Finnmark,Nord-Norge,6,351,False,547.0,47.53,57.34,9.81,14.63,13.88,-0.75,4.02,7.85,3.83,2.93,2.62,-0.31,11.7,8.85,-2.85,7.86,4.23,-3.63,0.91,1.81,0.9,0.0,0.6,0.6,0.37,0.4,0.03,10.05,2.41,-7.64,-3.6,52.67,-10.6,1049.0,6.9556,-7.531,-21.5845,-52.4309,-20.0191,15.7293,19.0658,0.9718,10.2771,266000.0,,,
5618,Måsøy,2005-2009,2005,2009,Finnmark,Nord-Norge,6,397,False,703.0,39.97,49.55,9.58,16.93,22.51,5.58,9.39,13.29,3.9,1.71,0.91,-0.8,8.25,6.5,-1.75,10.95,4.83,-6.12,1.71,0.45,-1.26,0.0,0.0,0.0,0.57,0.76,0.19,10.53,1.21,-9.32,3.83,25.04,-6.78,1393.0,7.2392,-6.0302,-12.5585,-45.2261,-17.229,16.8701,17.1572,0.5478,10.6737,274000.0,,,
5620,Nordkapp,2005-2009,2005,2009,Finnmark,Nord-Norge,6,525,False,1751.0,44.83,47.44,2.61,15.88,21.74,5.86,8.79,12.28,3.49,2.06,1.15,-0.91,5.2,3.58,-1.62,12.11,9.59,-2.52,1.88,1.09,-0.79,0.0,0.32,0.32,0.86,0.9,0.04,8.4,1.92,-6.48,4.24,7.58,0.07,3415.0,8.1359,-6.8814,-10.5234,-63.5432,-4.0996,14.4363,18.1552,-0.0338,14.3653,290000.0,,,
5622,Porsanger - Porsángu - Porsanki,2005-2009,2005,2009,Finnmark,Nord-Norge,6,543,False,2190.0,39.82,41.79,1.97,20.55,29.83,9.28,12.51,12.84,0.33,3.06,2.33,-0.73,8.13,3.63,-4.5,11.1,5.91,-5.19,1.1,1.58,0.48,0.0,0.28,0.28,0.73,1.02,0.29,3.01,0.79,-2.22,4.78,8.81,0.41,4299.0,8.3661,-6.9551,-9.0289,-72.3424,3.4892,11.7004,20.3768,1.1246,19.4428,331000.0,,,
5624,Lebesby,2005-2009,2005,2009,Finnmark,Nord-Norge,6,430,False,716.0,38.41,48.6,10.19,17.74,23.19,5.45,6.28,6.35,0.07,3.91,3.99,0.08,7.12,4.28,-2.84,12.29,6.79,-5.5,1.4,1.03,-0.37,0.0,0.15,0.15,1.26,1.77,0.51,11.59,3.84,-7.75,2.61,14.33,-3.18,1430.0,7.2654,-6.8531,-10.1821,-55.9441,-12.5874,14.0559,16.7133,2.3855,12.6197,279000.0,,,
5626,Gamvik,2005-2009,2005,2009,Finnmark,Nord-Norge,6,407,False,592.0,49.66,52.35,2.69,14.86,21.58,6.72,4.73,8.44,3.71,4.39,2.25,-2.14,4.56,4.88,0.32,10.14,5.82,-4.32,1.52,0.94,-0.58,0.0,0.0,0.0,0.51,0.56,0.05,9.63,3.19,-6.44,7.04,0.0,0.0,1114.0,7.0157,-7.9892,-20.1091,-53.86,-24.237,14.0036,18.3124,2.6793,11.3436,299000.0,,,
5628,Deatnu - Tana,2005-2009,2005,2009,Finnmark,Nord-Norge,6,490,False,1552.0,39.63,44.47,4.84,18.81,21.31,2.5,8.18,11.26,3.08,5.28,2.54,-2.74,12.44,7.76,-4.68,6.19,8.52,2.33,2.06,2.04,-0.02,0.0,0.25,0.25,0.26,0.7,0.44,7.15,1.15,-6.0,-2.18,6.68,-1.72,3037.0,8.0186,-2.8317,-3.4359,-24.0369,-2.9635,13.4672,20.382,1.3074,16.7904,305000.0,,,
