kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0
5532,Balsfjord,1993-1997,1993,1997,Troms,Nord-Norge,6,557,False,3569.0,32.5,31.73,-0.77,3.78,13.4,9.62,6.61,5.57,-1.04,5.58,15.89,10.31,35.61,21.79,-13.82,11.57,5.24,-6.33,2.52,3.73,1.21,0.0,0.18,0.18,0.7,2.17,1.47,1.12,0.3,-0.82,-4.2,20.71,7.1,6181.0,8.7292,-4.3844,-11.2213,-35.5929,-9.7072,15.6124,22.9575,0.1914,7.3267,,,,
5534,Karlsøy,1993-1997,1993,1997,Troms,Nord-Norge,6,452,False,1426.0,35.2,34.7,-0.5,3.37,13.3,9.93,5.89,4.75,-1.14,3.58,14.34,10.76,34.29,22.81,-11.48,14.31,5.57,-8.74,1.75,1.56,-0.19,0.0,0.07,0.07,0.7,2.3,1.6,0.91,0.59,-0.32,-1.55,19.97,15.37,2701.0,7.9014,-5.4795,-11.3849,-63.3099,9.9963,13.5135,24.1022,0.5092,5.7551,,,,
5536,Lyngen - Ivgu - Yykeä,1993-1997,1993,1997,Troms,Nord-Norge,6,486,False,1927.0,37.31,33.51,-3.8,3.53,10.78,7.25,6.8,5.94,-0.86,7.84,21.25,13.41,25.32,17.15,-8.17,16.76,6.73,-10.03,1.35,1.68,0.33,0.0,0.32,0.32,0.83,2.26,1.43,0.26,0.37,0.11,-0.92,0.0,13.27,3505.0,8.1619,-3.1384,-7.619,-47.0756,14.8359,14.6362,22.9957,1.3579,8.435,,,,
5538,Storfjord - Omasvuotna - Omasvuono,1993-1997,1993,1997,Troms,Nord-Norge,6,516,False,1033.0,35.53,31.29,-4.24,2.52,11.72,9.2,7.16,5.1,-2.06,5.32,19.38,14.06,29.24,16.82,-12.42,17.13,9.74,-7.39,1.74,2.08,0.34,0.0,0.76,0.76,0.68,2.93,2.25,0.68,0.19,-0.49,-3.22,6.44,16.57,1905.0,7.5522,0.3675,3.3514,-14.1732,15.2231,12.8609,23.727,0.1098,9.6053,,,,
5540,Gáivuotna - Kåfjord - Kaivuono,1993-1997,1993,1997,Troms,Nord-Norge,6,431,False,1475.0,26.24,25.48,-0.76,1.97,12.17,10.2,4.27,1.86,-2.41,14.51,30.78,16.27,32.68,17.47,-15.21,17.56,5.73,-11.83,1.56,1.5,-0.06,0.0,0.93,0.93,1.02,3.72,2.7,0.2,0.36,0.16,-5.01,7.98,3.53,2746.0,7.9179,-7.6475,-12.6722,-73.1974,-2.5492,14.6031,25.6737,0.7361,8.213,,,,
5542,Skjervøy,1993-1997,1993,1997,Troms,Nord-Norge,6,556,False,1587.0,27.79,28.6,0.81,1.76,8.26,6.5,13.11,6.71,-6.4,11.53,31.89,20.36,29.87,12.91,-16.96,12.98,6.97,-6.01,1.89,2.26,0.37,0.0,0.26,0.26,0.95,1.81,0.86,0.13,0.32,0.19,-10.46,11.25,-2.07,3087.0,8.035,-1.8465,-5.2236,-36.2812,18.4645,12.666,25.2996,-0.5208,9.2327,,,,
5544,Nordreisa - Ráisa - Raisi,1993-1997,1993,1997,Troms,Nord-Norge,5,570,False,2517.0,36.99,36.11,-0.88,2.26,10.92,8.66,8.34,6.54,-1.8,7.87,20.62,12.75,29.28,16.4,-12.88,11.88,5.67,-6.21,2.11,1.98,-0.13,0.0,0.11,0.11,0.91,1.45,0.54,0.36,0.19,-0.17,-4.22,10.24,7.18,4833.0,8.4832,0.4552,3.232,-18.2082,22.3464,12.8699,24.4155,0.8686,11.7585,,,,
5546,Kvænangen,1993-1997,1993,1997,Troms,Nord-Norge,6,438,False,889.0,33.75,30.91,-2.84,3.26,12.69,9.43,10.69,9.11,-1.58,12.94,23.07,10.13,24.18,17.88,-6.3,12.6,3.69,-8.91,1.12,0.92,-0.2,0.0,0.12,0.12,0.34,1.38,1.04,1.12,0.23,-0.89,3.13,0.0,11.88,1638.0,7.4012,-5.3724,-8.6623,-34.7985,-15.2625,17.3993,23.0159,0.6007,8.2405,,,,
5601,Alta,1993-1997,1993,1997,Finnmark,Nord-Norge,4,713,False,7603.0,35.97,25.17,-10.8,2.04,9.25,7.21,12.19,7.56,-4.63,6.08,15.39,9.31,17.26,6.11,-11.15,20.22,32.25,12.03,4.55,2.45,-2.1,0.0,0.35,0.35,0.71,0.94,0.23,0.99,0.53,-0.46,-3.94,8.62,-0.12,15838.0,9.6702,3.6558,16.2512,-12.6279,49.1224,7.9745,28.8799,0.3522,15.7912,,,,
5603,Hammerfest - Hámmerfeasta,1993-1997,1993,1997,Finnmark,Nord-Norge,4,682,False,5589.0,45.84,44.03,-1.81,1.86,10.54,8.68,12.72,12.88,0.16,3.4,9.67,6.27,14.53,6.75,-7.78,17.64,11.58,-6.06,2.86,1.9,-0.96,0.0,0.23,0.23,0.45,1.84,1.39,0.7,0.58,-0.12,0.9,3.86,5.83,10747.0,9.2824,-1.8145,-2.1241,-47.176,28.38,10.7472,28.6406,0.1607,14.7192,,,,
5605,Sør-Varanger,1993-1997,1993,1997,Finnmark,Nord-Norge,5,634,False,5047.0,41.89,38.12,-3.77,2.0,9.07,7.07,15.32,18.9,3.58,2.81,9.69,6.88,14.82,5.98,-8.84,17.02,10.6,-6.42,4.46,4.87,0.41,0.0,0.21,0.21,0.59,1.7,1.11,1.09,0.85,-0.24,-1.77,9.36,6.56,9819.0,9.1921,0.2444,1.0056,-26.8866,28.0069,12.3332,28.5161,0.5795,14.3688,,,,
5607,Vadsø,1993-1997,1993,1997,Finnmark,Nord-Norge,5,641,False,3298.0,42.42,38.15,-4.27,2.58,10.21,7.63,17.07,15.29,-1.78,4.64,13.0,8.36,10.73,3.37,-7.36,14.92,13.03,-1.89,5.91,4.03,-1.88,0.0,0.17,0.17,0.64,0.84,0.2,1.09,1.91,0.82,0.27,0.0,5.08,6282.0,8.7454,-0.7641,6.5277,-38.8411,31.2003,10.0923,29.6402,0.1419,18.0142,,,,
5610,Kárásjohka - Karasjok,1993-1997,1993,1997,Finnmark,Nord-Norge,6,554,False,1370.0,31.53,42.92,11.39,0.8,4.4,3.6,6.86,4.47,-2.39,6.06,15.75,9.69,35.04,25.65,-9.39,16.64,2.2,-14.44,1.68,2.96,1.28,0.0,0.0,0.0,0.36,1.44,1.08,1.02,0.21,-0.81,-5.79,0.0,9.84,2757.0,7.9219,3.9898,8.0256,-3.9898,43.1629,8.6326,28.9808,-0.1219,17.6582,,,,
5612,Guovdageaidnu - Kautokeino,1993-1997,1993,1997,Finnmark,Nord-Norge,6,495,False,1480.0,16.15,26.98,10.83,1.55,4.15,2.6,10.34,5.42,-4.92,11.08,22.64,11.56,45.68,32.78,-12.9,10.27,2.17,-8.1,3.78,4.4,0.62,0.0,0.13,0.13,0.34,1.08,0.74,0.81,0.26,-0.55,-10.3,7.93,2.64,3080.0,8.0327,3.1169,9.7822,-11.6883,41.5584,6.5909,27.6948,0.336,14.3808,,,,
5614,Loppa,1993-1997,1993,1997,Finnmark,Nord-Norge,6,351,False,854.0,35.6,36.13,0.53,0.7,9.61,8.91,6.79,4.01,-2.78,5.85,17.64,11.79,26.35,16.18,-10.17,21.9,13.26,-8.64,2.22,2.43,0.21,0.0,0.12,0.12,0.0,0.24,0.24,0.59,0.36,-0.23,-1.26,10.09,3.8,1599.0,7.3771,-7.0669,-20.3644,-97.561,23.1395,15.3846,25.1407,1.4391,7.2987,,,,
5616,Hasvik,1993-1997,1993,1997,Finnmark,Nord-Norge,6,351,False,703.0,46.51,42.73,-3.78,1.85,9.45,7.6,6.69,5.09,-1.6,2.13,12.79,10.66,16.07,18.17,2.1,22.76,9.74,-13.02,1.42,1.16,-0.26,0.0,0.0,0.0,0.43,0.44,0.01,2.13,0.44,-1.69,9.7,0.0,15.69,1403.0,7.2464,-9.8361,-13.2968,-112.6158,14.2552,11.5467,28.7954,1.813,8.4595,,,,
5618,Måsøy,1993-1997,1993,1997,Finnmark,Nord-Norge,6,397,False,886.0,41.87,37.13,-4.74,1.81,8.09,6.28,5.53,5.15,-0.38,2.6,13.48,10.88,30.7,20.1,-10.6,16.14,12.62,-3.52,0.9,2.33,1.43,0.0,0.25,0.25,0.23,0.74,0.51,0.23,0.12,-0.11,-4.32,35.47,-0.9,1806.0,7.4989,-10.7973,-18.1402,-115.1717,7.7519,11.9048,26.6888,2.1238,7.8606,,,,
5620,Nordkapp,1993-1997,1993,1997,Finnmark,Nord-Norge,6,525,False,2149.0,48.63,43.93,-4.7,2.65,9.89,7.24,10.19,10.19,0.0,2.84,11.37,8.53,14.01,9.23,-4.78,19.4,12.08,-7.32,1.54,1.22,-0.32,0.0,0.1,0.1,0.33,1.27,0.94,0.42,0.71,0.29,2.46,0.0,10.14,3962.0,8.2845,-4.8208,-10.5126,-62.0899,15.3963,12.3675,27.5366,0.9977,10.7983,,,,
5622,Porsanger - Porsángu - Porsanki,1993-1997,1993,1997,Finnmark,Nord-Norge,6,543,False,2307.0,34.37,33.91,-0.46,1.52,14.76,13.24,17.21,12.16,-5.05,4.07,10.81,6.74,22.71,13.03,-9.68,13.48,10.68,-2.8,3.34,3.0,-0.34,0.0,0.17,0.17,0.35,1.17,0.82,2.95,0.3,-2.65,3.56,0.0,15.47,4535.0,8.4196,-1.4112,1.5213,-35.9427,22.0507,10.1213,29.5921,0.3014,15.6442,,,,
5624,Lebesby,1993-1997,1993,1997,Finnmark,Nord-Norge,6,430,False,862.0,40.02,35.31,-4.71,1.74,10.09,8.35,7.08,7.69,0.61,4.87,19.67,14.8,20.3,8.7,-11.6,22.85,11.1,-11.75,2.32,4.04,1.72,0.0,0.0,0.0,0.46,2.27,1.81,0.35,1.13,0.78,-3.25,0.0,0.0,1630.0,7.3963,-3.3129,-12.1516,-29.4479,-4.2945,13.865,25.6442,-0.0325,8.4257,,,,
5626,Gamvik,1993-1997,1993,1997,Finnmark,Nord-Norge,6,407,False,735.0,46.39,49.57,3.18,1.09,8.4,7.31,6.94,4.42,-2.52,2.18,10.68,8.5,15.1,9.83,-5.27,24.22,11.4,-12.82,2.86,4.7,1.84,0.0,0.43,0.43,0.14,0.43,0.29,1.09,0.14,-0.95,2.04,0.0,0.0,1423.0,7.2605,-6.8166,-10.3448,-87.8426,21.0822,13.9143,27.688,0.1883,8.6162,,,,
5628,Deatnu - Tana,1993-1997,1993,1997,Finnmark,Nord-Norge,6,490,False,1765.0,30.25,30.29,0.04,1.76,12.13,10.37,14.22,13.39,-0.83,4.65,14.89,10.24,29.75,16.38,-13.37,12.01,4.48,-7.53,6.12,7.18,1.06,0.0,0.11,0.11,0.28,0.75,0.47,0.96,0.4,-0.56,-3.0,13.17,0.59,3299.0,8.1014,-4.759,-4.4694,-50.3183,2.425,11.8218,25.8563,0.3361,11.5034,,,,
5630,Berlevåg,1993-1997,1993,1997,Finnmark,Nord-Norge,6,426,False,678.0,42.04,40.12,-1.92,1.62,12.59,10.97,8.55,9.66,1.11,2.95,12.59,9.64,16.96,8.49,-8.47,24.34,10.83,-13.51,3.1,3.07,-0.03,0.0,0.0,0.0,0.29,0.59,0.3,0.15,2.05,1.9,2.5,0.0,0.0,1320.0,7.1854,-4.2424,-13.9551,-49.2424,6.0606,15.9091,24.3939,-0.0863,7.8539,,,,
5632,Båtsfjord,1993-1997,1993,1997,Finnmark,Nord-Norge,6,538,False,1097.0,49.59,48.13,-1.46,2.64,12.24,9.6,11.58,13.41,1.83,4.01,11.49,7.48,11.12,4.0,-7.12,16.86,6.91,-9.95,3.37,2.41,-0.96,0.0,0.33,0.33,0.09,0.33,0.24,0.73,0.75,0.02,2.48,0.0,0.0,2370.0,7.7706,7.5949,0.0,21.097,54.4304,8.1435,30.7173,0.3663,6.8581,,,,
5634,Vardø,1993-1997,1993,1997,Finnmark,Nord-Norge,6,515,False,1569.0,43.02,39.35,-3.67,3.7,19.58,15.88,13.32,11.15,-2.17,1.53,8.83,7.3,11.28,4.25,-7.03,16.57,7.43,-9.14,8.92,7.3,-1.62,0.0,0.0,0.0,0.57,0.86,0.29,1.08,1.26,0.18,8.85,0.0,12.07,3046.0,8.0216,-2.0683,-4.666,-29.8752,10.1773,13.6244,26.5266,0.7906,11.0666,,,,
5636,Unjárga - Nesseby,1993-1997,1993,1997,Finnmark,Nord-Norge,6,476,False,613.0,41.76,38.27,-3.49,1.96,10.32,8.36,12.89,8.32,-4.57,2.61,15.81,13.2,23.0,14.98,-8.02,13.05,5.49,-7.56,2.28,4.99,2.71,0.0,0.0,0.0,0.65,1.5,0.85,1.79,0.33,-1.46,0.34,0.0,0.0,1059.0,6.9651,-1.6997,4.2042,-20.7743,1.8886,16.525,23.5127,0.3818,9.0487,,,,
0301,Oslo - Oslove,1997-2001,1997,2001,Oslo,Oslo/Akershus,1,1000,False,294668.0,33.37,22.41,-10.96,17.93,13.0,-4.93,21.71,29.06,7.35,6.82,6.07,-0.75,1.28,0.69,-0.59,8.81,16.89,8.08,4.23,5.93,1.7,0.44,0.23,-0.21,3.99,2.97,-1.02,1.42,2.75,1.33,-5.52,1.48,-0.91,494793.0,13.1119,2.8159,10.1988,10.8995,19.0585,14.7247,28.1223,-1.4154,30.7893,,,,
1101,Eigersund,1997-2001,1997,2001,Rogaland,Vestlandet,4,747,False,7324.0,31.17,22.01,-9.16,15.51,14.4,-1.11,11.16,22.01,10.85,19.65,18.95,-0.7,6.8,4.21,-2.59,2.38,5.47,3.09,11.84,9.98,-1.86,0.03,0.03,0.0,0.45,0.21,-0.24,1.02,2.73,1.71,-3.7,11.2,-3.65,12904.0,9.4653,2.9991,7.2028,9.4544,20.3038,12.8797,22.4659,-0.3901,11.8025,,,,
1103,Stavanger,1997-2001,1997,2001,Rogaland,Vestlandet,2,890,False,64585.0,30.54,19.82,-10.72,18.55,15.8,-2.75,18.0,27.42,9.42,14.48,14.05,-0.43,3.88,2.52,-1.36,5.74,11.63,5.89,5.89,5.12,-0.77,0.2,0.18,-0.02,1.4,0.96,-0.44,1.32,2.52,1.2,-4.11,5.15,-2.6,111324.0,11.6202,3.1853,10.9469,2.1559,29.9935,12.3459,25.768,-0.5004,24.6671,,,,
1106,Haugesund,1997-2001,1997,2001,Rogaland,Vestlandet,3,836,False,17302.0,31.43,21.12,-10.31,21.95,23.35,1.4,15.4,23.86,8.46,15.69,12.33,-3.36,2.53,1.22,-1.31,4.05,9.61,5.56,6.35,4.5,-1.85,0.14,0.15,0.01,0.84,0.51,-0.33,1.62,3.35,1.73,0.09,3.11,-1.29,29385.0,10.2882,4.1654,10.1519,26.0337,15.7904,15.6542,24.2505,-0.9756,19.1526,,,,
1108,Sandnes,1997-2001,1997,2001,Rogaland,Vestlandet,2,882,False,29439.0,28.38,17.88,-10.5,19.38,18.16,-1.22,15.09,24.17,9.08,18.83,18.93,0.1,6.18,4.19,-1.99,3.73,8.59,4.86,5.54,4.43,-1.11,0.19,0.18,-0.01,0.95,0.59,-0.36,1.73,2.89,1.16,-3.21,9.56,-4.62,50974.0,10.8391,7.6882,19.3767,38.0194,39.1965,10.2994,24.6949,-0.2325,18.6838,,,,
1111,Sokndal,1997-2001,1997,2001,Rogaland,Vestlandet,5,652,False,2074.0,24.98,17.64,-7.34,20.64,21.99,1.35,8.73,16.54,7.81,26.62,24.14,-2.48,9.06,5.13,-3.93,2.75,4.97,2.22,5.21,6.18,0.97,0.05,0.05,0.0,0.48,0.16,-0.32,1.49,3.19,1.7,-2.58,12.64,-3.47,3484.0,8.1559,-3.7313,-2.8671,-39.6096,2.2962,17.4225,20.8955,-0.0701,9.0469,,,,
1112,Lund,1997-2001,1997,2001,Rogaland,Vestlandet,5,625,False,1806.0,22.37,16.76,-5.61,14.23,16.36,2.13,9.69,14.79,5.1,28.96,25.99,-2.97,14.01,11.31,-2.7,1.77,4.76,2.99,6.31,5.45,-0.86,0.0,0.12,0.12,1.16,0.46,-0.7,1.5,4.0,2.5,-0.57,22.4,-3.79,3091.0,8.0362,0.7441,0.9073,-5.8234,13.2643,15.2054,21.1582,-1.0757,12.8935,,,,
1114,Bjerkreim,1997-2001,1997,2001,Rogaland,Vestlandet,4,687,False,1476.0,12.53,7.2,-5.33,9.49,9.86,0.37,6.1,12.8,6.7,32.86,34.9,2.04,31.1,23.22,-7.88,2.24,4.13,1.89,4.34,5.17,0.83,0.07,0.07,0.0,0.47,0.21,-0.26,0.81,2.45,1.64,-7.51,46.4,-12.04,2449.0,7.8034,1.3883,4.6355,-7.7583,22.0498,14.0057,22.5398,-0.7959,10.5753,,,,
1119,Hå,1997-2001,1997,2001,Rogaland,Vestlandet,4,773,False,7766.0,19.82,11.88,-7.94,14.78,16.87,2.09,9.22,14.38,5.16,30.16,31.52,1.36,19.5,13.06,-6.44,2.21,5.34,3.13,2.97,3.3,0.33,0.1,0.05,-0.05,0.39,0.25,-0.14,0.85,3.36,2.51,-4.35,24.81,-5.49,13356.0,9.4997,4.9491,7.6409,10.1078,39.7574,10.7517,23.8245,-0.1717,11.1044,,,,
1120,Klepp,1997-2001,1997,2001,Rogaland,Vestlandet,3,851,False,7510.0,20.87,13.12,-7.75,18.71,20.01,1.3,13.56,20.15,6.59,23.02,23.29,0.27,14.57,9.86,-4.71,2.53,5.83,3.3,5.3,5.0,-0.3,0.07,0.07,0.0,0.45,0.2,-0.25,0.93,2.46,1.53,-3.41,28.73,-10.54,12950.0,9.4689,7.2124,16.9573,18.8417,52.7413,8.1853,26.4788,0.04,12.9988,,,,
1121,Time,1997-2001,1997,2001,Rogaland,Vestlandet,3,836,False,7576.0,24.58,16.64,-7.94,14.9,14.76,-0.14,13.38,19.27,5.89,23.56,24.15,0.59,12.26,9.68,-2.58,3.74,7.65,3.91,5.73,4.59,-1.14,0.13,0.05,-0.08,0.75,0.43,-0.32,0.96,2.79,1.83,-2.72,19.63,-5.34,12893.0,9.4644,4.7157,11.9579,8.2215,39.8666,9.6099,23.7028,0.0265,17.1266,,,,
1122,Gjesdal,1997-2001,1997,2001,Rogaland,Vestlandet,3,792,False,4538.0,30.59,18.15,-12.44,13.77,15.52,1.75,10.31,18.36,8.05,25.32,25.89,0.57,10.42,7.7,-2.72,3.26,7.25,3.99,4.25,3.72,-0.53,0.2,0.11,-0.09,0.42,0.28,-0.14,1.45,3.03,1.58,-0.97,19.96,-8.92,8360.0,9.0312,7.5957,20.2379,29.6651,46.2919,8.0861,25.0718,-0.4374,12.7848,,,,
1124,Sola,1997-2001,1997,2001,Rogaland,Vestlandet,2,878,False,10160.0,23.51,13.42,-10.09,23.86,21.72,-2.14,18.71,28.14,9.43,17.8,18.26,0.46,6.75,4.2,-2.55,2.7,6.92,4.22,4.25,4.06,-0.19,0.12,0.09,-0.03,0.63,0.42,-0.21,1.67,2.78,1.11,-4.69,13.42,-6.76,18182.0,9.8082,4.6255,19.0277,2.64,43.6696,7.6614,24.9258,0.5602,18.7861,,,,
1127,Randaberg,1997-2001,1997,2001,Rogaland,Vestlandet,3,867,False,4901.0,25.55,15.45,-10.1,16.98,15.33,-1.65,15.75,23.86,8.11,23.4,23.18,-0.22,7.81,5.62,-2.19,3.2,7.57,4.37,5.28,5.43,0.15,0.14,0.06,-0.08,0.92,0.6,-0.32,0.96,2.9,1.94,-3.84,18.87,-3.84,8445.0,9.0413,3.7537,14.0737,-8.7626,46.5364,6.5956,25.7904,0.5375,17.8027,,,,
1130,Strand,1997-2001,1997,2001,Rogaland,Vestlandet,3,787,False,5517.0,25.14,15.92,-9.22,17.15,16.64,-0.51,9.04,16.37,7.33,30.11,28.4,-1.71,8.27,5.71,-2.56,3.81,9.12,5.31,4.62,4.08,-0.54,0.11,0.07,-0.04,0.4,0.34,-0.06,1.36,3.34,1.98,-3.07,8.54,-1.86,9792.0,9.1893,3.9828,6.7855,11.3358,28.3905,12.3672,22.498,-0.2478,12.5222,,,,
1133,Hjelmeland,1997-2001,1997,2001,Rogaland,Vestlandet,5,593,False,1664.0,11.66,7.0,-4.66,9.68,8.95,-0.73,8.71,12.8,4.09,24.88,28.88,4.0,32.39,28.25,-4.14,2.76,5.67,2.91,8.11,5.49,-2.62,0.42,0.13,-0.29,0.42,0.44,0.02,0.96,2.4,1.44,-4.87,32.79,-5.07,2762.0,7.9237,-0.6155,-2.3826,-11.5858,5.0688,17.958,19.189,-0.3259,13.743,,,,
1134,Suldal,1997-2001,1997,2001,Rogaland,Vestlandet,6,518,False,2417.0,19.98,15.41,-4.57,8.32,10.22,1.9,5.3,8.78,3.48,22.96,22.53,-0.43,28.18,21.92,-6.26,5.96,10.09,4.13,7.16,6.81,-0.35,0.0,0.17,0.17,1.03,0.39,-0.64,1.12,3.67,2.55,-4.36,29.39,-2.32,4106.0,8.3202,-1.5587,-2.2964,-22.1627,7.0628,16.9995,20.7258,-0.1514,14.169,,,,
1135,Sauda,1997-2001,1997,2001,Rogaland,Vestlandet,5,604,False,3203.0,35.87,28.51,-7.36,12.46,15.16,2.7,9.58,13.7,4.12,19.51,16.1,-3.41,9.05,7.18,-1.87,5.37,12.08,6.71,5.09,3.99,-1.1,0.16,0.13,-0.03,1.53,0.58,-0.95,1.37,2.56,1.19,0.83,21.84,-9.51,5166.0,8.5499,-2.8455,-5.0511,-30.391,2.3229,17.0538,19.2605,1.4758,13.9269,,,,
1144,Kvitsøy,1997-2001,1997,2001,Rogaland,Vestlandet,6,525,False,336.0,22.92,15.03,-7.89,12.2,13.73,1.53,7.44,13.73,6.29,38.69,31.05,-7.64,5.65,3.59,-2.06,3.87,5.56,1.69,7.14,7.19,0.05,0.6,1.31,0.71,0.89,0.98,0.09,0.6,7.84,7.24,-0.53,0.0,0.0,518.0,6.25,2.1236,10.2083,11.583,9.6525,14.4788,18.5328,2.7235,11.4428,,,,
1145,Bokn,1997-2001,1997,2001,Rogaland,Vestlandet,5,624,False,469.0,17.91,9.29,-8.62,14.29,15.27,0.98,13.01,15.27,2.26,29.0,25.22,-3.78,19.4,13.27,-6.13,2.56,7.3,4.74,2.13,3.54,1.41,0.21,0.44,0.23,0.64,0.22,-0.42,0.85,10.18,9.33,-5.15,40.93,-7.6,771.0,6.6477,2.7237,7.6087,18.1582,9.0791,15.6939,22.4384,-0.6687,9.0461,,,,
1146,Tysvær,1997-2001,1997,2001,Rogaland,Vestlandet,4,724,False,4734.0,24.23,15.62,-8.61,17.7,20.38,2.68,10.03,16.66,6.63,25.37,23.23,-2.14,11.83,8.08,-3.75,1.86,6.42,4.56,6.78,4.99,-1.79,0.21,0.23,0.02,0.49,0.19,-0.3,1.5,4.2,2.7,-1.07,18.6,-6.0,8393.0,9.0352,6.148,11.7256,25.8549,34.91,10.1275,23.0073,-0.3845,12.8259,,,,
1149,Karmøy,1997-2001,1997,2001,Rogaland,Vestlandet,4,758,False,19831.0,27.09,16.34,-10.75,23.17,26.88,3.71,10.71,18.17,7.46,25.47,22.0,-3.47,4.76,2.43,-2.33,2.58,6.48,3.9,4.1,3.5,-0.6,0.07,0.03,-0.04,0.5,0.21,-0.29,1.56,3.97,2.41,1.38,7.04,-3.58,36041.0,10.4924,3.0632,5.7328,2.8579,27.6907,10.9292,23.6675,-0.0583,12.4346,,,,
1151,Utsira,1997-2001,1997,2001,Rogaland,Vestlandet,6,293,False,135.0,37.78,27.07,-10.71,11.85,3.76,-8.09,9.63,12.03,2.4,16.3,20.3,4.0,14.07,10.53,-3.54,1.48,9.02,7.54,7.41,6.02,-1.39,0.0,0.0,0.0,1.48,3.01,1.53,0.0,8.27,8.27,-11.63,0.0,0.0,214.0,5.366,8.4112,0.8696,79.4393,4.6729,23.3645,21.4953,-5.261,15.7895,,,,
1160,Vindafjord,1997-2001,1997,2001,Rogaland,Vestlandet,5,643,False,4681.0,20.47,12.85,-7.62,11.28,16.46,5.18,8.25,13.94,5.69,27.49,26.53,-0.96,23.07,15.8,-7.27,3.08,6.42,3.34,4.79,4.18,-0.61,0.04,0.02,-0.02,0.36,0.4,0.04,1.17,3.41,2.24,-2.09,26.11,-9.66,8109.0,9.0007,0.4686,1.5076,-11.2221,16.0316,15.9946,21.7536,-0.406,12.0837,,,,
1505,Kristiansund,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,4,749,False,12945.0,40.27,30.86,-9.41,14.58,17.56,2.98,17.33,19.1,1.77,9.39,7.91,-1.48,2.89,1.57,-1.32,4.94,10.88,5.94,8.57,8.57,0.0,0.21,0.0,-0.21,0.91,0.56,-0.35,0.9,2.99,2.09,1.66,2.54,2.51,22076.0,10.0022,1.1007,1.1145,7.746,3.5785,14.7536,21.888,-0.6759,15.6008,,,,
1506,Molde,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,4,740,False,16935.0,30.28,21.2,-9.08,12.77,13.73,0.96,10.1,16.68,6.58,23.8,20.49,-3.31,7.07,4.97,-2.1,5.89,11.42,5.53,7.42,8.07,0.65,0.11,0.0,-0.11,0.92,0.82,-0.1,1.65,2.6,0.95,-1.14,17.32,-3.94,28586.0,10.2607,1.4762,4.881,3.3583,11.4392,14.8954,21.7519,-0.2891,21.209,,,,
1508,Ålesund,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,3,800,False,26021.0,26.19,16.77,-9.42,20.85,22.6,1.75,14.52,23.49,8.97,20.17,17.5,-2.67,4.04,2.23,-1.81,5.09,8.78,3.69,5.64,4.5,-1.14,0.1,0.0,-0.1,0.88,0.43,-0.45,2.52,3.69,1.17,-0.06,6.96,-2.48,44425.0,10.7016,3.8582,8.0235,19.2234,19.8762,14.0754,23.2167,-0.3777,19.008,,,,
1511,Vanylven,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,6,535,False,2171.0,19.99,13.55,-6.44,11.42,16.74,5.32,8.01,10.76,2.75,31.64,23.54,-8.1,18.47,10.6,-7.87,1.84,5.12,3.28,7.55,4.72,-2.83,0.0,0.0,0.0,0.32,0.41,0.09,0.74,14.56,13.82,-2.55,21.94,-5.12,3704.0,8.2172,-4.6436,-10.287,-50.7559,4.0497,17.0896,21.7333,-0.272,9.9354,,,,
1514,Sande,1997-2001,1997,2001,Møre og Romsdal,Vestlandet,6,560,False,1918.0,17.67,10.14,-7.53,13.4,18.89,5.49,10.17,14.63,4.46,36.24,30.75,-5.49,12.62,6.81,-5.81,2.03,7.26,5.23,5.89,4.76,-1.13,0.1,0.0,-0.1,0.73,0.33,-0.4,1.15,6.43,5.28,-0.32,5.69,-0.13,3136.0,8.0507,-3.125,-7.9673,-30.9311,0.0,16.4541,21.1416,0.3333,10.1002,,,,
1515,Herøy (Møre og Romsdal),1997-2001,1997,2001,Møre og Romsdal,Vestlandet,5,664,False,4826.0,21.11,12.95,-8.16,18.05,20.86,2.81,10.46,19.19,8.73,35.79,30.32,-5.47,6.63,3.08,-3.55,1.82,5.26,3.44,4.75,3.92,-0.83,0.0,0.0,0.0,0.29,0.09,-0.2,1.1,4.33,3.23,-0.74,9.45,-6.05,8330.0,9.0276,0.3481,2.6652,-13.9256,17.527,13.7335,23.0012,0.2634,10.8702,,,,
