kom2024,aar,parti,stemmer,godkjente_i_alt,prosent_alle
4619,2009,01,170,548,31.02
4619,2009,02,117,548,21.35
4619,2009,03,84,548,15.33
4619,2009,04,17,548,3.1
4619,2009,05,113,548,20.62
4619,2009,06,16,548,2.92
4619,2009,07,20,548,3.65
4619,2009,55,7,548,1.28
4619,2013,01,166,558,29.75
4619,2013,02,78,558,13.98
4619,2013,03,146,558,26.16
4619,2013,04,17,558,3.05
4619,2013,05,84,558,15.05
4619,2013,06,14,558,2.51
4619,2013,07,25,558,4.48
4619,2013,08,9,558,1.61
4619,2013,55,5,558,0.9
4619,2017,01,138,569,24.25
4619,2017,02,77,569,13.53
4619,2017,03,144,569,25.31
4619,2017,04,9,569,1.58
4619,2017,05,152,569,26.71
4619,2017,06,21,569,3.69
4619,2017,07,10,569,1.76
4619,2017,08,8,569,1.41
4619,2017,55,5,569,0.88
4619,2021,01,130,533,24.39
4619,2021,02,50,533,9.38
4619,2021,03,93,533,17.45
4619,2021,04,16,533,3.0
4619,2021,05,167,533,31.33
4619,2021,06,35,533,6.57
4619,2021,07,5,533,0.94
4619,2021,08,6,533,1.13
4619,2021,55,16,533,3.0
4619,2025,01,168,553,30.38
4619,2025,02,131,553,23.69
4619,2025,03,64,553,11.57
4619,2025,04,18,553,3.25
4619,2025,05,90,553,16.27
4619,2025,06,20,553,3.62
4619,2025,07,10,553,1.81
4619,2025,08,7,553,1.27
4619,2025,55,21,553,3.8
4620,1989,01,215,774,27.78
4620,1989,02,51,774,6.59
4620,1989,03,120,774,15.5
4620,1989,04,32,774,4.13
4620,1989,05,174,774,22.48
4620,1989,06,87,774,11.24
4620,1989,07,71,774,9.17
4620,1989,08,3,774,0.39
4620,1993,01,136,782,17.39
4620,1993,02,10,782,1.28
4620,1993,03,57,782,7.29
4620,1993,04,25,782,3.2
4620,1993,05,260,782,33.25
4620,1993,06,91,782,11.64
4620,1993,07,188,782,24.04
4620,1997,01,154,733,21.01
4620,1997,02,52,733,7.09
4620,1997,03,37,733,5.05
4620,1997,04,67,733,9.14
4620,1997,05,154,733,21.01
4620,1997,06,48,733,6.55
4620,1997,07,188,733,25.65
4620,2001,01,102,684,14.91
4620,2001,02,44,684,6.43
4620,2001,03,80,684,11.7
4620,2001,04,63,684,9.21
4620,2001,05,114,684,16.67
4620,2001,06,86,684,12.57
4620,2001,07,155,684,22.66
4620,2001,08,1,684,0.15
4620,2005,01,165,668,24.7
4620,2005,02,77,668,11.53
4620,2005,03,32,668,4.79
4620,2005,04,32,668,4.79
4620,2005,05,127,668,19.01
4620,2005,06,70,668,10.48
4620,2005,07,134,668,20.06
4620,2005,08,1,668,0.15
4620,2009,01,178,653,27.26
4620,2009,02,91,653,13.94
4620,2009,03,49,653,7.5
4620,2009,04,16,653,2.45
4620,2009,05,135,653,20.67
4620,2009,06,53,653,8.12
4620,2009,07,98,653,15.01
4620,2009,08,4,653,0.61
4620,2009,55,22,653,3.37
4620,2013,01,157,645,24.34
4620,2013,02,63,645,9.77
4620,2013,03,72,645,11.16
4620,2013,04,29,645,4.5
4620,2013,05,120,645,18.6
4620,2013,06,45,645,6.98
4620,2013,07,128,645,19.84
4620,2013,08,15,645,2.33
4620,2013,55,7,645,1.09
4620,2017,01,132,659,20.03
4620,2017,02,64,659,9.71
4620,2017,03,73,659,11.08
4620,2017,04,17,659,2.58
4620,2017,05,221,659,33.54
4620,2017,06,49,659,7.44
4620,2017,07,66,659,10.02
4620,2017,08,13,659,1.97
4620,2017,55,13,659,1.97
4620,2021,01,115,634,18.14
4620,2021,02,43,634,6.78
4620,2021,03,53,634,8.36
4620,2021,04,9,634,1.42
4620,2021,05,252,634,39.75
4620,2021,06,66,634,10.41
4620,2021,07,27,634,4.26
4620,2021,08,20,634,3.15
4620,2021,55,36,634,5.68
4620,2025,01,175,638,27.43
4620,2025,02,92,638,14.42
4620,2025,03,46,638,7.21
4620,2025,04,19,638,2.98
4620,2025,05,129,638,20.22
4620,2025,06,54,638,8.46
4620,2025,07,37,638,5.8
4620,2025,08,19,638,2.98
4620,2025,55,44,638,6.9
4621,1989,01,3498,9529,36.71
4621,1989,02,704,9529,7.39
4621,1989,03,1248,9529,13.1
4621,1989,04,917,9529,9.62
4621,1989,05,1697,9529,17.81
4621,1989,06,835,9529,8.76
4621,1989,07,384,9529,4.03
4621,1989,08,43,9529,0.45
4621,1993,01,2843,8753,32.48
4621,1993,02,236,8753,2.7
4621,1993,03,684,8753,7.81
4621,1993,04,618,8753,7.06
4621,1993,05,2898,8753,33.11
4621,1993,06,696,8753,7.95
4621,1993,07,527,8753,6.02
4621,1993,08,5,8753,0.06
4621,1997,01,2758,8801,31.34
4621,1997,02,751,8801,8.53
4621,1997,03,632,8801,7.18
4621,1997,04,1138,8801,12.93
4621,1997,05,1703,8801,19.35
4621,1997,06,542,8801,6.16
4621,1997,07,928,8801,10.54
4621,1997,08,11,8801,0.12
4621,2001,01,2034,8463,24.03
4621,2001,02,842,8463,9.95
4621,2001,03,976,8463,11.53
4621,2001,04,1219,8463,14.4
4621,2001,05,1217,8463,14.38
4621,2001,06,959,8463,11.33
4621,2001,07,702,8463,8.29
4621,2001,08,13,8463,0.15
4621,2005,01,2961,8761,33.8
4621,2005,02,1265,8761,14.44
4621,2005,03,644,8761,7.35
4621,2005,04,555,8761,6.33
4621,2005,05,1502,8761,17.14
4621,2005,06,685,8761,7.82
4621,2005,07,761,8761,8.69
4621,2005,08,18,8761,0.21
4621,2009,01,2942,8458,34.78
4621,2009,02,1306,8458,15.44
4621,2009,03,905,8458,10.7
4621,2009,04,415,8458,4.91
4621,2009,05,1643,8458,19.43
4621,2009,06,501,8458,5.92
4621,2009,07,443,8458,5.24
4621,2009,08,17,8458,0.2
4621,2009,55,245,8458,2.9
4621,2013,01,2433,8735,27.85
4621,2013,02,909,8735,10.41
4621,2013,03,1799,8735,20.6
4621,2013,04,524,8735,6.0
4621,2013,05,1517,8735,17.37
4621,2013,06,459,8735,5.25
4621,2013,07,666,8735,7.62
4621,2013,08,238,8735,2.72
4621,2013,55,96,8735,1.1
4621,2017,01,2126,9034,23.53
4621,2017,02,871,9034,9.64
4621,2017,03,1655,9034,18.32
4621,2017,04,310,9034,3.43
4621,2017,05,2684,9034,29.71
4621,2017,06,509,9034,5.63
4621,2017,07,330,9034,3.65
4621,2017,08,299,9034,3.31
4621,2017,55,168,9034,1.86
4621,2021,01,2263,9173,24.67
4621,2021,02,626,9173,6.82
4621,2021,03,1173,9173,12.79
4621,2021,04,241,9173,2.63
4621,2021,05,2942,9173,32.07
4621,2021,06,719,9173,7.84
4621,2021,07,257,9173,2.8
4621,2021,08,311,9173,3.39
4621,2021,55,391,9173,4.26
4621,2025,01,2755,9613,28.66
4621,2025,02,1805,9613,18.78
4621,2025,03,979,9613,10.18
4621,2025,04,310,9613,3.22
4621,2025,05,1445,9613,15.03
4621,2025,06,599,9613,6.23
4621,2025,07,250,9613,2.6
4621,2025,08,410,9613,4.27
4621,2025,55,491,9613,5.11
4622,1989,01,1348,5325,25.31
4622,1989,02,553,5325,10.38
4622,1989,03,965,5325,18.12
4622,1989,04,977,5325,18.35
4622,1989,05,773,5325,14.52
4622,1989,06,374,5325,7.02
4622,1989,07,273,5325,5.13
4622,1989,08,18,5325,0.34
4622,1993,01,1223,4931,24.8
4622,1993,02,165,4931,3.35
4622,1993,03,517,4931,10.48
4622,1993,04,661,4931,13.4
4622,1993,05,1564,4931,31.72
4622,1993,06,295,4931,5.98
4622,1993,07,398,4931,8.07
4622,1993,08,4,4931,0.08
4622,1997,01,1239,5132,24.14
4622,1997,02,571,5132,11.13
4622,1997,03,465,5132,9.06
4622,1997,04,1120,5132,21.82
4622,1997,05,735,5132,14.32
4622,1997,06,216,5132,4.21
4622,1997,07,628,5132,12.24
4622,1997,08,15,5132,0.29
4622,2001,01,870,4934,17.63
4622,2001,02,558,4934,11.31
4622,2001,03,708,4934,14.35
4622,2001,04,1001,4934,20.29
4622,2001,05,543,4934,11.01
4622,2001,06,484,4934,9.81
4622,2001,07,437,4934,8.86
4622,2001,08,10,4934,0.2
4622,2005,01,1155,4962,23.28
4622,2005,02,951,4962,19.17
4622,2005,03,508,4962,10.24
4622,2005,04,636,4962,12.82
4622,2005,05,698,4962,14.07
4622,2005,06,302,4962,6.09
4622,2005,07,524,4962,10.56
4622,2005,08,8,4962,0.16
4622,2009,01,1291,4849,26.62
4622,2009,02,1004,4849,20.71
4622,2009,03,711,4849,14.66
4622,2009,04,521,4849,10.74
4622,2009,05,715,4849,14.75
4622,2009,06,200,4849,4.12
4622,2009,07,275,4849,5.67
4622,2009,08,11,4849,0.23
4622,2009,55,88,4849,1.81
4622,2013,01,1029,4976,20.68
4622,2013,02,745,4976,14.97
4622,2013,03,1283,4976,25.78
4622,2013,04,531,4976,10.67
4622,2013,05,685,4976,13.77
4622,2013,06,147,4976,2.95
4622,2013,07,269,4976,5.41
4622,2013,08,160,4976,3.22
4622,2013,55,28,4976,0.56
4622,2017,01,899,4908,18.32
4622,2017,02,809,4908,16.48
4622,2017,03,1124,4908,22.9
4622,2017,04,379,4908,7.72
4622,2017,05,1007,4908,20.52
4622,2017,06,227,4908,4.63
4622,2017,07,171,4908,3.48
4622,2017,08,164,4908,3.34
4622,2017,55,45,4908,0.92
4622,2021,01,1029,5049,20.38
4622,2021,02,769,5049,15.23
4622,2021,03,782,5049,15.49
4622,2021,04,360,5049,7.13
4622,2021,05,1137,5049,22.52
4622,2021,06,322,5049,6.38
4622,2021,07,126,5049,2.5
4622,2021,08,154,5049,3.05
4622,2021,55,181,5049,3.58
4622,2025,01,1283,5199,24.68
4622,2025,02,1304,5199,25.08
4622,2025,03,594,5199,11.43
4622,2025,04,376,5199,7.23
4622,2025,05,633,5199,12.18
4622,2025,06,161,5199,3.1
4622,2025,07,150,5199,2.89
4622,2025,08,206,5199,3.96
4622,2025,55,254,5199,4.89
4623,1989,01,583,1470,39.66
4623,1989,02,169,1470,11.5
4623,1989,03,204,1470,13.88
4623,1989,04,241,1470,16.39
4623,1989,05,104,1470,7.07
4623,1989,06,107,1470,7.28
4623,1989,07,48,1470,3.27
4623,1989,08,5,1470,0.34
4623,1993,01,523,1401,37.33
4623,1993,02,46,1401,3.28
4623,1993,03,119,1401,8.49
4623,1993,04,218,1401,15.56
4623,1993,05,352,1401,25.12
4623,1993,06,85,1401,6.07
4623,1993,07,35,1401,2.5
4623,1997,01,487,1387,35.11
4623,1997,02,156,1387,11.25
4623,1997,03,96,1387,6.92
4623,1997,04,288,1387,20.76
4623,1997,05,169,1387,12.18
4623,1997,06,61,1387,4.4
4623,1997,07,90,1387,6.49
4623,2001,01,377,1393,27.06
4623,2001,02,225,1393,16.15
4623,2001,03,172,1393,12.35
4623,2001,04,259,1393,18.59
4623,2001,05,113,1393,8.11
4623,2001,06,111,1393,7.97
4623,2001,07,57,1393,4.09
4623,2001,08,2,1393,0.14
4623,2005,01,493,1415,34.84
4623,2005,02,301,1415,21.27
4623,2005,03,117,1415,8.27
4623,2005,04,173,1415,12.23
4623,2005,05,150,1415,10.6
4623,2005,06,63,1415,4.45
4623,2005,07,73,1415,5.16
4623,2005,08,2,1415,0.14
4623,2009,01,517,1388,37.25
4623,2009,02,304,1388,21.9
4623,2009,03,189,1388,13.62
4623,2009,04,141,1388,10.16
4623,2009,05,132,1388,9.51
4623,2009,06,34,1388,2.45
4623,2009,07,33,1388,2.38
4623,2009,08,5,1388,0.36
4623,2009,55,21,1388,1.51
4623,2013,01,483,1487,32.48
4623,2013,02,255,1487,17.15
4623,2013,03,314,1487,21.12
4623,2013,04,136,1487,9.15
4623,2013,05,128,1487,8.61
4623,2013,06,24,1487,1.61
4623,2013,07,46,1487,3.09
4623,2013,08,45,1487,3.03
4623,2013,55,9,1487,0.61
4623,2017,01,379,1449,26.16
4623,2017,02,260,1449,17.94
4623,2017,03,318,1449,21.95
4623,2017,04,106,1449,7.32
4623,2017,05,218,1449,15.04
4623,2017,06,49,1449,3.38
4623,2017,07,21,1449,1.45
4623,2017,08,55,1449,3.8
4623,2017,55,15,1449,1.04
4623,2021,01,374,1496,25.0
4623,2021,02,273,1496,18.25
4623,2021,03,210,1496,14.04
4623,2021,04,93,1496,6.22
4623,2021,05,285,1496,19.05
4623,2021,06,73,1496,4.88
4623,2021,07,24,1496,1.6
4623,2021,08,31,1496,2.07
4623,2021,55,62,1496,4.14
4623,2025,01,426,1504,28.32
4623,2025,02,450,1504,29.92
4623,2025,03,132,1504,8.78
4623,2025,04,107,1504,7.11
4623,2025,05,122,1504,8.11
4623,2025,06,37,1504,2.46
4623,2025,07,27,1504,1.8
4623,2025,08,49,1504,3.26
4623,2025,55,74,1504,4.92
4624,1989,01,2672,9773,27.34
4624,1989,02,1588,9773,16.25
4624,1989,03,2178,9773,22.29
4624,1989,04,1259,9773,12.88
4624,1989,05,887,9773,9.08
4624,1989,06,678,9773,6.94
4624,1989,07,380,9773,3.89
4624,1989,08,29,9773,0.3
4624,1993,01,2818,9439,29.85
4624,1993,02,597,9439,6.32
4624,1993,03,1434,9439,15.19
4624,1993,04,1035,9439,10.97
4624,1993,05,2218,9439,23.5
4624,1993,06,524,9439,5.55
4624,1993,07,529,9439,5.6
4624,1993,08,6,9439,0.06
4624,1997,01,2771,10141,27.32
4624,1997,02,2087,10141,20.58
4624,1997,03,1168,10141,11.52
4624,1997,04,1894,10141,18.68
4624,1997,05,774,10141,7.63
4624,1997,06,410,10141,4.04
4624,1997,07,731,10141,7.21
4624,1997,08,10,10141,0.1
4624,2001,01,1665,10086,16.51
4624,2001,02,2190,10086,21.71
4624,2001,03,2045,10086,20.28
4624,2001,04,1745,10086,17.3
4624,2001,05,545,10086,5.4
4624,2001,06,888,10086,8.8
4624,2001,07,504,10086,5.0
4624,2001,08,8,10086,0.08
4624,2005,01,2488,10951,22.72
4624,2005,02,3181,10951,29.05
4624,2005,03,1738,10951,15.87
4624,2005,04,988,10951,9.02
4624,2005,05,729,10951,6.66
4624,2005,06,599,10951,5.47
4624,2005,07,861,10951,7.86
4624,2005,08,19,10951,0.17
4624,2009,01,2850,11239,25.36
4624,2009,02,3467,11239,30.85
4624,2009,03,2225,11239,19.8
4624,2009,04,790,11239,7.03
4624,2009,05,777,11239,6.91
4624,2009,06,393,11239,3.5
4624,2009,07,468,11239,4.16
4624,2009,08,53,11239,0.47
4624,2009,55,158,11239,1.41
4624,2013,01,2469,12474,19.79
4624,2013,02,2567,12474,20.58
4624,2013,03,4026,12474,32.28
4624,2013,04,956,12474,7.66
4624,2013,05,790,12474,6.33
4624,2013,06,391,12474,3.13
4624,2013,07,670,12474,5.37
4624,2013,08,361,12474,2.89
4624,2013,55,70,12474,0.56
4624,2017,01,2462,13415,18.35
4624,2017,02,2963,13415,22.09
4624,2017,03,4197,13415,31.29
4624,2017,04,674,13415,5.02
4624,2017,05,1193,13415,8.89
4624,2017,06,581,13415,4.33
4624,2017,07,542,13415,4.04
4624,2017,08,493,13415,3.67
4624,2017,55,151,13415,1.13
4624,2021,01,2770,14000,19.79
4624,2021,02,2867,14000,20.48
4624,2021,03,3458,14000,24.7
4624,2021,04,577,14000,4.12
4624,2021,05,1651,14000,11.79
4624,2021,06,877,14000,6.26
4624,2021,07,460,14000,3.29
4624,2021,08,461,14000,3.29
4624,2021,55,428,14000,3.06
4624,2025,01,3438,15456,22.24
4624,2025,02,4922,15456,31.85
4624,2025,03,2521,15456,16.31
4624,2025,04,704,15456,4.55
4624,2025,05,754,15456,4.88
4624,2025,06,612,15456,3.96
4624,2025,07,463,15456,3.0
4624,2025,08,617,15456,3.99
4624,2025,55,572,15456,3.7
4625,1989,01,386,2430,15.88
4625,1989,02,302,2430,12.43
4625,1989,03,537,2430,22.1
4625,1989,04,439,2430,18.07
4625,1989,05,597,2430,24.57
4625,1989,06,91,2430,3.74
4625,1989,07,52,2430,2.14
4625,1989,08,6,2430,0.25
4625,1993,01,463,2283,20.28
4625,1993,02,99,2283,4.34
4625,1993,03,476,2283,20.85
4625,1993,04,381,2283,16.69
4625,1993,05,636,2283,27.86
4625,1993,06,75,2283,3.29
4625,1993,07,42,2283,1.84
4625,1997,01,567,2475,22.91
4625,1997,02,395,2475,15.96
4625,1997,03,375,2475,15.15
4625,1997,04,746,2475,30.14
4625,1997,05,168,2475,6.79
4625,1997,06,53,2475,2.14
4625,1997,07,114,2475,4.61
4625,1997,08,2,2475,0.08
4625,2001,01,268,2452,10.93
4625,2001,02,482,2452,19.66
4625,2001,03,661,2452,26.96
4625,2001,04,600,2452,24.47
4625,2001,05,103,2452,4.2
4625,2001,06,100,2452,4.08
4625,2001,07,78,2452,3.18
4625,2005,01,407,2444,16.65
4625,2005,02,699,2444,28.6
4625,2005,03,569,2444,23.28
4625,2005,04,318,2444,13.01
4625,2005,05,115,2444,4.71
4625,2005,06,74,2444,3.03
4625,2005,07,167,2444,6.83
4625,2005,08,2,2444,0.08
4625,2009,01,471,2544,18.51
4625,2009,02,864,2544,33.96
4625,2009,03,714,2544,28.07
4625,2009,04,209,2544,8.22
4625,2009,05,124,2544,4.87
4625,2009,06,43,2544,1.69
4625,2009,07,80,2544,3.14
4625,2009,08,3,2544,0.12
4625,2009,55,12,2544,0.47
4625,2013,01,454,2727,16.65
4625,2013,02,685,2727,25.12
4625,2013,03,1019,2727,37.37
4625,2013,04,289,2727,10.6
4625,2013,05,78,2727,2.86
4625,2013,06,43,2727,1.58
4625,2013,07,72,2727,2.64
4625,2013,08,32,2727,1.17
4625,2013,55,6,2727,0.22
4625,2017,01,394,2839,13.88
4625,2017,02,659,2839,23.21
4625,2017,03,1167,2839,41.11
4625,2017,04,209,2839,7.36
4625,2017,05,158,2839,5.57
4625,2017,06,94,2839,3.31
4625,2017,07,63,2839,2.22
4625,2017,08,38,2839,1.34
4625,2017,55,17,2839,0.6
4625,2021,01,392,2893,13.55
4625,2021,02,728,2893,25.16
4625,2021,03,1032,2893,35.67
4625,2021,04,184,2893,6.36
4625,2021,05,201,2893,6.95
4625,2021,06,112,2893,3.87
4625,2021,07,50,2893,1.73
4625,2021,08,46,2893,1.59
4625,2021,55,64,2893,2.21
4625,2025,01,447,3091,14.46
4625,2025,02,1271,3091,41.12
4625,2025,03,704,3091,22.78
4625,2025,04,202,3091,6.54
4625,2025,05,63,3091,2.04
4625,2025,06,64,3091,2.07
4625,2025,07,66,3091,2.14
4625,2025,08,57,3091,1.84
4625,2025,55,85,3091,2.75
4626,1989,01,3661,13190,27.76
4626,1989,02,2369,13190,17.96
4626,1989,03,3138,13190,23.79
4626,1989,04,2281,13190,17.29
4626,1989,05,427,13190,3.24
4626,1989,06,776,13190,5.88
4626,1989,07,370,13190,2.81
4626,1989,08,36,13190,0.27
4626,1993,01,4035,12765,31.61
4626,1993,02,846,12765,6.63
4626,1993,03,2075,12765,16.26
4626,1993,04,1950,12765,15.28
4626,1993,05,2125,12765,16.65
4626,1993,06,642,12765,5.03
4626,1993,07,523,12765,4.1
4626,1993,08,9,12765,0.07
4626,1997,01,4425,14724,30.05
4626,1997,02,2969,14724,20.16
4626,1997,03,1878,14724,12.75
4626,1997,04,3215,14724,21.84
4626,1997,05,582,14724,3.95
4626,1997,06,477,14724,3.24
4626,1997,07,785,14724,5.33
4626,1997,08,23,14724,0.16
4626,2001,01,2737,15105,18.12
4626,2001,02,3105,15105,20.56
4626,2001,03,3308,15105,21.9
4626,2001,04,3003,15105,19.88
4626,2001,05,314,15105,2.08
4626,2001,06,1239,15105,8.2
4626,2001,07,474,15105,3.14
4626,2001,08,17,15105,0.11
4626,2005,01,3951,16366,24.14
4626,2005,02,5054,16366,30.88
4626,2005,03,2727,16366,16.66
4626,2005,04,1965,16366,12.01
4626,2005,05,491,16366,3.0
4626,2005,06,794,16366,4.85
4626,2005,07,856,16366,5.23
4626,2005,08,16,16366,0.1
4626,2009,01,4666,17314,26.95
4626,2009,02,5707,17314,32.96
4626,2009,03,3514,17314,20.3
4626,2009,04,1644,17314,9.5
4626,2009,05,513,17314,2.96
4626,2009,06,461,17314,2.66
4626,2009,07,477,17314,2.75
4626,2009,08,43,17314,0.25
4626,2009,55,182,17314,1.05
4626,2013,01,4002,19169,20.88
4626,2013,02,4115,19169,21.47
4626,2013,03,6936,19169,36.18
4626,2013,04,1849,19169,9.65
4626,2013,05,378,19169,1.97
4626,2013,06,451,19169,2.35
4626,2013,07,622,19169,3.24
4626,2013,08,335,19169,1.75
4626,2013,55,65,19169,0.34
4626,2017,01,3871,20836,18.58
4626,2017,02,4526,20836,21.72
4626,2017,03,7556,20836,36.26
4626,2017,04,1560,20836,7.49
4626,2017,05,900,20836,4.32
4626,2017,06,886,20836,4.25
4626,2017,07,623,20836,2.99
4626,2017,08,381,20836,1.83
4626,2017,55,193,20836,0.93
4626,2021,01,4124,21504,19.18
4626,2021,02,4101,21504,19.07
4626,2021,03,6001,21504,27.91
4626,2021,04,1709,21504,7.95
4626,2021,05,1763,21504,8.2
4626,2021,06,1117,21504,5.19
4626,2021,07,547,21504,2.54
4626,2021,08,416,21504,1.93
4626,2021,55,590,21504,2.74
4626,2025,01,4961,23490,21.12
4626,2025,02,8156,23490,34.72
4626,2025,03,3986,23490,16.97
4626,2025,04,1869,23490,7.96
4626,2025,05,613,23490,2.61
4626,2025,06,786,23490,3.35
4626,2025,07,530,23490,2.26
4626,2025,08,574,23490,2.44
4626,2025,55,814,23490,3.47
4627,1989,01,3691,11062,33.37
4627,1989,02,1792,11062,16.2
4627,1989,03,2256,11062,20.39
4627,1989,04,1176,11062,10.63
4627,1989,05,178,11062,1.61
4627,1989,06,1390,11062,12.57
4627,1989,07,411,11062,3.72
4627,1989,08,41,11062,0.37
4627,1993,01,3922,10226,38.35
4627,1993,02,498,10226,4.87
4627,1993,03,1682,10226,16.45
4627,1993,04,974,10226,9.52
4627,1993,05,1258,10226,12.3
4627,1993,06,757,10226,7.4
4627,1993,07,562,10226,5.5
4627,1993,08,11,10226,0.11
4627,1997,01,3953,11040,35.81
4627,1997,02,1864,11040,16.88
4627,1997,03,1440,11040,13.04
4627,1997,04,1847,11040,16.73
4627,1997,05,355,11040,3.22
4627,1997,06,489,11040,4.43
4627,1997,07,747,11040,6.77
4627,1997,08,12,11040,0.11
4627,2001,01,2542,11455,22.19
4627,2001,02,2099,11455,18.32
4627,2001,03,2569,11455,22.43
4627,2001,04,1753,11455,15.3
4627,2001,05,160,11455,1.4
4627,2001,06,1261,11455,11.01
4627,2001,07,448,11455,3.91
4627,2001,08,13,11455,0.11
4627,2005,01,3772,12540,30.08
4627,2005,02,3310,12540,26.4
4627,2005,03,2020,12540,16.11
4627,2005,04,1032,12540,8.23
4627,2005,05,274,12540,2.19
4627,2005,06,892,12540,7.11
4627,2005,07,745,12540,5.94
4627,2005,08,17,12540,0.14
4627,2009,01,4459,13323,33.47
4627,2009,02,3442,13323,25.84
4627,2009,03,2785,13323,20.9
4627,2009,04,898,13323,6.74
4627,2009,05,279,13323,2.09
4627,2009,06,587,13323,4.41
4627,2009,07,487,13323,3.66
4627,2009,08,39,13323,0.29
4627,2009,55,271,13323,2.03
4627,2013,01,4108,15089,27.23
4627,2013,02,2699,15089,17.89
4627,2013,03,4988,15089,33.06
4627,2013,04,1002,15089,6.64
4627,2013,05,238,15089,1.58
4627,2013,06,555,15089,3.68
4627,2013,07,772,15089,5.12
4627,2013,08,342,15089,2.27
4627,2013,55,132,15089,0.87
4627,2017,01,3552,15949,22.27
4627,2017,02,3044,15949,19.09
4627,2017,03,5408,15949,33.91
4627,2017,04,780,15949,4.89
4627,2017,05,633,15949,3.97
4627,2017,06,969,15949,6.08
4627,2017,07,639,15949,4.01
4627,2017,08,404,15949,2.53
4627,2017,55,278,15949,1.74
4627,2021,01,3927,16151,24.31
4627,2021,02,2540,16151,15.73
4627,2021,03,4342,16151,26.88
4627,2021,04,706,16151,4.37
4627,2021,05,1072,16151,6.64
4627,2021,06,1242,16151,7.69
4627,2021,07,591,16151,3.66
4627,2021,08,466,16151,2.89
4627,2021,55,575,16151,3.56
4627,2025,01,4718,17641,26.74
4627,2025,02,5350,17641,30.33
4627,2025,03,2952,17641,16.73
4627,2025,04,731,17641,4.14
4627,2025,05,387,17641,2.19
4627,2025,06,843,17641,4.78
4627,2025,07,472,17641,2.68
4627,2025,08,599,17641,3.4
4627,2025,55,714,17641,4.05
4628,1989,01,1244,3009,41.34
4628,1989,02,271,3009,9.01
4628,1989,03,383,3009,12.73
4628,1989,04,418,3009,13.89
4628,1989,05,238,3009,7.91
4628,1989,06,307,3009,10.2
4628,1989,07,101,3009,3.36
4628,1989,08,11,3009,0.37
4628,1993,01,1058,2689,39.35
4628,1993,02,60,2689,2.23
4628,1993,03,169,2689,6.28
4628,1993,04,298,2689,11.08
4628,1993,05,723,2689,26.89
4628,1993,06,213,2689,7.92
4628,1993,07,86,2689,3.2
4628,1993,08,1,2689,0.04
4628,1997,01,1019,2653,38.41
4628,1997,02,261,2653,9.84
4628,1997,03,156,2653,5.88
4628,1997,04,479,2653,18.06
4628,1997,05,339,2653,12.78
4628,1997,06,131,2653,4.94
4628,1997,07,169,2653,6.37
4628,1997,08,5,2653,0.19
4628,2001,01,735,2528,29.07
4628,2001,02,342,2528,13.53
4628,2001,03,276,2528,10.92
4628,2001,04,435,2528,17.21
4628,2001,05,195,2528,7.71
4628,2001,06,294,2528,11.63
4628,2001,07,91,2528,3.6
4628,2001,08,5,2528,0.2
4628,2005,01,1020,2518,40.51
4628,2005,02,430,2518,17.08
4628,2005,03,188,2518,7.47
4628,2005,04,217,2518,8.62
4628,2005,05,245,2518,9.73
4628,2005,06,192,2518,7.63
4628,2005,07,122,2518,4.85
4628,2005,08,1,2518,0.04
4628,2009,01,1000,2363,42.32
4628,2009,02,388,2363,16.42
4628,2009,03,248,2363,10.5
4628,2009,04,211,2363,8.93
4628,2009,05,255,2363,10.79
4628,2009,06,138,2363,5.84
4628,2009,07,50,2363,2.12
4628,2009,08,4,2363,0.17
4628,2009,55,43,2363,1.82
4628,2013,01,896,2422,36.99
4628,2013,02,332,2422,13.71
4628,2013,03,464,2422,19.16
4628,2013,04,210,2422,8.67
4628,2013,05,204,2422,8.42
4628,2013,06,123,2422,5.08
4628,2013,07,91,2422,3.76
4628,2013,08,50,2422,2.06
4628,2013,55,11,2422,0.45
4628,2017,01,726,2343,30.99
4628,2017,02,374,2343,15.96
4628,2017,03,403,2343,17.2
4628,2017,04,142,2343,6.06
4628,2017,05,388,2343,16.56
4628,2017,06,169,2343,7.21
4628,2017,07,36,2343,1.54
4628,2017,08,51,2343,2.18
4628,2017,55,16,2343,0.68
4628,2021,01,694,2313,30.0
4628,2021,02,276,2313,11.93
4628,2021,03,320,2313,13.83
4628,2021,04,108,2313,4.67
4628,2021,05,449,2313,19.41
4628,2021,06,188,2313,8.13
4628,2021,07,29,2313,1.25
4628,2021,08,47,2313,2.03
4628,2021,55,105,2313,4.54
4628,2025,01,746,2352,31.72
4628,2025,02,542,2352,23.04
4628,2025,03,242,2352,10.29
4628,2025,04,94,2352,4.0
4628,2025,05,232,2352,9.86
4628,2025,06,136,2352,5.78
4628,2025,07,27,2352,1.15
4628,2025,08,70,2352,2.98
4628,2025,55,144,2352,6.12
4629,1989,01,33,179,18.44
4629,1989,02,17,179,9.5
4629,1989,03,33,179,18.44
4629,1989,04,31,179,17.32
4629,1989,05,41,179,22.91
4629,1989,06,18,179,10.06
4629,1989,07,5,179,2.79
4629,1989,08,1,179,0.56
4629,1993,01,34,180,18.89
4629,1993,02,5,180,2.78
4629,1993,03,12,180,6.67
4629,1993,04,22,180,12.22
4629,1993,05,84,180,46.67
4629,1993,06,12,180,6.67
4629,1993,07,10,180,5.56
4629,1997,01,28,179,15.64
