kode,aar,kom2024,andel,befolkning,metode
0522,1991,3441,1.0,6448,arvet
0528,1991,3442,1.0,14314,arvet
0529,1991,3443,1.0,13358,arvet
0532,1991,3236,1.0,5836,arvet
0533,1991,3234,1.0,7976,arvet
0534,1991,3446,1.0,12626,arvet
0536,1991,3447,1.0,6305,arvet
0538,1991,3448,1.0,7038,arvet
0540,1991,3449,1.0,3549,arvet
0541,1991,3450,1.0,1565,arvet
0542,1991,3451,1.0,6515,arvet
0543,1991,3452,1.0,2529,arvet
0544,1991,3453,1.0,3107,arvet
0545,1991,3454,1.0,1784,arvet
0602,1991,3301,1.0,51876,arvet
0604,1991,3303,1.0,21169,arvet
0605,1991,3305,1.0,27366,arvet
0612,1991,3310,1.0,4531,arvet
0615,1991,3320,1.0,1188,arvet
0616,1991,3322,1.0,3422,arvet
0617,1991,3324,1.0,4255,arvet
0618,1991,3326,1.0,1607,arvet
0619,1991,3328,1.0,4789,arvet
0620,1991,3330,1.0,4710,arvet
0621,1991,3332,1.0,3700,arvet
0622,1991,3318,1.0,2376,arvet
0623,1991,3316,1.0,12262,arvet
0624,1991,3314,1.0,14779,arvet
0625,1991,3301,1.0,18902,arvet
0626,1991,3312,1.0,18980,arvet
0627,1991,3203,1.0,14493,arvet
0628,1991,3203,1.0,7933,arvet
0631,1991,3334,1.0,2560,arvet
0632,1991,3336,1.0,1473,arvet
0633,1991,3338,1.0,2890,arvet
0701,1991,3901,1.0,22550,arvet
0702,1991,3903,1.0,9157,arvet
0704,1991,3905,1.0,31538,arvet
0706,1991,3907,1.0,36079,arvet
0709,1991,3909,1.0,38229,arvet
0711,1991,3301,1.0,5934,arvet
0713,1991,3903,1.0,6955,arvet
0714,1991,3903,1.0,2741,arvet
0716,1991,3905,1.0,3886,arvet
0718,1991,3905,1.0,3514,arvet
0719,1991,3907,1.0,4484,arvet
0720,1991,3907,1.0,8955,arvet
0722,1991,3911,1.0,18047,arvet
0723,1991,3911,1.0,3887,arvet
0728,1991,3909,1.0,2398,arvet
0805,1991,4001,1.0,31260,arvet
0806,1991,4003,1.0,47868,arvet
0807,1991,4005,1.0,12426,arvet
0811,1991,4010,1.0,2217,arvet
0814,1991,4012,1.0,13792,arvet
0815,1991,4014,1.0,10812,arvet
0817,1991,4016,1.0,4400,arvet
0819,1991,4018,1.0,6838,arvet
0821,1991,4020,1.0,4690,arvet
0822,1991,4020,1.0,4407,arvet
0826,1991,4026,1.0,6863,arvet
0827,1991,4024,1.0,1732,arvet
0828,1991,4022,1.0,3105,arvet
0829,1991,4028,1.0,2892,arvet
0830,1991,4030,1.0,1498,arvet
0831,1991,4032,1.0,1417,arvet
0833,1991,4034,1.0,2693,arvet
0834,1991,4036,1.0,3959,arvet
0901,1991,4201,1.0,6962,arvet
0903,1991,4203,1.0,12478,eksakt-sum
0904,1991,4202,1.0,15662,arvet
0911,1991,4211,1.0,2584,arvet
0912,1991,4212,1.0,1853,arvet
0914,1991,4213,1.0,5846,arvet
0918,1991,4203,1.0,8148,eksakt-sum
0919,1991,4214,1.0,4185,arvet
0920,1991,4203,1.0,8679,eksakt-sum
0921,1991,4203,1.0,4711,eksakt-sum
0922,1991,4203,1.0,4026,eksakt-sum
0926,1991,4215,1.0,8167,arvet
0928,1991,4216,1.0,4016,arvet
0929,1991,4217,1.0,1977,arvet
0935,1991,4218,1.0,1139,arvet
0937,1991,4219,1.0,3336,arvet
0938,1991,4220,1.0,1382,arvet
0940,1991,4221,1.0,1407,arvet
0941,1991,4222,1.0,756,arvet
1001,1991,4204,1.0,65690,arvet
1002,1991,4205,1.0,12478,arvet
1003,1991,4206,1.0,9324,arvet
1004,1991,4207,1.0,8785,arvet
1014,1991,4223,1.0,11552,arvet
1017,1991,4204,1.0,5173,arvet
1018,1991,4204,1.0,7585,arvet
1021,1991,4205,1.0,2222,arvet
1026,1991,4224,1.0,812,arvet
1027,1991,4225,1.0,1591,arvet
1029,1991,4205,1.0,4235,arvet
1032,1991,4225,1.0,6741,arvet
1034,1991,4226,1.0,1535,arvet
1037,1991,4227,1.0,5664,arvet
1046,1991,4228,1.0,1704,arvet
1101,1991,1101,1.0,12398,arvet
1102,1991,1108,1.0,44967,arvet
1103,1991,1103,1.0,98180,arvet
1106,1991,1106,1.0,27788,arvet
1111,1991,1111,1.0,3453,arvet
1112,1991,1112,1.0,3086,arvet
1114,1991,1114,1.0,2373,arvet
1119,1991,1119,1.0,13022,arvet
1120,1991,1120,1.0,11871,arvet
1121,1991,1121,1.0,12059,arvet
1122,1991,1122,1.0,7481,arvet
1124,1991,1124,1.0,15982,arvet
1127,1991,1127,1.0,7681,arvet
1129,1991,1108,1.0,1016,arvet
1130,1991,1130,1.0,9535,arvet
1133,1991,1133,1.0,2812,arvet
1134,1991,1134,1.0,4137,arvet
1135,1991,1135,1.0,5286,arvet
1141,1991,1103,1.0,2778,arvet
1142,1991,1103,1.0,2578,arvet
1144,1991,1144,1.0,480,arvet
1145,1991,1145,1.0,736,arvet
1146,1991,1146,1.0,7974,arvet
1149,1991,1149,1.0,35131,arvet
1151,1991,1151,1.0,230,arvet
1154,1991,1160,1.0,4872,arvet
1201,1991,4601,1.0,213344,arvet
1211,1991,4611,1.0,4011,arvet
1214,1991,1160,1.0,3154,arvet
1216,1991,4612,1.0,4582,arvet
1219,1991,4613,1.0,9727,arvet
1221,1991,4614,1.0,14684,arvet
1222,1991,4615,1.0,3086,arvet
1223,1991,4616,1.0,2895,arvet
1224,1991,4617,1.0,13090,arvet
1227,1991,4618,1.0,1254,arvet
1228,1991,4618,1.0,8283,arvet
1231,1991,4618,1.0,3944,arvet
1232,1991,4619,1.0,1081,arvet
1233,1991,4620,1.0,1239,arvet
1234,1991,4621,1.0,1050,arvet
1235,1991,4621,1.0,14076,arvet
1238,1991,4622,1.0,8690,arvet
1241,1991,4624,1.0,3721,arvet
1242,1991,4623,1.0,2382,arvet
1243,1991,4624,1.0,12781,arvet
1244,1991,4625,1.0,4148,arvet
1245,1991,4626,1.0,4962,arvet
1246,1991,4626,1.0,14956,arvet
1247,1991,4627,1.0,18580,arvet
1251,1991,4628,1.0,4480,arvet
1252,1991,4629,1.0,328,arvet
1253,1991,4630,1.0,7031,arvet
1256,1991,4631,1.0,4637,arvet
1259,1991,4626,1.0,3129,arvet
1260,1991,4631,1.0,4554,arvet
1263,1991,4631,1.0,11878,arvet
1264,1991,4632,1.0,2671,arvet
1265,1991,4633,1.0,721,arvet
1266,1991,4634,1.0,1873,arvet
1401,1991,4602,1.0,10064,arvet
1411,1991,4635,1.0,2585,arvet
1412,1991,4636,1.0,1133,arvet
1413,1991,4637,1.0,1722,arvet
1416,1991,4638,1.0,4835,arvet
1417,1991,4639,1.0,2521,arvet
1418,1991,4640,1.0,1850,arvet
1419,1991,4640,1.0,2853,arvet
1420,1991,4640,1.0,5970,arvet
1421,1991,4641,1.0,1862,arvet
1422,1991,4642,1.0,2205,arvet
1424,1991,4643,1.0,6222,arvet
1426,1991,4644,1.0,5118,arvet
1428,1991,4645,1.0,3533,arvet
1429,1991,4646,1.0,2895,arvet
1430,1991,4647,1.0,2924,arvet
1431,1991,4647,1.0,2990,arvet
1432,1991,4647,1.0,8744,arvet
1433,1991,4647,1.0,2705,arvet
1438,1991,4648,1.0,4541,arvet
1439,1991,4602,1.0,6377,arvet
1441,1991,4649,1.0,3255,arvet
1443,1991,4649,1.0,5492,arvet
1444,1991,1577,1.0,1226,arvet
1445,1991,4650,1.0,6233,arvet
1449,1991,4651,1.0,6759,arvet
1502,1991,1506,1.0,22252,arvet
1503,1991,1505,1.0,17180,arvet
1504,1991,1508,1.0,35896,arvet
1511,1991,1511,1.0,3937,arvet
1514,1991,1514,1.0,3301,arvet
1515,1991,1515,1.0,8142,arvet
1516,1991,1516,1.0,5751,arvet
1517,1991,1517,1.0,4502,arvet
1519,1991,1577,1.0,8011,arvet
1520,1991,1520,1.0,10248,arvet
1523,1991,1508,1.0,1985,arvet
1524,1991,1578,1.0,2026,arvet
1525,1991,1525,1.0,4595,arvet
1526,1991,1578,1.0,1025,arvet
1528,1991,1528,1.0,6887,arvet
1529,1991,1508,1.0,3340,arvet
1531,1991,1531,1.0,6723,arvet
1532,1991,1532,1.0,6203,arvet
1534,1991,1580,1.0,8556,arvet
1535,1991,1535,1.0,6413,arvet
1539,1991,1539,1.0,7825,arvet
1543,1991,1506,1.0,3351,arvet
1545,1991,1506,1.0,2055,arvet
1546,1991,1508,1.0,1491,arvet
1547,1991,1547,1.0,2979,arvet
1548,1991,1579,1.0,8886,arvet
1551,1991,1579,1.0,3073,arvet
1554,1991,1554,1.0,5554,arvet
1556,1991,1505,1.0,4893,arvet
1557,1991,1557,1.0,2873,arvet
1560,1991,1560,1.0,3441,arvet
1563,1991,1563,1.0,7521,arvet
1566,1991,1566,1.0,6391,arvet
1567,1991,5061,1.0,2242,arvet
1569,1991,1576,1.0,2780,arvet
1571,1991,5055,1.0,2135,arvet
1572,1991,1576,1.0,1118,arvet
1573,1991,1573,1.0,2697,arvet
1601,1991,5001,1.0,138058,arvet
1612,1991,5055,1.0,4268,arvet
1613,1991,5055,0.153333,1178,"delt, anslått fra befolkningsendring 2019→2020"
1613,1991,5056,0.339048,1178,"delt, anslått fra befolkningsendring 2019→2020"
1613,1991,5059,0.507619,1178,"delt, anslått fra befolkningsendring 2019→2020"
1617,1991,5056,1.0,4292,arvet
1620,1991,5014,1.0,4242,arvet
1621,1991,5057,1.0,4935,arvet
1622,1991,5059,1.0,1907,arvet
1624,1991,5054,1.0,6459,arvet
1627,1991,5057,1.0,4942,arvet
1630,1991,5058,1.0,3556,arvet
1632,1991,5058,1.0,1207,arvet
1633,1991,5020,1.0,1288,arvet
1634,1991,5021,1.0,6213,arvet
1635,1991,5022,1.0,2936,arvet
1636,1991,5059,1.0,4346,arvet
1638,1991,5059,1.0,10130,arvet
1640,1991,5025,1.0,5379,arvet
1644,1991,5026,1.0,2472,arvet
1648,1991,5027,1.0,6038,arvet
1653,1991,5028,1.0,12498,arvet
1657,1991,5029,1.0,5574,arvet
1662,1991,5001,1.0,4325,arvet
1663,1991,5031,1.0,9749,arvet
1664,1991,5032,1.0,4077,arvet
1665,1991,5033,1.0,1007,arvet
1702,1991,5006,1.0,20682,arvet
1703,1991,5007,1.0,11913,arvet
1711,1991,5034,1.0,2752,arvet
1714,1991,5035,1.0,17340,arvet
1717,1991,5036,1.0,2470,arvet
1718,1991,5054,1.0,3541,arvet
1719,1991,5037,1.0,16878,arvet
1721,1991,5038,1.0,13521,arvet
1723,1991,5053,1.0,951,arvet
1724,1991,5006,1.0,3141,arvet
1725,1991,5007,1.0,2037,arvet
1729,1991,5053,1.0,5827,arvet
1736,1991,5041,1.0,2519,arvet
1738,1991,5042,1.0,1672,arvet
1739,1991,5043,1.0,734,arvet
1740,1991,5044,1.0,1138,arvet
1742,1991,5045,1.0,2490,arvet
1743,1991,5046,1.0,1408,arvet
1744,1991,5047,1.0,3792,arvet
1748,1991,5007,1.0,850,arvet
1749,1991,5049,1.0,1416,arvet
1750,1991,5060,1.0,3752,arvet
1751,1991,5060,1.0,5553,arvet
1755,1991,5052,1.0,849,arvet
1804,1991,1804,1.0,36949,arvet
1805,1991,1806,1.0,18639,arvet
1811,1991,1811,1.0,2097,arvet
1812,1991,1812,1.0,2113,arvet
1813,1991,1813,1.0,6924,arvet
1815,1991,1815,1.0,1546,arvet
1816,1991,1816,1.0,659,arvet
1818,1991,1818,1.0,2058,arvet
1820,1991,1820,1.0,7491,arvet
1822,1991,1822,1.0,2376,arvet
1824,1991,1824,1.0,13417,arvet
1825,1991,1825,1.0,1714,arvet
1826,1991,1826,1.0,1728,arvet
1827,1991,1827,1.0,1793,arvet
1828,1991,1828,1.0,1765,arvet
1832,1991,1832,1.0,4842,arvet
1833,1991,1833,1.0,24641,arvet
1834,1991,1834,1.0,2250,arvet
1835,1991,1835,1.0,503,arvet
1836,1991,1836,1.0,1725,arvet
1837,1991,1837,1.0,7082,arvet
1838,1991,1838,1.0,2571,arvet
1839,1991,1839,1.0,1488,arvet
1840,1991,1840,1.0,5163,arvet
1841,1991,1841,1.0,10000,arvet
1842,1991,1804,1.0,1221,arvet
1845,1991,1845,1.0,2826,arvet
1848,1991,1848,1.0,3265,arvet
1849,1991,1875,1.0,2271,arvet
1850,1991,1806,0.422336,2553,"delt, anslått fra befolkningsendring 2019→2020"
1850,1991,1875,0.577664,2553,"delt, anslått fra befolkningsendring 2019→2020"
1851,1991,1851,1.0,2799,arvet
1852,1991,5512,1.0,1660,arvet
1853,1991,1853,1.0,1706,arvet
1854,1991,1806,1.0,3090,arvet
1856,1991,1856,1.0,621,arvet
1857,1991,1857,1.0,873,arvet
1859,1991,1859,1.0,1618,arvet
1860,1991,1860,1.0,10569,arvet
1865,1991,1865,1.0,9342,arvet
1866,1991,1866,1.0,8608,arvet
1867,1991,1867,1.0,3763,arvet
1868,1991,1868,1.0,4818,arvet
1870,1991,1870,1.0,8335,arvet
1871,1991,1871,1.0,6487,arvet
1874,1991,1874,1.0,1444,arvet
1901,1991,5503,1.0,22369,arvet
1902,1991,5501,1.0,51328,arvet
1911,1991,5510,1.0,3500,arvet
1913,1991,5512,1.0,3379,arvet
1915,1991,5503,1.0,705,arvet
1917,1991,5514,1.0,2196,arvet
1919,1991,5516,1.0,1470,arvet
1920,1991,5518,1.0,1145,arvet
1922,1991,5520,1.0,3828,arvet
1923,1991,5522,1.0,2549,arvet
1924,1991,5524,1.0,7379,arvet
1925,1991,5526,1.0,3384,arvet
1926,1991,5528,1.0,1581,arvet
1927,1991,5530,1.0,1931,arvet
1928,1991,5530,1.0,1280,arvet
1929,1991,5530,1.0,1241,arvet
1931,1991,5530,1.0,10843,arvet
1933,1991,5532,1.0,6319,arvet
1936,1991,5534,1.0,2717,arvet
1938,1991,5536,1.0,3602,arvet
1939,1991,5538,1.0,1889,arvet
1940,1991,5540,1.0,2759,arvet
1941,1991,5542,1.0,3031,arvet
1942,1991,5544,1.0,4753,arvet
1943,1991,5546,1.0,1638,arvet
2001,1991,5603,1.0,6909,eksakt-sum
2002,1991,5634,1.0,3008,arvet
2003,1991,5607,1.0,6006,arvet
2011,1991,5612,1.0,2963,arvet
2012,1991,5601,1.0,15223,arvet
2014,1991,5614,1.0,1655,arvet
2015,1991,5616,1.0,1361,arvet
2016,1991,5603,1.0,2341,eksakt-sum
2017,1991,5603,1.0,1360,arvet
2018,1991,5618,1.0,1819,arvet
2019,1991,5620,1.0,3986,arvet
2020,1991,5622,1.0,4514,arvet
2021,1991,5610,1.0,2690,arvet
2022,1991,5624,1.0,1695,arvet
2023,1991,5626,1.0,1398,arvet
2024,1991,5630,1.0,1340,arvet
2025,1991,5628,1.0,3232,arvet
2027,1991,5636,1.0,1056,arvet
2028,1991,5632,1.0,2341,arvet
2030,1991,5605,1.0,9693,arvet
0101,1992,3101,1.0,25831,arvet
0103,1992,3107,1.0,26436,arvet
0104,1992,3103,1.0,24805,arvet
0105,1992,3105,1.0,46611,arvet
0111,1992,3110,1.0,3266,arvet
0113,1992,3107,1.0,11887,arvet
0118,1992,3124,1.0,1489,arvet
0119,1992,3122,1.0,3427,arvet
0121,1992,3226,1.0,653,arvet
0122,1992,3118,1.0,4785,arvet
0123,1992,3118,1.0,4296,arvet
0124,1992,3118,1.0,12829,arvet
0125,1992,3118,1.0,9270,arvet
0127,1992,3116,1.0,3097,arvet
0128,1992,3120,1.0,7126,arvet
0131,1992,3107,1.0,5931,arvet
0133,1992,3107,1.0,7468,arvet
0134,1992,3107,1.0,12984,arvet
0135,1992,3112,1.0,5960,arvet
0136,1992,3103,1.0,12097,arvet
0137,1992,3114,1.0,4101,arvet
0138,1992,3118,1.0,3962,arvet
0211,1992,3216,1.0,11273,arvet
0213,1992,3207,1.0,22530,arvet
0214,1992,3218,1.0,11909,arvet
0215,1992,3214,1.0,10465,arvet
0216,1992,3212,1.0,13300,arvet
0217,1992,3207,1.0,21001,arvet
0219,1992,3201,1.0,91692,arvet
0220,1992,3203,1.0,42395,arvet
0221,1992,3226,1.0,12497,arvet
0226,1992,3205,1.0,11307,arvet
0227,1992,3205,1.0,8550,arvet
0228,1992,3224,1.0,13856,arvet
0229,1992,3220,1.0,8035,arvet
0230,1992,3222,1.0,26974,arvet
0231,1992,3205,1.0,34484,arvet
0233,1992,3232,1.0,16220,arvet
0234,1992,3230,1.0,3753,arvet
0235,1992,3209,1.0,18179,arvet
0236,1992,3228,1.0,15712,arvet
0237,1992,3240,1.0,16681,arvet
0238,1992,3238,1.0,8062,arvet
0239,1992,3242,1.0,2565,arvet
0301,1992,0301,1.0,467441,arvet
0402,1992,3401,1.0,17478,arvet
0403,1992,3403,1.0,26000,arvet
0412,1992,3411,1.0,31197,arvet
0415,1992,3412,1.0,7046,arvet
0417,1992,3413,1.0,17610,arvet
0418,1992,3414,1.0,5307,arvet
0419,1992,3415,1.0,7360,arvet
0420,1992,3416,1.0,6471,arvet
0423,1992,3417,1.0,5702,arvet
0425,1992,3418,1.0,8522,arvet
0426,1992,3419,1.0,4352,arvet
0427,1992,3420,1.0,17514,arvet
0428,1992,3421,1.0,7304,arvet
0429,1992,3422,1.0,4412,arvet
0430,1992,3423,1.0,3278,arvet
0432,1992,3424,1.0,2460,arvet
0434,1992,3425,1.0,1707,arvet
0436,1992,3426,1.0,1868,arvet
0437,1992,3427,1.0,5416,arvet
0438,1992,3428,1.0,2435,arvet
0439,1992,3429,1.0,1946,arvet
0441,1992,3430,1.0,2054,arvet
0501,1992,3405,1.0,23120,arvet
0502,1992,3407,1.0,26415,arvet
0511,1992,3431,1.0,3069,arvet
0512,1992,3432,1.0,2392,arvet
0513,1992,3433,1.0,2544,arvet
0514,1992,3434,1.0,2629,arvet
0515,1992,3435,1.0,3915,arvet
0516,1992,3436,1.0,6173,arvet
0517,1992,3437,1.0,6352,arvet
0519,1992,3438,1.0,3486,arvet
0520,1992,3439,1.0,5160,arvet
0521,1992,3440,1.0,4601,arvet
0522,1992,3441,1.0,6391,arvet
0528,1992,3442,1.0,14216,arvet
0529,1992,3443,1.0,13302,arvet
0532,1992,3236,1.0,5829,arvet
0533,1992,3234,1.0,7968,arvet
0534,1992,3446,1.0,12631,arvet
0536,1992,3447,1.0,6300,arvet
0538,1992,3448,1.0,7016,arvet
0540,1992,3449,1.0,3551,arvet
0541,1992,3450,1.0,1536,arvet
0542,1992,3451,1.0,6520,arvet
0543,1992,3452,1.0,2576,arvet
0544,1992,3453,1.0,3117,arvet
0545,1992,3454,1.0,1737,arvet
0602,1992,3301,1.0,52028,arvet
0604,1992,3303,1.0,21147,arvet
0605,1992,3305,1.0,27396,arvet
0612,1992,3310,1.0,4526,arvet
0615,1992,3320,1.0,1187,arvet
0616,1992,3322,1.0,3423,arvet
0617,1992,3324,1.0,4285,arvet
0618,1992,3326,1.0,1612,arvet
0619,1992,3328,1.0,4760,arvet
0620,1992,3330,1.0,4682,arvet
0621,1992,3332,1.0,3740,arvet
0622,1992,3318,1.0,2344,arvet
0623,1992,3316,1.0,12255,arvet
0624,1992,3314,1.0,14663,arvet
0625,1992,3301,1.0,18951,arvet
0626,1992,3312,1.0,19065,arvet
0627,1992,3203,1.0,14756,arvet
0628,1992,3203,1.0,7915,arvet
0631,1992,3334,1.0,2547,arvet
0632,1992,3336,1.0,1482,arvet
0633,1992,3338,1.0,2892,arvet
0701,1992,3901,1.0,22685,arvet
0702,1992,3903,1.0,9156,arvet
0704,1992,3905,1.0,31815,arvet
0706,1992,3907,1.0,36339,arvet
0709,1992,3909,1.0,38541,arvet
0711,1992,3301,1.0,5945,arvet
0713,1992,3903,1.0,6948,arvet
0714,1992,3903,1.0,2712,arvet
0716,1992,3905,1.0,3887,arvet
0718,1992,3905,1.0,3517,arvet
0719,1992,3907,1.0,4479,arvet
0720,1992,3907,1.0,9009,arvet
0722,1992,3911,1.0,18164,arvet
0723,1992,3911,1.0,3938,arvet
0728,1992,3909,1.0,2412,arvet
0805,1992,4001,1.0,31151,arvet
0806,1992,4003,1.0,48192,arvet
0807,1992,4005,1.0,12381,arvet
0811,1992,4010,1.0,2242,arvet
0814,1992,4012,1.0,13961,arvet
0815,1992,4014,1.0,10769,arvet
0817,1992,4016,1.0,4389,arvet
0819,1992,4018,1.0,6743,arvet
0821,1992,4020,1.0,4725,arvet
0822,1992,4020,1.0,4407,arvet
0826,1992,4026,1.0,6876,arvet
0827,1992,4024,1.0,1703,arvet
0828,1992,4022,1.0,3090,arvet
0829,1992,4028,1.0,2871,arvet
0830,1992,4030,1.0,1498,arvet
0831,1992,4032,1.0,1377,arvet
0833,1992,4034,1.0,2624,arvet
0834,1992,4036,1.0,3956,arvet
0901,1992,4201,1.0,6972,arvet
0904,1992,4202,1.0,15881,arvet
0906,1992,4203,1.0,38181,arvet
0911,1992,4211,1.0,2584,arvet
0912,1992,4212,1.0,1853,arvet
0914,1992,4213,1.0,5856,arvet
0919,1992,4214,1.0,4217,arvet
0926,1992,4215,1.0,8264,arvet
0928,1992,4216,1.0,4034,arvet
0929,1992,4217,1.0,1939,arvet
0935,1992,4218,1.0,1130,arvet
0937,1992,4219,1.0,3319,arvet
0938,1992,4220,1.0,1343,arvet
0940,1992,4221,1.0,1409,arvet
0941,1992,4222,1.0,768,arvet
1001,1992,4204,1.0,66347,arvet
1002,1992,4205,1.0,12585,arvet
1003,1992,4206,1.0,9287,arvet
1004,1992,4207,1.0,8743,arvet
1014,1992,4223,1.0,11587,arvet
1017,1992,4204,1.0,5190,arvet
1018,1992,4204,1.0,7629,arvet
1021,1992,4205,1.0,2208,arvet
1026,1992,4224,1.0,819,arvet
1027,1992,4225,1.0,1573,arvet
1029,1992,4205,1.0,4283,arvet
1032,1992,4225,1.0,6719,arvet
1034,1992,4226,1.0,1559,arvet
1037,1992,4227,1.0,5694,arvet
1046,1992,4228,1.0,1728,arvet
1101,1992,1101,1.0,12495,arvet
1102,1992,1108,1.0,45703,arvet
1103,1992,1103,1.0,99808,arvet
1106,1992,1106,1.0,28106,arvet
1111,1992,1111,1.0,3486,arvet
1112,1992,1112,1.0,3059,arvet
1114,1992,1114,1.0,2373,arvet
1119,1992,1119,1.0,13067,arvet
1120,1992,1120,1.0,11953,arvet
1121,1992,1121,1.0,12245,arvet
1122,1992,1122,1.0,7682,arvet
1124,1992,1124,1.0,16375,arvet
1127,1992,1127,1.0,7756,arvet
1129,1992,1108,1.0,1044,arvet
1130,1992,1130,1.0,9538,arvet
1133,1992,1133,1.0,2822,arvet
1134,1992,1134,1.0,4107,arvet
1135,1992,1135,1.0,5294,arvet
1141,1992,1103,1.0,2818,arvet
1142,1992,1103,1.0,2566,arvet
1144,1992,1144,1.0,482,arvet
1145,1992,1145,1.0,738,arvet
1146,1992,1146,1.0,8051,arvet
1149,1992,1149,1.0,35154,arvet
1151,1992,1151,1.0,225,arvet
1154,1992,1160,1.0,4877,arvet
1201,1992,4601,1.0,216066,arvet
1211,1992,4611,1.0,3990,arvet
1214,1992,1160,1.0,3151,arvet
1216,1992,4612,1.0,4561,arvet
1219,1992,4613,1.0,9781,arvet
1221,1992,4614,1.0,14870,arvet
1222,1992,4615,1.0,3122,arvet
1223,1992,4616,1.0,2888,arvet
1224,1992,4617,1.0,13061,arvet
1227,1992,4618,1.0,1253,arvet
1228,1992,4618,1.0,8230,arvet
1231,1992,4618,1.0,3947,arvet
1232,1992,4619,1.0,1080,arvet
1233,1992,4620,1.0,1251,arvet
1234,1992,4621,1.0,1031,arvet
1235,1992,4621,1.0,13969,arvet
1238,1992,4622,1.0,8596,arvet
1241,1992,4624,1.0,3698,arvet
1242,1992,4623,1.0,2411,arvet
1243,1992,4624,1.0,12937,arvet
1244,1992,4625,1.0,4199,arvet
1245,1992,4626,1.0,4943,arvet
1246,1992,4626,1.0,15227,arvet
1247,1992,4627,1.0,18510,arvet
1251,1992,4628,1.0,4439,arvet
1252,1992,4629,1.0,331,arvet
1253,1992,4630,1.0,7040,arvet
1256,1992,4631,1.0,4653,arvet
1259,1992,4626,1.0,3162,arvet
1260,1992,4631,1.0,4517,arvet
1263,1992,4631,1.0,11923,arvet
1264,1992,4632,1.0,2658,arvet
1265,1992,4633,1.0,705,arvet
1266,1992,4634,1.0,1858,arvet
1401,1992,4602,1.0,10300,arvet
1411,1992,4635,1.0,2531,arvet
1412,1992,4636,1.0,1135,arvet
1413,1992,4637,1.0,1707,arvet
1416,1992,4638,1.0,4854,arvet
1417,1992,4639,1.0,3084,arvet
1418,1992,4640,1.0,1819,arvet
1419,1992,4640,1.0,2225,arvet
1420,1992,4640,1.0,6010,arvet
1421,1992,4641,1.0,1876,arvet
1422,1992,4642,1.0,2222,arvet
1424,1992,4643,1.0,6153,arvet
1426,1992,4644,1.0,5090,arvet
1428,1992,4645,1.0,3551,arvet
1429,1992,4646,1.0,2887,arvet
1430,1992,4647,1.0,2943,arvet
1431,1992,4647,1.0,2989,arvet
1432,1992,4647,1.0,8983,arvet
1433,1992,4647,1.0,2725,arvet
1438,1992,4648,1.0,4440,arvet
1439,1992,4602,1.0,6385,arvet
1441,1992,4649,1.0,3231,arvet
1443,1992,4649,1.0,5727,arvet
1444,1992,1577,1.0,1238,arvet
1445,1992,4650,1.0,6021,arvet
1449,1992,4651,1.0,6687,arvet
1502,1992,1506,1.0,22378,arvet
1503,1992,1505,1.0,17091,arvet
1504,1992,1508,1.0,36092,arvet
1511,1992,1511,1.0,3887,arvet
1514,1992,1514,1.0,3293,arvet
1515,1992,1515,1.0,8149,arvet
1516,1992,1516,1.0,5841,arvet
1517,1992,1517,1.0,4538,arvet
1519,1992,1577,1.0,8005,arvet
1520,1992,1520,1.0,10247,arvet
1523,1992,1508,1.0,1988,arvet
1524,1992,1578,1.0,2010,arvet
1525,1992,1525,1.0,4550,arvet
1526,1992,1578,1.0,1027,arvet
1528,1992,1528,1.0,6942,arvet
1529,1992,1508,1.0,3338,arvet
1531,1992,1531,1.0,6739,arvet
1532,1992,1532,1.0,6240,arvet
1534,1992,1580,1.0,8606,arvet
1535,1992,1535,1.0,6447,arvet
1539,1992,1539,1.0,7793,arvet
1543,1992,1506,1.0,3331,arvet
1545,1992,1506,1.0,2037,arvet
1546,1992,1508,1.0,1473,arvet
1547,1992,1547,1.0,2948,arvet
1548,1992,1579,1.0,8973,arvet
1551,1992,1579,1.0,3050,arvet
1554,1992,1554,1.0,5586,arvet
1556,1992,1505,1.0,4953,arvet
1557,1992,1557,1.0,2849,arvet
1560,1992,1560,1.0,3431,arvet
1563,1992,1563,1.0,7639,arvet
1566,1992,1566,1.0,6390,arvet
1567,1992,5061,1.0,2213,arvet
1569,1992,1576,1.0,2750,arvet
1571,1992,5055,1.0,2086,arvet
1572,1992,1576,1.0,1119,arvet
1573,1992,1573,1.0,2649,arvet
1601,1992,5001,1.0,139630,arvet
1612,1992,5055,1.0,4246,arvet
1613,1992,5055,0.153333,1160,"delt, anslått fra befolkningsendring 2019→2020"
1613,1992,5056,0.339048,1160,"delt, anslått fra befolkningsendring 2019→2020"
1613,1992,5059,0.507619,1160,"delt, anslått fra befolkningsendring 2019→2020"
1617,1992,5056,1.0,4275,arvet
1620,1992,5014,1.0,4153,arvet
1621,1992,5057,1.0,4912,arvet
1622,1992,5059,1.0,1866,arvet
1624,1992,5054,1.0,6419,arvet
1627,1992,5057,1.0,5013,arvet
1630,1992,5058,1.0,3566,arvet
1632,1992,5058,1.0,1183,arvet
1633,1992,5020,1.0,1269,arvet
1634,1992,5021,1.0,6200,arvet
1635,1992,5022,1.0,2919,arvet
1636,1992,5059,1.0,4278,arvet
1638,1992,5059,1.0,10178,arvet
1640,1992,5025,1.0,5367,arvet
1644,1992,5026,1.0,2432,arvet
1648,1992,5027,1.0,6048,arvet
