kode,aar,kom2024,andel,befolkning,metode
0233,2019,3232,1.0,24089,eksakt
0234,2019,3230,1.0,6823,eksakt
0235,2019,3209,1.0,38234,eksakt
0236,2019,3228,1.0,21885,eksakt
0237,2019,3240,1.0,24919,eksakt
0238,2019,3238,1.0,13682,eksakt
0239,2019,3242,1.0,2864,eksakt
0301,2019,0301,1.0,681071,arvet
0402,2019,3401,1.0,17823,eksakt
0403,2019,3403,1.0,31144,eksakt
0412,2019,3411,1.0,34488,eksakt
0415,2019,3412,1.0,7663,eksakt
0417,2019,3413,1.0,20916,eksakt
0418,2019,3414,1.0,5024,eksakt
0419,2019,3415,1.0,7879,eksakt
0420,2019,3416,1.0,6114,eksakt
0423,2019,3417,1.0,4646,eksakt
0425,2019,3418,1.0,7214,eksakt
0426,2019,3419,1.0,3705,eksakt-sum
0427,2019,3420,1.0,21191,eksakt
0428,2019,3421,1.0,6607,eksakt
0429,2019,3422,1.0,4407,eksakt
0430,2019,3423,1.0,2459,eksakt
0432,2019,3424,1.0,1791,eksakt
0434,2019,3425,1.0,1286,eksakt-sum
0436,2019,3426,1.0,1551,eksakt
0437,2019,3427,1.0,5591,eksakt
0438,2019,3428,1.0,2418,eksakt
0439,2019,3429,1.0,1577,eksakt
0441,2019,3430,1.0,1912,eksakt
0501,2019,3405,1.0,28023,eksakt
0502,2019,3407,1.0,30676,eksakt
0511,2019,3431,1.0,2615,eksakt
0512,2019,3432,1.0,2009,eksakt
0513,2019,3433,1.0,2204,eksakt
0514,2019,3434,1.0,2293,eksakt
0515,2019,3435,1.0,3589,eksakt
0516,2019,3436,1.0,5742,eksakt
0517,2019,3437,1.0,5789,eksakt
0519,2019,3438,1.0,3127,eksakt
0520,2019,3439,1.0,4425,eksakt
0521,2019,3440,1.0,5119,eksakt
0522,2019,3441,1.0,6112,eksakt
0528,2019,3442,1.0,14948,eksakt
0529,2019,3443,1.0,13384,eksakt
0532,2019,3236,1.0,6846,eksakt
0533,2019,3234,1.0,9051,eksakt
0534,2019,3446,1.0,13642,eksakt
0536,2019,3447,1.0,5623,eksakt
0538,2019,3448,1.0,6671,eksakt
0540,2019,3449,1.0,2981,eksakt
0541,2019,3450,1.0,1305,eksakt
0542,2019,3451,1.0,6418,eksakt
0543,2019,3452,1.0,2135,eksakt
0544,2019,3453,1.0,3208,eksakt
0545,2019,3454,1.0,1610,eksakt
0602,2019,3301,1.0,68933,eksakt-sum
0604,2019,3303,1.0,27481,eksakt
0605,2019,3305,1.0,30442,eksakt
0612,2019,3310,1.0,6845,eksakt
0615,2019,3320,1.0,1052,eksakt
0616,2019,3322,1.0,3315,eksakt
0617,2019,3324,1.0,4576,eksakt
0618,2019,3326,1.0,2481,eksakt
0619,2019,3328,1.0,4671,eksakt
0620,2019,3330,1.0,4473,eksakt
0621,2019,3332,1.0,3490,eksakt
0622,2019,3318,1.0,2239,eksakt
0623,2019,3316,1.0,13980,eksakt
0624,2019,3314,1.0,19117,eksakt
0625,2019,3301,1.0,24963,eksakt-sum
0626,2019,3312,1.0,26373,eksakt
0627,2019,3203,1.0,22635,eksakt-sum (valgt blant 2)
0628,2019,3203,1.0,9521,eksakt-sum (valgt blant 2)
0631,2019,3334,1.0,2694,eksakt
0632,2019,3336,1.0,1419,eksakt
0633,2019,3338,1.0,2448,eksakt
0701,2019,3901,1.0,27334,eksakt
0704,2019,3905,1.0,45976,eksakt-sum
0710,2019,3907,1.0,63271,eksakt
0711,2019,3301,1.0,6685,eksakt-sum
0712,2019,3909,1.0,47107,eksakt
0713,2019,3903,1.0,9904,eksakt-sum
0715,2019,3903,1.0,14371,eksakt-sum
0716,2019,3905,1.0,9730,eksakt-sum
0729,2019,3911,1.0,26700,eksakt
0805,2019,4001,1.0,36224,eksakt
0806,2019,4003,1.0,54645,eksakt
0807,2019,4005,1.0,12682,eksakt
0811,2019,4010,1.0,2329,eksakt
0814,2019,4012,1.0,14089,eksakt
0815,2019,4014,1.0,10406,eksakt
0817,2019,4016,1.0,4080,eksakt
0819,2019,4018,1.0,6538,eksakt
0821,2019,4020,1.0,6630,eksakt-sum
0822,2019,4020,1.0,4293,eksakt-sum
0826,2019,4026,1.0,5780,eksakt
0827,2019,4024,1.0,1572,eksakt
0828,2019,4022,1.0,2934,eksakt
0829,2019,4028,1.0,2403,eksakt
0830,2019,4030,1.0,1476,eksakt
0831,2019,4032,1.0,1286,eksakt-sum
0833,2019,4034,1.0,2228,eksakt
0834,2019,4036,1.0,3723,eksakt
0901,2019,4201,1.0,6848,eksakt
0904,2019,4202,1.0,23246,eksakt
0906,2019,4203,1.0,44785,eksakt
0911,2019,4211,1.0,2454,eksakt
0912,2019,4212,1.0,2093,eksakt
0914,2019,4213,1.0,6069,eksakt
0919,2019,4214,1.0,5845,eksakt
0926,2019,4215,1.0,10990,eksakt
0928,2019,4216,1.0,5212,eksakt-sum
0929,2019,4217,1.0,1848,eksakt
0935,2019,4218,1.0,1326,eksakt
0937,2019,4219,1.0,3638,eksakt
0938,2019,4220,1.0,1192,eksakt
0940,2019,4221,1.0,1156,eksakt
0941,2019,4222,1.0,953,eksakt
1001,2019,4204,1.0,92282,eksakt-sum
1002,2019,4205,1.0,15659,eksakt-sum
1003,2019,4206,1.0,9695,eksakt
1004,2019,4207,1.0,9066,eksakt
1014,2019,4223,1.0,14630,eksakt
1017,2019,4204,1.0,6706,eksakt-sum
1018,2019,4204,1.0,11403,eksakt-sum
1021,2019,4205,1.0,2297,eksakt-sum
1026,2019,4224,1.0,939,eksakt
1027,2019,4225,1.0,1780,eksakt-sum
1029,2019,4205,1.0,4953,eksakt-sum
1032,2019,4225,1.0,8609,eksakt-sum
1034,2019,4226,1.0,1683,eksakt
1037,2019,4227,1.0,6048,eksakt
1046,2019,4228,1.0,1839,eksakt
1101,2019,1101,1.0,14830,arvet
1102,2019,1108,1.0,77246,eksakt-sum
1103,2019,1103,1.0,134037,arvet
1106,2019,1106,1.0,37250,arvet
1111,2019,1111,1.0,3305,arvet
1112,2019,1112,1.0,3213,arvet
1114,2019,1114,1.0,2807,arvet
1119,2019,1119,1.0,18814,arvet
1120,2019,1120,1.0,19354,arvet
1121,2019,1121,1.0,18795,arvet
1122,2019,1122,1.0,11899,arvet
1124,2019,1124,1.0,26582,arvet
1127,2019,1127,1.0,11053,arvet
1129,2019,1108,1.0,1193,eksakt-sum
1130,2019,1130,1.0,12720,arvet
1133,2019,1133,1.0,2684,arvet
1134,2019,1134,1.0,3794,arvet
1135,2019,1135,1.0,4597,arvet
1141,2019,1103,1.0,3150,eksakt-sum
1142,2019,1103,1.0,4847,eksakt-sum
1144,2019,1144,1.0,516,arvet
1145,2019,1145,1.0,840,arvet
1146,2019,1146,1.0,11028,arvet
1149,2019,1149,1.0,42161,arvet
1151,2019,1151,1.0,196,arvet
1160,2019,1160,1.0,8743,arvet
1201,2019,4601,1.0,281190,eksakt
1211,2019,4611,1.0,4077,eksakt
1216,2019,4612,1.0,5721,eksakt
1219,2019,4613,1.0,11960,eksakt
1221,2019,4614,1.0,18699,eksakt
1222,2019,4615,1.0,3201,eksakt
1223,2019,4616,1.0,2846,eksakt
1224,2019,4617,1.0,13137,eksakt
1227,2019,4618,1.0,1087,eksakt-sum (valgt blant 4)
1228,2019,4618,1.0,6745,eksakt-sum (valgt blant 4)
1231,2019,4618,1.0,3320,eksakt-sum (valgt blant 4)
1232,2019,4619,1.0,906,eksakt
1233,2019,4620,1.0,1093,eksakt
1234,2019,4621,1.0,937,eksakt-sum (valgt blant 3)
1235,2019,4621,1.0,14606,eksakt-sum (valgt blant 3)
1238,2019,4622,1.0,8441,eksakt
1241,2019,4624,1.0,3861,eksakt-sum (valgt blant 19)
1242,2019,4623,1.0,2465,eksakt
1243,2019,4624,1.0,20804,eksakt-sum (valgt blant 19)
1244,2019,4625,1.0,5212,eksakt-sum
1245,2019,4626,1.0,7062,eksakt-sum (valgt blant 15)
1246,2019,4626,1.0,26166,eksakt-sum (valgt blant 15)
1247,2019,4627,1.0,29275,eksakt
1251,2019,4628,1.0,4045,eksakt
1252,2019,4629,1.0,380,eksakt
1253,2019,4630,1.0,8120,eksakt
1256,2019,4631,1.0,8187,eksakt-sum (valgt blant 17)
1259,2019,4626,1.0,4889,eksakt-sum (valgt blant 15)
1260,2019,4631,1.0,5091,eksakt-sum (valgt blant 17)
1263,2019,4631,1.0,15812,eksakt-sum (valgt blant 17)
1264,2019,4632,1.0,2887,eksakt
1265,2019,4633,1.0,562,eksakt
1266,2019,4634,1.0,1711,eksakt
1401,2019,4602,1.0,11852,eksakt-sum (valgt blant 5)
1411,2019,4635,1.0,2322,eksakt
1412,2019,4636,1.0,820,eksakt
1413,2019,4637,1.0,1366,eksakt
1416,2019,4638,1.0,4091,eksakt
1417,2019,4639,1.0,2672,eksakt
1418,2019,4640,1.0,1279,eksakt-sum
1419,2019,4640,1.0,2331,eksakt-sum
1420,2019,4640,1.0,8191,eksakt-sum
1421,2019,4641,1.0,1764,eksakt
1422,2019,4642,1.0,2151,eksakt
1424,2019,4643,1.0,5245,eksakt
1426,2019,4644,1.0,5195,eksakt
1428,2019,4645,1.0,3038,eksakt
1429,2019,4646,1.0,2770,eksakt
1430,2019,4647,1.0,3027,eksakt-sum (valgt blant 16)
1431,2019,4647,1.0,3047,eksakt-sum (valgt blant 16)
1432,2019,4647,1.0,13092,eksakt-sum (valgt blant 16)
1433,2019,4647,1.0,2793,eksakt-sum (valgt blant 16)
1438,2019,4648,1.0,3705,eksakt-sum
1439,2019,4602,1.0,5970,eksakt-sum (valgt blant 5)
1441,2019,4649,1.0,2747,eksakt-sum
1443,2019,4649,1.0,6151,eksakt-sum
1444,2019,1577,1.0,1152,eksakt-sum
1445,2019,4650,1.0,5836,eksakt
1449,2019,4651,1.0,7167,eksakt
1502,2019,1506,1.0,27001,eksakt-sum
1504,2019,1508,1.0,47998,eksakt-sum
1505,2019,1505,1.0,24274,arvet
1511,2019,1511,1.0,3163,arvet
1514,2019,1514,1.0,2493,arvet
1515,2019,1515,1.0,8927,arvet
1516,2019,1516,1.0,8609,arvet
1517,2019,1517,1.0,5155,arvet
1519,2019,1577,1.0,9197,eksakt-sum
1520,2019,1520,1.0,10857,arvet
1523,2019,1508,1.0,2250,eksakt-sum
1524,2019,1578,1.0,1645,eksakt-sum
1525,2019,1525,1.0,4565,arvet
1526,2019,1578,1.0,947,eksakt-sum
1528,2019,1528,1.0,7657,arvet
1529,2019,1508,1.0,4764,eksakt-sum
1531,2019,1531,1.0,9271,arvet
1532,2019,1532,1.0,8398,arvet
1534,2019,1580,1.0,9383,eksakt
1535,2019,1535,1.0,6536,arvet
1539,2019,1539,1.0,7487,arvet
1543,2019,1506,1.0,2956,eksakt-sum
1545,2019,1506,1.0,2019,eksakt-sum
1546,2019,1508,1.0,1238,eksakt-sum
1547,2019,1547,1.0,3539,arvet
1548,2019,1579,1.0,9800,eksakt-sum
1551,2019,1579,1.0,3433,eksakt-sum
1554,2019,1554,1.0,5849,arvet
1557,2019,1557,1.0,2641,arvet
1560,2019,1560,1.0,3045,arvet
1563,2019,1563,1.0,7106,arvet
1566,2019,1566,1.0,5928,arvet
1571,2019,5055,1.0,1574,kjent 2020 (SSB mangler tidsserie)
1573,2019,1573,1.0,2134,arvet
1576,2019,1576,1.0,3553,arvet
1804,2019,1804,1.0,52024,arvet
1805,2019,1806,1.0,18630,kjent 2020 (SSB mangler tidsserie)
1811,2019,1811,1.0,1450,arvet
1812,2019,1812,1.0,2014,arvet
1813,2019,1813,1.0,7916,arvet
1815,2019,1815,1.0,1232,arvet
1816,2019,1816,1.0,497,arvet
1818,2019,1818,1.0,1780,arvet
1820,2019,1820,1.0,7415,arvet
1822,2019,1822,1.0,2320,arvet
1824,2019,1824,1.0,13403,arvet
1825,2019,1825,1.0,1493,arvet
1826,2019,1826,1.0,1359,arvet
1827,2019,1827,1.0,1391,arvet
1828,2019,1828,1.0,1792,arvet
1832,2019,1832,1.0,4501,arvet
1833,2019,1833,1.0,26315,arvet
1834,2019,1834,1.0,1904,arvet
1835,2019,1835,1.0,456,arvet
1836,2019,1836,1.0,1238,arvet
1837,2019,1837,1.0,6331,arvet
1838,2019,1838,1.0,1978,arvet
1839,2019,1839,1.0,1022,arvet
1840,2019,1840,1.0,4657,arvet
1841,2019,1841,1.0,9760,arvet
1845,2019,1845,1.0,1975,arvet
1848,2019,1848,1.0,2576,arvet
1849,2019,1875,1.0,1747,kjent 2020 (SSB mangler tidsserie)
1850,2019,1806,0.422336,1925,"delt, anslått fra befolkningsendring 2019→2020"
1850,2019,1875,0.577664,1925,"delt, anslått fra befolkningsendring 2019→2020"
1851,2019,1851,1.0,2077,arvet
1852,2019,5512,1.0,1259,eksakt-sum
1853,2019,1853,1.0,1387,arvet
1854,2019,1806,1.0,2470,kjent 2020 (SSB mangler tidsserie)
1856,2019,1856,1.0,508,arvet
1857,2019,1857,1.0,732,arvet
1859,2019,1859,1.0,1292,arvet
1860,2019,1860,1.0,11480,arvet
1865,2019,1865,1.0,9595,arvet
1866,2019,1866,1.0,8091,arvet
1867,2019,1867,1.0,2616,arvet
1868,2019,1868,1.0,4449,arvet
1870,2019,1870,1.0,10518,arvet
1871,2019,1871,1.0,4771,arvet
1874,2019,1874,1.0,1039,arvet
1902,2019,5501,1.0,76649,eksakt
1903,2019,5503,1.0,24827,eksakt
1911,2019,5510,1.0,2858,eksakt
1913,2019,5512,1.0,3009,eksakt-sum
1917,2019,5514,1.0,1375,eksakt
1919,2019,5516,1.0,1105,eksakt
1920,2019,5518,1.0,1042,eksakt
1922,2019,5520,1.0,4030,eksakt
1923,2019,5522,1.0,2183,eksakt
1924,2019,5524,1.0,6805,eksakt
1925,2019,5526,1.0,3489,eksakt
1926,2019,5528,1.0,1129,eksakt
1927,2019,5530,1.0,1513,eksakt-sum
1928,2019,5530,1.0,931,eksakt-sum
1929,2019,5530,1.0,888,eksakt-sum
1931,2019,5530,1.0,11679,eksakt-sum
1933,2019,5532,1.0,5625,eksakt
1936,2019,5534,1.0,2252,eksakt
1938,2019,5536,1.0,2847,eksakt
1939,2019,5538,1.0,1841,eksakt
1940,2019,5540,1.0,2097,eksakt
1941,2019,5542,1.0,2917,eksakt
1942,2019,5544,1.0,4909,eksakt
1943,2019,5546,1.0,1202,eksakt
2002,2019,5634,1.0,2081,eksakt
2003,2019,5607,1.0,5894,eksakt
2004,2019,5603,1.0,10536,eksakt-sum
2011,2019,5612,1.0,2924,eksakt
2012,2019,5601,1.0,20665,eksakt
2014,2019,5614,1.0,917,eksakt
2015,2019,5616,1.0,1045,eksakt
2017,2019,5603,1.0,988,eksakt-sum
2018,2019,5618,1.0,1235,eksakt
2019,2019,5620,1.0,3218,eksakt
2020,2019,5622,1.0,3944,eksakt
2021,2019,5610,1.0,2673,eksakt
2022,2019,5624,1.0,1328,eksakt
2023,2019,5626,1.0,1169,eksakt
2024,2019,5630,1.0,981,eksakt
2025,2019,5628,1.0,2900,eksakt
2027,2019,5636,1.0,941,eksakt
2028,2019,5632,1.0,2270,eksakt
2030,2019,5605,1.0,10156,eksakt
5001,2019,5001,1.0,196159,arvet
5004,2019,5006,1.0,22090,eksakt-sum (valgt blant 2)
5005,2019,5007,1.0,13113,eksakt-sum (valgt blant 2)
5011,2019,5055,1.0,4228,kjent 2020 (SSB mangler tidsserie)
5012,2019,5055,0.153333,999,"delt, anslått fra befolkningsendring 2019→2020"
5012,2019,5056,0.339048,999,"delt, anslått fra befolkningsendring 2019→2020"
5012,2019,5059,0.507619,999,"delt, anslått fra befolkningsendring 2019→2020"
5013,2019,5056,1.0,4694,kjent 2020 (SSB mangler tidsserie)
5014,2019,5014,1.0,5068,arvet
5015,2019,5057,1.0,5334,eksakt-sum (valgt blant 2)
5016,2019,5059,1.0,1693,kjent 2020 (SSB mangler tidsserie)
5017,2019,5057,1.0,4904,eksakt-sum (valgt blant 2)
5018,2019,5058,1.0,3340,eksakt-sum
5019,2019,5058,1.0,957,eksakt-sum
5020,2019,5020,1.0,947,arvet
5021,2019,5021,1.0,6975,arvet
5022,2019,5022,1.0,2501,arvet
5023,2019,5059,1.0,3905,kjent 2020 (SSB mangler tidsserie)
5024,2019,5059,1.0,12086,kjent 2020 (SSB mangler tidsserie)
5025,2019,5025,1.0,5610,arvet
5026,2019,5026,1.0,2025,arvet
5027,2019,5027,1.0,6246,arvet
5028,2019,5028,1.0,16562,arvet
5029,2019,5029,1.0,8231,arvet
5030,2019,5001,1.0,6076,eksakt
5031,2019,5031,1.0,14040,arvet
5032,2019,5032,1.0,4088,arvet
5033,2019,5033,1.0,794,arvet
5034,2019,5034,1.0,2432,arvet
5035,2019,5035,1.0,24028,arvet
5036,2019,5036,1.0,2632,arvet
5037,2019,5037,1.0,20254,arvet
5038,2019,5038,1.0,14933,arvet
5039,2019,5006,1.0,2449,eksakt-sum (valgt blant 2)
5040,2019,5007,1.0,1576,eksakt-sum (valgt blant 2)
5041,2019,5041,1.0,2100,arvet
5042,2019,5042,1.0,1386,arvet
5043,2019,5043,1.0,482,arvet
5044,2019,5044,1.0,871,arvet
5045,2019,5045,1.0,2374,arvet
5046,2019,5046,1.0,1254,arvet
5047,2019,5047,1.0,3879,arvet
5048,2019,5007,1.0,605,eksakt-sum (valgt blant 2)
5049,2019,5049,1.0,1103,arvet
5050,2019,5060,1.0,4578,eksakt-sum
5051,2019,5060,1.0,5072,eksakt-sum
5052,2019,5052,1.0,567,arvet
5053,2019,5053,1.0,6804,arvet
5054,2019,5054,1.0,9988,arvet
5061,2019,5061,1.0,2028,arvet
0301,2020,0301,1.0,693494,arvet
1101,2020,1101,1.0,14811,arvet
1103,2020,1103,1.0,143574,arvet
1106,2020,1106,1.0,37357,arvet
1108,2020,1108,1.0,79537,arvet
1111,2020,1111,1.0,3280,arvet
1112,2020,1112,1.0,3202,arvet
1114,2020,1114,1.0,2787,arvet
1119,2020,1119,1.0,18991,arvet
1120,2020,1120,1.0,19588,arvet
1121,2020,1121,1.0,18916,arvet
1122,2020,1122,1.0,12002,arvet
1124,2020,1124,1.0,27153,arvet
1127,2020,1127,1.0,11221,arvet
1130,2020,1130,1.0,12968,arvet
1133,2020,1133,1.0,2574,arvet
1134,2020,1134,1.0,3804,arvet
1135,2020,1135,1.0,4595,arvet
1144,2020,1144,1.0,517,arvet
1145,2020,1145,1.0,852,arvet
1146,2020,1146,1.0,11065,arvet
1149,2020,1149,1.0,42186,arvet
1151,2020,1151,1.0,198,arvet
1160,2020,1160,1.0,8714,arvet
1505,2020,1505,1.0,24179,arvet
1506,2020,1506,1.0,31967,arvet
1507,2020,1508,0.862125,66258,"delt, etter folketall 1.1.2024 (Ålesund/Haram)"
1507,2020,1580,0.137875,66258,"delt, etter folketall 1.1.2024 (Ålesund/Haram)"
1511,2020,1511,1.0,3117,arvet
1514,2020,1514,1.0,2461,arvet
1515,2020,1515,1.0,8900,arvet
1516,2020,1516,1.0,8571,arvet
1517,2020,1517,1.0,5175,arvet
1520,2020,1520,1.0,10825,arvet
1525,2020,1525,1.0,4523,arvet
1528,2020,1528,1.0,7625,arvet
1531,2020,1531,1.0,9310,arvet
1532,2020,1532,1.0,8462,arvet
1535,2020,1535,1.0,6532,arvet
1539,2020,1539,1.0,7468,arvet
1547,2020,1547,1.0,3509,arvet
1554,2020,1554,1.0,5788,arvet
1557,2020,1557,1.0,2629,arvet
1560,2020,1560,1.0,3025,arvet
1563,2020,1563,1.0,7036,arvet
1566,2020,1566,1.0,5920,arvet
1573,2020,1573,1.0,2150,arvet
1576,2020,1576,1.0,3507,arvet
1577,2020,1577,1.0,10473,arvet
1578,2020,1578,1.0,2549,arvet
1579,2020,1579,1.0,13279,arvet
1804,2020,1804,1.0,52357,arvet
1806,2020,1806,1.0,21845,arvet
1811,2020,1811,1.0,1426,arvet
1812,2020,1812,1.0,1975,arvet
1813,2020,1813,1.0,7917,arvet
1815,2020,1815,1.0,1200,arvet
1816,2020,1816,1.0,462,arvet
1818,2020,1818,1.0,1777,arvet
1820,2020,1820,1.0,7447,arvet
1822,2020,1822,1.0,2294,arvet
1824,2020,1824,1.0,13278,arvet
1825,2020,1825,1.0,1482,arvet
1826,2020,1826,1.0,1297,arvet
1827,2020,1827,1.0,1371,arvet
1828,2020,1828,1.0,1761,arvet
1832,2020,1832,1.0,4454,arvet
1833,2020,1833,1.0,26184,arvet
1834,2020,1834,1.0,1890,arvet
1835,2020,1835,1.0,435,arvet
1836,2020,1836,1.0,1213,arvet
1837,2020,1837,1.0,6288,arvet
1838,2020,1838,1.0,1950,arvet
1839,2020,1839,1.0,1017,arvet
1840,2020,1840,1.0,4671,arvet
1841,2020,1841,1.0,9739,arvet
1845,2020,1845,1.0,1926,arvet
1848,2020,1848,1.0,2608,arvet
1851,2020,1851,1.0,2034,arvet
1853,2020,1853,1.0,1348,arvet
1856,2020,1856,1.0,498,arvet
1857,2020,1857,1.0,728,arvet
1859,2020,1859,1.0,1272,arvet
1860,2020,1860,1.0,11433,arvet
1865,2020,1865,1.0,9608,arvet
1866,2020,1866,1.0,8061,arvet
1867,2020,1867,1.0,2569,arvet
1868,2020,1868,1.0,4410,arvet
1870,2020,1870,1.0,10566,arvet
1871,2020,1871,1.0,4663,arvet
1874,2020,1874,1.0,1015,arvet
1875,2020,1875,1.0,2766,arvet
3001,2020,3101,1.0,31373,arvet
3002,2020,3103,1.0,49273,arvet
3003,2020,3105,1.0,56732,arvet
3004,2020,3107,1.0,82385,arvet
3005,2020,3301,1.0,101386,arvet
3006,2020,3303,1.0,27723,arvet
3007,2020,3305,1.0,30641,arvet
3011,2020,3110,1.0,4668,arvet
3012,2020,3124,1.0,1325,arvet
3013,2020,3122,1.0,3595,arvet
3014,2020,3118,1.0,44792,arvet
3015,2020,3116,1.0,3805,arvet
3016,2020,3120,1.0,8255,arvet
3017,2020,3112,1.0,7508,arvet
3018,2020,3114,1.0,5736,arvet
3019,2020,3216,1.0,18042,arvet
3020,2020,3207,1.0,59288,arvet
3021,2020,3218,1.0,20439,arvet
3022,2020,3214,1.0,15877,arvet
3023,2020,3212,1.0,19616,arvet
3024,2020,3201,1.0,127731,arvet
3025,2020,3203,1.0,94441,arvet
3026,2020,3226,1.0,17390,arvet
3027,2020,3224,1.0,18530,arvet
3028,2020,3220,1.0,11110,arvet
3029,2020,3222,1.0,41460,arvet
3030,2020,3205,1.0,85983,arvet
3031,2020,3232,1.0,24249,arvet
3032,2020,3230,1.0,6890,arvet
3033,2020,3209,1.0,39625,arvet
3034,2020,3228,1.0,23092,arvet
3035,2020,3240,1.0,25436,arvet
3036,2020,3238,1.0,14139,arvet
3037,2020,3242,1.0,2854,arvet
3038,2020,3310,1.0,6799,arvet
3039,2020,3320,1.0,1050,arvet
3040,2020,3322,1.0,3273,arvet
3041,2020,3324,1.0,4608,arvet
3042,2020,3326,1.0,2486,arvet
3043,2020,3328,1.0,4674,arvet
3044,2020,3330,1.0,4441,arvet
3045,2020,3332,1.0,3467,arvet
3046,2020,3318,1.0,2212,arvet
3047,2020,3316,1.0,14115,arvet
3048,2020,3314,1.0,19423,arvet
3049,2020,3312,1.0,26811,arvet
3050,2020,3334,1.0,2688,arvet
3051,2020,3336,1.0,1390,arvet
3052,2020,3338,1.0,2439,arvet
3053,2020,3236,1.0,6852,arvet
3054,2020,3234,1.0,9048,arvet
3401,2020,3401,1.0,17829,arvet
3403,2020,3403,1.0,31369,arvet
3405,2020,3405,1.0,28345,arvet
3407,2020,3407,1.0,30560,arvet
3411,2020,3411,1.0,34768,arvet
3412,2020,3412,1.0,7674,arvet
3413,2020,3413,1.0,21064,arvet
3414,2020,3414,1.0,5016,arvet
3415,2020,3415,1.0,7905,arvet
3416,2020,3416,1.0,6106,arvet
3417,2020,3417,1.0,4612,arvet
3418,2020,3418,1.0,7203,arvet
3419,2020,3419,1.0,3662,arvet
3420,2020,3420,1.0,21254,arvet
3421,2020,3421,1.0,6627,arvet
3422,2020,3422,1.0,4356,arvet
3423,2020,3423,1.0,2419,arvet
3424,2020,3424,1.0,1780,arvet
3425,2020,3425,1.0,1268,arvet
3426,2020,3426,1.0,1562,arvet
3427,2020,3427,1.0,5578,arvet
3428,2020,3428,1.0,2432,arvet
3429,2020,3429,1.0,1545,arvet
3430,2020,3430,1.0,1891,arvet
3431,2020,3431,1.0,2553,arvet
3432,2020,3432,1.0,1975,arvet
3433,2020,3433,1.0,2197,arvet
3434,2020,3434,1.0,2228,arvet
3435,2020,3435,1.0,3570,arvet
3436,2020,3436,1.0,5723,arvet
3437,2020,3437,1.0,5739,arvet
3438,2020,3438,1.0,3119,arvet
3439,2020,3439,1.0,4392,arvet
3440,2020,3440,1.0,5100,arvet
3441,2020,3441,1.0,6106,arvet
3442,2020,3442,1.0,14973,arvet
3443,2020,3443,1.0,13427,arvet
3446,2020,3446,1.0,13630,arvet
3447,2020,3447,1.0,5617,arvet
3448,2020,3448,1.0,6633,arvet
3449,2020,3449,1.0,2954,arvet
3450,2020,3450,1.0,1279,arvet
3451,2020,3451,1.0,6413,arvet
3452,2020,3452,1.0,2125,arvet
3453,2020,3453,1.0,3229,arvet
3454,2020,3454,1.0,1578,arvet
3801,2020,3901,1.0,27351,arvet
3802,2020,3903,1.0,24699,arvet
3803,2020,3905,1.0,56293,arvet
3804,2020,3907,1.0,63764,arvet
3805,2020,3909,1.0,47204,arvet
3806,2020,4001,1.0,36397,arvet
3807,2020,4003,1.0,54942,arvet
3808,2020,4005,1.0,13049,arvet
3811,2020,3911,1.0,26730,arvet
3812,2020,4010,1.0,2340,arvet
3813,2020,4012,1.0,14061,arvet
3814,2020,4014,1.0,10380,arvet
3815,2020,4016,1.0,4060,arvet
3816,2020,4018,1.0,6515,arvet
3817,2020,4020,1.0,10444,arvet
3818,2020,4026,1.0,5691,arvet
3819,2020,4024,1.0,1573,arvet
3820,2020,4022,1.0,2888,arvet
3821,2020,4028,1.0,2403,arvet
3822,2020,4030,1.0,1448,arvet
3823,2020,4032,1.0,1287,arvet
3824,2020,4034,1.0,2201,arvet
3825,2020,4036,1.0,3676,arvet
4201,2020,4201,1.0,6809,arvet
4202,2020,4202,1.0,23544,arvet
4203,2020,4203,1.0,44999,arvet
4204,2020,4204,1.0,111633,arvet
4205,2020,4205,1.0,23046,arvet
4206,2020,4206,1.0,9691,arvet
4207,2020,4207,1.0,9028,arvet
4211,2020,4211,1.0,2428,arvet
4212,2020,4212,1.0,2097,arvet
4213,2020,4213,1.0,6053,arvet
4214,2020,4214,1.0,5951,arvet
4215,2020,4215,1.0,11074,arvet
4216,2020,4216,1.0,5226,arvet
4217,2020,4217,1.0,1836,arvet
4218,2020,4218,1.0,1331,arvet
4219,2020,4219,1.0,3634,arvet
4220,2020,4220,1.0,1162,arvet
4221,2020,4221,1.0,1164,arvet
4222,2020,4222,1.0,965,arvet
4223,2020,4223,1.0,14774,arvet
4224,2020,4224,1.0,932,arvet
4225,2020,4225,1.0,10365,arvet
4226,2020,4226,1.0,1680,arvet
4227,2020,4227,1.0,5987,arvet
4228,2020,4228,1.0,1822,arvet
4601,2020,4601,1.0,283929,arvet
4602,2020,4602,1.0,17207,arvet
4611,2020,4611,1.0,4062,arvet
4612,2020,4612,1.0,5766,arvet
4613,2020,4613,1.0,11957,arvet
4614,2020,4614,1.0,18759,arvet
4615,2020,4615,1.0,3189,arvet
4616,2020,4616,1.0,2869,arvet
4617,2020,4617,1.0,13071,arvet
4618,2020,4618,1.0,11048,arvet
4619,2020,4619,1.0,906,arvet
4620,2020,4620,1.0,1080,arvet
4621,2020,4621,1.0,15740,arvet
4622,2020,4622,1.0,8457,arvet
4623,2020,4623,1.0,2485,arvet
4624,2020,4624,1.0,24908,arvet
4625,2020,4625,1.0,5236,arvet
