kom2024,aar,stemmeberettigede,avgitte_stemmer,godkjente_stemmer,forkastede_stemmer,blanke_stemmer,rettede_stemmer,forhandsstemmer,forhandsstemmer_prosent,valgdeltakelse_prosent
3436,2023,4548,2606,2594,1,32,1226,1057,40.56,57.3
3437,2023,4536,2726,2689,21,75,1367,1192,43.73,60.1
3438,2023,2477,1578,1561,7,27,787,445,28.2,63.7
3439,2023,3549,2229,2217,3,28,1004,768,34.45,62.8
3440,2023,4055,2453,2436,5,38,1152,1047,42.68,60.5
3441,2023,5079,2880,2848,15,52,1266,1254,43.54,56.7
3442,2023,12058,6873,6846,17,120,2746,2381,34.64,57.0
3443,2023,11178,6349,6299,12,156,2603,1926,30.34,56.8
3446,2023,11099,6959,6931,18,105,3357,2774,39.86,62.7
3447,2023,4550,2598,2577,12,52,1141,1000,38.49,57.1
3448,2023,5297,3189,3178,1,50,1489,1526,47.85,60.2
3449,2023,2360,1416,1404,5,26,892,427,30.16,60.0
3450,2023,1023,656,647,2,26,370,316,48.17,64.1
3451,2023,5164,2923,2909,9,33,1562,1386,47.42,56.6
3452,2023,1714,1054,1042,6,14,615,457,43.36,61.5
3453,2023,2626,1515,1504,7,43,879,631,41.65,57.7
3454,2023,1249,877,868,4,6,683,414,47.21,70.2
3901,2023,22305,13829,13796,9,137,5444,6742,48.75,62.0
3903,2023,21117,12860,12850,32,173,5310,5888,45.79,60.9
3905,2023,46900,28937,28860,44,342,11272,13565,46.88,61.7
3907,2023,52488,29551,29431,16,314,12621,13850,46.87,56.3
3909,2023,39000,23751,23647,52,261,9669,8410,35.41,60.9
3911,2023,21958,14778,14720,29,159,5459,6911,46.77,67.3
4001,2023,29752,17970,17956,14,253,7500,7386,41.1,60.4
4003,2023,45115,25806,25711,37,384,10927,9457,36.65,57.2
4005,2023,10547,6012,5898,7,0,2898,2257,37.54,57.0
4010,2023,1889,1256,1246,7,44,608,480,38.22,66.5
4012,2023,11470,7146,7105,19,94,3620,2691,37.66,62.3
4014,2023,8559,5401,5380,7,63,2771,2304,42.66,63.1
4016,2023,3278,2085,2072,2,38,1033,640,30.7,63.6
4018,2023,5277,3177,3151,19,54,1378,1170,36.83,60.2
4020,2023,8381,4836,4814,9,84,2463,2312,47.81,57.7
4022,2023,2327,1536,1525,6,22,790,575,37.43,66.0
4024,2023,1254,825,817,8,39,418,198,24.0,65.8
4026,2023,4600,2852,2829,6,87,1497,1104,38.71,62.0
4028,2023,1991,1268,1255,13,46,636,388,30.6,63.7
4030,2023,1152,866,864,1,17,520,371,42.84,75.2
4032,2023,979,666,663,1,65,394,240,36.04,68.0
4034,2023,1758,1222,1216,6,20,655,337,27.58,69.5
4036,2023,2981,2000,1992,3,21,1016,644,32.2,67.1
4201,2023,5599,3729,3696,23,40,2159,1375,36.87,66.6
4202,2023,19144,11601,11576,13,114,5378,5802,50.01,60.6
4203,2023,36788,22073,21988,62,175,11280,9352,42.37,60.0
4204,2023,90541,57584,57417,33,596,26873,29458,51.16,63.6
4205,2023,18369,12234,12206,28,73,6910,6149,50.26,66.6
4206,2023,7660,5178,5172,6,46,3160,2633,50.85,67.6
4207,2023,7123,4758,4740,4,28,3354,2483,52.19,66.8
4211,2023,1981,1256,1251,3,29,619,627,49.92,63.4
4212,2023,1664,1260,1240,8,24,738,465,36.9,75.7
4213,2023,5013,3113,3099,7,24,1673,1595,51.24,62.1
4214,2023,4803,2949,2934,8,43,1545,1049,35.57,61.4
4215,2023,8863,5761,5737,13,58,2795,2401,41.68,65.0
4216,2023,4065,2488,2477,8,28,1472,1172,47.11,61.2
4217,2023,1420,944,933,4,23,665,411,43.54,66.5
4218,2023,1010,701,704,0,11,430,188,26.82,69.4
4219,2023,2894,1832,1826,3,17,1080,854,46.62,63.3
4220,2023,932,667,662,4,5,456,254,38.08,71.6
4221,2023,969,662,658,2,17,433,247,37.31,68.3
4222,2023,793,564,564,0,4,398,256,45.39,71.1
4223,2023,11869,7145,7116,17,71,3765,2578,36.08,60.2
4224,2023,714,530,530,0,7,382,254,47.92,74.2
4225,2023,8051,5354,5340,4,26,3475,2483,46.38,66.5
4226,2023,1342,1044,1044,0,11,854,362,34.67,77.8
4227,2023,4671,3167,3162,5,23,2083,1430,45.15,67.8
4228,2023,1399,1107,1106,0,9,846,610,55.1,79.1
4601,2023,232067,148755,148116,91,1482,50634,81972,55.11,64.1
4602,2023,13289,8146,8078,2,141,4881,3788,46.5,61.3
4611,2023,3158,2173,2164,5,6,1375,831,38.24,68.8
4612,2023,4374,2974,2961,8,23,1855,1380,46.4,68.0
4613,2023,9275,6344,6323,10,64,3796,2489,39.23,68.4
4614,2023,14607,9334,9304,29,104,4373,4172,44.7,63.9
4615,2023,2469,1790,1770,6,17,1035,656,36.65,72.5
4616,2023,2290,1699,1688,6,19,984,827,48.68,74.2
4617,2023,10390,6587,6566,1,98,3256,3552,53.92,63.4
4618,2023,8705,6041,6026,11,37,3745,3310,54.79,69.4
4619,2023,733,569,566,2,14,412,250,43.94,77.6
4620,2023,846,635,634,2,13,382,331,52.13,75.1
4621,2023,12618,8353,8314,14,82,3780,4363,52.23,66.2
4622,2023,6665,4712,4697,16,25,2708,1937,41.11,70.7
4623,2023,1957,1417,1410,3,9,862,603,42.55,72.4
4624,2023,19621,13499,13478,19,107,6779,6643,49.21,68.8
4625,2023,3909,2850,2843,5,9,1922,1266,44.42,72.9
4626,2023,30195,18902,18774,40,224,8092,9411,49.79,62.6
4627,2023,22622,14501,14441,51,167,5143,7473,51.53,64.1
4628,2023,3055,2181,2178,7,17,1187,992,45.48,71.4
4629,2023,286,221,219,1,2,165,82,37.1,77.3
4630,2023,6387,4375,4359,15,44,2263,1867,42.67,68.5
4631,2023,23096,14989,14930,44,185,6762,5659,37.75,64.9
4632,2023,2276,1420,1428,7,21,738,654,46.06,62.4
4633,2023,408,344,342,0,5,198,178,51.74,84.3
4634,2023,1303,1011,1004,6,8,642,557,55.09,77.6
4635,2023,1768,1287,1280,5,13,933,560,43.51,72.8
4636,2023,625,409,408,1,13,264,233,56.97,65.4
4637,2023,1061,700,693,7,14,373,414,59.14,66.0
4638,2023,3245,2223,2209,6,23,1298,716,32.21,68.5
4639,2023,2011,1406,1404,6,10,842,519,36.91,69.9
4640,2023,9429,6374,6346,11,65,3929,2927,45.92,67.6
4641,2023,1404,1018,1013,5,14,742,408,40.08,72.5
4642,2023,1697,1191,1190,1,14,723,542,45.51,70.2
4643,2023,4201,2567,2544,13,179,1586,1033,40.24,61.1
4644,2023,4091,2937,2932,2,23,2035,1561,53.15,71.8
4645,2023,2297,1507,1489,13,26,967,578,38.35,65.6
4646,2023,2107,1424,1414,7,16,965,491,34.48,67.6
4647,2023,17134,11154,11117,20,124,6191,4997,44.8,65.1
4648,2023,2792,1876,1862,6,9,1265,743,39.61,67.2
4649,2023,7458,4803,4782,6,54,2921,1953,40.66,64.4
4650,2023,4586,3215,3206,8,38,1921,1476,45.91,70.1
4651,2023,5491,3388,3370,10,23,2157,1524,44.98,61.7
5001,2023,168963,111009,110651,83,1298,41216,68341,61.56,65.7
5006,2023,19118,12121,12067,24,114,5360,5358,44.2,63.4
5007,2023,11937,7246,7138,30,84,3432,3402,46.95,60.7
5014,2023,3989,2226,2217,8,28,1289,1109,49.82,55.8
5020,2023,740,530,518,8,6,364,215,40.57,71.6
5021,2023,5643,3730,3723,8,54,2254,1970,52.82,66.1
5022,2023,1972,1288,1275,8,25,719,779,60.48,65.3
5025,2023,4567,3220,3206,10,53,1636,1507,46.8,70.5
5026,2023,1626,1229,1220,6,20,597,380,30.92,75.6
5027,2023,4752,3032,3013,18,40,1627,921,30.38,63.8
5028,2023,13391,8423,8387,22,114,3793,3547,42.11,62.9
5029,2023,6326,4093,4055,22,66,1719,1453,35.5,64.7
5031,2023,11035,7327,7280,25,79,2728,3675,50.16,66.4
5032,2023,3361,2198,2179,13,30,1131,998,45.4,65.4
5033,2023,632,488,486,1,19,302,211,43.24,77.2
5034,2023,1943,1236,1232,5,20,754,615,49.76,63.6
5035,2023,19261,12231,12173,28,112,5317,6870,56.17,63.5
5036,2023,2096,1413,1405,8,15,744,546,38.64,67.4
5037,2023,15909,9752,9722,12,123,3932,4699,48.18,61.3
5038,2023,12065,7480,7432,3,74,3468,4040,54.01,62.0
5041,2023,1637,1203,1199,5,19,662,500,41.56,73.5
5042,2023,1085,726,721,0,6,446,253,34.85,66.9
5043,2023,348,290,291,2,9,220,156,53.79,83.4
5044,2023,649,457,450,1,6,345,201,43.98,70.4
5045,2023,1808,1166,1161,1,23,560,502,43.05,64.5
5046,2023,939,705,707,1,12,368,210,29.79,75.1
5047,2023,2896,1865,1858,9,26,873,621,33.3,64.4
5049,2023,911,700,684,3,5,429,268,38.29,76.8
5052,2023,460,363,362,0,2,241,168,46.28,78.9
5053,2023,5396,3691,3657,33,89,1551,1426,38.63,68.4
5054,2023,7899,5095,5048,3,30,2798,2774,54.45,64.5
5055,2023,4713,3082,3063,10,25,1637,1343,43.58,65.4
5056,2023,4122,2403,2385,7,28,1393,1091,45.4,58.3
5057,2023,8245,5038,5005,17,129,2831,2241,44.48,61.1
5058,2023,3429,2328,2319,5,21,1464,1173,50.39,67.9
5059,2023,14852,8807,8784,24,71,4386,3351,38.05,59.3
5060,2023,7629,4684,4662,11,54,3064,2484,53.03,61.4
5061,2023,1594,1052,1048,1,26,572,367,34.89,66.0
5501,2023,61483,39103,38937,80,499,17508,17366,44.41,63.6
5503,2023,19939,11724,11688,48,147,5730,6840,58.34,58.8
5510,2023,2255,1371,1360,11,24,825,443,32.31,60.8
5512,2023,3434,2277,2260,12,31,1421,1022,44.88,66.3
5514,2023,1057,707,728,4,13,545,400,56.58,66.9
5516,2023,866,567,564,0,5,375,366,64.55,65.5
5518,2023,779,517,515,2,13,306,199,38.49,66.4
5520,2023,3129,2087,2076,9,54,1271,828,39.67,66.7
5522,2023,1674,1018,1013,0,26,522,365,35.85,60.8
5524,2023,5336,3148,3141,5,86,1780,921,29.26,59.0
5526,2023,2731,1693,1680,5,41,961,617,36.44,62.0
5528,2023,888,604,593,2,9,340,205,33.94,68.0
5530,2023,11697,6597,6570,4,77,3442,3070,46.54,56.4
5532,2023,4488,2675,2665,8,67,1382,697,26.06,59.6
5534,2023,1821,1187,1176,15,15,799,459,38.67,65.2
5536,2023,2266,1552,1540,8,14,1120,693,44.65,68.5
5538,2023,1523,1077,1074,4,16,766,426,39.55,70.7
5540,2023,1667,1065,1062,2,16,683,306,28.73,63.9
5542,2023,2178,1396,1394,2,11,1094,670,47.99,64.1
5544,2023,3774,2291,2274,9,38,1281,920,40.16,60.7
5546,2023,941,617,612,2,11,433,297,48.14,65.6
5601,2023,16300,9079,9009,23,246,5828,5010,55.18,55.7
5603,2023,8884,5126,5080,16,118,3260,2943,57.41,57.7
5605,2023,8008,4725,4686,2,93,2861,2123,44.93,59.0
5607,2023,4548,2856,2834,0,87,1525,1543,54.03,62.8
5610,2023,2133,1331,1318,10,34,912,665,49.96,62.4
5612,2023,2232,1502,1494,6,13,1123,770,51.26,67.3
5614,2023,715,474,468,4,10,350,209,44.09,66.3
5616,2023,793,600,597,3,5,434,271,45.17,75.7
5618,2023,896,519,513,5,7,318,322,62.04,57.9
5620,2023,2450,1546,1526,8,46,1001,751,48.58,63.1
5622,2023,3212,2078,2058,12,34,1252,913,43.94,64.7
5624,2023,998,650,646,2,9,425,408,62.77,65.1
5626,2023,853,575,577,7,10,433,232,40.35,67.4
5628,2023,2313,1487,1477,3,28,991,604,40.62,64.3
5630,2023,737,494,493,2,20,298,199,40.28,67.0
5632,2023,1696,936,930,3,17,705,417,44.55,55.2
5634,2023,1543,924,948,15,19,583,374,40.48,59.9
5636,2023,704,563,563,1,11,448,372,66.07,80.0
