kom2024,aar,parti,stemmer,total_stemmer_alle_partier,prosent_alle
3107,1999,04,2389,30128,7.93
3107,1999,05,703,30128,2.33
3107,1999,06,2017,30128,6.69
3107,1999,07,773,30128,2.57
3107,1999,08,0,30128,0.0
3107,1999,55,0,30128,0.0
3107,2003,01,9298,28112,33.07
3107,2003,02,5254,28112,18.69
3107,2003,03,3443,28112,12.25
3107,2003,04,1527,28112,5.43
3107,2003,05,632,28112,2.25
3107,2003,06,3047,28112,10.84
3107,2003,07,547,28112,1.95
3107,2003,08,0,28112,0.0
3107,2003,55,0,28112,0.0
3107,2007,01,11070,33747,32.8
3107,2007,02,10511,33747,31.15
3107,2007,03,4463,33747,13.22
3107,2007,04,1618,33747,4.79
3107,2007,05,739,33747,2.19
3107,2007,06,1563,33747,4.63
3107,2007,07,1115,33747,3.3
3107,2007,08,0,33747,0.0
3107,2007,55,0,33747,0.0
3107,2011,01,17644,35852,49.21
3107,2011,02,4972,35852,13.87
3107,2011,03,7168,35852,19.99
3107,2011,04,1526,35852,4.26
3107,2011,05,667,35852,1.86
3107,2011,06,1080,35852,3.01
3107,2011,07,1051,35852,2.93
3107,2011,08,0,35852,0.0
3107,2011,55,236,35852,0.66
3107,2015,01,15976,33083,48.29
3107,2015,02,4332,33083,13.09
3107,2015,03,5416,33083,16.37
3107,2015,04,1462,33083,4.42
3107,2015,05,936,33083,2.83
3107,2015,06,850,33083,2.57
3107,2015,07,1023,33083,3.09
3107,2015,08,1314,33083,3.97
3107,2015,55,380,33083,1.15
3107,2019,01,13616,37497,36.31
3107,2019,02,4698,37497,12.53
3107,2019,03,5723,37497,15.26
3107,2019,04,1324,37497,3.53
3107,2019,05,2491,37497,6.64
3107,2019,06,1661,37497,4.43
3107,2019,07,549,37497,1.46
3107,2019,08,2599,37497,6.93
3107,2019,55,1872,37497,4.99
3107,2023,01,9693,39582,24.49
3107,2023,02,5725,39582,14.46
3107,2023,03,9677,39582,24.45
3107,2023,04,1163,39582,2.94
3107,2023,05,967,39582,2.44
3107,2023,06,2081,39582,5.26
3107,2023,07,1267,39582,3.2
3107,2023,08,1797,39582,4.54
3107,2023,55,1556,39582,3.93
3110,1987,01,592,1560,37.95
3110,1987,02,0,1560,0.0
3110,1987,03,542,1560,34.74
3110,1987,04,210,1560,13.46
3110,1987,05,56,1560,3.59
3110,1987,06,160,1560,10.26
3110,1987,07,0,1560,0.0
3110,1987,08,0,1560,0.0
3110,1987,55,0,1560,0.0
3110,1991,01,545,1650,33.03
3110,1991,02,120,1650,7.27
3110,1991,03,547,1650,33.15
3110,1991,04,126,1650,7.64
3110,1991,05,0,1650,0.0
3110,1991,06,212,1650,12.85
3110,1991,07,82,1650,4.97
3110,1991,08,0,1650,0.0
3110,1991,55,0,1650,0.0
3110,1995,01,465,1613,28.83
3110,1995,02,124,1613,7.69
3110,1995,03,552,1613,34.22
3110,1995,04,95,1613,5.89
3110,1995,05,155,1613,9.61
3110,1995,06,153,1613,9.49
3110,1995,07,69,1613,4.28
3110,1995,08,0,1613,0.0
3110,1995,55,0,1613,0.0
3110,1999,01,381,1744,21.85
3110,1999,02,240,1744,13.76
3110,1999,03,448,1744,25.69
3110,1999,04,0,1744,0.0
3110,1999,05,212,1744,12.16
3110,1999,06,147,1744,8.43
3110,1999,07,108,1744,6.19
3110,1999,08,0,1744,0.0
3110,1999,55,0,1744,0.0
3110,2003,01,563,1805,31.19
3110,2003,02,261,1805,14.46
3110,2003,03,473,1805,26.2
3110,2003,04,0,1805,0.0
3110,2003,05,156,1805,8.64
3110,2003,06,205,1805,11.36
3110,2003,07,62,1805,3.43
3110,2003,08,0,1805,0.0
3110,2003,55,0,1805,0.0
3110,2007,01,704,2091,33.67
3110,2007,02,573,2091,27.4
3110,2007,03,450,2091,21.52
3110,2007,04,0,2091,0.0
3110,2007,05,92,2091,4.4
3110,2007,06,132,2091,6.31
3110,2007,07,80,2091,3.83
3110,2007,08,0,2091,0.0
3110,2007,55,0,2091,0.0
3110,2011,01,676,2401,28.15
3110,2011,02,770,2401,32.07
3110,2011,03,592,2401,24.66
3110,2011,04,0,2401,0.0
3110,2011,05,80,2401,3.33
3110,2011,06,161,2401,6.71
3110,2011,07,122,2401,5.08
3110,2011,08,0,2401,0.0
3110,2011,55,0,2401,0.0
3110,2015,01,752,2450,30.69
3110,2015,02,715,2450,29.18
3110,2015,03,541,2450,22.08
3110,2015,04,0,2450,0.0
3110,2015,05,124,2450,5.06
3110,2015,06,130,2450,5.31
3110,2015,07,51,2450,2.08
3110,2015,08,137,2450,5.59
3110,2015,55,0,2450,0.0
3110,2019,01,995,2767,35.96
3110,2019,02,504,2767,18.21
3110,2019,03,235,2767,8.49
3110,2019,04,0,2767,0.0
3110,2019,05,361,2767,13.05
3110,2019,06,200,2767,7.23
3110,2019,07,0,2767,0.0
3110,2019,08,150,2767,5.42
3110,2019,55,0,2767,0.0
3110,2023,01,1110,2911,38.13
3110,2023,02,474,2911,16.28
3110,2023,03,455,2911,15.63
3110,2023,04,0,2911,0.0
3110,2023,05,262,2911,9.0
3110,2023,06,215,2911,7.39
3110,2023,07,68,2911,2.34
3110,2023,08,117,2911,4.02
3110,2023,55,0,2911,0.0
3112,1987,01,1151,3166,36.36
3112,1987,02,634,3166,20.03
3112,1987,03,548,3166,17.31
3112,1987,04,425,3166,13.42
3112,1987,05,408,3166,12.89
3112,1987,06,0,3166,0.0
3112,1987,07,0,3166,0.0
3112,1987,08,0,3166,0.0
3112,1987,55,0,3166,0.0
3112,1991,01,1054,3031,34.77
3112,1991,02,394,3031,13.0
3112,1991,03,493,3031,16.27
3112,1991,04,404,3031,13.33
3112,1991,05,686,3031,22.63
3112,1991,06,0,3031,0.0
3112,1991,07,0,3031,0.0
3112,1991,08,0,3031,0.0
3112,1991,55,0,3031,0.0
3112,1995,01,936,2918,32.08
3112,1995,02,321,2918,11.0
3112,1995,03,616,2918,21.11
3112,1995,04,501,2918,17.17
3112,1995,05,544,2918,18.64
3112,1995,06,0,2918,0.0
3112,1995,07,0,2918,0.0
3112,1995,08,0,2918,0.0
3112,1995,55,0,2918,0.0
3112,1999,01,792,3021,26.22
3112,1999,02,571,3021,18.9
3112,1999,03,545,3021,18.04
3112,1999,04,556,3021,18.4
3112,1999,05,370,3021,12.25
3112,1999,06,0,3021,0.0
3112,1999,07,157,3021,5.2
3112,1999,08,0,3021,0.0
3112,1999,55,0,3021,0.0
3112,2003,01,728,3149,23.12
3112,2003,02,961,3149,30.52
3112,2003,03,435,3149,13.81
3112,2003,04,415,3149,13.18
3112,2003,05,346,3149,10.99
3112,2003,06,195,3149,6.19
3112,2003,07,69,3149,2.19
3112,2003,08,0,3149,0.0
3112,2003,55,0,3149,0.0
3112,2007,01,1213,3444,35.22
3112,2007,02,923,3444,26.8
3112,2007,03,473,3444,13.73
3112,2007,04,360,3444,10.45
3112,2007,05,318,3444,9.23
3112,2007,06,80,3444,2.32
3112,2007,07,77,3444,2.24
3112,2007,08,0,3444,0.0
3112,2007,55,0,3444,0.0
3112,2011,01,985,3688,26.71
3112,2011,02,769,3688,20.85
3112,2011,03,821,3688,22.26
3112,2011,04,308,3688,8.35
3112,2011,05,432,3688,11.71
3112,2011,06,0,3688,0.0
3112,2011,07,373,3688,10.11
3112,2011,08,0,3688,0.0
3112,2011,55,0,3688,0.0
3112,2015,01,818,3591,22.78
3112,2015,02,638,3591,17.77
3112,2015,03,1207,3591,33.61
3112,2015,04,293,3591,8.16
3112,2015,05,389,3591,10.83
3112,2015,06,0,3591,0.0
3112,2015,07,129,3591,3.59
3112,2015,08,117,3591,3.26
3112,2015,55,0,3591,0.0
3112,2019,01,573,3671,15.61
3112,2019,02,310,3671,8.44
3112,2019,03,1392,3671,37.92
3112,2019,04,252,3671,6.86
3112,2019,05,786,3671,21.41
3112,2019,06,0,3671,0.0
3112,2019,07,70,3671,1.91
3112,2019,08,218,3671,5.94
3112,2019,55,70,3671,1.91
3112,2023,01,703,3659,19.21
3112,2023,02,470,3659,12.85
3112,2023,03,1538,3659,42.03
3112,2023,04,327,3659,8.94
3112,2023,05,411,3659,11.23
3112,2023,06,0,3659,0.0
3112,2023,07,0,3659,0.0
3112,2023,08,210,3659,5.74
3112,2023,55,0,3659,0.0
3114,1987,01,475,1884,25.21
3114,1987,02,216,1884,11.46
3114,1987,03,578,1884,30.68
3114,1987,04,196,1884,10.4
3114,1987,05,303,1884,16.08
3114,1987,06,116,1884,6.16
3114,1987,07,0,1884,0.0
3114,1987,08,0,1884,0.0
3114,1987,55,0,1884,0.0
3114,1991,01,408,1948,20.94
3114,1991,02,168,1948,8.62
3114,1991,03,567,1948,29.11
3114,1991,04,172,1948,8.83
3114,1991,05,446,1948,22.9
3114,1991,06,0,1948,0.0
3114,1991,07,0,1948,0.0
3114,1991,08,0,1948,0.0
3114,1991,55,0,1948,0.0
3114,1995,01,373,1865,20.0
3114,1995,02,170,1865,9.12
3114,1995,03,720,1865,38.61
3114,1995,04,174,1865,9.33
3114,1995,05,428,1865,22.95
3114,1995,06,0,1865,0.0
3114,1995,07,0,1865,0.0
3114,1995,08,0,1865,0.0
3114,1995,55,0,1865,0.0
3114,1999,01,336,1730,19.42
3114,1999,02,193,1730,11.16
3114,1999,03,687,1730,39.71
3114,1999,04,191,1730,11.04
3114,1999,05,323,1730,18.67
3114,1999,06,0,1730,0.0
3114,1999,07,0,1730,0.0
3114,1999,08,0,1730,0.0
3114,1999,55,0,1730,0.0
3114,2003,01,356,1796,19.82
3114,2003,02,375,1796,20.88
3114,2003,03,442,1796,24.61
3114,2003,04,128,1796,7.13
3114,2003,05,316,1796,17.59
3114,2003,06,140,1796,7.8
3114,2003,07,39,1796,2.17
3114,2003,08,0,1796,0.0
3114,2003,55,0,1796,0.0
3114,2007,01,341,1905,17.9
3114,2007,02,507,1905,26.61
3114,2007,03,318,1905,16.69
3114,2007,04,208,1905,10.92
3114,2007,05,402,1905,21.1
3114,2007,06,75,1905,3.94
3114,2007,07,54,1905,2.83
3114,2007,08,0,1905,0.0
3114,2007,55,0,1905,0.0
3114,2011,01,357,2119,16.85
3114,2011,02,406,2119,19.16
3114,2011,03,532,2119,25.11
3114,2011,04,150,2119,7.08
3114,2011,05,564,2119,26.62
3114,2011,06,63,2119,2.97
3114,2011,07,47,2119,2.22
3114,2011,08,0,2119,0.0
3114,2011,55,0,2119,0.0
3114,2015,01,333,2266,14.7
3114,2015,02,269,2266,11.87
3114,2015,03,424,2266,18.71
3114,2015,04,138,2266,6.09
3114,2015,05,955,2266,42.14
3114,2015,06,44,2266,1.94
3114,2015,07,51,2266,2.25
3114,2015,08,52,2266,2.29
3114,2015,55,0,2266,0.0
3114,2019,01,297,2663,11.15
3114,2019,02,194,2663,7.29
3114,2019,03,795,2663,29.85
3114,2019,04,134,2663,5.03
3114,2019,05,1012,2663,38.0
3114,2019,06,130,2663,4.88
3114,2019,07,0,2663,0.0
3114,2019,08,0,2663,0.0
3114,2019,55,101,2663,3.79
3114,2023,01,255,2597,9.82
3114,2023,02,262,2597,10.09
3114,2023,03,889,2597,34.23
3114,2023,04,114,2597,4.39
3114,2023,05,1048,2597,40.35
3114,2023,06,0,2597,0.0
3114,2023,07,0,2597,0.0
3114,2023,08,0,2597,0.0
3114,2023,55,0,2597,0.0
3116,1987,01,578,1581,36.56
3116,1987,02,186,1581,11.76
3116,1987,03,182,1581,11.51
3116,1987,04,212,1581,13.41
3116,1987,05,340,1581,21.51
3116,1987,06,0,1581,0.0
3116,1987,07,83,1581,5.25
3116,1987,08,0,1581,0.0
3116,1987,55,0,1581,0.0
3116,1991,01,401,1517,26.43
3116,1991,02,113,1517,7.45
3116,1991,03,164,1517,10.81
3116,1991,04,273,1517,18.0
3116,1991,05,566,1517,37.31
3116,1991,06,0,1517,0.0
3116,1991,07,0,1517,0.0
3116,1991,08,0,1517,0.0
3116,1991,55,0,1517,0.0
3116,1995,01,424,1633,25.96
3116,1995,02,207,1633,12.68
3116,1995,03,144,1633,8.82
3116,1995,04,331,1633,20.27
3116,1995,05,527,1633,32.27
3116,1995,06,0,1633,0.0
3116,1995,07,0,1633,0.0
3116,1995,08,0,1633,0.0
3116,1995,55,0,1633,0.0
3116,1999,01,425,1513,28.09
3116,1999,02,219,1513,14.47
3116,1999,03,128,1513,8.46
3116,1999,04,280,1513,18.51
3116,1999,05,461,1513,30.47
3116,1999,06,0,1513,0.0
3116,1999,07,0,1513,0.0
3116,1999,08,0,1513,0.0
3116,1999,55,0,1513,0.0
3116,2003,01,410,1413,29.02
3116,2003,02,143,1413,10.12
3116,2003,03,118,1413,8.35
3116,2003,04,153,1413,10.83
3116,2003,05,565,1413,39.99
3116,2003,06,0,1413,0.0
3116,2003,07,24,1413,1.7
3116,2003,08,0,1413,0.0
3116,2003,55,0,1413,0.0
3116,2007,01,506,1559,32.46
3116,2007,02,171,1559,10.97
3116,2007,03,199,1559,12.76
3116,2007,04,168,1559,10.78
3116,2007,05,515,1559,33.03
3116,2007,06,0,1559,0.0
3116,2007,07,0,1559,0.0
3116,2007,08,0,1559,0.0
3116,2007,55,0,1559,0.0
3116,2011,01,754,1637,46.06
3116,2011,02,134,1637,8.19
3116,2011,03,280,1637,17.1
3116,2011,04,142,1637,8.67
3116,2011,05,327,1637,19.98
3116,2011,06,0,1637,0.0
3116,2011,07,0,1637,0.0
3116,2011,08,0,1637,0.0
3116,2011,55,0,1637,0.0
3116,2015,01,813,1658,49.03
3116,2015,02,117,1658,7.06
3116,2015,03,219,1658,13.21
3116,2015,04,148,1658,8.93
3116,2015,05,361,1658,21.77
3116,2015,06,0,1658,0.0
3116,2015,07,0,1658,0.0
3116,2015,08,0,1658,0.0
3116,2015,55,0,1658,0.0
3116,2019,01,682,1865,36.57
3116,2019,02,123,1865,6.6
3116,2019,03,212,1865,11.37
3116,2019,04,102,1865,5.47
3116,2019,05,746,1865,40.0
3116,2019,06,0,1865,0.0
3116,2019,07,0,1865,0.0
3116,2019,08,0,1865,0.0
3116,2019,55,0,1865,0.0
3116,2023,01,615,1779,34.57
3116,2023,02,214,1779,12.03
3116,2023,03,410,1779,23.05
3116,2023,04,119,1779,6.69
3116,2023,05,421,1779,23.66
3116,2023,06,0,1779,0.0
3116,2023,07,0,1779,0.0
3116,2023,08,0,1779,0.0
3116,2023,55,0,1779,0.0
3118,1987,01,6765,18188,37.19
3118,1987,02,766,18188,4.21
3118,1987,03,4263,18188,23.44
3118,1987,04,1890,18188,10.39
3118,1987,05,3064,18188,16.85
3118,1987,06,508,18188,2.79
3118,1987,07,902,18188,4.96
3118,1987,08,0,18188,0.0
3118,1987,55,0,18188,0.0
3118,1991,01,4281,17088,25.05
3118,1991,02,932,17088,5.45
3118,1991,03,3492,17088,20.44
3118,1991,04,1870,17088,10.94
3118,1991,05,3843,17088,22.49
3118,1991,06,2106,17088,12.32
3118,1991,07,484,17088,2.83
3118,1991,08,0,17088,0.0
3118,1991,55,0,17088,0.0
3118,1995,01,4646,17228,26.97
3118,1995,02,1033,17228,6.0
3118,1995,03,3829,17228,22.23
3118,1995,04,2019,17228,11.72
3118,1995,05,3908,17228,22.68
3118,1995,06,685,17228,3.98
3118,1995,07,698,17228,4.05
3118,1995,08,0,17228,0.0
3118,1995,55,0,17228,0.0
3118,1999,01,3154,16879,18.69
3118,1999,02,2069,16879,12.26
3118,1999,03,3362,16879,19.92
3118,1999,04,2145,16879,12.71
3118,1999,05,3375,16879,20.0
3118,1999,06,1126,16879,6.67
3118,1999,07,880,16879,5.21
3118,1999,08,0,16879,0.0
3118,1999,55,0,16879,0.0
3118,2003,01,3463,16107,21.5
3118,2003,02,3141,16107,19.5
3118,2003,03,2438,16107,15.14
3118,2003,04,1263,16107,7.84
3118,2003,05,3291,16107,20.43
3118,2003,06,1306,16107,8.11
3118,2003,07,648,16107,4.02
3118,2003,08,0,16107,0.0
3118,2003,55,0,16107,0.0
3118,2007,01,4731,17467,27.09
3118,2007,02,3686,17467,21.1
3118,2007,03,2588,17467,14.82
3118,2007,04,1292,17467,7.4
3118,2007,05,2823,17467,16.16
3118,2007,06,643,17467,3.68
3118,2007,07,1350,17467,7.73
3118,2007,08,0,17467,0.0
3118,2007,55,0,17467,0.0
3118,2011,01,5382,19023,28.29
3118,2011,02,2376,19023,12.49
3118,2011,03,5643,19023,29.66
3118,2011,04,1269,19023,6.67
3118,2011,05,2575,19023,13.54
3118,2011,06,409,19023,2.15
3118,2011,07,1075,19023,5.65
3118,2011,08,0,19023,0.0
3118,2011,55,0,19023,0.0
3118,2015,01,5214,18503,28.18
3118,2015,02,1771,18503,9.57
3118,2015,03,6163,18503,33.31
3118,2015,04,1154,18503,6.24
3118,2015,05,2606,18503,14.08
3118,2015,06,408,18503,2.21
3118,2015,07,720,18503,3.89
3118,2015,08,467,18503,2.52
3118,2015,55,0,18503,0.0
3118,2019,01,3981,20012,19.89
3118,2019,02,1570,20012,7.85
3118,2019,03,5130,20012,25.63
3118,2019,04,682,20012,3.41
3118,2019,05,6206,20012,31.01
3118,2019,06,716,20012,3.58
3118,2019,07,395,20012,1.97
3118,2019,08,746,20012,3.73
3118,2019,55,473,20012,2.36
3118,2023,01,3298,19791,16.66
3118,2023,02,2401,19791,12.13
3118,2023,03,4752,19791,24.01
3118,2023,04,822,19791,4.15
3118,2023,05,4426,19791,22.36
3118,2023,06,891,19791,4.5
3118,2023,07,559,19791,2.82
3118,2023,08,585,19791,2.96
3118,2023,55,505,19791,2.55
3120,1987,01,1221,3974,30.72
3120,1987,02,269,3974,6.77
3120,1987,03,402,3974,10.12
3120,1987,04,719,3974,18.09
3120,1987,05,1139,3974,28.66
3120,1987,06,0,3974,0.0
3120,1987,07,168,3974,4.23
3120,1987,08,0,3974,0.0
3120,1987,55,0,3974,0.0
3120,1991,01,867,3631,23.88
3120,1991,02,143,3631,3.94
3120,1991,03,343,3631,9.45
3120,1991,04,651,3631,17.93
3120,1991,05,1206,3631,33.21
3120,1991,06,195,3631,5.37
3120,1991,07,226,3631,6.22
3120,1991,08,0,3631,0.0
3120,1991,55,0,3631,0.0
3120,1995,01,860,3459,24.86
3120,1995,02,0,3459,0.0
3120,1995,03,381,3459,11.01
3120,1995,04,670,3459,19.37
3120,1995,05,1408,3459,40.71
3120,1995,06,140,3459,4.05
3120,1995,07,0,3459,0.0
3120,1995,08,0,3459,0.0
3120,1995,55,0,3459,0.0
3120,1999,01,763,3400,22.44
3120,1999,02,0,3400,0.0
3120,1999,03,305,3400,8.97
3120,1999,04,967,3400,28.44
3120,1999,05,834,3400,24.53
3120,1999,06,0,3400,0.0
3120,1999,07,0,3400,0.0
3120,1999,08,0,3400,0.0
3120,1999,55,0,3400,0.0
3120,2003,01,707,3154,22.42
3120,2003,02,325,3154,10.3
3120,2003,03,238,3154,7.55
3120,2003,04,747,3154,23.68
3120,2003,05,876,3154,27.77
3120,2003,06,108,3154,3.42
3120,2003,07,0,3154,0.0
3120,2003,08,0,3154,0.0
3120,2003,55,0,3154,0.0
3120,2007,01,730,3348,21.8
3120,2007,02,426,3348,12.72
3120,2007,03,184,3348,5.5
3120,2007,04,711,3348,21.24
3120,2007,05,756,3348,22.58
3120,2007,06,41,3348,1.22
3120,2007,07,500,3348,14.93
3120,2007,08,0,3348,0.0
3120,2007,55,0,3348,0.0
3120,2011,01,847,3452,24.54
3120,2011,02,325,3452,9.41
3120,2011,03,299,3452,8.66
3120,2011,04,481,3452,13.93
3120,2011,05,896,3452,25.96
3120,2011,06,54,3452,1.56
3120,2011,07,550,3452,15.93
3120,2011,08,0,3452,0.0
3120,2011,55,0,3452,0.0
3120,2015,01,1074,3340,32.16
3120,2015,02,220,3340,6.59
3120,2015,03,306,3340,9.16
3120,2015,04,603,3340,18.05
3120,2015,05,865,3340,25.9
3120,2015,06,0,3340,0.0
3120,2015,07,183,3340,5.48
3120,2015,08,89,3340,2.66
3120,2015,55,0,3340,0.0
3120,2019,01,1022,3970,25.74
3120,2019,02,285,3970,7.18
3120,2019,03,424,3970,10.68
3120,2019,04,306,3970,7.71
3120,2019,05,1797,3970,45.26
3120,2019,06,0,3970,0.0
3120,2019,07,0,3970,0.0
3120,2019,08,136,3970,3.43
3120,2019,55,0,3970,0.0
3120,2023,01,776,3818,20.32
3120,2023,02,428,3818,11.21
3120,2023,03,506,3818,13.25
3120,2023,04,359,3818,9.4
3120,2023,05,1588,3818,41.59
3120,2023,06,0,3818,0.0
3120,2023,07,0,3818,0.0
3120,2023,08,0,3818,0.0
3120,2023,55,161,3818,4.22
3122,1987,01,909,2075,43.81
3122,1987,02,0,2075,0.0
3122,1987,03,263,2075,12.67
3122,1987,04,376,2075,18.12
3122,1987,05,527,2075,25.4
3122,1987,06,0,2075,0.0
3122,1987,07,0,2075,0.0
3122,1987,08,0,2075,0.0
3122,1987,55,0,2075,0.0
3122,1991,01,688,1947,35.34
3122,1991,02,0,1947,0.0
3122,1991,03,173,1947,8.89
3122,1991,04,353,1947,18.13
3122,1991,05,685,1947,35.18
3122,1991,06,0,1947,0.0
3122,1991,07,0,1947,0.0
3122,1991,08,48,1947,2.47
3122,1991,55,0,1947,0.0
3122,1995,01,603,1786,33.76
3122,1995,02,0,1786,0.0
3122,1995,03,174,1786,9.74
3122,1995,04,382,1786,21.39
3122,1995,05,627,1786,35.11
3122,1995,06,0,1786,0.0
3122,1995,07,0,1786,0.0
3122,1995,08,0,1786,0.0
3122,1995,55,0,1786,0.0
3122,1999,01,532,1744,30.5
3122,1999,02,41,1744,2.35
3122,1999,03,232,1744,13.3
3122,1999,04,530,1744,30.39
3122,1999,05,409,1744,23.45
3122,1999,06,0,1744,0.0
3122,1999,07,0,1744,0.0
3122,1999,08,0,1744,0.0
3122,1999,55,0,1744,0.0
3122,2003,01,623,1568,39.73
3122,2003,02,0,1568,0.0
3122,2003,03,179,1568,11.42
3122,2003,04,306,1568,19.52
3122,2003,05,460,1568,29.34
3122,2003,06,0,1568,0.0
3122,2003,07,0,1568,0.0
3122,2003,08,0,1568,0.0
3122,2003,55,0,1568,0.0
3122,2007,01,969,1758,55.12
3122,2007,02,0,1758,0.0
3122,2007,03,164,1758,9.33
3122,2007,04,307,1758,17.46
3122,2007,05,318,1758,18.09
3122,2007,06,0,1758,0.0
3122,2007,07,0,1758,0.0
3122,2007,08,0,1758,0.0
3122,2007,55,0,1758,0.0
3122,2011,01,884,1882,46.97
3122,2011,02,79,1882,4.2
3122,2011,03,254,1882,13.5
3122,2011,04,243,1882,12.91
3122,2011,05,422,1882,22.42
3122,2011,06,0,1882,0.0
3122,2011,07,0,1882,0.0
3122,2011,08,0,1882,0.0
3122,2011,55,0,1882,0.0
3122,2015,01,812,1907,42.58
3122,2015,02,78,1907,4.09
3122,2015,03,214,1907,11.22
3122,2015,04,249,1907,13.06
3122,2015,05,488,1907,25.59
3122,2015,06,0,1907,0.0
3122,2015,07,66,1907,3.46
3122,2015,08,0,1907,0.0
3122,2015,55,0,1907,0.0
3122,2019,01,668,1888,35.38
3122,2019,02,0,1888,0.0
3122,2019,03,228,1888,12.08
3122,2019,04,0,1888,0.0
3122,2019,05,837,1888,44.33
3122,2019,06,0,1888,0.0
3122,2019,07,155,1888,8.21
3122,2019,08,0,1888,0.0
3122,2019,55,0,1888,0.0
3122,2023,01,705,1874,37.62
3122,2023,02,0,1874,0.0
3122,2023,03,0,1874,0.0
3122,2023,04,0,1874,0.0
3122,2023,05,596,1874,31.8
3122,2023,06,0,1874,0.0
3122,2023,07,125,1874,6.67
3122,2023,08,0,1874,0.0
3122,2023,55,0,1874,0.0
3124,1987,01,386,904,42.7
3124,1987,02,0,904,0.0
3124,1987,03,123,904,13.61
3124,1987,04,163,904,18.03
3124,1987,05,232,904,25.66
3124,1987,06,0,904,0.0
3124,1987,07,0,904,0.0
3124,1987,08,0,904,0.0
3124,1987,55,0,904,0.0
3124,1991,01,300,867,34.6
3124,1991,02,0,867,0.0
3124,1991,03,0,867,0.0
3124,1991,04,0,867,0.0
3124,1991,05,0,867,0.0
3124,1991,06,0,867,0.0
3124,1991,07,0,867,0.0
3124,1991,08,110,867,12.69
3124,1991,55,0,867,0.0
3124,1995,01,276,846,32.62
3124,1995,02,0,846,0.0
3124,1995,03,77,846,9.1
3124,1995,04,130,846,15.37
3124,1995,05,306,846,36.17
3124,1995,06,0,846,0.0
3124,1995,07,0,846,0.0
3124,1995,08,57,846,6.74
3124,1995,55,0,846,0.0
3124,1999,01,231,806,28.66
3124,1999,02,0,806,0.0
3124,1999,03,105,806,13.03
3124,1999,04,213,806,26.43
3124,1999,05,201,806,24.94
3124,1999,06,0,806,0.0
3124,1999,07,0,806,0.0
3124,1999,08,56,806,6.95
3124,1999,55,0,806,0.0
3124,2003,01,254,768,33.07
3124,2003,02,60,768,7.81
3124,2003,03,76,768,9.9
3124,2003,04,199,768,25.91
3124,2003,05,179,768,23.31
3124,2003,06,0,768,0.0
3124,2003,07,0,768,0.0
3124,2003,08,0,768,0.0
3124,2003,55,0,768,0.0
3124,2007,01,249,747,33.33
3124,2007,02,57,747,7.63
3124,2007,03,72,747,9.64
3124,2007,04,193,747,25.84
3124,2007,05,176,747,23.56
3124,2007,06,0,747,0.0
3124,2007,07,0,747,0.0
3124,2007,08,0,747,0.0
3124,2007,55,0,747,0.0
3124,2011,01,203,783,25.93
3124,2011,02,0,783,0.0
3124,2011,03,109,783,13.92
3124,2011,04,119,783,15.2
3124,2011,05,272,783,34.74
3124,2011,06,0,783,0.0
3124,2011,07,80,783,10.22
3124,2011,08,0,783,0.0
3124,2011,55,0,783,0.0
3124,2015,01,199,789,25.22
3124,2015,02,0,789,0.0
3124,2015,03,218,789,27.63
3124,2015,04,109,789,13.81
3124,2015,05,224,789,28.39
3124,2015,06,0,789,0.0
3124,2015,07,39,789,4.94
3124,2015,08,0,789,0.0
3124,2015,55,0,789,0.0
3124,2019,01,180,834,21.58
3124,2019,02,0,834,0.0
3124,2019,03,143,834,17.15
3124,2019,04,78,834,9.35
3124,2019,05,433,834,51.92
3124,2019,06,0,834,0.0
3124,2019,07,0,834,0.0
3124,2019,08,0,834,0.0
3124,2019,55,0,834,0.0
3124,2023,01,115,824,13.96
3124,2023,02,0,824,0.0
3124,2023,03,192,824,23.3
3124,2023,04,91,824,11.04
3124,2023,05,426,824,51.7
3124,2023,06,0,824,0.0
3124,2023,07,0,824,0.0
3124,2023,08,0,824,0.0
3124,2023,55,0,824,0.0
3201,1987,01,9058,49793,18.19
3201,1987,02,8609,49793,17.29
3201,1987,03,21685,49793,43.55
3201,1987,04,1627,49793,3.27
3201,1987,05,715,49793,1.44
3201,1987,06,2573,49793,5.17
3201,1987,07,1715,49793,3.44
3201,1987,08,0,49793,0.0
3201,1987,55,0,49793,0.0
3201,1991,01,8517,50131,16.99
3201,1991,02,4988,50131,9.95
3201,1991,03,23519,50131,46.92
3201,1991,04,1982,50131,3.95
3201,1991,05,1753,50131,3.5
3201,1991,06,4999,50131,9.97
3201,1991,07,2338,50131,4.66
3201,1991,08,699,50131,1.39
3201,1991,55,0,50131,0.0
3201,1995,01,10568,52555,20.11
3201,1995,02,7117,52555,13.54
3201,1995,03,24510,52555,46.64
3201,1995,04,2164,52555,4.12
3201,1995,05,1184,52555,2.25
3201,1995,06,2536,52555,4.83
3201,1995,07,2652,52555,5.05
3201,1995,08,0,52555,0.0
3201,1995,55,0,52555,0.0
3201,1999,01,7572,51772,14.63
3201,1999,02,6152,51772,11.88
3201,1999,03,21647,51772,41.81
3201,1999,04,2713,51772,5.24
3201,1999,05,735,51772,1.42
3201,1999,06,4356,51772,8.41
3201,1999,07,2516,51772,4.86
3201,1999,08,482,51772,0.93
3201,1999,55,0,51772,0.0
3201,2003,01,8382,50215,16.69
3201,2003,02,7836,50215,15.6
