kom2024,aar,stemmer_andre,total_stemmer_alle_partier,prosent_andre
3424,2007,89,1248,7.13
3425,2007,357,871,40.99
3426,2007,77,921,8.36
3427,2007,540,2646,20.41
3428,2007,0,1166,0.0
3429,2007,0,990,0.0
3430,2007,0,1013,0.0
3431,2007,0,1401,0.0
3432,2007,56,1061,5.28
3433,2007,156,1228,12.7
3434,2007,201,1134,17.72
3435,2007,203,1827,11.11
3436,2007,0,2552,0.0
3437,2007,0,2521,0.0
3438,2007,0,1358,0.0
3439,2007,0,2088,0.0
3440,2007,0,2160,0.0
3441,2007,1076,2872,37.47
3442,2007,229,6569,3.49
3443,2007,63,5864,1.07
3446,2007,2341,6711,34.88
3447,2007,1053,2454,42.91
3448,2007,281,2878,9.76
3449,2007,174,1616,10.77
3450,2007,0,730,0.0
3451,2007,7,3209,0.22
3452,2007,511,1063,48.07
3453,2007,0,1596,0.0
3454,2007,135,774,17.44
3901,2007,1093,11485,9.52
3903,2007,844,13628,6.19
3905,2007,743,16908,4.39
3907,2007,560,25815,2.17
3909,2007,2339,20527,11.39
3911,2007,2129,12407,17.16
4001,2007,741,15813,4.69
4003,2007,540,22049,2.45
4005,2007,1523,5793,26.29
4010,2007,411,1145,35.9
4012,2007,389,6539,5.95
4014,2007,318,5263,6.04
4016,2007,0,1981,0.0
4018,2007,217,3115,6.97
4020,2007,0,4348,0.0
4022,2007,0,1412,0.0
4024,2007,0,848,0.0
4026,2007,347,3227,10.75
4028,2007,0,1182,0.0
4030,2007,0,720,0.0
4032,2007,224,698,32.09
4034,2007,0,1334,0.0
4036,2007,0,1759,0.0
4201,2007,601,3425,17.55
4202,2007,0,8463,0.0
4203,2007,777,17400,4.47
4204,2007,4645,42920,10.82
4205,2007,372,10767,3.46
4206,2007,8,4764,0.17
4207,2007,16,4123,0.39
4211,2007,0,1216,0.0
4212,2007,0,1083,0.0
4213,2007,788,2796,28.18
4214,2007,0,2104,0.0
4215,2007,6,4611,0.13
4216,2007,5,2077,0.24
4217,2007,0,958,0.0
4218,2007,0,623,0.0
4219,2007,313,1589,19.7
4220,2007,330,683,48.32
4221,2007,0,711,0.0
4222,2007,37,477,7.76
4223,2007,45,5811,0.77
4224,2007,104,496,20.97
4225,2007,14,3671,0.38
4226,2007,469,880,53.3
4227,2007,7,2824,0.25
4228,2007,0,958,0.0
4601,2007,8105,117627,6.89
4602,2007,350,7546,4.64
4611,2007,0,1892,0.0
4612,2007,164,2303,7.12
4613,2007,0,5130,0.0
4614,2007,436,7674,5.68
4615,2007,0,1521,0.0
4616,2007,137,1570,8.73
4617,2007,1232,6325,19.48
4618,2007,1098,6269,17.51
4619,2007,154,568,27.11
4620,2007,50,614,8.14
4621,2007,265,7045,3.76
4622,2007,601,4581,13.12
4623,2007,170,1202,14.14
4624,2007,1019,10098,10.09
4625,2007,0,2351,0.0
4626,2007,2338,13881,16.84
4627,2007,323,10794,2.99
4628,2007,30,2117,1.42
4629,2007,185,185,100.0
4630,2007,0,3879,0.0
4631,2007,528,12049,4.38
4632,2007,0,1265,0.0
4633,2007,18,379,4.75
4634,2007,0,948,0.0
4635,2007,0,1248,0.0
4636,2007,0,475,0.0
4637,2007,123,686,17.93
4638,2007,264,2126,12.42
4639,2007,0,1357,0.0
4640,2007,0,4102,0.0
4641,2007,0,867,0.0
4642,2007,0,2281,0.0
4643,2007,0,2626,0.0
4644,2007,0,2609,0.0
4645,2007,28,1615,1.73
4646,2007,230,2823,8.15
4647,2007,158,7561,2.09
4648,2007,0,1959,0.0
4649,2007,81,4142,1.96
4650,2007,0,3662,0.0
4651,2007,0,3085,0.0
5001,2007,4517,79166,5.71
5006,2007,73,11596,0.63
5007,2007,227,5956,3.81
5014,2007,0,1907,0.0
5020,2007,190,1109,17.13
5021,2007,0,3082,0.0
5022,2007,383,1317,29.08
5025,2007,355,3001,11.83
5026,2007,467,1264,36.95
5027,2007,309,2762,11.19
5028,2007,73,6622,1.1
5029,2007,526,3054,17.22
5031,2007,351,5464,6.42
5032,2007,1464,1900,77.05
5033,2007,102,536,19.03
5034,2007,126,1181,10.67
5035,2007,116,10027,1.16
5036,2007,0,1221,0.0
5037,2007,53,8239,0.64
5038,2007,3,5817,0.05
5041,2007,0,1100,0.0
5042,2007,44,741,5.94
5043,2007,159,308,51.62
5044,2007,76,506,15.02
5045,2007,10,1280,0.78
5046,2007,109,708,15.4
5047,2007,0,1790,0.0
5049,2007,103,618,16.67
5052,2007,0,322,0.0
5053,2007,14,5299,0.26
5054,2007,139,2898,4.8
5055,2007,179,2589,6.91
5056,2007,0,1946,0.0
5057,2007,286,4287,6.67
5058,2007,0,1647,0.0
5059,2007,1922,7872,24.42
5060,2007,0,4046,0.0
5061,2007,0,1056,0.0
5501,2007,2480,27945,8.87
5503,2007,773,10323,7.49
5510,2007,0,1332,0.0
5512,2007,171,2144,7.98
5514,2007,725,837,86.62
5516,2007,0,664,0.0
5518,2007,0,569,0.0
5520,2007,44,1851,2.38
5522,2007,0,1086,0.0
5524,2007,177,2612,6.78
5526,2007,481,1612,29.84
5528,2007,159,620,25.65
5530,2007,714,6479,11.02
5532,2007,60,2690,2.23
5534,2007,225,1178,19.1
5536,2007,196,1602,12.23
5538,2007,247,959,25.76
5540,2007,0,1105,0.0
5542,2007,564,1461,38.6
5544,2007,0,2405,0.0
5546,2007,334,710,47.04
5601,2007,518,7228,7.17
5603,2007,457,4171,10.96
5605,2007,117,4152,2.82
5607,2007,62,2723,2.28
5610,2007,427,1315,32.47
5612,2007,882,1413,62.42
5614,2007,214,634,33.75
5616,2007,0,580,0.0
5618,2007,0,657,0.0
5620,2007,59,1478,3.99
5622,2007,0,1898,0.0
5624,2007,0,592,0.0
5626,2007,0,557,0.0
5628,2007,463,1531,30.24
5630,2007,0,561,0.0
5632,2007,0,977,0.0
5634,2007,322,1129,28.52
5636,2007,197,567,34.74
0301,2011,2077,310312,0.67
1101,2011,0,6483,0.0
1103,2011,1284,64553,1.99
1106,2011,794,15524,5.11
1108,2011,737,30833,2.39
1111,2011,0,1721,0.0
1112,2011,0,1627,0.0
1114,2011,0,1360,0.0
1119,2011,2733,8054,33.93
1120,2011,0,7668,0.0
1121,2011,0,8184,0.0
1122,2011,0,5153,0.0
1124,2011,790,10974,7.2
1127,2011,0,4953,0.0
1130,2011,0,5412,0.0
1133,2011,15,1430,1.05
1134,2011,0,1960,0.0
1135,2011,0,2541,0.0
1144,2011,264,318,83.02
1145,2011,0,456,0.0
1146,2011,0,4619,0.0
1149,2011,466,18329,2.54
1151,2011,118,118,100.0
1160,2011,163,3739,4.36
1505,2011,19,11280,0.17
1506,2011,130,15220,0.85
1508,2011,1294,23478,5.51
1511,2011,0,1774,0.0
1514,2011,263,1341,19.61
1515,2011,336,3979,8.44
1516,2011,36,3540,1.02
1517,2011,611,2375,25.73
1520,2011,0,5162,0.0
1525,2011,0,2427,0.0
1528,2011,0,3702,0.0
1531,2011,541,3723,14.53
1532,2011,0,3388,0.0
1535,2011,0,3184,0.0
1539,2011,0,3369,0.0
1547,2011,215,1586,13.56
1554,2011,0,2674,0.0
1557,2011,0,1396,0.0
1560,2011,0,1542,0.0
1563,2011,0,3726,0.0
1566,2011,0,2828,0.0
1573,2011,0,1229,0.0
1576,2011,142,2584,5.5
1577,2011,320,4675,6.84
1578,2011,435,1374,31.66
1579,2011,0,5764,0.0
1580,2011,621,4169,14.9
1804,2011,70,23808,0.29
1806,2011,0,10201,0.0
1811,2011,581,931,62.41
1812,2011,370,1085,34.1
1813,2011,0,3661,0.0
1815,2011,51,713,7.15
1816,2011,213,276,77.17
1818,2011,219,785,27.9
1820,2011,0,3361,0.0
1822,2011,0,1017,0.0
1824,2011,0,6123,0.0
1825,2011,0,718,0.0
1826,2011,0,744,0.0
1827,2011,100,748,13.37
1828,2011,0,896,0.0
1832,2011,95,2515,3.78
1833,2011,527,11987,4.4
1834,2011,186,1089,17.08
1835,2011,168,238,70.59
1836,2011,386,696,55.46
1837,2011,0,3163,0.0
1838,2011,53,1066,4.97
1839,2011,167,703,23.76
1840,2011,0,2440,0.0
1841,2011,874,4866,17.96
1845,2011,0,1023,0.0
1848,2011,168,1387,12.11
1851,2011,0,1211,0.0
1853,2011,0,738,0.0
1856,2011,301,301,100.0
1857,2011,207,338,61.24
1859,2011,318,644,49.38
1860,2011,0,4797,0.0
1865,2011,50,4041,1.24
1866,2011,689,3876,17.78
1867,2011,954,1497,63.73
1868,2011,465,1958,23.75
1870,2011,0,4570,0.0
1871,2011,370,2503,14.78
1874,2011,330,458,72.05
1875,2011,622,2166,28.72
3101,2011,400,14125,2.83
3103,2011,440,21887,2.01
3105,2011,675,23109,2.92
3107,2011,1508,35852,4.21
3110,2011,0,2401,0.0
3112,2011,0,3688,0.0
3114,2011,0,2119,0.0
3116,2011,0,1637,0.0
3118,2011,294,19023,1.55
3120,2011,0,3452,0.0
3122,2011,0,1882,0.0
3124,2011,0,783,0.0
3201,2011,954,59097,1.61
3203,2011,1630,42558,3.83
3205,2011,1234,36187,3.41
3207,2011,318,28000,1.14
3209,2011,156,13544,1.15
3212,2011,24,9247,0.26
3214,2011,380,7864,4.83
3216,2011,0,7525,0.0
3218,2011,0,8063,0.0
3220,2011,0,4791,0.0
3222,2011,380,16615,2.29
3224,2011,0,7480,0.0
3226,2011,0,7638,0.0
3228,2011,0,8770,0.0
3230,2011,0,2958,0.0
3232,2011,0,10401,0.0
3234,2011,0,4403,0.0
3236,2011,0,3209,0.0
3238,2011,0,5041,0.0
3240,2011,370,9558,3.87
3242,2011,0,1364,0.0
3301,2011,61,43570,0.14
3303,2011,0,12294,0.0
3305,2011,1007,13515,7.45
3310,2011,0,3161,0.0
3312,2011,142,11569,1.23
3314,2011,0,7814,0.0
3316,2011,387,6142,6.3
3318,2011,475,1142,41.59
3320,2011,455,613,74.23
3322,2011,304,1679,18.11
3324,2011,0,2154,0.0
3326,2011,0,1198,0.0
3328,2011,0,2411,0.0
3330,2011,0,2356,0.0
3332,2011,0,1781,0.0
3334,2011,0,1350,0.0
3336,2011,0,747,0.0
3338,2011,0,1337,0.0
3401,2011,1156,7843,14.74
3403,2011,3543,15752,22.49
3405,2011,355,13095,2.71
3407,2011,573,13901,4.12
3411,2011,1608,15108,10.64
3412,2011,0,3495,0.0
3413,2011,549,9635,5.7
3414,2011,0,2674,0.0
3415,2011,434,3913,11.09
3416,2011,22,3058,0.72
3417,2011,847,2335,36.27
3418,2011,301,3531,8.52
3419,2011,155,2073,7.48
3420,2011,296,9703,3.05
3421,2011,0,3555,0.0
3422,2011,85,2033,4.18
3423,2011,305,1485,20.54
3424,2011,0,1211,0.0
3425,2011,333,846,39.36
3426,2011,37,912,4.06
3427,2011,137,2838,4.83
3428,2011,0,1268,0.0
3429,2011,0,975,0.0
3430,2011,0,1080,0.0
3431,2011,0,1356,0.0
3432,2011,0,1165,0.0
3433,2011,144,1196,12.04
3434,2011,417,1195,34.9
3435,2011,383,2033,18.84
3436,2011,0,3028,0.0
3437,2011,0,2662,0.0
3438,2011,324,1652,19.61
3439,2011,695,2422,28.7
3440,2011,0,2297,0.0
3441,2011,674,2799,24.08
3442,2011,210,6961,3.02
3443,2011,0,6181,0.0
3446,2011,1072,6557,16.35
3447,2011,747,2606,28.66
3448,2011,264,3087,8.55
3449,2011,185,1625,11.38
3450,2011,0,674,0.0
3451,2011,0,3135,0.0
3452,2011,532,1128,47.16
3453,2011,0,1518,0.0
3454,2011,65,871,7.46
3901,2011,178,13137,1.35
3903,2011,1024,15056,6.8
3905,2011,340,19549,1.74
3907,2011,451,28627,1.58
3909,2011,0,21833,0.0
3911,2011,1182,13483,8.77
4001,2011,3097,17288,17.91
4003,2011,283,23924,1.18
4005,2011,691,5777,11.96
4010,2011,285,1122,25.4
4012,2011,0,6712,0.0
4014,2011,0,5443,0.0
4016,2011,0,2094,0.0
4018,2011,0,3291,0.0
4020,2011,0,4820,0.0
4022,2011,0,1468,0.0
4024,2011,0,908,0.0
4026,2011,0,3004,0.0
4028,2011,0,1205,0.0
4030,2011,0,862,0.0
4032,2011,134,722,18.56
4034,2011,0,1316,0.0
4036,2011,0,1841,0.0
4201,2011,42,3557,1.18
4202,2011,160,10000,1.6
4203,2011,1293,19879,6.5
4204,2011,2982,46374,6.43
4205,2011,583,11687,4.99
4206,2011,136,4709,2.89
4207,2011,0,4394,0.0
4211,2011,0,1307,0.0
4212,2011,0,1144,0.0
4213,2011,920,3040,30.26
4214,2011,0,2385,0.0
4215,2011,175,4922,3.56
4216,2011,0,2207,0.0
4217,2011,0,997,0.0
4218,2011,0,685,0.0
4219,2011,114,1644,6.93
4220,2011,299,691,43.27
4221,2011,0,718,0.0
4222,2011,0,507,0.0
4223,2011,137,6063,2.26
4224,2011,81,456,17.76
4225,2011,10,3809,0.26
4226,2011,287,951,30.18
4227,2011,0,3010,0.0
4228,2011,136,978,13.91
4601,2011,3032,130229,2.33
4602,2011,162,8374,1.93
4611,2011,0,1987,0.0
4612,2011,164,2598,6.31
4613,2011,360,5525,6.52
4614,2011,225,8573,2.62
4615,2011,37,1557,2.38
4616,2011,0,1565,0.0
4617,2011,189,6504,2.91
4618,2011,820,6158,13.32
4619,2011,35,542,6.46
4620,2011,0,636,0.0
4621,2011,0,7670,0.0
4622,2011,572,4492,12.73
4623,2011,175,1275,13.73
4624,2011,863,10805,7.99
4625,2011,0,2567,0.0
4626,2011,2138,15691,13.63
4627,2011,522,12417,4.2
4628,2011,0,2130,0.0
4629,2011,222,222,100.0
4630,2011,0,3951,0.0
4631,2011,213,13037,1.63
4632,2011,0,1414,0.0
4633,2011,18,393,4.58
4634,2011,0,1005,0.0
4635,2011,0,1331,0.0
4636,2011,49,475,10.32
4637,2011,161,698,23.07
4638,2011,17,2129,0.8
4639,2011,0,1413,0.0
4640,2011,0,4409,0.0
4641,2011,0,928,0.0
4642,2011,0,2461,0.0
4643,2011,0,2830,0.0
4644,2011,0,2900,0.0
4645,2011,19,1574,1.21
4646,2011,0,2817,0.0
4647,2011,0,8609,0.0
4648,2011,0,1923,0.0
4649,2011,389,4543,8.56
4650,2011,406,3726,10.9
4651,2011,0,3185,0.0
5001,2011,1985,92234,2.15
5006,2011,41,12406,0.33
5007,2011,206,6146,3.35
5014,2011,0,1954,0.0
5020,2011,321,1214,26.44
5021,2011,0,3281,0.0
5022,2011,191,1312,14.56
5025,2011,193,3081,6.26
5026,2011,458,1246,36.76
5027,2011,584,2940,19.86
5028,2011,0,7441,0.0
5029,2011,352,3348,10.51
5031,2011,0,6181,0.0
5032,2011,1466,1947,75.3
5033,2011,514,514,100.0
5034,2011,177,1227,14.43
5035,2011,0,10471,0.0
5036,2011,0,1294,0.0
5037,2011,15,8876,0.17
5038,2011,0,6515,0.0
5041,2011,0,1209,0.0
5042,2011,79,672,11.76
5043,2011,148,322,45.96
5044,2011,143,524,27.29
5045,2011,0,1303,0.0
5046,2011,81,725,11.17
5047,2011,0,1931,0.0
5049,2011,0,619,0.0
5052,2011,0,370,0.0
5053,2011,0,5218,0.0
5054,2011,252,3314,7.6
5055,2011,200,2588,7.73
5056,2011,338,1920,17.6
5057,2011,154,4636,3.32
5058,2011,0,1710,0.0
5059,2011,2188,8536,25.63
5060,2011,0,4184,0.0
5061,2011,0,1143,0.0
5501,2011,212,33762,0.63
5503,2011,218,11994,1.82
5510,2011,0,1467,0.0
5512,2011,152,2173,6.99
5514,2011,302,833,36.25
5516,2011,0,617,0.0
5518,2011,0,621,0.0
5520,2011,0,1980,0.0
5522,2011,0,1094,0.0
5524,2011,0,2907,0.0
5526,2011,513,1607,31.92
5528,2011,110,659,16.69
5530,2011,1267,6937,18.26
5532,2011,0,2753,0.0
5534,2011,265,1143,23.18
5536,2011,122,1538,7.93
5538,2011,98,1006,9.74
5540,2011,130,1134,11.46
5542,2011,510,1446,35.27
5544,2011,0,2451,0.0
5546,2011,219,654,33.49
5601,2011,968,8341,11.61
5603,2011,152,4793,3.17
5605,2011,166,4477,3.71
5607,2011,0,2890,0.0
5610,2011,588,1421,41.38
5612,2011,1023,1534,66.69
5614,2011,250,614,40.72
5616,2011,0,524,0.0
5618,2011,0,621,0.0
5620,2011,0,1459,0.0
5622,2011,0,1923,0.0
5624,2011,208,550,37.82
5626,2011,67,531,12.62
5628,2011,203,1491,13.62
5630,2011,0,571,0.0
5632,2011,52,1028,5.06
5634,2011,91,1075,8.47
5636,2011,110,535,20.56
0301,2015,5345,320423,1.67
1101,2015,0,6342,0.0
1103,2015,3433,63402,5.41
1106,2015,603,15635,3.86
1108,2015,764,30998,2.46
1111,2015,0,1607,0.0
1112,2015,0,1580,0.0
1114,2015,0,1472,0.0
1119,2015,2884,8834,32.65
1120,2015,0,7983,0.0
1121,2015,0,8604,0.0
1122,2015,0,5117,0.0
1124,2015,560,10863,5.16
1127,2015,0,4914,0.0
1130,2015,339,5303,6.39
1133,2015,0,1412,0.0
1134,2015,0,1957,0.0
1135,2015,0,2486,0.0
1144,2015,275,310,88.71
1145,2015,0,481,0.0
1146,2015,60,4909,1.22
1149,2015,356,18058,1.97
1151,2015,130,130,100.0
1160,2015,134,3779,3.55
1505,2015,26,10903,0.24
1506,2015,1221,14902,8.19
1508,2015,1532,21447,7.14
1511,2015,0,1660,0.0
1514,2015,243,1241,19.58
1515,2015,561,4020,13.96
1516,2015,57,3604,1.58
1517,2015,604,2349,25.71
1520,2015,0,4639,0.0
1525,2015,0,2254,0.0
1528,2015,41,3518,1.17
1531,2015,544,3520,15.45
1532,2015,510,3543,14.39
1535,2015,179,3024,5.92
1539,2015,0,3555,0.0
1547,2015,87,1617,5.38
1554,2015,0,2686,0.0
1557,2015,0,1273,0.0
1560,2015,0,1558,0.0
1563,2015,0,3488,0.0
1566,2015,0,2921,0.0
1573,2015,0,1112,0.0
1576,2015,0,2540,0.0
1577,2015,36,4359,0.83
1578,2015,222,1185,18.73
1579,2015,54,5592,0.97
1580,2015,64,3949,1.62
1804,2015,98,22719,0.43
1806,2015,0,9172,0.0
1811,2015,308,958,32.15
1812,2015,293,1130,25.93
1813,2015,0,3511,0.0
1815,2015,46,731,6.29
1816,2015,207,274,75.55
1818,2015,84,715,11.75
1820,2015,0,3086,0.0
1822,2015,0,1102,0.0
1824,2015,607,6179,9.82
1825,2015,0,830,0.0
1826,2015,136,862,15.78
1827,2015,185,704,26.28
1828,2015,0,846,0.0
1832,2015,66,2399,2.75
1833,2015,0,11184,0.0
1834,2015,135,987,13.68
1835,2015,112,214,52.34
1836,2015,382,657,58.14
1837,2015,24,3111,0.77
1838,2015,59,1019,5.79
1839,2015,186,639,29.11
1840,2015,421,2412,17.45
1841,2015,1968,4828,40.76
1845,2015,0,1025,0.0
1848,2015,74,1288,5.75
1851,2015,0,1176,0.0
1853,2015,0,685,0.0
1856,2015,320,320,100.0
1857,2015,220,367,59.95
1859,2015,132,605,21.82
1860,2015,37,4871,0.76
1865,2015,39,3893,1.0
1866,2015,203,3730,5.44
1867,2015,940,1584,59.34
1868,2015,369,1906,19.36
1870,2015,0,4652,0.0
1871,2015,206,2403,8.57
1874,2015,210,473,44.4
1875,2015,652,2231,29.22
3101,2015,173,13686,1.26
3103,2015,161,21624,0.74
3105,2015,867,22064,3.93
3107,2015,1394,33083,4.21
3110,2015,0,2450,0.0
3112,2015,0,3591,0.0
3114,2015,0,2266,0.0
3116,2015,0,1658,0.0
3118,2015,0,18503,0.0
3120,2015,0,3340,0.0
3122,2015,0,1907,0.0
3124,2015,0,789,0.0
3201,2015,1637,57778,2.83
3203,2015,521,42321,1.23
3205,2015,1560,35009,4.46
3207,2015,460,28317,1.62
3209,2015,627,13494,4.65
3212,2015,19,9533,0.2
3214,2015,249,8005,3.11
3216,2015,966,7800,12.38
3218,2015,0,8131,0.0
3220,2015,0,4617,0.0
3222,2015,473,15620,3.03
3224,2015,354,7239,4.89
3226,2015,37,7645,0.48
3228,2015,0,8831,0.0
3230,2015,0,2950,0.0
3232,2015,0,10538,0.0
3234,2015,0,4361,0.0
3236,2015,0,3233,0.0
3238,2015,506,4633,10.92
3240,2015,247,9560,2.58
3242,2015,174,1340,12.99
3301,2015,1177,41868,2.81
3303,2015,3330,12199,27.3
3305,2015,441,12451,3.54
3310,2015,0,3076,0.0
3312,2015,0,11530,0.0
3314,2015,41,7541,0.54
3316,2015,301,6161,4.89
3318,2015,368,1196,30.77
3320,2015,377,575,65.57
3322,2015,514,1685,30.5
3324,2015,0,2166,0.0
3326,2015,206,1215,16.95
3328,2015,0,2313,0.0
3330,2015,0,2163,0.0
3332,2015,0,1815,0.0
3334,2015,0,1265,0.0
3336,2015,0,756,0.0
3338,2015,0,1326,0.0
3401,2015,520,7570,6.87
3403,2015,4761,15696,30.33
3405,2015,165,12348,1.34
3407,2015,473,13101,3.61
3411,2015,1449,14479,10.01
3412,2015,0,3500,0.0
3413,2015,826,9643,8.57
3414,2015,0,2381,0.0
3415,2015,896,3766,23.79
3416,2015,0,2826,0.0
3417,2015,975,2300,42.39
3418,2015,340,3271,10.39
3419,2015,253,1790,14.13
3420,2015,229,9547,2.4
3421,2015,0,3460,0.0
3422,2015,0,2050,0.0
3423,2015,334,1289,25.91
3424,2015,0,1100,0.0
3425,2015,413,815,50.67
3426,2015,0,910,0.0
3427,2015,250,2728,9.16
3428,2015,0,1248,0.0
3429,2015,232,957,24.24
3430,2015,0,1057,0.0
3431,2015,165,1348,12.24
3432,2015,0,1094,0.0
3433,2015,0,1202,0.0
3434,2015,378,1166,32.42
3435,2015,331,1875,17.65
3436,2015,0,2701,0.0
3437,2015,0,2594,0.0
3438,2015,173,1495,11.57
3439,2015,122,2113,5.77
3440,2015,0,2430,0.0
3441,2015,512,2842,18.02
3442,2015,301,6853,4.39
3443,2015,0,5719,0.0
3446,2015,2183,6561,33.27
3447,2015,365,2482,14.71
3448,2015,215,3346,6.43
3449,2015,96,1512,6.35
3450,2015,0,698,0.0
3451,2015,0,2782,0.0
3452,2015,485,1160,41.81
3453,2015,0,1480,0.0
3454,2015,82,868,9.45
3901,2015,0,12758,0.0
3903,2015,283,15290,1.85
3905,2015,188,19201,0.98
3907,2015,755,28075,2.69
3909,2015,218,20961,1.04
3911,2015,1156,13423,8.61
4001,2015,1067,16344,6.53
4003,2015,3529,23215,15.2
4005,2015,88,5805,1.52
4010,2015,0,1232,0.0
4012,2015,0,6452,0.0
4014,2015,0,5187,0.0
4016,2015,0,1971,0.0
4018,2015,32,3047,1.05
4020,2015,0,4394,0.0
4022,2015,0,1427,0.0
4024,2015,0,886,0.0
4026,2015,0,2936,0.0
4028,2015,0,1162,0.0
4030,2015,0,777,0.0
4032,2015,0,658,0.0
4034,2015,0,1253,0.0
4036,2015,0,1753,0.0
4201,2015,0,3287,0.0
4202,2015,283,9398,3.01
4203,2015,736,18952,3.88
4204,2015,3451,46989,7.34
4205,2015,404,11814,3.42
4206,2015,160,4507,3.55
4207,2015,0,4213,0.0
4211,2015,0,1272,0.0
4212,2015,0,1123,0.0
4213,2015,824,2961,27.83
4214,2015,0,2371,0.0
4215,2015,473,5274,8.97
4216,2015,0,2182,0.0
4217,2015,0,902,0.0
4218,2015,0,679,0.0
4219,2015,0,1605,0.0
4220,2015,310,639,48.51
4221,2015,0,693,0.0
4222,2015,0,476,0.0
4223,2015,299,6197,4.82
4224,2015,0,520,0.0
4225,2015,62,3730,1.66
4226,2015,110,943,11.66
4227,2015,0,2934,0.0
4228,2015,87,1024,8.5
4601,2015,3230,130846,2.47
4602,2015,1087,8280,13.13
4611,2015,0,2012,0.0
4612,2015,0,2530,0.0
4613,2015,277,5458,5.08
4614,2015,531,8675,6.12
4615,2015,38,1604,2.37
4616,2015,0,1505,0.0
4617,2015,349,5704,6.12
4618,2015,146,5793,2.52
4619,2015,0,516,0.0
4620,2015,0,636,0.0
4621,2015,0,7377,0.0
4622,2015,0,4216,0.0
4623,2015,299,1257,23.79
4624,2015,649,11403,5.69
4625,2015,0,2555,0.0
4626,2015,2267,15450,14.67
4627,2015,1423,12386,11.49
4628,2015,0,2065,0.0
4629,2015,228,228,100.0
4630,2015,0,3932,0.0
4631,2015,261,13069,2.0
4632,2015,0,1369,0.0
4633,2015,19,362,5.25
4634,2015,0,944,0.0
4635,2015,0,1275,0.0
4636,2015,0,397,0.0
4637,2015,0,672,0.0
4638,2015,14,2083,0.67
4639,2015,0,1355,0.0
4640,2015,9,4555,0.2
4641,2015,0,937,0.0
4642,2015,0,2473,0.0
4643,2015,0,2909,0.0
4644,2015,18,2967,0.61
4645,2015,0,1595,0.0
4646,2015,28,2884,0.97
4647,2015,69,8858,0.78
4648,2015,0,1789,0.0
4649,2015,441,4532,9.73
4650,2015,224,3814,5.87
4651,2015,0,3103,0.0
5001,2015,3775,89876,4.2
5006,2015,25,11885,0.21
5007,2015,237,5843,4.06
5014,2015,0,1832,0.0
5020,2015,179,1045,17.13
5021,2015,0,3169,0.0
5022,2015,161,1275,12.63
5025,2015,200,3239,6.17
5026,2015,435,1147,37.93
5027,2015,345,2977,11.59
5028,2015,774,7276,10.64
5029,2015,513,3489,14.7
5031,2015,445,6080,7.32
5032,2015,635,2055,30.9
5033,2015,174,545,31.93
5034,2015,359,1274,28.18
5035,2015,0,10952,0.0
5036,2015,0,1303,0.0
5037,2015,46,8839,0.52
5038,2015,0,6272,0.0
5041,2015,0,1222,0.0
5042,2015,0,705,0.0
5043,2015,179,286,62.59
5044,2015,63,482,13.07
5045,2015,0,1324,0.0
5046,2015,25,713,3.51
5047,2015,0,1866,0.0
5049,2015,0,586,0.0
5052,2015,0,306,0.0
5053,2015,38,5332,0.71
5054,2015,355,3250,10.92
5055,2015,162,2609,6.21
5056,2015,317,1831,17.31
5057,2015,88,4566,1.93
5058,2015,0,1659,0.0
5059,2015,2213,8140,27.19
5060,2015,0,4198,0.0
5061,2015,0,1086,0.0
5501,2015,686,33348,2.06
5503,2015,0,10525,0.0
5510,2015,0,1354,0.0
5512,2015,130,2154,6.04
5514,2015,200,698,28.65
5516,2015,162,594,27.27
5518,2015,0,573,0.0
5520,2015,0,1818,0.0
5522,2015,0,1092,0.0
5524,2015,0,2996,0.0
5526,2015,426,1554,27.41
5528,2015,48,666,7.21
5530,2015,986,6257,15.76
5532,2015,0,2540,0.0
5534,2015,190,996,19.08
5536,2015,493,1557,31.66
5538,2015,435,1126,38.63
5540,2015,102,1051,9.71
5542,2015,332,1337,24.83
5544,2015,0,2108,0.0
5546,2015,214,645,33.18
5601,2015,454,8278,5.48
5603,2015,0,4410,0.0
5605,2015,38,4394,0.86
5607,2015,256,3018,8.48
5610,2015,319,1430,22.31
5612,2015,901,1577,57.13
5614,2015,0,536,0.0
5616,2015,0,515,0.0
5618,2015,0,545,0.0
5620,2015,0,1282,0.0
5622,2015,358,2129,16.82
5624,2015,196,680,28.82
5626,2015,0,560,0.0
5628,2015,213,1377,15.47
5630,2015,0,428,0.0
5632,2015,0,1010,0.0
5634,2015,48,1006,4.77
5636,2015,202,515,39.22
0301,2019,29472,365467,8.06
1101,2019,0,7521,0.0
1103,2019,8618,71552,12.04
1106,2019,773,17341,4.46
1108,2019,4386,36845,11.9
1111,2019,230,1822,12.62
1112,2019,0,1673,0.0
1114,2019,0,1486,0.0
1119,2019,2578,8961,28.77
1120,2019,519,9428,5.5
1121,2019,0,9709,0.0
1122,2019,0,5653,0.0
1124,2019,1335,13191,10.12
1127,2019,0,5729,0.0
1130,2019,253,6226,4.06
1133,2019,0,1334,0.0
1134,2019,0,2096,0.0
1135,2019,0,2471,0.0
1144,2019,285,350,81.43
1145,2019,0,499,0.0
1146,2019,0,5461,0.0
1149,2019,2905,19682,14.76
1151,2019,124,124,100.0
1160,2019,262,4215,6.22
1505,2019,1918,11343,16.91
1506,2019,164,15565,1.05
