kom2024,navn,aar,befolkning
1120,Klepp,2004,14313
1120,Klepp,2005,14536
1120,Klepp,2006,14832
1120,Klepp,2007,15271
1120,Klepp,2008,15839
1120,Klepp,2009,16350
1120,Klepp,2010,16918
1120,Klepp,2011,17397
1120,Klepp,2012,17746
1120,Klepp,2013,18227
1120,Klepp,2014,18485
1120,Klepp,2015,18741
1120,Klepp,2016,18970
1120,Klepp,2017,19042
1120,Klepp,2018,19217
1120,Klepp,2019,19354
1120,Klepp,2020,19588
1120,Klepp,2021,19848
1120,Klepp,2022,20163
1120,Klepp,2023,20615
1120,Klepp,2024,20900
1120,Klepp,2025,21186
1120,Klepp,2026,21444
1121,Time,1986,11182
1121,Time,1987,11353
1121,Time,1987,11353
1121,Time,1988,11407
1121,Time,1989,11676
1121,Time,1990,11929
1121,Time,1990,11929
1121,Time,1991,12059
1121,Time,1992,12245
1121,Time,1993,12331
1121,Time,1994,12475
1121,Time,1995,12687
1121,Time,1995,12687
1121,Time,1996,12793
1121,Time,1997,12893
1121,Time,1998,12973
1121,Time,1999,13100
1121,Time,2000,13317
1121,Time,2000,13317
1121,Time,2001,13501
1121,Time,2002,13593
1121,Time,2003,13909
1121,Time,2004,14177
1121,Time,2005,14461
1121,Time,2006,14807
1121,Time,2007,15048
1121,Time,2008,15459
1121,Time,2009,15836
1121,Time,2010,16077
1121,Time,2011,16450
1121,Time,2012,16769
1121,Time,2013,17437
1121,Time,2014,17897
1121,Time,2015,18306
1121,Time,2016,18572
1121,Time,2017,18656
1121,Time,2018,18699
1121,Time,2019,18795
1121,Time,2020,18916
1121,Time,2021,19106
1121,Time,2022,19353
1121,Time,2023,19781
1121,Time,2024,19910
1121,Time,2025,20157
1121,Time,2026,20461
1122,Gjesdal,1986,6238
1122,Gjesdal,1987,6608
1122,Gjesdal,1987,6608
1122,Gjesdal,1988,6866
1122,Gjesdal,1989,7057
1122,Gjesdal,1990,7263
1122,Gjesdal,1990,7263
1122,Gjesdal,1991,7481
1122,Gjesdal,1992,7682
1122,Gjesdal,1993,7855
1122,Gjesdal,1994,7998
1122,Gjesdal,1995,8148
1122,Gjesdal,1995,8148
1122,Gjesdal,1996,8241
1122,Gjesdal,1997,8360
1122,Gjesdal,1998,8534
1122,Gjesdal,1999,8747
1122,Gjesdal,2000,8911
1122,Gjesdal,2000,8911
1122,Gjesdal,2001,8995
1122,Gjesdal,2002,9104
1122,Gjesdal,2003,9137
1122,Gjesdal,2004,9248
1122,Gjesdal,2005,9273
1122,Gjesdal,2006,9426
1122,Gjesdal,2007,9621
1122,Gjesdal,2008,9729
1122,Gjesdal,2009,9969
1122,Gjesdal,2010,10208
1122,Gjesdal,2011,10508
1122,Gjesdal,2012,10778
1122,Gjesdal,2013,11039
1122,Gjesdal,2014,11317
1122,Gjesdal,2015,11600
1122,Gjesdal,2016,11853
1122,Gjesdal,2017,11902
1122,Gjesdal,2018,11866
1122,Gjesdal,2019,11899
1122,Gjesdal,2020,12002
1122,Gjesdal,2021,12064
1122,Gjesdal,2022,12131
1122,Gjesdal,2023,12302
1122,Gjesdal,2024,12362
1122,Gjesdal,2025,12536
1122,Gjesdal,2026,12715
1124,Sola,1986,14832
1124,Sola,1987,14981
1124,Sola,1987,14981
1124,Sola,1988,15240
1124,Sola,1989,15705
1124,Sola,1990,15719
1124,Sola,1990,15719
1124,Sola,1991,15982
1124,Sola,1992,16375
1124,Sola,1993,16814
1124,Sola,1994,17381
1124,Sola,1995,17779
1124,Sola,1995,17779
1124,Sola,1996,17990
1124,Sola,1997,18182
1124,Sola,1998,18371
1124,Sola,1999,18706
1124,Sola,2000,18915
1124,Sola,2000,18915
1124,Sola,2001,19023
1124,Sola,2002,19231
1124,Sola,2003,19538
1124,Sola,2004,19555
1124,Sola,2005,19832
1124,Sola,2006,20138
1124,Sola,2007,20666
1124,Sola,2008,21446
1124,Sola,2009,22076
1124,Sola,2010,22831
1124,Sola,2011,23350
1124,Sola,2012,23877
1124,Sola,2013,24579
1124,Sola,2014,25083
1124,Sola,2015,25708
1124,Sola,2016,26096
1124,Sola,2017,26016
1124,Sola,2018,26265
1124,Sola,2019,26582
1124,Sola,2020,27153
1124,Sola,2021,27457
1124,Sola,2022,27568
1124,Sola,2023,28315
1124,Sola,2024,28685
1124,Sola,2025,29153
1124,Sola,2026,29541
1127,Randaberg,1986,6967
1127,Randaberg,1987,7151
1127,Randaberg,1987,7151
1127,Randaberg,1988,7207
1127,Randaberg,1989,7451
1127,Randaberg,1990,7561
1127,Randaberg,1990,7561
1127,Randaberg,1991,7681
1127,Randaberg,1992,7756
1127,Randaberg,1993,7955
1127,Randaberg,1994,8051
1127,Randaberg,1995,8164
1127,Randaberg,1995,8164
1127,Randaberg,1996,8317
1127,Randaberg,1997,8445
1127,Randaberg,1998,8605
1127,Randaberg,1999,8741
1127,Randaberg,2000,8773
1127,Randaberg,2000,8773
1127,Randaberg,2001,8762
1127,Randaberg,2002,8880
1127,Randaberg,2003,8998
1127,Randaberg,2004,9076
1127,Randaberg,2005,9099
1127,Randaberg,2006,9304
1127,Randaberg,2007,9501
1127,Randaberg,2008,9622
1127,Randaberg,2009,9867
1127,Randaberg,2010,9997
1127,Randaberg,2011,10061
1127,Randaberg,2012,10265
1127,Randaberg,2013,10397
1127,Randaberg,2014,10416
1127,Randaberg,2015,10556
1127,Randaberg,2016,10737
1127,Randaberg,2017,10873
1127,Randaberg,2018,10972
1127,Randaberg,2019,11053
1127,Randaberg,2020,11221
1127,Randaberg,2021,11315
1127,Randaberg,2022,11454
1127,Randaberg,2023,11671
1127,Randaberg,2024,11742
1127,Randaberg,2025,11795
1127,Randaberg,2026,11841
1130,Strand,1986,9059
1130,Strand,1987,9221
1130,Strand,1987,9221
1130,Strand,1988,9435
1130,Strand,1989,9525
1130,Strand,1990,9545
1130,Strand,1990,9545
1130,Strand,1991,9535
1130,Strand,1992,9538
1130,Strand,1993,9584
1130,Strand,1994,9624
1130,Strand,1995,9728
1130,Strand,1995,9728
1130,Strand,1996,9740
1130,Strand,1997,9792
1130,Strand,1998,9837
1130,Strand,1999,9969
1130,Strand,2000,10122
1130,Strand,2000,10122
1130,Strand,2001,10182
1130,Strand,2002,10188
1130,Strand,2003,10298
1130,Strand,2004,10328
1130,Strand,2005,10441
1130,Strand,2006,10566
1130,Strand,2007,10654
1130,Strand,2008,10894
1130,Strand,2009,11045
1130,Strand,2010,11206
1130,Strand,2011,11379
1130,Strand,2012,11533
1130,Strand,2013,11882
1130,Strand,2014,12139
1130,Strand,2015,12395
1130,Strand,2016,12464
1130,Strand,2017,12662
1130,Strand,2018,12638
1130,Strand,2019,12720
1130,Strand,2020,12968
1130,Strand,2021,13070
1130,Strand,2022,13268
1130,Strand,2023,13474
1130,Strand,2024,13703
1130,Strand,2025,13813
1130,Strand,2026,13959
1133,Hjelmeland,1986,2860
1133,Hjelmeland,1987,2837
1133,Hjelmeland,1987,2837
1133,Hjelmeland,1988,2805
1133,Hjelmeland,1989,2833
1133,Hjelmeland,1990,2827
1133,Hjelmeland,1990,2827
1133,Hjelmeland,1991,2812
1133,Hjelmeland,1992,2822
1133,Hjelmeland,1993,2789
1133,Hjelmeland,1994,2730
1133,Hjelmeland,1995,2743
1133,Hjelmeland,1995,2743
1133,Hjelmeland,1996,2771
1133,Hjelmeland,1997,2762
1133,Hjelmeland,1998,2748
1133,Hjelmeland,1999,2762
1133,Hjelmeland,2000,2756
1133,Hjelmeland,2000,2756
1133,Hjelmeland,2001,2745
1133,Hjelmeland,2002,2708
1133,Hjelmeland,2003,2708
1133,Hjelmeland,2004,2747
1133,Hjelmeland,2005,2736
1133,Hjelmeland,2006,2723
1133,Hjelmeland,2007,2707
1133,Hjelmeland,2008,2678
1133,Hjelmeland,2009,2701
1133,Hjelmeland,2010,2744
1133,Hjelmeland,2011,2814
1133,Hjelmeland,2012,2807
1133,Hjelmeland,2013,2799
1133,Hjelmeland,2014,2787
1133,Hjelmeland,2015,2785
1133,Hjelmeland,2016,2737
1133,Hjelmeland,2017,2708
1133,Hjelmeland,2018,2723
1133,Hjelmeland,2019,2684
1133,Hjelmeland,2020,2574
1133,Hjelmeland,2021,2580
1133,Hjelmeland,2022,2534
1133,Hjelmeland,2023,2619
1133,Hjelmeland,2024,2643
1133,Hjelmeland,2025,2681
1133,Hjelmeland,2026,2612
1134,Suldal,1986,4410
1134,Suldal,1987,4281
1134,Suldal,1987,4281
1134,Suldal,1988,4241
1134,Suldal,1989,4150
1134,Suldal,1990,4119
1134,Suldal,1990,4119
1134,Suldal,1991,4137
1134,Suldal,1992,4107
1134,Suldal,1993,4114
1134,Suldal,1994,4097
1134,Suldal,1995,4102
1134,Suldal,1995,4102
1134,Suldal,1996,4113
1134,Suldal,1997,4106
1134,Suldal,1998,4082
1134,Suldal,1999,4063
1134,Suldal,2000,4043
1134,Suldal,2000,4043
1134,Suldal,2001,4042
1134,Suldal,2002,3984
1134,Suldal,2003,3923
1134,Suldal,2004,3895
1134,Suldal,2005,3901
1134,Suldal,2006,3883
1134,Suldal,2007,3874
1134,Suldal,2008,3823
1134,Suldal,2009,3833
1134,Suldal,2010,3849
1134,Suldal,2011,3850
1134,Suldal,2012,3845
1134,Suldal,2013,3872
1134,Suldal,2014,3881
1134,Suldal,2015,3892
1134,Suldal,2016,3903
1134,Suldal,2017,3853
1134,Suldal,2018,3849
1134,Suldal,2019,3794
1134,Suldal,2020,3804
1134,Suldal,2021,3809
1134,Suldal,2022,3784
1134,Suldal,2023,3815
1134,Suldal,2024,3889
1134,Suldal,2025,3939
1134,Suldal,2026,3891
1135,Sauda,1986,5484
1135,Sauda,1987,5482
1135,Sauda,1987,5482
1135,Sauda,1988,5416
1135,Sauda,1989,5403
1135,Sauda,1990,5355
1135,Sauda,1990,5355
1135,Sauda,1991,5286
1135,Sauda,1992,5294
1135,Sauda,1993,5283
1135,Sauda,1994,5199
1135,Sauda,1995,5226
1135,Sauda,1995,5226
1135,Sauda,1996,5190
1135,Sauda,1997,5166
1135,Sauda,1998,5155
1135,Sauda,1999,5102
1135,Sauda,2000,5081
1135,Sauda,2000,5081
1135,Sauda,2001,5019
1135,Sauda,2002,4926
1135,Sauda,2003,4915
1135,Sauda,2004,4878
1135,Sauda,2005,4819
1135,Sauda,2006,4769
1135,Sauda,2007,4732
1135,Sauda,2008,4734
1135,Sauda,2009,4730
1135,Sauda,2010,4695
1135,Sauda,2011,4703
1135,Sauda,2012,4754
1135,Sauda,2013,4745
1135,Sauda,2014,4760
1135,Sauda,2015,4756
1135,Sauda,2016,4710
1135,Sauda,2017,4760
1135,Sauda,2018,4663
1135,Sauda,2019,4597
1135,Sauda,2020,4595
1135,Sauda,2021,4561
1135,Sauda,2022,4525
1135,Sauda,2023,4543
1135,Sauda,2024,4572
1135,Sauda,2025,4600
1135,Sauda,2026,4603
1144,Kvitsøy,1986,518
1144,Kvitsøy,1987,506
1144,Kvitsøy,1987,506
1144,Kvitsøy,1988,488
1144,Kvitsøy,1989,499
1144,Kvitsøy,1990,492
1144,Kvitsøy,1990,492
1144,Kvitsøy,1991,480
1144,Kvitsøy,1992,482
1144,Kvitsøy,1993,482
1144,Kvitsøy,1994,490
1144,Kvitsøy,1995,515
1144,Kvitsøy,1995,515
1144,Kvitsøy,1996,532
1144,Kvitsøy,1997,518
1144,Kvitsøy,1998,523
1144,Kvitsøy,1999,510
1144,Kvitsøy,2000,523
1144,Kvitsøy,2000,523
1144,Kvitsøy,2001,529
1144,Kvitsøy,2002,520
1144,Kvitsøy,2003,519
1144,Kvitsøy,2004,508
1144,Kvitsøy,2005,511
1144,Kvitsøy,2006,521
1144,Kvitsøy,2007,527
1144,Kvitsøy,2008,538
1144,Kvitsøy,2009,542
1144,Kvitsøy,2010,527
1144,Kvitsøy,2011,528
1144,Kvitsøy,2012,519
1144,Kvitsøy,2013,528
1144,Kvitsøy,2014,531
1144,Kvitsøy,2015,534
1144,Kvitsøy,2016,524
1144,Kvitsøy,2017,534
1144,Kvitsøy,2018,542
1144,Kvitsøy,2019,516
1144,Kvitsøy,2020,517
1144,Kvitsøy,2021,507
1144,Kvitsøy,2022,523
1144,Kvitsøy,2023,535
1144,Kvitsøy,2024,544
1144,Kvitsøy,2025,570
1144,Kvitsøy,2026,579
1145,Bokn,1986,742
1145,Bokn,1987,739
1145,Bokn,1987,739
1145,Bokn,1988,736
1145,Bokn,1989,738
1145,Bokn,1990,738
1145,Bokn,1990,738
1145,Bokn,1991,736
1145,Bokn,1992,738
1145,Bokn,1993,760
1145,Bokn,1994,775
1145,Bokn,1995,772
1145,Bokn,1995,772
1145,Bokn,1996,779
1145,Bokn,1997,771
1145,Bokn,1998,773
1145,Bokn,1999,753
1145,Bokn,2000,786
1145,Bokn,2000,786
1145,Bokn,2001,792
1145,Bokn,2002,765
1145,Bokn,2003,765
1145,Bokn,2004,767
1145,Bokn,2005,769
1145,Bokn,2006,770
1145,Bokn,2007,793
1145,Bokn,2008,823
1145,Bokn,2009,811
1145,Bokn,2010,831
1145,Bokn,2011,837
1145,Bokn,2012,851
1145,Bokn,2013,865
1145,Bokn,2014,868
1145,Bokn,2015,865
1145,Bokn,2016,865
1145,Bokn,2017,855
1145,Bokn,2018,844
1145,Bokn,2019,840
1145,Bokn,2020,852
1145,Bokn,2021,859
1145,Bokn,2022,855
1145,Bokn,2023,868
1145,Bokn,2024,883
1145,Bokn,2025,893
1145,Bokn,2026,907
1146,Tysvær,1986,7613
1146,Tysvær,1987,7757
1146,Tysvær,1987,7757
1146,Tysvær,1988,7856
1146,Tysvær,1989,7957
1146,Tysvær,1990,8013
1146,Tysvær,1990,8013
1146,Tysvær,1991,7974
1146,Tysvær,1992,8051
1146,Tysvær,1993,8023
1146,Tysvær,1994,8072
1146,Tysvær,1995,8133
1146,Tysvær,1995,8133
1146,Tysvær,1996,8291
1146,Tysvær,1997,8393
1146,Tysvær,1998,8506
1146,Tysvær,1999,8669
1146,Tysvær,2000,8828
1146,Tysvær,2000,8828
1146,Tysvær,2001,8909
1146,Tysvær,2002,9036
1146,Tysvær,2003,9092
1146,Tysvær,2004,9213
1146,Tysvær,2005,9370
1146,Tysvær,2006,9349
1146,Tysvær,2007,9513
1146,Tysvær,2008,9604
1146,Tysvær,2009,9712
1146,Tysvær,2010,9928
1146,Tysvær,2011,10191
1146,Tysvær,2012,10320
1146,Tysvær,2013,10487
1146,Tysvær,2014,10668
1146,Tysvær,2015,10857
1146,Tysvær,2016,10925
1146,Tysvær,2017,11041
1146,Tysvær,2018,11023
1146,Tysvær,2019,11028
1146,Tysvær,2020,11065
1146,Tysvær,2021,11178
1146,Tysvær,2022,11283
1146,Tysvær,2023,11405
1146,Tysvær,2024,11570
1146,Tysvær,2025,11715
1146,Tysvær,2026,11750
1149,Karmøy,1986,34196
1149,Karmøy,1987,34554
1149,Karmøy,1987,34554
1149,Karmøy,1988,34827
