kom2024,aar,stemmer_9parti,stemmer_andre,godkjente_i_alt
5059,1997,9160,153,9313
5059,2001,8505,290,8795
5059,2005,9145,127,9272
5059,2009,9232,65,9297
5059,2013,9565,244,9809
5059,2017,9695,248,9943
5059,2021,9927,398,10325
5059,2025,10177,565,10742
5060,1993,5071,51,5122
5060,1997,5099,62,5161
5060,2001,4470,442,4912
5060,2005,4929,150,5079
5060,2009,4653,22,4675
5060,2013,4848,92,4940
5060,2017,4998,91,5089
5060,2021,4967,206,5173
5060,2025,5033,253,5286
5061,1993,1273,4,1277
5061,1997,1263,12,1275
5061,2001,1137,26,1163
5061,2005,1169,7,1176
5061,2009,1153,1,1154
5061,2013,1217,4,1221
5061,2017,1199,13,1212
5061,2021,1194,36,1230
5061,2025,1089,45,1134
5501,1993,28030,940,28970
5501,1997,29350,1844,31194
5501,2001,28477,3691,32168
5501,2005,30943,3295,34238
5501,2009,35361,358,35719
5501,2013,38330,629,38959
5501,2017,40558,640,41198
5501,2021,41166,1191,42357
5501,2025,44321,1697,46018
5503,1993,12046,142,12188
5503,1997,12712,308,13020
5503,2001,11693,904,12597
5503,2005,12318,662,12980
5503,2009,12807,100,12907
5503,2013,13222,143,13365
5503,2017,13419,162,13581
5503,2021,13281,372,13653
5503,2025,13761,631,14392
5510,1993,1745,30,1775
5510,1997,1683,46,1729
5510,2001,1379,165,1544
5510,2005,1565,106,1671
5510,2009,1569,19,1588
5510,2013,1597,21,1618
5510,2017,1640,22,1662
5510,2021,1571,27,1598
5510,2025,1526,73,1599
5512,1993,2498,28,2526
5512,1997,2670,99,2769
5512,2001,2326,244,2570
5512,2005,2360,164,2524
5512,2009,2438,21,2459
5512,2013,2441,27,2468
5512,2017,2458,34,2492
5512,2021,2334,101,2435
5512,2025,2388,114,2502
5514,1993,1200,10,1210
5514,1997,1178,15,1193
5514,2001,891,136,1027
5514,2005,873,97,970
5514,2009,817,10,827
5514,2013,812,18,830
5514,2017,786,7,793
5514,2021,726,30,756
5514,2025,725,26,751
5516,1993,786,9,795
5516,1997,809,11,820
5516,2001,656,100,756
5516,2005,643,55,698
5516,2009,662,10,672
5516,2013,598,8,606
5516,2017,578,12,590
5516,2021,569,11,580
5516,2025,506,21,527
5518,1993,723,3,726
5518,1997,698,10,708
5518,2001,568,81,649
5518,2005,617,37,654
5518,2009,598,4,602
5518,2013,607,2,609
5518,2017,621,7,628
5518,2021,569,20,589
5518,2025,538,25,563
5520,1993,2210,11,2221
5520,1997,2216,31,2247
5520,2001,2004,147,2151
5520,2005,2143,87,2230
5520,2009,2206,10,2216
5520,2013,2239,17,2256
5520,2017,2252,30,2282
5520,2021,2361,41,2402
5520,2025,2304,87,2391
5522,1993,1410,9,1419
5522,1997,1368,23,1391
5522,2001,1101,134,1235
5522,2005,1212,52,1264
5522,2009,1219,7,1226
5522,2013,1212,11,1223
5522,2017,1257,7,1264
5522,2021,1193,26,1219
5522,2025,1142,46,1188
5524,1993,3943,35,3978
5524,1997,3774,56,3830
5524,2001,3390,232,3622
5524,2005,3414,150,3564
5524,2009,3471,16,3487
5524,2013,3596,26,3622
5524,2017,3830,46,3876
5524,2021,3751,99,3850
5524,2025,3760,186,3946
5526,1993,1803,8,1811
5526,1997,1903,27,1930
5526,2001,1641,157,1798
5526,2005,1761,100,1861
5526,2009,1809,11,1820
5526,2013,1878,16,1894
5526,2017,1899,19,1918
5526,2021,1846,52,1898
5526,2025,1902,103,2005
5528,1993,808,4,812
5528,1997,841,13,854
5528,2001,669,99,768
5528,2005,676,86,762
5528,2009,674,10,684
5528,2013,728,5,733
5528,2017,715,7,722
5528,2021,635,42,677
5528,2025,638,40,678
5530,1993,8349,74,8423
5530,1997,8239,146,8385
5530,2001,6670,1359,8029
5530,2005,7023,980,8003
5530,2009,7640,127,7767
5530,2013,7607,146,7753
5530,2017,7692,108,7800
5530,2021,7487,297,7784
5530,2025,7492,498,7990
5532,1993,3504,65,3569
5532,1997,3240,82,3322
5532,2001,2646,442,3088
5532,2005,2741,327,3068
5532,2009,3025,48,3073
5532,2013,3020,71,3091
5532,2017,3159,50,3209
5532,2021,2975,122,3097
5532,2025,2950,213,3163
5534,1993,1403,23,1426
5534,1997,1307,39,1346
5534,2001,693,678,1371
5534,2005,814,465,1279
5534,2009,1189,52,1241
5534,2013,1203,47,1250
5534,2017,1211,26,1237
5534,2021,1192,50,1242
5534,2025,1151,72,1223
5536,1993,1906,21,1927
5536,1997,1851,50,1901
5536,2001,1460,293,1753
5536,2005,1513,283,1796
5536,2009,1691,28,1719
5536,2013,1685,25,1710
5536,2017,1637,25,1662
5536,2021,1575,47,1622
5536,2025,1555,92,1647
5538,1993,1019,14,1033
5538,1997,1025,33,1058
5538,2001,859,143,1002
5538,2005,946,139,1085
5538,2009,964,15,979
5538,2013,1059,18,1077
5538,2017,1059,15,1074
5538,2021,1088,44,1132
5538,2025,1044,85,1129
5540,1993,1457,18,1475
5540,1997,1340,57,1397
5540,2001,1038,238,1276
5540,2005,973,289,1262
5540,2009,1215,47,1262
5540,2013,1179,51,1230
5540,2017,1184,14,1198
5540,2021,1122,32,1154
5540,2025,1125,45,1170
5542,1993,1570,17,1587
5542,1997,1516,33,1549
5542,2001,1179,323,1502
5542,2005,1006,656,1662
5542,2009,1313,159,1472
5542,2013,1440,46,1486
5542,2017,1397,15,1412
5542,2021,1361,27,1388
5542,2025,1315,63,1378
5544,1993,2485,32,2517
5544,1997,2585,43,2628
5544,2001,2209,281,2490
5544,2005,2299,296,2595
5544,2009,2490,48,2538
5544,2013,2544,40,2584
5544,2017,2545,28,2573
5544,2021,2549,88,2637
5544,2025,2537,117,2654
5546,1993,876,13,889
5546,1997,853,14,867
5546,2001,662,133,795
5546,2005,581,186,767
5546,2009,635,86,721
5546,2013,660,32,692
5546,2017,665,8,673
5546,2021,618,22,640
5546,2025,605,44,649
5601,1993,7474,129,7603
5601,1997,7934,119,8053
5601,2001,7441,638,8079
5601,2005,8146,415,8561
5601,2009,8739,485,9224
5601,2013,8885,715,9600
5601,2017,10365,185,10550
5601,2021,6151,4694,10845
5601,2025,7470,4149,11619
5603,1993,5525,64,5589
5603,1997,5509,137,5646
5603,2001,4800,443,5243
5603,2005,4911,349,5260
5603,2009,5173,174,5347
5603,2013,5381,136,5517
5603,2017,5519,112,5631
5603,2021,5414,289,5703
5603,2025,5432,400,5832
5605,1993,4962,85,5047
5605,1997,5038,132,5170
5605,2001,4444,348,4792
5605,2005,4825,150,4975
5605,2009,4886,76,4962
5605,2013,5004,123,5127
5605,2017,5245,95,5340
5605,2021,5139,138,5277
5605,2025,5192,265,5457
5607,1993,3241,57,3298
5607,1997,3352,95,3447
5607,2001,3052,235,3287
5607,2005,3085,176,3261
5607,2009,3119,61,3180
5607,2013,3176,71,3247
5607,2017,3243,48,3291
5607,2021,3159,86,3245
5607,2025,3108,140,3248
5610,1993,1351,19,1370
5610,1997,1430,24,1454
5610,2001,1095,280,1375
5610,2005,1044,365,1409
5610,2009,1388,9,1397
5610,2013,1351,38,1389
5610,2017,1413,29,1442
5610,2021,1359,53,1412
5610,2025,1317,129,1446
5612,1993,1463,17,1480
5612,1997,1547,21,1568
5612,2001,1129,357,1486
5612,2005,1177,201,1378
5612,2009,1382,39,1421
5612,2013,1305,137,1442
5612,2017,1417,46,1463
5612,2021,1012,479,1491
5612,2025,1232,351,1583
5614,1993,849,5,854
5614,1997,817,5,822
5614,2001,567,175,742
5614,2005,553,128,681
5614,2009,552,42,594
5614,2013,523,47,570
5614,2017,506,16,522
5614,2021,444,33,477
5614,2025,415,52,467
5616,1993,685,18,703
5616,1997,682,6,688
5616,2001,509,103,612
5616,2005,490,57,547
5616,2009,485,12,497
5616,2013,467,12,479
5616,2017,457,5,462
5616,2021,442,20,462
5616,2025,433,36,469
5618,1993,882,4,886
5618,1997,809,7,816
5618,2001,633,123,756
5618,2005,625,78,703
5618,2009,654,8,662
5618,2013,584,7,591
5618,2017,551,5,556
5618,2021,538,17,555
5618,2025,469,30,499
5620,1993,2133,16,2149
5620,1997,1923,39,1962
5620,2001,1561,264,1825
5620,2005,1589,162,1751
5620,2009,1534,29,1563
5620,2013,1591,31,1622
5620,2017,1566,32,1598
5620,2021,1509,70,1579
5620,2025,1499,75,1574
5622,1993,2231,76,2307
5622,1997,2269,34,2303
5622,2001,2043,146,2189
5622,2005,2108,82,2190
5622,2009,2132,17,2149
5622,2013,2080,58,2138
5622,2017,2154,59,2213
5622,2021,2089,108,2197
5622,2025,2136,144,2280
5624,1993,855,7,862
5624,1997,766,27,793
5624,2001,649,102,751
5624,2005,624,92,716
5624,2009,651,25,676
5624,2013,648,27,675
5624,2017,657,25,682
5624,2021,620,39,659
5624,2025,578,56,634
5626,1993,726,9,735
5626,1997,698,4,702
5626,2001,551,103,654
5626,2005,532,60,592
5626,2009,516,17,533
5626,2013,486,22,508
5626,2017,492,9,501
5626,2021,482,16,498
5626,2025,407,37,444
5628,1993,1743,22,1765
5628,1997,1720,20,1740
5628,2001,1429,146,1575
5628,2005,1437,115,1552
5628,2009,1554,17,1571
5628,2013,1562,41,1603
5628,2017,1638,26,1664
5628,2021,1518,98,1616
5628,2025,1420,168,1588
5630,1993,675,3,678
5630,1997,665,18,683
5630,2001,490,102,592
5630,2005,540,76,616
5630,2009,537,14,551
5630,2013,505,14,519
5630,2017,449,8,457
5630,2021,453,8,461
5630,2025,427,12,439
5632,1993,1088,9,1097
5632,1997,1188,13,1201
5632,2001,964,129,1093
5632,2005,991,79,1070
5632,2009,990,20,1010
5632,2013,951,22,973
5632,2017,895,16,911
5632,2021,853,36,889
5632,2025,824,49,873
5634,1993,1543,26,1569
5634,1997,1475,32,1507
5634,2001,1074,177,1251
5634,2005,1110,127,1237
5634,2009,1080,92,1172
5634,2013,1097,48,1145
5634,2017,1047,30,1077
5634,2021,1045,36,1081
5634,2025,959,55,1014
5636,1993,598,15,613
5636,1997,590,11,601
5636,2001,489,66,555
5636,2005,505,43,548
5636,2009,560,2,562
5636,2013,503,11,514
5636,2017,537,12,549
5636,2021,520,16,536
5636,2025,460,51,511
0301,1989,288188,12111,300299
1101,1989,7164,31,7195
1103,1989,61953,613,62566
1106,1989,17218,215,17433
1108,1989,27327,223,27550
1111,1989,2209,27,2236
1112,1989,1858,9,1867
1114,1989,1398,2,1400
1119,1989,7599,31,7630
1120,1989,7067,43,7110
1121,1989,7189,36,7225
1122,1989,4139,19,4158
1124,1989,9051,36,9087
1127,1989,4433,19,4452
1130,1989,5553,25,5578
1133,1989,1655,5,1660
1134,1989,2465,12,2477
1135,1989,3487,35,3522
1144,1989,328,1,329
1145,1989,462,4,466
1146,1989,4652,34,4686
1149,1989,19921,192,20113
1151,1989,150,0,150
1160,1989,4734,28,4762
1505,1989,13675,209,13884
1506,1989,18054,203,18257
1508,1989,25161,307,25468
1511,1989,2270,32,2302
1514,1989,2029,11,2040
1515,1989,4954,21,4975
1516,1989,3471,11,3482
1517,1989,2704,22,2726
1520,1989,6328,42,6370
1525,1989,2913,19,2932
1528,1989,4103,39,4142
1531,1989,4023,36,4059
1532,1989,3595,25,3620
1535,1989,3650,36,3686
1539,1989,4808,29,4837
1547,1989,1731,16,1747
1554,1989,3213,32,3245
1557,1989,1743,14,1757
1560,1989,2161,16,2177
1563,1989,4807,68,4875
1566,1989,3902,20,3922
1573,1989,1614,10,1624
1576,1989,3697,23,3720
1577,1989,4968,32,5000
1578,1989,1806,14,1820
1579,1989,7059,35,7094
1580,1989,5262,45,5307
1804,1989,21633,365,21998
1806,1989,12937,291,13228
1811,1989,1293,20,1313
1812,1989,1284,25,1309
1813,1989,3781,86,3867
1815,1989,975,18,993
1816,1989,393,7,400
1818,1989,1095,20,1115
1820,1989,4026,142,4168
1822,1989,1308,29,1337
1824,1989,8066,131,8197
1825,1989,1093,25,1118
1826,1989,1081,14,1095
1827,1989,1007,31,1038
1828,1989,1077,24,1101
1832,1989,3030,29,3059
1833,1989,14521,278,14799
1834,1989,1318,11,1329
1835,1989,298,7,305
1836,1989,963,13,976
1837,1989,4035,83,4118
1838,1989,1546,17,1563
1839,1989,899,18,917
1840,1989,2949,68,3017
1841,1989,6910,143,7053
1845,1989,1695,22,1717
1848,1989,1794,38,1832
1851,1989,1720,21,1741
1853,1989,1017,25,1042
1856,1989,386,1,387
1857,1989,499,12,511
1859,1989,914,15,929
1860,1989,5910,180,6090
1865,1989,4949,158,5107
1866,1989,4871,120,4991
1867,1989,2313,41,2354
1868,1989,2679,36,2715
1870,1989,4762,78,4840
1871,1989,4101,46,4147
1874,1989,831,14,845
1875,1989,2850,50,2900
3101,1989,16448,157,16605
3103,1989,22822,364,23186
3105,1989,29820,295,30115
3107,1989,42391,375,42766
3110,1989,1983,7,1990
3112,1989,3829,22,3851
3114,1989,2340,14,2354
3116,1989,1876,18,1894
3118,1989,21533,206,21739
3120,1989,4523,15,4538
3122,1989,2172,13,2185
3124,1989,975,2,977
3201,1989,57236,785,58021
3203,1989,39599,480,40079
3205,1989,34375,379,34754
3207,1989,26911,273,27184
3209,1989,11477,117,11594
3212,1989,7777,147,7924
3214,1989,6286,51,6337
3216,1989,6512,77,6589
3218,1989,7462,107,7569
3220,1989,4779,49,4828
3222,1989,16078,211,16289
3224,1989,8247,97,8344
3226,1989,8622,39,8661
3228,1989,9942,54,9996
3230,1989,2359,13,2372
3232,1989,10051,128,10179
3234,1989,4862,16,4878
3236,1989,3819,21,3840
3238,1989,4979,34,5013
3240,1989,10412,84,10496
3242,1989,1650,8,1658
3301,1989,48576,628,49204
3303,1989,13471,117,13588
3305,1989,17589,257,17846
3310,1989,2870,30,2900
3312,1989,11712,105,11817
3314,1989,9017,87,9104
3316,1989,7707,61,7768
3318,1989,1560,10,1570
3320,1989,811,3,814
3322,1989,2188,13,2201
3324,1989,2658,18,2676
3326,1989,1026,6,1032
3328,1989,2962,22,2984
3330,1989,2888,13,2901
3332,1989,2496,12,2508
3334,1989,1608,10,1618
3336,1989,952,8,960
3338,1989,1835,15,1850
3401,1989,11079,54,11133
3403,1989,16963,97,17060
3405,1989,14628,65,14693
3407,1989,17184,72,17256
3411,1989,19658,58,19716
3412,1989,4538,29,4567
3413,1989,11496,52,11548
3414,1989,3685,7,3692
3415,1989,4971,26,4997
3416,1989,4096,8,4104
3417,1989,3924,11,3935
3418,1989,5425,22,5447
3419,1989,2791,9,2800
3420,1989,10855,62,10917
3421,1989,4721,12,4733
3422,1989,2917,33,2950
3423,1989,2213,9,2222
3424,1989,1813,7,1820
3425,1989,1091,2,1093
3426,1989,1157,10,1167
3427,1989,3411,14,3425
3428,1989,1564,3,1567
3429,1989,1344,7,1351
3430,1989,1286,5,1291
3431,1989,2014,2,2016
3432,1989,1576,2,1578
3433,1989,1617,2,1619
3434,1989,1584,1,1585
3435,1989,2541,4,2545
3436,1989,3913,12,3925
3437,1989,3999,11,4010
3438,1989,2258,1,2259
3439,1989,3302,7,3309
3440,1989,2895,5,2900
3441,1989,4085,11,4096
3442,1989,9395,24,9419
3443,1989,8530,36,8566
3446,1989,8126,24,8150
3447,1989,4163,19,4182
3448,1989,4513,11,4524
3449,1989,2229,4,2233
3450,1989,1073,3,1076
3451,1989,4112,0,4112
3452,1989,1470,2,1472
3453,1989,1940,4,1944
3454,1989,1035,4,1039
3901,1989,14167,205,14372
3903,1989,16358,144,16502
3905,1989,20424,315,20739
3907,1989,30829,439,31268
3909,1989,25494,358,25852
3911,1989,13856,203,14059
4001,1989,20074,234,20308
4003,1989,29632,396,30028
4005,1989,8153,162,8315
4010,1989,1336,5,1341
4012,1989,8046,114,8160
4014,1989,6565,89,6654
4016,1989,2823,17,2840
4018,1989,4334,30,4364
4020,1989,5744,46,5790
4022,1989,1761,16,1777
4024,1989,1103,13,1116
4026,1989,4520,34,4554
4028,1989,1744,13,1757
4030,1989,953,2,955
4032,1989,901,7,908
4034,1989,1780,10,1790
4036,1989,2404,11,2415
4201,1989,4285,43,4328
4202,1989,9179,36,9215
4203,1989,23013,178,23191
4204,1989,46510,1343,47853
4205,1989,12249,258,12507
4206,1989,5609,68,5677
4207,1989,5468,50,5518
4211,1989,1601,10,1611
4212,1989,1217,1,1218
4213,1989,3707,11,3718
4214,1989,2398,8,2406
4215,1989,4796,23,4819
4216,1989,2500,9,2509
4217,1989,1235,13,1248
4218,1989,669,6,675
4219,1989,2100,10,2110
4220,1989,857,8,865
4221,1989,912,5,917
4222,1989,421,1,422
4223,1989,6972,106,7078
4224,1989,548,6,554
4225,1989,3751,37,3788
4226,1989,938,15,953
4227,1989,3281,52,3333
4228,1989,1071,7,1078
4601,1989,130236,3488,133724
4602,1989,9489,73,9562
4611,1989,2434,20,2454
4612,1989,2680,25,2705
4613,1989,5692,36,5728
4614,1989,8553,105,8658
4615,1989,1807,15,1822
4616,1989,1785,13,1798
4617,1989,7690,81,7771
4618,1989,8456,196,8652
4619,1989,672,10,682
4620,1989,753,21,774
4621,1989,9326,203,9529
4622,1989,5281,44,5325
4623,1989,1461,9,1470
4624,1989,9671,102,9773
4625,1989,2410,20,2430
4626,1989,13058,132,13190
4627,1989,10935,127,11062
4628,1989,2973,36,3009
4629,1989,179,0,179
4630,1989,4233,41,4274
4631,1989,12152,106,12258
4632,1989,1546,16,1562
4633,1989,497,4,501
4634,1989,1180,10,1190
4635,1989,1537,10,1547
4636,1989,626,6,632
4637,1989,1073,7,1080
4638,1989,2994,26,3020
4639,1989,1546,18,1564
4640,1989,4531,43,4574
4641,1989,1130,6,1136
4642,1989,3115,24,3139
4643,1989,4005,27,4032
4644,1989,3098,15,3113
4645,1989,2026,19,2045
4646,1989,3583,46,3629
4647,1989,8369,102,8471
4648,1989,2865,14,2879
4649,1989,5259,16,5275
4650,1989,4802,24,4826
4651,1989,4082,40,4122
5001,1989,88730,1714,90444
5006,1989,16243,89,16332
5007,1989,7861,40,7901
5014,1989,2467,14,2481
5020,1989,1504,8,1512
5021,1989,3921,9,3930
5022,1989,1803,10,1813
5025,1989,3485,60,3545
5026,1989,1724,12,1736
5027,1989,3834,18,3852
5028,1989,7508,39,7547
5029,1989,3367,4,3371
5031,1989,5702,46,5748
5032,1989,2581,17,2598
5033,1989,659,4,663
5034,1989,1698,9,1707
5035,1989,10452,66,10518
5036,1989,1589,5,1594
5037,1989,10298,67,10365
5038,1989,7995,73,8068
5041,1989,1638,6,1644
5042,1989,974,2,976
5043,1989,441,2,443
5044,1989,770,5,775
5045,1989,1690,6,1696
5046,1989,910,5,915
5047,1989,2338,3,2341
5049,1989,887,3,890
5052,1989,505,4,509
5053,1989,6449,25,6474
5054,1989,4004,23,4027
5055,1989,3439,29,3468
5056,1989,2468,38,2506
5057,1989,5888,39,5927
5058,1989,2222,11,2233
5059,1989,10230,85,10315
5060,1989,5548,36,5584
5061,1989,1335,4,1339
5501,1989,29189,641,29830
5503,1989,13593,158,13751
5510,1989,1950,37,1987
5512,1989,3012,32,3044
5514,1989,1346,14,1360
5516,1989,909,7,916
5518,1989,767,3,770
5520,1989,2339,16,2355
5522,1989,1479,21,1500
5524,1989,4311,50,4361
5526,1989,1960,12,1972
5528,1989,955,7,962
5530,1989,9085,142,9227
5532,1989,3684,55,3739
5534,1989,1569,16,1585
5536,1989,2035,30,2065
5538,1989,1048,5,1053
5540,1989,1616,19,1635
5542,1989,1704,13,1717
5544,1989,2585,23,2608
5546,1989,925,22,947
5601,1989,5901,1690,7591
5603,1989,4792,1413,6205
5605,1989,4551,1093,5644
5607,1989,2607,924,3531
5610,1989,1187,179,1366
5612,1989,1206,113,1319
5614,1989,752,244,996
5616,1989,652,143,795
5618,1989,812,181,993
5620,1989,1754,534,2288
5622,1989,1860,527,2387
5624,1989,654,280,934
5626,1989,507,295,802
5628,1989,1426,353,1779
5630,1989,534,288,822
5632,1989,815,395,1210
5634,1989,1257,516,1773
5636,1989,513,95,608
