kode,variabel,aar,verdi
0817,Folkemengde,1980,4555
0817,Folkemengde,1981,4558
0817,Folkemengde,1982,4556
0817,Folkemengde,1983,4569
0817,Folkemengde,1984,4562
0817,Folkemengde,1985,4531
0817,Folkemengde,1986,4521
0817,Folkemengde,1987,4504
0817,Folkemengde,1988,4476
0817,Folkemengde,1989,4453
0817,Folkemengde,1990,4463
0817,Folkemengde,1991,4400
0817,Folkemengde,1992,4389
0817,Folkemengde,1993,4371
0817,Folkemengde,1994,4289
0817,Folkemengde,1995,4271
0817,Folkemengde,1996,4226
0817,Folkemengde,1997,4201
0817,Folkemengde,1998,4149
0817,Folkemengde,1999,4159
0817,Folkemengde,2000,4175
0817,Folkemengde,2001,4200
0817,Folkemengde,2002,4196
0817,Folkemengde,2003,4184
0817,Folkemengde,2004,4175
0817,Folkemengde,2005,4143
0817,Folkemengde,2006,4163
0817,Folkemengde,2007,4136
0817,Folkemengde,2008,4111
0817,Folkemengde,2009,4138
0817,Folkemengde,2010,4159
0817,Folkemengde,2011,4124
0817,Folkemengde,2012,4126
0817,Folkemengde,2013,4139
0817,Folkemengde,2014,4135
0817,Folkemengde,2015,4111
0817,Folkemengde,2016,4136
0817,Folkemengde,2017,4148
0817,Folkemengde,2018,4105
0817,Folkemengde,2019,4080
0819,Fodselsoverskudd,1980,-44
0819,Fodselsoverskudd,1981,-65
0819,Fodselsoverskudd,1982,-21
0819,Fodselsoverskudd,1983,-24
0819,Fodselsoverskudd,1984,-22
0819,Fodselsoverskudd,1985,-46
0819,Fodselsoverskudd,1986,-12
0819,Fodselsoverskudd,1987,-42
0819,Fodselsoverskudd,1988,-67
0819,Fodselsoverskudd,1989,-27
0819,Fodselsoverskudd,1990,3
0819,Fodselsoverskudd,1991,-19
0819,Fodselsoverskudd,1992,-32
0819,Fodselsoverskudd,1993,-49
0819,Fodselsoverskudd,1994,-23
0819,Fodselsoverskudd,1995,-25
0819,Fodselsoverskudd,1996,-34
0819,Fodselsoverskudd,1997,-55
0819,Fodselsoverskudd,1998,-24
0819,Fodselsoverskudd,1999,-15
0819,Fodselsoverskudd,2000,-29
0819,Fodselsoverskudd,2001,-19
0819,Fodselsoverskudd,2002,-19
0819,Fodselsoverskudd,2003,11
0819,Fodselsoverskudd,2004,-9
0819,Fodselsoverskudd,2005,-12
0819,Fodselsoverskudd,2006,-17
0819,Fodselsoverskudd,2007,-20
0819,Fodselsoverskudd,2008,-22
0819,Fodselsoverskudd,2009,-22
0819,Fodselsoverskudd,2010,6
0819,Fodselsoverskudd,2011,-13
0819,Fodselsoverskudd,2012,-3
0819,Fodselsoverskudd,2013,-8
0819,Fodselsoverskudd,2014,-16
0819,Fodselsoverskudd,2015,-33
0819,Fodselsoverskudd,2016,-14
0819,Fodselsoverskudd,2017,-19
0819,Fodselsoverskudd,2018,-22
0819,Fodselsoverskudd,2019,-27
0819,Nettoinnflytting,1980,57
0819,Nettoinnflytting,1981,-3
0819,Nettoinnflytting,1982,-26
0819,Nettoinnflytting,1983,30
0819,Nettoinnflytting,1984,-28
0819,Nettoinnflytting,1985,30
0819,Nettoinnflytting,1986,0
0819,Nettoinnflytting,1987,-22
0819,Nettoinnflytting,1988,27
0819,Nettoinnflytting,1989,-4
0819,Nettoinnflytting,1990,-124
0819,Nettoinnflytting,1991,-74
0819,Nettoinnflytting,1992,-46
0819,Nettoinnflytting,1993,92
0819,Nettoinnflytting,1994,-26
0819,Nettoinnflytting,1995,-49
0819,Nettoinnflytting,1996,18
0819,Nettoinnflytting,1997,42
0819,Nettoinnflytting,1998,95
0819,Nettoinnflytting,1999,33
0819,Nettoinnflytting,2000,33
0819,Nettoinnflytting,2001,14
0819,Nettoinnflytting,2002,-48
0819,Nettoinnflytting,2003,15
0819,Nettoinnflytting,2004,-31
0819,Nettoinnflytting,2005,16
0819,Nettoinnflytting,2006,22
0819,Nettoinnflytting,2007,43
0819,Nettoinnflytting,2008,-21
0819,Nettoinnflytting,2009,-7
0819,Nettoinnflytting,2010,17
0819,Nettoinnflytting,2011,32
0819,Nettoinnflytting,2012,48
0819,Nettoinnflytting,2013,32
0819,Nettoinnflytting,2014,3
0819,Nettoinnflytting,2015,-66
0819,Nettoinnflytting,2016,69
0819,Nettoinnflytting,2017,41
0819,Nettoinnflytting,2018,-48
0819,Nettoinnflytting,2019,4
0819,Folkemengde,1980,7266
0819,Folkemengde,1981,7277
0819,Folkemengde,1982,7210
0819,Folkemengde,1983,7163
0819,Folkemengde,1984,7170
0819,Folkemengde,1985,7117
0819,Folkemengde,1986,7104
0819,Folkemengde,1987,7093
0819,Folkemengde,1988,7029
0819,Folkemengde,1989,6986
0819,Folkemengde,1990,6954
0819,Folkemengde,1991,6838
0819,Folkemengde,1992,6743
0819,Folkemengde,1993,6667
0819,Folkemengde,1994,6711
0819,Folkemengde,1995,6661
0819,Folkemengde,1996,6587
0819,Folkemengde,1997,6573
0819,Folkemengde,1998,6561
0819,Folkemengde,1999,6631
0819,Folkemengde,2000,6648
0819,Folkemengde,2001,6652
0819,Folkemengde,2002,6646
0819,Folkemengde,2003,6579
0819,Folkemengde,2004,6606
0819,Folkemengde,2005,6565
0819,Folkemengde,2006,6571
0819,Folkemengde,2007,6576
0819,Folkemengde,2008,6601
0819,Folkemengde,2009,6557
0819,Folkemengde,2010,6527
0819,Folkemengde,2011,6561
0819,Folkemengde,2012,6579
0819,Folkemengde,2013,6625
0819,Folkemengde,2014,6643
0819,Folkemengde,2015,6630
0819,Folkemengde,2016,6534
0819,Folkemengde,2017,6585
0819,Folkemengde,2018,6609
0819,Folkemengde,2019,6538
0821,Fodselsoverskudd,1980,27
0821,Fodselsoverskudd,1981,-12
0821,Fodselsoverskudd,1982,20
0821,Fodselsoverskudd,1983,1
0821,Fodselsoverskudd,1984,11
0821,Fodselsoverskudd,1985,-13
0821,Fodselsoverskudd,1986,-2
0821,Fodselsoverskudd,1987,5
0821,Fodselsoverskudd,1988,9
0821,Fodselsoverskudd,1989,-16
0821,Fodselsoverskudd,1990,-13
0821,Fodselsoverskudd,1991,15
0821,Fodselsoverskudd,1992,6
0821,Fodselsoverskudd,1993,-17
0821,Fodselsoverskudd,1994,14
0821,Fodselsoverskudd,1995,-10
0821,Fodselsoverskudd,1996,8
0821,Fodselsoverskudd,1997,5
0821,Fodselsoverskudd,1998,-4
0821,Fodselsoverskudd,1999,-14
0821,Fodselsoverskudd,2000,1
0821,Fodselsoverskudd,2001,3
0821,Fodselsoverskudd,2002,13
0821,Fodselsoverskudd,2003,11
0821,Fodselsoverskudd,2004,13
0821,Fodselsoverskudd,2005,-15
0821,Fodselsoverskudd,2006,9
0821,Fodselsoverskudd,2007,16
0821,Fodselsoverskudd,2008,29
0821,Fodselsoverskudd,2009,14
0821,Fodselsoverskudd,2010,23
0821,Fodselsoverskudd,2011,5
0821,Fodselsoverskudd,2012,14
0821,Fodselsoverskudd,2013,15
0821,Fodselsoverskudd,2014,24
0821,Fodselsoverskudd,2015,11
0821,Fodselsoverskudd,2016,14
0821,Fodselsoverskudd,2017,0
0821,Fodselsoverskudd,2018,3
0821,Fodselsoverskudd,2019,9
0821,Nettoinnflytting,1980,14
0821,Nettoinnflytting,1981,68
0821,Nettoinnflytting,1982,-24
0821,Nettoinnflytting,1983,34
0821,Nettoinnflytting,1984,31
0821,Nettoinnflytting,1985,-20
0821,Nettoinnflytting,1986,50
0821,Nettoinnflytting,1987,78
0821,Nettoinnflytting,1988,47
0821,Nettoinnflytting,1989,-32
0821,Nettoinnflytting,1990,36
0821,Nettoinnflytting,1991,14
0821,Nettoinnflytting,1992,54
0821,Nettoinnflytting,1993,5
0821,Nettoinnflytting,1994,38
0821,Nettoinnflytting,1995,48
0821,Nettoinnflytting,1996,-25
0821,Nettoinnflytting,1997,26
0821,Nettoinnflytting,1998,128
0821,Nettoinnflytting,1999,-20
0821,Nettoinnflytting,2000,109
0821,Nettoinnflytting,2001,85
0821,Nettoinnflytting,2002,44
0821,Nettoinnflytting,2003,-56
0821,Nettoinnflytting,2004,63
0821,Nettoinnflytting,2005,77
0821,Nettoinnflytting,2006,14
0821,Nettoinnflytting,2007,87
0821,Nettoinnflytting,2008,53
0821,Nettoinnflytting,2009,65
0821,Nettoinnflytting,2010,37
0821,Nettoinnflytting,2011,101
0821,Nettoinnflytting,2012,10
0821,Nettoinnflytting,2013,28
0821,Nettoinnflytting,2014,119
0821,Nettoinnflytting,2015,113
0821,Nettoinnflytting,2016,146
0821,Nettoinnflytting,2017,199
0821,Nettoinnflytting,2018,166
0821,Nettoinnflytting,2019,-27
0821,Folkemengde,1980,4388
0821,Folkemengde,1981,4429
0821,Folkemengde,1982,4485
0821,Folkemengde,1983,4484
0821,Folkemengde,1984,4517
0821,Folkemengde,1985,4558
0821,Folkemengde,1986,4527
0821,Folkemengde,1987,4575
0821,Folkemengde,1988,4658
0821,Folkemengde,1989,4715
0821,Folkemengde,1990,4668
0821,Folkemengde,1991,4690
0821,Folkemengde,1992,4725
0821,Folkemengde,1993,4780
0821,Folkemengde,1994,4766
0821,Folkemengde,1995,4819
0821,Folkemengde,1996,4858
0821,Folkemengde,1997,4840
0821,Folkemengde,1998,4871
0821,Folkemengde,1999,4998
0821,Folkemengde,2000,4964
0821,Folkemengde,2001,5075
0821,Folkemengde,2002,5163
0821,Folkemengde,2003,5220
0821,Folkemengde,2004,5173
0821,Folkemengde,2005,5249
0821,Folkemengde,2006,5307
0821,Folkemengde,2007,5333
0821,Folkemengde,2008,5436
0821,Folkemengde,2009,5518
0821,Folkemengde,2010,5595
0821,Folkemengde,2011,5659
0821,Folkemengde,2012,5766
0821,Folkemengde,2013,5791
0821,Folkemengde,2014,5834
0821,Folkemengde,2015,5977
0821,Folkemengde,2016,6101
0821,Folkemengde,2017,6262
0821,Folkemengde,2018,6460
0821,Folkemengde,2019,6630
0822,Fodselsoverskudd,1980,1
0822,Fodselsoverskudd,1981,11
0822,Fodselsoverskudd,1982,3
0822,Fodselsoverskudd,1983,14
0822,Fodselsoverskudd,1984,7
0822,Fodselsoverskudd,1985,18
0822,Fodselsoverskudd,1986,8
0822,Fodselsoverskudd,1987,11
0822,Fodselsoverskudd,1988,-17
0822,Fodselsoverskudd,1989,1
0822,Fodselsoverskudd,1990,8
0822,Fodselsoverskudd,1991,1
0822,Fodselsoverskudd,1992,-1
0822,Fodselsoverskudd,1993,0
0822,Fodselsoverskudd,1994,-9
0822,Fodselsoverskudd,1995,-8
0822,Fodselsoverskudd,1996,-14
0822,Fodselsoverskudd,1997,-2
0822,Fodselsoverskudd,1998,-3
0822,Fodselsoverskudd,1999,7
0822,Fodselsoverskudd,2000,-24
0822,Fodselsoverskudd,2001,-20
0822,Fodselsoverskudd,2002,-10
0822,Fodselsoverskudd,2003,-16
0822,Fodselsoverskudd,2004,-18
0822,Fodselsoverskudd,2005,1
0822,Fodselsoverskudd,2006,2
0822,Fodselsoverskudd,2007,-8
0822,Fodselsoverskudd,2008,7
0822,Fodselsoverskudd,2009,-4
0822,Fodselsoverskudd,2010,11
0822,Fodselsoverskudd,2011,-2
0822,Fodselsoverskudd,2012,7
0822,Fodselsoverskudd,2013,-8
0822,Fodselsoverskudd,2014,9
0822,Fodselsoverskudd,2015,-18
0822,Fodselsoverskudd,2016,-9
0822,Fodselsoverskudd,2017,-11
0822,Fodselsoverskudd,2018,-4
0822,Fodselsoverskudd,2019,-8
0822,Nettoinnflytting,1980,43
0822,Nettoinnflytting,1981,37
0822,Nettoinnflytting,1982,68
0822,Nettoinnflytting,1983,54
0822,Nettoinnflytting,1984,21
0822,Nettoinnflytting,1985,-42
0822,Nettoinnflytting,1986,20
0822,Nettoinnflytting,1987,20
0822,Nettoinnflytting,1988,39
0822,Nettoinnflytting,1989,24
0822,Nettoinnflytting,1990,-25
0822,Nettoinnflytting,1991,0
0822,Nettoinnflytting,1992,-44
0822,Nettoinnflytting,1993,10
0822,Nettoinnflytting,1994,1
0822,Nettoinnflytting,1995,-5
0822,Nettoinnflytting,1996,23
0822,Nettoinnflytting,1997,16
0822,Nettoinnflytting,1998,-2
0822,Nettoinnflytting,1999,36
0822,Nettoinnflytting,2000,4
0822,Nettoinnflytting,2001,-16
0822,Nettoinnflytting,2002,17
0822,Nettoinnflytting,2003,3
0822,Nettoinnflytting,2004,-4
0822,Nettoinnflytting,2005,-30
0822,Nettoinnflytting,2006,-16
0822,Nettoinnflytting,2007,-6
0822,Nettoinnflytting,2008,2
0822,Nettoinnflytting,2009,0
0822,Nettoinnflytting,2010,77
0822,Nettoinnflytting,2011,-40
0822,Nettoinnflytting,2012,46
0822,Nettoinnflytting,2013,-36
0822,Nettoinnflytting,2014,14
0822,Nettoinnflytting,2015,10
0822,Nettoinnflytting,2016,-26
0822,Nettoinnflytting,2017,67
0822,Nettoinnflytting,2018,-62
0822,Nettoinnflytting,2019,-12
0822,Folkemengde,1980,4086
0822,Folkemengde,1981,4128
0822,Folkemengde,1982,4176
0822,Folkemengde,1983,4249
0822,Folkemengde,1984,4316
0822,Folkemengde,1985,4344
0822,Folkemengde,1986,4318
0822,Folkemengde,1987,4346
0822,Folkemengde,1988,4377
0822,Folkemengde,1989,4398
0822,Folkemengde,1990,4421
0822,Folkemengde,1991,4407
0822,Folkemengde,1992,4407
0822,Folkemengde,1993,4359
0822,Folkemengde,1994,4370
0822,Folkemengde,1995,4363
0822,Folkemengde,1996,4353
0822,Folkemengde,1997,4361
0822,Folkemengde,1998,4375
0822,Folkemengde,1999,4369
0822,Folkemengde,2000,4411
0822,Folkemengde,2001,4392
0822,Folkemengde,2002,4356
0822,Folkemengde,2003,4363
0822,Folkemengde,2004,4351
0822,Folkemengde,2005,4323
0822,Folkemengde,2006,4291
0822,Folkemengde,2007,4277
0822,Folkemengde,2008,4266
0822,Folkemengde,2009,4274
0822,Folkemengde,2010,4270
0822,Folkemengde,2011,4358
0822,Folkemengde,2012,4314
0822,Folkemengde,2013,4369
0822,Folkemengde,2014,4325
0822,Folkemengde,2015,4346
0822,Folkemengde,2016,4338
0822,Folkemengde,2017,4303
0822,Folkemengde,2018,4359
0822,Folkemengde,2019,4293
0826,Fodselsoverskudd,1980,-21
0826,Fodselsoverskudd,1981,-48
0826,Fodselsoverskudd,1982,-34
0826,Fodselsoverskudd,1983,-20
0826,Fodselsoverskudd,1984,-33
0826,Fodselsoverskudd,1985,-44
0826,Fodselsoverskudd,1986,-45
0826,Fodselsoverskudd,1987,-48
0826,Fodselsoverskudd,1988,-48
0826,Fodselsoverskudd,1989,-49
0826,Fodselsoverskudd,1990,-32
0826,Fodselsoverskudd,1991,-19
0826,Fodselsoverskudd,1992,-15
0826,Fodselsoverskudd,1993,-64
0826,Fodselsoverskudd,1994,-29
0826,Fodselsoverskudd,1995,-41
0826,Fodselsoverskudd,1996,-50
0826,Fodselsoverskudd,1997,-26
0826,Fodselsoverskudd,1998,-10
0826,Fodselsoverskudd,1999,-32
0826,Fodselsoverskudd,2000,-11
0826,Fodselsoverskudd,2001,-13
0826,Fodselsoverskudd,2002,-15
0826,Fodselsoverskudd,2003,-1
0826,Fodselsoverskudd,2004,-14
0826,Fodselsoverskudd,2005,-40
0826,Fodselsoverskudd,2006,-17
0826,Fodselsoverskudd,2007,-36
0826,Fodselsoverskudd,2008,-9
0826,Fodselsoverskudd,2009,-4
0826,Fodselsoverskudd,2010,-15
0826,Fodselsoverskudd,2011,-34
0826,Fodselsoverskudd,2012,-28
0826,Fodselsoverskudd,2013,-35
0826,Fodselsoverskudd,2014,-38
0826,Fodselsoverskudd,2015,-30
0826,Fodselsoverskudd,2016,-32
0826,Fodselsoverskudd,2017,-46
0826,Fodselsoverskudd,2018,-32
0826,Fodselsoverskudd,2019,-21
0826,Nettoinnflytting,1980,48
0826,Nettoinnflytting,1981,-17
0826,Nettoinnflytting,1982,-53
0826,Nettoinnflytting,1983,32
0826,Nettoinnflytting,1984,-55
0826,Nettoinnflytting,1985,-26
0826,Nettoinnflytting,1986,-54
0826,Nettoinnflytting,1987,32
0826,Nettoinnflytting,1988,-71
0826,Nettoinnflytting,1989,-31
0826,Nettoinnflytting,1990,20
0826,Nettoinnflytting,1991,35
0826,Nettoinnflytting,1992,-41
0826,Nettoinnflytting,1993,46
0826,Nettoinnflytting,1994,10
0826,Nettoinnflytting,1995,33
0826,Nettoinnflytting,1996,-71
0826,Nettoinnflytting,1997,-64
0826,Nettoinnflytting,1998,-11
0826,Nettoinnflytting,1999,54
0826,Nettoinnflytting,2000,11
0826,Nettoinnflytting,2001,-57
0826,Nettoinnflytting,2002,-122
0826,Nettoinnflytting,2003,67
0826,Nettoinnflytting,2004,-23
0826,Nettoinnflytting,2005,-88
0826,Nettoinnflytting,2006,-112
0826,Nettoinnflytting,2007,-16
0826,Nettoinnflytting,2008,-46
0826,Nettoinnflytting,2009,7
0826,Nettoinnflytting,2010,37
0826,Nettoinnflytting,2011,-20
0826,Nettoinnflytting,2012,20
0826,Nettoinnflytting,2013,18
0826,Nettoinnflytting,2014,-6
0826,Nettoinnflytting,2015,55
0826,Nettoinnflytting,2016,-14
0826,Nettoinnflytting,2017,6
0826,Nettoinnflytting,2018,-45
0826,Nettoinnflytting,2019,-69
0826,Folkemengde,1980,7480
0826,Folkemengde,1981,7496
0826,Folkemengde,1982,7432
0826,Folkemengde,1983,7345
0826,Folkemengde,1984,7357
0826,Folkemengde,1985,7270
0826,Folkemengde,1986,7201
0826,Folkemengde,1987,7106
0826,Folkemengde,1988,7089
0826,Folkemengde,1989,6961
0826,Folkemengde,1990,6876
0826,Folkemengde,1991,6863
0826,Folkemengde,1992,6876
0826,Folkemengde,1993,6818
0826,Folkemengde,1994,6804
0826,Folkemengde,1995,6781
0826,Folkemengde,1996,6774
0826,Folkemengde,1997,6655
0826,Folkemengde,1998,6565
0826,Folkemengde,1999,6538
0826,Folkemengde,2000,6560
0826,Folkemengde,2001,6560
0826,Folkemengde,2002,6490
0826,Folkemengde,2003,6354
0826,Folkemengde,2004,6420
0826,Folkemengde,2005,6380
0826,Folkemengde,2006,6247
0826,Folkemengde,2007,6120
0826,Folkemengde,2008,6066
0826,Folkemengde,2009,6010
0826,Folkemengde,2010,6022
0826,Folkemengde,2011,6037
0826,Folkemengde,2012,5982
0826,Folkemengde,2013,5973
0826,Folkemengde,2014,5957
0826,Folkemengde,2015,5913
0826,Folkemengde,2016,5940
0826,Folkemengde,2017,5894
0826,Folkemengde,2018,5856
0826,Folkemengde,2019,5780
0827,Fodselsoverskudd,1980,-7
0827,Fodselsoverskudd,1981,-8
0827,Fodselsoverskudd,1982,-9
0827,Fodselsoverskudd,1983,3
0827,Fodselsoverskudd,1984,1
0827,Fodselsoverskudd,1985,-19
0827,Fodselsoverskudd,1986,-21
0827,Fodselsoverskudd,1987,5
0827,Fodselsoverskudd,1988,-3
0827,Fodselsoverskudd,1989,-2
0827,Fodselsoverskudd,1990,-14
0827,Fodselsoverskudd,1991,-8
0827,Fodselsoverskudd,1992,-12
0827,Fodselsoverskudd,1993,-13
0827,Fodselsoverskudd,1994,-3
0827,Fodselsoverskudd,1995,-12
0827,Fodselsoverskudd,1996,1
0827,Fodselsoverskudd,1997,-6
0827,Fodselsoverskudd,1998,-2
0827,Fodselsoverskudd,1999,-12
0827,Fodselsoverskudd,2000,-4
0827,Fodselsoverskudd,2001,-17
0827,Fodselsoverskudd,2002,-9
0827,Fodselsoverskudd,2003,9
0827,Fodselsoverskudd,2004,9
0827,Fodselsoverskudd,2005,-18
0827,Fodselsoverskudd,2006,-4
0827,Fodselsoverskudd,2007,1
0827,Fodselsoverskudd,2008,-4
0827,Fodselsoverskudd,2009,-13
0827,Fodselsoverskudd,2010,-4
0827,Fodselsoverskudd,2011,0
0827,Fodselsoverskudd,2012,-14
0827,Fodselsoverskudd,2013,-4
0827,Fodselsoverskudd,2014,-7
0827,Fodselsoverskudd,2015,-6
0827,Fodselsoverskudd,2016,-7
0827,Fodselsoverskudd,2017,-3
0827,Fodselsoverskudd,2018,-3
0827,Fodselsoverskudd,2019,-7
0827,Nettoinnflytting,1980,14
0827,Nettoinnflytting,1981,53
0827,Nettoinnflytting,1982,-10
0827,Nettoinnflytting,1983,-11
0827,Nettoinnflytting,1984,-13
0827,Nettoinnflytting,1985,31
0827,Nettoinnflytting,1986,20
0827,Nettoinnflytting,1987,48
0827,Nettoinnflytting,1988,-15
0827,Nettoinnflytting,1989,6
0827,Nettoinnflytting,1990,-11
0827,Nettoinnflytting,1991,-20
0827,Nettoinnflytting,1992,3
0827,Nettoinnflytting,1993,-1
0827,Nettoinnflytting,1994,4
0827,Nettoinnflytting,1995,-7
0827,Nettoinnflytting,1996,-12
0827,Nettoinnflytting,1997,42
0827,Nettoinnflytting,1998,7
0827,Nettoinnflytting,1999,8
0827,Nettoinnflytting,2000,-6
0827,Nettoinnflytting,2001,-21
0827,Nettoinnflytting,2002,-11
0827,Nettoinnflytting,2003,8
0827,Nettoinnflytting,2004,-8
0827,Nettoinnflytting,2005,1
0827,Nettoinnflytting,2006,4
0827,Nettoinnflytting,2007,-6
0827,Nettoinnflytting,2008,-2
0827,Nettoinnflytting,2009,-13
0827,Nettoinnflytting,2010,14
0827,Nettoinnflytting,2011,5
0827,Nettoinnflytting,2012,22
0827,Nettoinnflytting,2013,-1
0827,Nettoinnflytting,2014,-1
0827,Nettoinnflytting,2015,24
0827,Nettoinnflytting,2016,-14
0827,Nettoinnflytting,2017,-3
0827,Nettoinnflytting,2018,-12
0827,Nettoinnflytting,2019,8
0827,Folkemengde,1980,1699
0827,Folkemengde,1981,1706
0827,Folkemengde,1982,1751
0827,Folkemengde,1983,1732
0827,Folkemengde,1984,1724
0827,Folkemengde,1985,1711
0827,Folkemengde,1986,1724
0827,Folkemengde,1987,1723
0827,Folkemengde,1988,1774
0827,Folkemengde,1989,1756
0827,Folkemengde,1990,1758
0827,Folkemengde,1991,1732
0827,Folkemengde,1992,1703
0827,Folkemengde,1993,1694
0827,Folkemengde,1994,1680
0827,Folkemengde,1995,1680
0827,Folkemengde,1996,1661
0827,Folkemengde,1997,1650
0827,Folkemengde,1998,1686
0827,Folkemengde,1999,1691
0827,Folkemengde,2000,1687
0827,Folkemengde,2001,1677
0827,Folkemengde,2002,1636
0827,Folkemengde,2003,1616
0827,Folkemengde,2004,1633
0827,Folkemengde,2005,1633
0827,Folkemengde,2006,1619
0827,Folkemengde,2007,1619
0827,Folkemengde,2008,1619
0827,Folkemengde,2009,1613
0827,Folkemengde,2010,1587
0827,Folkemengde,2011,1597
0827,Folkemengde,2012,1602
0827,Folkemengde,2013,1609
0827,Folkemengde,2014,1602
0827,Folkemengde,2015,1594
0827,Folkemengde,2016,1613
0827,Folkemengde,2017,1593
0827,Folkemengde,2018,1587
0827,Folkemengde,2019,1572
0828,Fodselsoverskudd,1980,3
0828,Fodselsoverskudd,1981,-3
0828,Fodselsoverskudd,1982,-11
0828,Fodselsoverskudd,1983,-3
0828,Fodselsoverskudd,1984,-6
0828,Fodselsoverskudd,1985,-24
0828,Fodselsoverskudd,1986,-10
0828,Fodselsoverskudd,1987,-11
0828,Fodselsoverskudd,1988,-18
0828,Fodselsoverskudd,1989,-13
0828,Fodselsoverskudd,1990,-30
0828,Fodselsoverskudd,1991,-15
0828,Fodselsoverskudd,1992,-5
0828,Fodselsoverskudd,1993,-9
0828,Fodselsoverskudd,1994,-17
0828,Fodselsoverskudd,1995,-9
0828,Fodselsoverskudd,1996,-26
0828,Fodselsoverskudd,1997,-22
0828,Fodselsoverskudd,1998,-17
0828,Fodselsoverskudd,1999,-10
0828,Fodselsoverskudd,2000,-9
0828,Fodselsoverskudd,2001,-3
0828,Fodselsoverskudd,2002,-23
0828,Fodselsoverskudd,2003,-4
0828,Fodselsoverskudd,2004,2
0828,Fodselsoverskudd,2005,-7
0828,Fodselsoverskudd,2006,1
0828,Fodselsoverskudd,2007,-17
0828,Fodselsoverskudd,2008,-8
0828,Fodselsoverskudd,2009,8
0828,Fodselsoverskudd,2010,2
0828,Fodselsoverskudd,2011,-2
0828,Fodselsoverskudd,2012,-5
0828,Fodselsoverskudd,2013,-5
0828,Fodselsoverskudd,2014,-15
0828,Fodselsoverskudd,2015,-4
0828,Fodselsoverskudd,2016,-14
0828,Fodselsoverskudd,2017,-27
0828,Fodselsoverskudd,2018,-11
0828,Fodselsoverskudd,2019,-10
0828,Nettoinnflytting,1980,7
0828,Nettoinnflytting,1981,-8
0828,Nettoinnflytting,1982,34
0828,Nettoinnflytting,1983,24
0828,Nettoinnflytting,1984,10
0828,Nettoinnflytting,1985,-16
0828,Nettoinnflytting,1986,6
0828,Nettoinnflytting,1987,30
0828,Nettoinnflytting,1988,-14
0828,Nettoinnflytting,1989,-9
0828,Nettoinnflytting,1990,3
0828,Nettoinnflytting,1991,1
0828,Nettoinnflytting,1992,10
0828,Nettoinnflytting,1993,-1
0828,Nettoinnflytting,1994,20
0828,Nettoinnflytting,1995,33
0828,Nettoinnflytting,1996,-2
0828,Nettoinnflytting,1997,-28
0828,Nettoinnflytting,1998,-46
0828,Nettoinnflytting,1999,-39
0828,Nettoinnflytting,2000,16
0828,Nettoinnflytting,2001,3
0828,Nettoinnflytting,2002,8
0828,Nettoinnflytting,2003,-17
0828,Nettoinnflytting,2004,18
0828,Nettoinnflytting,2005,-1
0828,Nettoinnflytting,2006,21
0828,Nettoinnflytting,2007,16
0828,Nettoinnflytting,2008,3
0828,Nettoinnflytting,2009,33
0828,Nettoinnflytting,2010,-13
0828,Nettoinnflytting,2011,6
0828,Nettoinnflytting,2012,-9
0828,Nettoinnflytting,2013,47
0828,Nettoinnflytting,2014,28
0828,Nettoinnflytting,2015,-7
0828,Nettoinnflytting,2016,2
0828,Nettoinnflytting,2017,8
0828,Nettoinnflytting,2018,-15
0828,Nettoinnflytting,2019,-37
0828,Folkemengde,1980,3173
0828,Folkemengde,1981,3180
0828,Folkemengde,1982,3169
0828,Folkemengde,1983,3192
0828,Folkemengde,1984,3213
0828,Folkemengde,1985,3217
0828,Folkemengde,1986,3176
0828,Folkemengde,1987,3173
0828,Folkemengde,1988,3193
0828,Folkemengde,1989,3153
0828,Folkemengde,1990,3135
0828,Folkemengde,1991,3105
0828,Folkemengde,1992,3090
0828,Folkemengde,1993,3100
0828,Folkemengde,1994,3088
0828,Folkemengde,1995,3093
0828,Folkemengde,1996,3117
0828,Folkemengde,1997,3086
0828,Folkemengde,1998,3037
0828,Folkemengde,1999,2975
0828,Folkemengde,2000,2928
0828,Folkemengde,2001,2935
0828,Folkemengde,2002,2935
0828,Folkemengde,2003,2921
0828,Folkemengde,2004,2899
0828,Folkemengde,2005,2919
0828,Folkemengde,2006,2912
0828,Folkemengde,2007,2933
0828,Folkemengde,2008,2930
0828,Folkemengde,2009,2925
0828,Folkemengde,2010,2966
0828,Folkemengde,2011,2955
0828,Folkemengde,2012,2959
0828,Folkemengde,2013,2945
0828,Folkemengde,2014,2989
0828,Folkemengde,2015,3002
0828,Folkemengde,2016,2991
0828,Folkemengde,2017,2979
0828,Folkemengde,2018,2959
0828,Folkemengde,2019,2934
0829,Fodselsoverskudd,1980,-8
0829,Fodselsoverskudd,1981,-6
0829,Fodselsoverskudd,1982,3
0829,Fodselsoverskudd,1983,-5
0829,Fodselsoverskudd,1984,-16
0829,Fodselsoverskudd,1985,-10
0829,Fodselsoverskudd,1986,-17
0829,Fodselsoverskudd,1987,-9
0829,Fodselsoverskudd,1988,3
0829,Fodselsoverskudd,1989,-7
0829,Fodselsoverskudd,1990,0
0829,Fodselsoverskudd,1991,-11
0829,Fodselsoverskudd,1992,-2
0829,Fodselsoverskudd,1993,-10
0829,Fodselsoverskudd,1994,-27
0829,Fodselsoverskudd,1995,-26
0829,Fodselsoverskudd,1996,-12
