kom2024,aar,befolkning
3112,1977,5046
3112,1978,5257
3112,1979,5284
3112,1980,5355
3112,1981,5416
3112,1982,5524
3112,1983,5644
3112,1984,5779
3112,1985,5829
3112,1986,5819
3112,1987,5864
3112,1988,5924
3112,1989,5930
3112,1990,5995
3114,1951,2336
3114,1952,2406
3114,1953,2403
3114,1954,2362
3114,1955,2344
3114,1956,2415
3114,1957,2377
3114,1958,2390
3114,1959,2396
3114,1960,2388
3114,1961,2355
3114,1962,2348
3114,1963,2342
3114,1964,2335
3114,1965,2288
3114,1966,2268
3114,1967,2257
3114,1968,2209
3114,1969,2174
3114,1970,2196
3114,1971,2360
3114,1972,2362
3114,1973,2368
3114,1974,2417
3114,1975,2440
3114,1976,2611
3114,1977,2728
3114,1978,2954
3114,1979,3132
3114,1980,3227
3114,1981,3323
3114,1982,3384
3114,1983,3409
3114,1984,3492
3114,1985,3507
3114,1986,3594
3114,1987,3742
3114,1988,3847
3114,1989,3883
3114,1990,4070
3116,1951,2627
3116,1952,2632
3116,1953,2676
3116,1954,2697
3116,1955,2685
3116,1956,2703
3116,1957,2669
3116,1958,2675
3116,1959,2624
3116,1960,2593
3116,1961,2545
3116,1962,2501
3116,1963,2423
3116,1964,2423
3116,1965,2423
3116,1966,2423
3116,1967,2450
3116,1968,2462
3116,1969,2439
3116,1970,2443
3116,1971,2413
3116,1972,2458
3116,1973,2470
3116,1974,2513
3116,1975,2507
3116,1976,2556
3116,1977,2673
3116,1978,2738
3116,1979,2806
3116,1980,2859
3116,1981,3025
3116,1982,3135
3116,1983,3163
3116,1984,3155
3116,1985,3119
3116,1986,3124
3116,1987,3140
3116,1988,3160
3116,1989,3168
3116,1990,3156
3118,1951,27120
3118,1952,27352
3118,1953,27446
3118,1954,27535
3118,1955,27478
3118,1956,27415
3118,1957,27483
3118,1958,27573
3118,1959,27781
3118,1960,27736
3118,1961,27866
3118,1962,27973
3118,1963,28038
3118,1964,28086
3118,1965,28121
3118,1966,28333
3118,1967,28463
3118,1968,28810
3118,1969,29126
3118,1970,29211
3118,1971,29784
3118,1972,30276
3118,1973,30588
3118,1974,30786
3118,1975,31196
3118,1976,31274
3118,1977,31438
3118,1978,32089
3118,1979,32784
3118,1980,33101
3118,1981,33405
3118,1982,33665
3118,1983,33977
3118,1984,34239
3118,1985,34384
3118,1986,34500
3118,1987,34681
3118,1988,34880
3118,1989,35103
3118,1990,35212
3120,1951,7520
3120,1952,7549
3120,1953,7545
3120,1954,7468
3120,1955,7420
3120,1956,7265
3120,1957,7257
3120,1958,7213
3120,1959,7137
3120,1960,7087
3120,1961,7015
3120,1962,6981
3120,1963,6950
3120,1964,6959
3120,1965,6894
3120,1966,6783
3120,1967,6787
3120,1968,6789
3120,1969,6699
3120,1970,6655
3120,1971,6619
3120,1972,6689
3120,1973,6763
3120,1974,6806
3120,1975,6852
3120,1976,6834
3120,1977,6918
3120,1978,6993
3120,1979,7029
3120,1980,7097
3120,1981,7155
3120,1982,7168
3120,1983,7174
3120,1984,7229
3120,1985,7215
3120,1986,7159
3120,1987,7139
3120,1988,7125
3120,1989,7238
3120,1990,7182
3122,1951,3510
3122,1952,3528
3122,1953,3580
3122,1954,3530
3122,1955,3538
3122,1956,3534
3122,1957,3550
3122,1958,3552
3122,1959,3581
3122,1960,3569
3122,1961,3526
3122,1962,3414
3122,1963,3394
3122,1964,3405
3122,1965,3405
3122,1966,3373
3122,1967,3399
3122,1968,3383
3122,1969,3311
3122,1970,3319
3122,1971,3309
3122,1972,3317
3122,1973,3382
3122,1974,3406
3122,1975,3446
3122,1976,3445
3122,1977,3456
3122,1978,3453
3122,1979,3462
3122,1980,3461
3122,1981,3477
3122,1982,3455
3122,1983,3485
3122,1984,3495
3122,1985,3471
3122,1986,3430
3122,1987,3435
3122,1988,3474
3122,1989,3425
3122,1990,3424
3124,1951,1721
3124,1952,1673
3124,1953,1637
3124,1954,1623
3124,1955,1606
3124,1956,1658
3124,1957,1615
3124,1958,1557
3124,1959,1533
3124,1960,1485
3124,1961,1482
3124,1962,1471
3124,1963,1429
3124,1964,1381
3124,1965,1378
3124,1966,1372
3124,1967,1363
3124,1968,1353
3124,1969,1343
3124,1970,1339
3124,1971,1362
3124,1972,1377
3124,1973,1374
3124,1974,1360
3124,1975,1357
3124,1976,1364
3124,1977,1345
3124,1978,1376
3124,1979,1365
3124,1980,1386
3124,1981,1431
3124,1982,1476
3124,1983,1478
3124,1984,1523
3124,1985,1519
3124,1986,1506
3124,1987,1509
3124,1988,1491
3124,1989,1493
3124,1990,1493
3201,1951,35838
3201,1952,37136
3201,1953,38191
3201,1954,40441
3201,1955,43029
3201,1956,45466
3201,1957,48172
3201,1958,50776
3201,1959,53400
3201,1960,55425
3201,1961,57573
3201,1962,59749
3201,1963,62334
3201,1964,64360
3201,1965,66695
3201,1966,67971
3201,1967,69617
3201,1968,71066
3201,1969,72887
3201,1970,74655
3201,1971,76580
3201,1972,78780
3201,1973,80400
3201,1974,80894
3201,1975,81509
3201,1976,81492
3201,1977,81047
3201,1978,80813
3201,1979,80292
3201,1980,79819
3201,1981,80385
3201,1982,80816
3201,1983,80908
3201,1984,81295
3201,1985,82918
3201,1986,84724
3201,1987,86541
3201,1988,87773
3201,1989,88594
3201,1990,89221
3203,1951,27225
3203,1952,27499
3203,1953,27806
3203,1954,28259
3203,1955,28630
3203,1956,29484
3203,1957,30081
3203,1958,30524
3203,1959,31010
3203,1960,31615
3203,1961,32493
3203,1962,33700
3203,1963,34606
3203,1964,36232
3203,1965,37598
3203,1966,39140
3203,1967,40727
3203,1968,42552
3203,1969,43989
3203,1970,46213
3203,1971,48668
3203,1972,50059
3203,1973,50906
3203,1974,51992
3203,1975,52839
3203,1976,53387
3203,1977,53718
3203,1978,54290
3203,1979,55221
3203,1980,55997
3203,1981,56383
3203,1982,57033
3203,1983,57581
3203,1984,58028
3203,1985,59102
3203,1986,60394
3203,1987,61322
3203,1988,62250
3203,1989,63007
3203,1990,63577
3205,1951,28107
3205,1952,28825
3205,1953,29315
3205,1954,29980
3205,1955,30777
3205,1956,31573
3205,1957,32124
3205,1958,32475
3205,1959,33027
3205,1960,33609
3205,1961,34651
3205,1962,35791
3205,1963,36996
3205,1964,38211
3205,1965,39407
3205,1966,40492
3205,1967,41547
3205,1968,42578
3205,1969,43789
3205,1970,45051
3205,1971,46182
3205,1972,46991
3205,1973,48378
3205,1974,49244
3205,1975,50111
3205,1976,50853
3205,1977,50764
3205,1978,50393
3205,1979,50184
3205,1980,49674
3205,1981,49421
3205,1982,49379
3205,1983,49157
3205,1984,49540
3205,1985,50025
3205,1986,50810
3205,1987,51589
3205,1988,52472
3205,1989,53029
3205,1990,53536
3207,1951,13206
3207,1952,13550
3207,1953,13887
3207,1954,14329
3207,1955,14613
3207,1956,14900
3207,1957,15249
3207,1958,15502
3207,1959,15914
3207,1960,16311
3207,1961,16960
3207,1962,17606
3207,1963,18397
3207,1964,19547
3207,1965,20845
3207,1966,21981
3207,1967,22706
3207,1968,23569
3207,1969,24685
3207,1970,26386
3207,1971,28962
3207,1972,29884
3207,1973,30667
3207,1974,31327
3207,1975,31907
3207,1976,33029
3207,1977,34082
3207,1978,34757
3207,1979,35242
3207,1980,35931
3207,1981,36151
3207,1982,36809
3207,1983,37924
3207,1984,38872
3207,1985,39452
3207,1986,40570
3207,1987,41089
3207,1988,41704
3207,1989,42145
3207,1990,42613
3209,1951,9195
3209,1952,9397
3209,1953,9716
3209,1954,9972
3209,1955,10154
3209,1956,10867
3209,1957,10937
3209,1958,11073
3209,1959,11298
3209,1960,11351
3209,1961,11611
3209,1962,11749
3209,1963,12229
3209,1964,12510
3209,1965,12712
3209,1966,12826
3209,1967,13195
3209,1968,13359
3209,1969,14002
3209,1970,14852
3209,1971,15800
3209,1972,16380
3209,1973,16663
3209,1974,16916
3209,1975,16870
3209,1976,16780
3209,1977,16726
3209,1978,16755
3209,1979,16704
3209,1980,16781
3209,1981,16906
3209,1982,17081
3209,1983,17094
3209,1984,17092
3209,1985,17506
3209,1986,17529
3209,1987,17671
3209,1988,17934
3209,1989,17998
3209,1990,18121
3212,1951,4741
3212,1952,4805
3212,1953,4839
3212,1954,4930
3212,1955,4976
3212,1956,5230
3212,1957,5422
3212,1958,5603
3212,1959,5757
3212,1960,5930
3212,1961,6459
3212,1962,6793
3212,1963,7251
3212,1964,7577
3212,1965,7829
3212,1966,8255
3212,1967,8473
3212,1968,8688
3212,1969,8833
3212,1970,9029
3212,1971,9228
3212,1972,9372
3212,1973,9427
3212,1974,9466
3212,1975,9526
3212,1976,9562
3212,1977,9471
3212,1978,9564
3212,1979,9742
3212,1980,9856
3212,1981,9922
3212,1982,10187
3212,1983,10423
3212,1984,10739
3212,1985,11243
3212,1986,11567
3212,1987,11998
3212,1988,12458
3212,1989,12866
3212,1990,13063
3214,1951,4879
3214,1952,5005
3214,1953,5077
3214,1954,5088
3214,1955,5144
3214,1956,5200
3214,1957,5328
3214,1958,5524
3214,1959,5539
3214,1960,5724
3214,1961,5749
3214,1962,5851
3214,1963,5957
3214,1964,6033
3214,1965,6211
3214,1966,6350
3214,1967,6514
3214,1968,6923
3214,1969,7142
3214,1970,7337
3214,1971,7771
3214,1972,8228
3214,1973,8421
3214,1974,8604
3214,1975,8670
3214,1976,8773
3214,1977,8840
3214,1978,8820
3214,1979,8851
3214,1980,8810
3214,1981,8829
3214,1982,8803
3214,1983,8840
3214,1984,8922
3214,1985,9223
3214,1986,9502
3214,1987,9740
3214,1988,9888
3214,1989,9959
3214,1990,10113
3216,1951,4588
3216,1952,4656
3216,1953,4713
3216,1954,4760
3216,1955,4797
3216,1956,4834
3216,1957,4916
3216,1958,4941
3216,1959,4856
3216,1960,4916
3216,1961,5041
3216,1962,5073
3216,1963,5071
3216,1964,5018
3216,1965,5103
3216,1966,5229
3216,1967,5367
3216,1968,5495
3216,1969,5565
3216,1970,5697
3216,1971,5713
3216,1972,5809
3216,1973,6115
3216,1974,6585
3216,1975,6846
3216,1976,7265
3216,1977,7739
3216,1978,8324
3216,1979,8932
3216,1980,9267
3216,1981,9693
3216,1982,9901
3216,1983,10051
3216,1984,10503
3216,1985,10657
3216,1986,10952
3216,1987,11220
3216,1988,11226
3216,1989,11318
3216,1990,11286
3218,1951,4783
3218,1952,4932
3218,1953,4975
3218,1954,5159
3218,1955,5316
3218,1956,5647
3218,1957,5714
3218,1958,5709
3218,1959,5901
3218,1960,6016
3218,1961,6323
3218,1962,6486
3218,1963,6683
3218,1964,6983
3218,1965,7313
3218,1966,7541
3218,1967,7832
3218,1968,8297
3218,1969,8588
3218,1970,8935
3218,1971,9338
3218,1972,9622
3218,1973,9867
3218,1974,10164
3218,1975,10476
3218,1976,10756
3218,1977,10781
3218,1978,10931
3218,1979,11050
3218,1980,10962
3218,1981,11015
3218,1982,11162
3218,1983,11294
3218,1984,11374
3218,1985,11410
3218,1986,11351
3218,1987,11403
3218,1988,11597
3218,1989,11765
3218,1990,11917
3220,1951,3685
3220,1952,3750
3220,1953,3814
3220,1954,3845
3220,1955,3901
3220,1956,3839
3220,1957,3766
3220,1958,3838
3220,1959,3821
3220,1960,3858
3220,1961,3855
3220,1962,3495
3220,1963,3603
3220,1964,3636
3220,1965,3655
3220,1966,3746
3220,1967,3936
3220,1968,4048
3220,1969,4301
3220,1970,4702
3220,1971,5005
3220,1972,5177
3220,1973,5379
3220,1974,5562
3220,1975,5785
3220,1976,5992
3220,1977,6173
3220,1978,6318
3220,1979,6414
3220,1980,6510
3220,1981,6578
3220,1982,6748
3220,1983,7058
3220,1984,7348
3220,1985,7468
3220,1986,7592
3220,1987,7729
3220,1988,7888
3220,1989,7999
3220,1990,8060
3222,1951,7852
3222,1952,7950
3222,1953,8231
3222,1954,8457
3222,1955,8821
3222,1956,9160
3222,1957,9424
3222,1958,9704
3222,1959,9885
3222,1960,10321
3222,1961,11086
3222,1962,11635
3222,1963,12307
3222,1964,12836
3222,1965,13210
3222,1966,13763
3222,1967,14423
3222,1968,15265
3222,1969,16249
3222,1970,16826
3222,1971,17236
3222,1972,17509
3222,1973,17520
3222,1974,17958
3222,1975,18517
3222,1976,19158
3222,1977,19808
3222,1978,20623
3222,1979,21627
3222,1980,22206
3222,1981,22520
3222,1982,22606
3222,1983,23004
3222,1984,23248
3222,1985,23779
3222,1986,24125
3222,1987,24364
3222,1988,24874
3222,1989,25723
3222,1990,26066
3224,1951,3209
3224,1952,3252
3224,1953,3275
3224,1954,3378
3224,1955,3464
3224,1956,3553
3224,1957,3816
3224,1958,4093
3224,1959,4355
3224,1960,4713
3224,1961,5130
3224,1962,5373
3224,1963,5622
3224,1964,5825
3224,1965,6386
3224,1966,7319
3224,1967,7758
3224,1968,8268
3224,1969,9100
3224,1970,9492
3224,1971,9712
3224,1972,9897
3224,1973,10505
3224,1974,10703
3224,1975,10777
3224,1976,10780
3224,1977,10817
3224,1978,11245
3224,1979,11774
3224,1980,12187
3224,1981,12754
3224,1982,12900
3224,1983,13314
3224,1984,13420
3224,1985,13387
3224,1986,13510
3224,1987,13514
3224,1988,13695
3224,1989,13591
3224,1990,13696
3226,1951,11074
3226,1952,11132
3226,1953,11199
3226,1954,11158
3226,1955,11177
3226,1956,11237
3226,1957,11188
3226,1958,11124
3226,1959,11126
3226,1960,11121
3226,1961,11009
3226,1962,11034
3226,1963,11072
3226,1964,11032
3226,1965,11009
3226,1966,11047
3226,1967,11089
3226,1968,11180
3226,1969,11374
3226,1970,11491
3226,1971,11795
3226,1972,12024
3226,1973,12237
3226,1974,12384
3226,1975,12530
3226,1976,12582
3226,1977,12716
3226,1978,12771
3226,1979,12872
3226,1980,12967
3226,1981,13001
3226,1982,13075
3226,1983,13154
3226,1984,13175
3226,1985,13138
3226,1986,13167
3226,1987,13230
3226,1988,13228
3226,1989,13248
3226,1990,13249
3228,1951,11402
3228,1952,11624
3228,1953,11626
3228,1954,11722
3228,1955,11681
3228,1956,11486
3228,1957,11639
3228,1958,11656
3228,1959,11610
3228,1960,11560
3228,1961,11647
3228,1962,11700
3228,1963,11740
3228,1964,11750
3228,1965,11760
3228,1966,11931
3228,1967,11891
3228,1968,12007
3228,1969,12371
3228,1970,12591
3228,1971,12804
3228,1972,12916
3228,1973,13121
3228,1974,13245
3228,1975,13463
3228,1976,13629
3228,1977,13712
3228,1978,13746
3228,1979,13815
3228,1980,13938
3228,1981,14024
3228,1982,14205
3228,1983,14309
3228,1984,14465
3228,1985,14729
3228,1986,14917
3228,1987,15132
3228,1988,15441
3228,1989,15649
3228,1990,15729
3230,1951,1818
3230,1952,1860
3230,1953,1794
3230,1954,1819
3230,1955,1826
3230,1956,1916
3230,1957,1997
3230,1958,1976
3230,1959,1989
3230,1960,2011
3230,1961,2018
3230,1962,2031
3230,1963,2101
3230,1964,2121
3230,1965,2202
3230,1966,2244
3230,1967,2302
3230,1968,2341
3230,1969,2358
3230,1970,2404
3230,1971,2509
3230,1972,2550
3230,1973,2635
3230,1974,2704
3230,1975,2748
3230,1976,2894
3230,1977,2971
3230,1978,3058
3230,1979,3088
3230,1980,3127
3230,1981,3166
3230,1982,3241
3230,1983,3298
3230,1984,3339
3230,1985,3419
3230,1986,3501
3230,1987,3578
3230,1988,3644
3230,1989,3712
3230,1990,3778
3232,1951,5897
3232,1952,6185
3232,1953,6398
3232,1954,6596
3232,1955,6736
3232,1956,6741
3232,1957,6931
3232,1958,7166
3232,1959,7252
3232,1960,7246
3232,1961,7623
3232,1962,7986
3232,1963,8428
3232,1964,8517
3232,1965,8885
3232,1966,9358
3232,1967,9558
3232,1968,9975
3232,1969,10525
3232,1970,11451
3232,1971,12027
3232,1972,12456
3232,1973,13170
3232,1974,13506
3232,1975,13618
3232,1976,13724
3232,1977,14009
3232,1978,14172
3232,1979,14210
3232,1980,14273
3232,1981,14187
3232,1982,14239
3232,1983,14484
3232,1984,14770
3232,1985,14945
3232,1986,15187
3232,1987,15411
3232,1988,15742
3232,1989,16002
3232,1990,16114
3234,1951,4908
3234,1952,5001
3234,1953,5025
3234,1954,5040
3234,1955,5019
3234,1956,4995
3234,1957,4983
3234,1958,5052
3234,1959,5058
3234,1960,5082
3234,1961,5092
3234,1962,5175
3234,1963,5232
3234,1964,5257
3234,1965,5347
3234,1966,5377
3234,1967,5468
3234,1968,5519
3234,1969,5612
3234,1970,5685
3234,1971,5820
3234,1972,5901
3234,1973,5940
3234,1974,6050
3234,1975,6089
3234,1976,6214
3234,1977,6202
3234,1978,6249
3234,1979,6286
3234,1980,6458
3234,1981,6557
3234,1982,6789
3234,1983,7180
3234,1984,7324
3234,1985,7450
3234,1986,7616
3234,1987,7676
3234,1988,7741
3234,1989,7845
3234,1990,7869
3236,1951,4453
3236,1952,4465
3236,1953,4435
3236,1954,4387
3236,1955,4368
3236,1956,4550
3236,1957,4504
3236,1958,4526
3236,1959,4496
3236,1960,4493
3236,1961,4528
3236,1962,4672
3236,1963,4623
3236,1964,4632
3236,1965,4675
3236,1966,4728
3236,1967,4817
3236,1968,4834
3236,1969,4845
3236,1970,4905
3236,1971,5026
3236,1972,5100
3236,1973,5204
3236,1974,5363
3236,1975,5396
3236,1976,5392
3236,1977,5383
3236,1978,5371
3236,1979,5381
3236,1980,5391
3236,1981,5450
3236,1982,5487
3236,1983,5541
3236,1984,5579
3236,1985,5666
3236,1986,5704
3236,1987,5735
3236,1988,5757
3236,1989,5811
3236,1990,5835
3238,1951,5160
3238,1952,5218
3238,1953,5297
3238,1954,5337
3238,1955,5409
3238,1956,5375
3238,1957,5466
3238,1958,5530
3238,1959,5537
3238,1960,5577
3238,1961,5546
3238,1962,5598
3238,1963,5569
3238,1964,5723
3238,1965,5799
3238,1966,5935
3238,1967,6055
3238,1968,6142
3238,1969,6239
3238,1970,6413
3238,1971,6603
3238,1972,6727
3238,1973,6877
3238,1974,7053
3238,1975,7160
3238,1976,7245
3238,1977,7339
3238,1978,7466
3238,1979,7542
3238,1980,7625
3238,1981,7683
3238,1982,7662
3238,1983,7722
3238,1984,7794
3238,1985,7760
3238,1986,7812
3238,1987,7858
3238,1988,7955
3238,1989,7984
3238,1990,7992
3240,1951,12493
3240,1952,12460
3240,1953,12454
3240,1954,12548
3240,1955,12590
3240,1956,12679
3240,1957,12671
3240,1958,12673
3240,1959,12738
3240,1960,12802
3240,1961,12722
3240,1962,12905
3240,1963,12932
3240,1964,12993
3240,1965,13057
3240,1966,13043
3240,1967,13060
3240,1968,13140
3240,1969,13302
3240,1970,13486
3240,1971,13883
3240,1972,14070
3240,1973,14125
3240,1974,14229
3240,1975,14314
3240,1976,14473
3240,1977,14612
3240,1978,14797
3240,1979,14883
3240,1980,15038
3240,1981,15200
3240,1982,15335
3240,1983,15577
3240,1984,15641
3240,1985,15643
3240,1986,15719
3240,1987,15967
3240,1988,16242
3240,1989,16461
3240,1990,16627
3242,1951,2212
3242,1952,2218
3242,1953,2235
3242,1954,2231
3242,1955,2224
3242,1956,2241
3242,1957,2234
3242,1958,2230
3242,1959,2215
3242,1960,2236
3242,1961,2283
3242,1962,2304
3242,1963,2286
3242,1964,2275
3242,1965,2257
3242,1966,2259
3242,1967,2202
3242,1968,2213
3242,1969,2243
3242,1970,2233
3242,1971,2191
3242,1972,2217
3242,1973,2215
3242,1974,2243
3242,1975,2257
3242,1976,2315
3242,1977,2324
3242,1978,2361
3242,1979,2444
3242,1980,2469
3242,1981,2468
3242,1982,2469
3242,1983,2497
3242,1984,2489
3242,1985,2509
3242,1986,2495
3242,1987,2503
3242,1988,2541
3242,1989,2568
3242,1990,2545
0301,1951,434365
0301,1952,437184
0301,1953,440674
0301,1954,444041
0301,1955,447064
0301,1956,451247
0301,1957,455113
0301,1958,461591
0301,1959,465711
0301,1960,471511
0301,1961,475663
0301,1962,480461
0301,1963,482324
0301,1964,484711
0301,1965,483549
0301,1966,483757
0301,1967,487524
0301,1968,488231
0301,1969,488329
0301,1970,487363
0301,1971,481548
0301,1972,475563
0301,1973,472609
0301,1974,468514
0301,1975,465337
0301,1976,463022
0301,1977,462497
0301,1978,460377
0301,1979,457446
0301,1980,454872
0301,1981,452023
0301,1982,450386
0301,1983,448775
0301,1984,447257
0301,1985,447351
0301,1986,449395
0301,1987,451345
0301,1988,453730
0301,1989,456124
0301,1990,458364
3301,1951,51450
3301,1952,54782
3301,1953,55314
3301,1954,56053
3301,1955,56744
3301,1956,57510
3301,1957,58041
3301,1958,58741
3301,1959,59055
3301,1960,59737
3301,1961,60564
3301,1962,61065
3301,1963,61688
3301,1964,62453
3301,1965,63399
3301,1966,64455
3301,1967,65051
3301,1968,65836
3301,1969,66940
3301,1970,67756
3301,1971,68760
3301,1972,69567
3301,1973,70198
3301,1974,70850
3301,1975,71273
3301,1976,71721
3301,1977,72282
3301,1978,72490
3301,1979,72163
3301,1980,71848
3301,1981,71992
3301,1982,72813
3301,1983,73658
3301,1984,74052
3301,1985,74155
3301,1986,74534
3301,1987,75325
3301,1988,76148
3301,1989,76589
3301,1990,76705
3303,1951,13825
3303,1952,13985
3303,1953,14098
3303,1954,14285
3303,1955,14450
3303,1956,14612
3303,1957,14890
3303,1958,15127
3303,1959,15295
3303,1960,15388
3303,1961,15473
3303,1962,15649
3303,1963,16046
3303,1964,16799
3303,1965,17253
3303,1966,17513
3303,1967,17546
3303,1968,17769
3303,1969,18062
3303,1970,18238
3303,1971,18497
3303,1972,19004
3303,1973,19274
3303,1974,19347
3303,1975,19653
3303,1976,19849
3303,1977,20189
3303,1978,20375
3303,1979,20385
3303,1980,20509
3303,1981,20545
3303,1982,20703
3303,1983,20621
3303,1984,20720
3303,1985,20913
3303,1986,21060
3303,1987,21205
3303,1988,21262
3303,1989,21217
3303,1990,21179
3305,1951,0
3305,1952,0
3305,1953,0
3305,1954,0
3305,1955,0
3305,1956,0
3305,1957,0
3305,1958,0
3305,1959,0
3305,1960,0
3305,1961,0
3305,1962,0
3305,1963,0
3305,1964,0
3305,1965,0
3305,1966,0
3305,1967,0
3305,1968,0
3305,1969,0
3305,1970,0
3305,1971,0
3305,1972,0
3305,1973,0
3305,1974,0
3305,1975,0
3305,1976,0
3305,1977,26420
3305,1978,26585
3305,1979,26839
3305,1980,26856
3305,1981,26967
3305,1982,26870
3305,1983,26828
3305,1984,26797
3305,1985,26870
3305,1986,26797
3305,1987,26784
3305,1988,26974
3305,1989,27108
3305,1990,27275
3310,1951,2570
3310,1952,2661
3310,1953,2616
3310,1954,2626
3310,1955,2642
3310,1956,2757
3310,1957,2796
3310,1958,2854
3310,1959,2945
3310,1960,2948
3310,1961,2932
3310,1962,3050
3310,1963,3084
3310,1964,0
3310,1965,0
3310,1966,0
3310,1967,0
3310,1968,0
3310,1969,0
3310,1970,0
3310,1971,0
3310,1972,0
3310,1973,0
3310,1974,0
3310,1975,0
3310,1976,0
3310,1977,3915
3310,1978,3885
3310,1979,3904
3310,1980,4027
3310,1981,3987
3310,1982,4118
3310,1983,4172
3310,1984,4146
3310,1985,4215
3310,1986,4236
3310,1987,4270
3310,1988,4342
3310,1989,4422
3310,1990,4485
3312,1951,14454
3312,1952,11967
3312,1953,12079
3312,1954,12277
3312,1955,12575
3312,1956,12577
3312,1957,12778
3312,1958,12967
3312,1959,13066
3312,1960,13215
3312,1961,13351
3312,1962,13557
3312,1963,13768
3312,1964,13795
3312,1965,14068
3312,1966,14101
3312,1967,14251
3312,1968,14309
3312,1969,14395
3312,1970,14708
3312,1971,15034
3312,1972,15378
3312,1973,15901
3312,1974,16287
3312,1975,17230
3312,1976,17509
3312,1977,17668
3312,1978,17543
3312,1979,17699
3312,1980,17820
3312,1981,17932
3312,1982,17847
3312,1983,17873
3312,1984,17951
3312,1985,18113
3312,1986,18348
3312,1987,18449
