Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Antall stemmeberettigede;Godkjente stemmegivninger — Forhånd;Godkjente stemmegivninger - Valgting;Godkjente stemmegivninger - Totalt;Forkastede stemmegivninger - Forhånd;Forkastede stemmegivninger - Totalt;Godkjente stemmesedler - Forhånd;Godkjente stemmesedler - Valgting;Godkjente stemmesedler - Totalt;Forkastede stemmesedler - Forhånd;Forkastede stemmesedler - Totalt;Blanke stemmesedler - Forhånd;Blanke stemmesedler - Totalt;
02;Akershus;0228;Rælingen;0000;Hele kommunen;11654;2243;6866;9109;1;17;2246;6872;9118;6;10;10;38;
02;Akershus;0229;Enebakk;0000;Hele kommunen;7348;976;4789;5765;2;25;984;4809;5793;3;6;5;32;
02;Akershus;0230;Lørenskog;0000;Hele kommunen;24027;4134;14857;18991;5;34;4133;14863;18996;15;27;11;77;
02;Akershus;0231;Skedsmo;0000;Hele kommunen;35670;7847;19955;27802;6;21;7859;20001;27860;1;23;20;93;
02;Akershus;0233;Nittedal;0000;Hele kommunen;15334;2764;9940;12704;0;6;2768;9936;12704;2;23;11;49;
02;Akershus;0234;Gjerdrum;0000;Hele kommunen;4226;708;2811;3519;3;3;707;2814;3521;0;0;2;14;
02;Akershus;0235;Ullensaker;0000;Hele kommunen;21589;3665;13043;16708;2;21;3672;13060;16732;3;13;19;91;
02;Akershus;0236;Nes;0000;Hele kommunen;14567;2298;8901;11199;0;8;2293;8902;11195;5;13;9;63;
02;Akershus;0237;Eidsvoll;0000;Hele kommunen;16034;2150;10074;12224;2;44;2153;10088;12241;5;19;9;75;
02;Akershus;0238;Nannestad;0000;Hele kommunen;7935;1193;4869;6062;1;9;1196;4870;6066;3;18;7;35;
02;Akershus;0239;Hurdal;0000;Hele kommunen;1993;430;1092;1522;0;0;431;1100;1531;2;6;0;11;
03;Oslo;0301;Oslo;0000;Uoppgitt krets;12571;135439;52;135491;106;335;135234;52;135286;33;33;453;453;
03;Oslo;0301;Oslo;0101;Vahl skole;4190;0;1615;1615;0;0;0;1615;1615;0;0;0;9;
03;Oslo;0301;Oslo;0102;Tøyen skole;5185;0;2583;2583;0;0;0;2584;2584;0;0;0;17;
03;Oslo;0301;Oslo;0103;Kampen skole;3514;0;2013;2013;0;0;0;2015;2015;0;1;0;9;
03;Oslo;0301;Oslo;0104;Gamlebyen skole;6526;0;2285;2285;0;0;0;2287;2287;0;0;0;14;
03;Oslo;0301;Oslo;0105;Jordal skole;2209;0;1245;1245;0;0;0;1245;1245;0;0;0;4;
03;Oslo;0301;Oslo;0106;Vålerenga skole;3749;0;1676;1676;0;0;0;1677;1677;0;0;0;5;
03;Oslo;0301;Oslo;0107;Etterstad videregående skole;3108;0;1756;1756;0;0;0;1758;1758;0;0;0;5;
03;Oslo;0301;Oslo;0108;Fyrstikkalleen skole;3269;0;1514;1514;0;0;0;1515;1515;0;2;0;4;
03;Oslo;0301;Oslo;0201;Hasle skole;3846;0;2378;2378;0;0;0;2378;2378;0;1;0;10;
03;Oslo;0301;Oslo;0202;Sinsen skole;8238;0;3244;3244;0;0;0;3247;3247;0;1;0;16;
03;Oslo;0301;Oslo;0203;Engelsborg ressurssenter;7997;0;3345;3345;0;0;0;3345;3345;0;0;0;16;
03;Oslo;0301;Oslo;0204;Grünerløkka skole;4364;0;2566;2566;0;0;0;2568;2568;0;0;0;9;
03;Oslo;0301;Oslo;0205;Foss videregående skole;4454;0;2062;2062;0;0;0;2063;2063;0;0;0;13;
03;Oslo;0301;Oslo;0206;Anker Hotel;5980;0;2169;2169;0;0;0;2187;2187;0;0;0;16;
03;Oslo;0301;Oslo;0301;Sagene samfunnshus;4709;0;2453;2453;0;0;0;2455;2455;0;0;0;13;
03;Oslo;0301;Oslo;0302;Bjølsen skole;4241;0;1998;1998;0;0;0;1998;1998;0;0;0;10;
03;Oslo;0301;Oslo;0303;Nordpolen skole;4289;0;2061;2061;0;0;0;2062;2062;0;0;0;10;
03;Oslo;0301;Oslo;0304;Lilleborg skole;4261;0;2143;2143;0;0;0;2144;2144;0;0;0;5;
03;Oslo;0301;Oslo;0305;Sagene festivitetshus;5758;0;1880;1880;0;0;0;1880;1880;0;1;0;10;
03;Oslo;0301;Oslo;0306;Grefsenveien 28, selskapslokale;4879;0;2003;2003;0;0;0;2004;2004;0;0;0;4;
03;Oslo;0301;Oslo;0401;Marienlyst skole;1226;0;686;686;0;0;0;686;686;0;0;0;5;
03;Oslo;0301;Oslo;0402;Fagerborg videregående skole;4245;0;2245;2245;0;0;0;2245;2245;0;0;0;13;
03;Oslo;0301;Oslo;0403;Bolteløkka skole;5756;0;2918;2918;0;0;0;2917;2917;0;1;0;13;
03;Oslo;0301;Oslo;0404;Ila skole;5096;0;2178;2178;0;0;0;2180;2180;0;0;0;15;
03;Oslo;0301;Oslo;0405;Oslo katedralskole;6300;0;2790;2790;0;0;0;2789;2789;0;1;0;12;
03;Oslo;0301;Oslo;0406;Møllergata skole;2387;0;1158;1158;0;0;0;1159;1159;0;0;0;10;
03;Oslo;0301;Oslo;0501;Politihøgskolen;5807;0;2469;2469;0;0;0;2471;2471;0;0;0;9;
03;Oslo;0301;Oslo;0502;Paviljongen, Bogstadveien 76;3795;0;1749;1749;0;0;0;1751;1751;0;1;0;11;
03;Oslo;0301;Oslo;0503;Kristelig Gymnasium;4818;0;1986;1986;0;0;0;1986;1986;0;1;0;8;
03;Oslo;0301;Oslo;0504;Uranienborg menighetshus;2906;0;1228;1228;0;0;0;1229;1229;0;0;0;5;
03;Oslo;0301;Oslo;0505;Uranienborg skole;3671;0;2334;2334;0;0;0;2335;2335;0;0;0;3;
03;Oslo;0301;Oslo;0506;Frogner menighetshus Schafteløkken;3134;0;1541;1541;0;0;0;1543;1543;0;0;0;5;
03;Oslo;0301;Oslo;0507;Frogner kino;2878;0;1984;1984;0;0;0;1985;1985;0;1;0;9;
03;Oslo;0301;Oslo;0508;Oslo handelsgymnasium;6348;0;2872;2872;0;0;0;2876;2876;0;0;0;11;
03;Oslo;0301;Oslo;0509;Ruseløkka skole;2129;0;950;950;0;0;0;949;949;0;0;0;5;
03;Oslo;0301;Oslo;0510;Bygdøy skole;2357;0;1520;1520;0;0;0;1522;1522;0;0;0;2;
03;Oslo;0301;Oslo;0601;Lysejordet skole;3595;0;1864;1864;0;0;0;1864;1864;0;2;0;5;
03;Oslo;0301;Oslo;0602;Øraker skole;4531;0;2241;2241;0;0;0;2243;2243;0;0;0;7;
03;Oslo;0301;Oslo;0603;Bestum skole;3514;0;1954;1954;0;0;0;1955;1955;0;0;0;3;
03;Oslo;0301;Oslo;0604;Njårdhallen;2763;0;1042;1042;0;0;0;1089;1089;0;0;0;3;
03;Oslo;0301;Oslo;0605;Smestad skole;2895;0;1758;1758;0;0;0;1758;1758;0;0;0;3;
03;Oslo;0301;Oslo;0606;Skøyen skole;4260;0;2355;2355;0;0;0;2357;2357;0;2;0;2;
03;Oslo;0301;Oslo;0701;Vinderen skole;2501;0;1486;1486;0;0;0;1487;1487;0;0;0;4;
03;Oslo;0301;Oslo;0702;Ris ungdomsskole;2536;0;1300;1300;0;0;0;1300;1300;0;0;0;3;
03;Oslo;0301;Oslo;0703;Slemdal skole;3951;0;2428;2428;0;0;0;2431;2431;0;0;0;4;
03;Oslo;0301;Oslo;0704;Svendstuen skole;4617;0;2231;2231;0;0;0;2232;2232;0;1;0;4;
03;Oslo;0301;Oslo;0705;Grindbakken skole;3353;0;1637;1637;0;0;0;1639;1639;0;0;0;2;
03;Oslo;0301;Oslo;0706;Bogstad skole;3217;0;1455;1455;0;0;0;1456;1456;0;1;0;2;
03;Oslo;0301;Oslo;0707;Huseby skole;3143;0;1447;1447;0;0;0;1449;1449;0;0;0;1;
03;Oslo;0301;Oslo;0708;Hovseter skole;4207;0;2071;2071;0;0;0;2071;2071;0;1;0;4;
03;Oslo;0301;Oslo;0709;Persbråten videregående skole;3049;0;1701;1701;0;0;0;1703;1703;0;4;0;4;
03;Oslo;0301;Oslo;0801;Ullevål skole;3804;0;2553;2553;0;0;0;2574;2574;0;0;0;8;
03;Oslo;0301;Oslo;0802;Sogn videregående skole;2473;0;20;20;0;0;0;0;0;0;0;0;0;
03;Oslo;0301;Oslo;0803;Kringsjå skole;2245;0;1763;1763;0;0;0;1763;1763;0;1;0;4;
03;Oslo;0301;Oslo;0804;Korsvoll skole;3351;0;2112;2112;0;0;0;2113;2113;0;0;0;3;
03;Oslo;0301;Oslo;0805;Tåsen skole;4490;0;3368;3368;0;0;0;3371;3371;0;2;0;8;
03;Oslo;0301;Oslo;0806;Kjelsås skole;4042;0;2610;2610;0;0;0;2610;2610;0;1;0;7;
03;Oslo;0301;Oslo;0807;Engebråten skole;2205;0;1499;1499;0;0;0;1501;1501;0;0;0;7;
03;Oslo;0301;Oslo;0808;Morellbakken skole;4826;0;2012;2012;0;0;0;2015;2015;0;0;0;3;
03;Oslo;0301;Oslo;0809;Disen skole;2815;0;1719;1719;0;0;0;1722;1722;0;1;0;3;
03;Oslo;0301;Oslo;0810;Skeidhuset;2070;0;1373;1373;0;0;0;1375;1375;0;0;0;6;
03;Oslo;0301;Oslo;0901;Løren skole;5689;0;2616;2616;0;0;0;2620;2620;0;1;0;5;
03;Oslo;0301;Oslo;0902;Årvoll skole;4414;0;2343;2343;0;0;0;2344;2344;0;1;0;6;
03;Oslo;0301;Oslo;0903;Tonsenhagen skole;2598;0;1605;1605;0;0;0;1605;1605;0;1;0;3;
03;Oslo;0301;Oslo;0904;Linderud skole;2366;0;1121;1121;0;0;0;1124;1124;0;0;0;6;
03;Oslo;0301;Oslo;0905;Veitvet skole;3634;0;1352;1352;0;0;0;1353;1353;0;0;0;9;
03;Oslo;0301;Oslo;1001;Rødtvet skole;2428;0;1384;1384;0;0;0;1386;1386;0;1;0;12;
03;Oslo;0301;Oslo;1002;Nordtvet skole;4836;0;2628;2628;0;0;0;2632;2632;0;0;0;12;
03;Oslo;0301;Oslo;1003;Ammerud skole;5990;0;2525;2525;0;0;0;2527;2527;0;0;0;16;
03;Oslo;0301;Oslo;1004;Tiurleiken skole;4600;0;2046;2046;0;0;0;2049;2049;0;0;0;17;
03;Oslo;0301;Oslo;1101;Tokerud skole;4017;0;1841;1841;0;0;0;1842;1842;0;0;0;9;
03;Oslo;0301;Oslo;1102;Stovner videregående skole;3359;0;2033;2033;0;0;0;2032;2032;0;0;0;6;
03;Oslo;0301;Oslo;1103;Stovner skole;5756;0;2536;2536;0;0;0;2538;2538;0;0;0;4;
03;Oslo;0301;Oslo;1104;Stig skole;2467;0;1265;1265;0;0;0;1268;1268;0;0;0;4;
03;Oslo;0301;Oslo;1105;Folkvang ¿ Høybråten;4660;0;2858;2858;0;0;0;2860;2860;0;5;0;7;
03;Oslo;0301;Oslo;1201;Ellingsrudåsen skole;4240;0;2123;2123;0;0;0;2125;2125;0;0;0;8;
03;Oslo;0301;Oslo;1202;Gran skole;5024;0;2038;2038;0;0;0;2042;2042;0;0;0;6;
03;Oslo;0301;Oslo;1203;Furuset skole;1748;0;842;842;0;0;0;844;844;0;0;0;5;
03;Oslo;0301;Oslo;1204;Lindeberg skole;5081;0;2439;2439;0;0;0;2444;2444;0;0;0;11;
03;Oslo;0301;Oslo;1205;Haukåsen skole;5702;0;2319;2319;0;0;0;2324;2324;0;0;0;5;
03;Oslo;0301;Oslo;1206;Hellerud videregående skole;6135;0;2492;2492;0;0;0;2494;2494;0;0;0;13;
03;Oslo;0301;Oslo;1207;Bryn skole;3863;0;1797;1797;0;0;0;1797;1797;0;0;0;16;
03;Oslo;0301;Oslo;1301;Godlia skole;2936;0;1273;1273;0;0;0;1269;1269;0;3;0;3;
03;Oslo;0301;Oslo;1302;Trasop skole;1888;0;1309;1309;0;0;0;1311;1311;0;0;0;10;
03;Oslo;0301;Oslo;1303;Oppsal skole;4215;0;2399;2399;0;0;0;2400;2400;0;0;0;13;
03;Oslo;0301;Oslo;1304;Skøyenåsen skole;1716;0;924;924;0;0;0;924;924;0;0;0;5;
03;Oslo;0301;Oslo;1305;Østensjø skole;2302;0;1146;1146;0;0;0;1146;1146;0;0;0;7;
03;Oslo;0301;Oslo;1306;Manglerud videregående skole;4286;0;2341;2341;0;0;0;2343;2343;0;0;0;8;
03;Oslo;0301;Oslo;1307;Høyenhall skole;3125;0;1813;1813;0;0;0;1977;1977;0;0;0;11;
03;Oslo;0301;Oslo;1308;Abildsø skole;2383;0;1570;1570;0;0;0;1569;1569;0;0;0;8;
03;Oslo;0301;Oslo;1309;Ulsrud videregående skole;5679;0;2395;2395;0;0;0;2395;2395;0;0;0;11;
03;Oslo;0301;Oslo;1310;Skullerud skole;4976;0;2427;2427;0;0;0;2427;2427;0;1;0;11;
03;Oslo;0301;Oslo;1401;Ekeberg skole;3888;0;2407;2407;0;0;0;2405;2405;0;2;0;8;
03;Oslo;0301;Oslo;1402;Bekkelaget skole;6168;0;3632;3632;0;0;0;3640;3640;0;0;0;10;
03;Oslo;0301;Oslo;1403;Nedre Bekkelaget skole;1678;0;1083;1083;0;0;0;1083;1083;0;1;0;2;
03;Oslo;0301;Oslo;1404;Lambertseter videregående skole;2917;0;1825;1825;0;0;0;1826;1826;0;0;0;11;
03;Oslo;0301;Oslo;1405;Lambertseter skole;5349;0;2627;2627;0;0;0;2630;2630;0;1;0;9;
03;Oslo;0301;Oslo;1406;Nordseter skole;4503;0;2675;2675;0;0;0;2676;2676;0;3;0;5;
03;Oslo;0301;Oslo;1407;Nordstrand skole;2941;0;1854;1854;0;0;0;1855;1855;0;0;0;2;
03;Oslo;0301;Oslo;1408;Munkerud skole;3710;0;2434;2434;0;0;0;2437;2437;0;0;0;6;
03;Oslo;0301;Oslo;1409;Ljan skole;2512;0;1632;1632;0;0;0;1632;1632;0;1;0;6;
03;Oslo;0301;Oslo;1501;Hallagerbakken skole;3253;0;1527;1527;0;0;0;1529;1529;0;1;0;7;
03;Oslo;0301;Oslo;1502;Rosenholm skole;2969;0;1384;1384;0;0;0;1383;1383;0;1;0;8;
03;Oslo;0301;Oslo;1503;Toppåsen skole;2899;0;1169;1169;0;0;0;1169;1169;0;0;0;7;
03;Oslo;0301;Oslo;1504;Prinsdal skole;2976;0;1338;1338;0;0;0;1596;1596;0;0;0;5;
03;Oslo;0301;Oslo;1505;Mortensrud skole;4821;0;1689;1689;0;0;0;1690;1690;0;0;0;5;
03;Oslo;0301;Oslo;1506;Klemetsrud skole;1777;0;805;805;0;0;0;805;805;0;0;0;4;
03;Oslo;0301;Oslo;1507;Bjørndal skole;4258;0;2049;2049;0;0;0;2049;2049;0;0;0;11;
03;Oslo;0301;Oslo;1601;Oslo rådhus;1484;0;4013;4013;0;0;0;3787;3787;0;0;0;36;
03;Oslo;0301;Oslo;1701;Sørkedalen skole;494;0;314;314;0;0;0;314;314;0;0;0;2;
03;Oslo;0301;Oslo;1702;Maridalen skole;434;0;310;310;0;0;0;310;310;0;0;0;0;
04;Hedmark;0402;Kongsvinger;0000;Hele kommunen;13625;2746;7340;10086;5;5;2746;7343;10089;2;4;17;52;
04;Hedmark;0403;Hamar;0000;Hele kommunen;22444;5674;12373;18047;3;27;5668;12372;18040;14;25;24;83;
04;Hedmark;0412;Ringsaker;0000;Hele kommunen;25014;5005;13624;18629;1;25;5003;13626;18629;3;7;28;119;
04;Hedmark;0415;Løten;0000;Hele kommunen;5765;1007;3465;4472;0;7;1006;3466;4472;4;5;7;36;
04;Hedmark;0417;Stange;0000;Hele kommunen;14716;2616;9156;11772;0;3;2614;9166;11780;2;10;10;69;
04;Hedmark;0418;Nord-Odal;0000;Hele kommunen;4065;617;2529;3146;0;6;617;2529;3146;1;1;2;13;
04;Hedmark;0419;Sør-Odal;0000;Hele kommunen;6074;1243;3361;4604;0;0;1242;3353;4595;1;1;3;30;
04;Hedmark;0420;Eidskog;0000;Hele kommunen;4913;1100;2469;3569;0;0;1100;2468;3568;0;1;8;28;
04;Hedmark;0423;Grue;0000;Hele kommunen;3939;548;2302;2850;0;11;548;2303;2851;2;3;0;8;
04;Hedmark;0425;Åsnes;0000;Hele kommunen;6050;1223;3139;4362;3;18;1221;3131;4352;5;15;5;24;
04;Hedmark;0426;Våler;0000;Hele kommunen;3036;713;1501;2214;0;7;713;1501;2214;1;2;4;19;
04;Hedmark;0427;Elverum;0000;Hele kommunen;15509;2749;9078;11827;0;32;2781;9043;11824;4;17;16;75;
04;Hedmark;0428;Trysil;0000;Hele kommunen;5113;957;2889;3846;2;7;957;2890;3847;0;1;6;38;
04;Hedmark;0429;Åmot;0000;Hele kommunen;3361;720;1760;2480;0;0;719;1759;2478;0;1;3;21;
04;Hedmark;0430;Stor-Elvdal;0000;Hele kommunen;2019;473;1081;1554;0;2;473;1081;1554;0;0;2;6;
04;Hedmark;0432;Rendalen;0000;Hele kommunen;1533;346;904;1250;0;7;346;924;1270;0;0;0;5;
04;Hedmark;0434;Engerdal;0000;Hele kommunen;1048;167;660;827;0;3;167;661;828;0;0;0;7;
04;Hedmark;0436;Tolga;0000;Hele kommunen;1226;195;798;993;0;3;188;798;986;7;7;0;0;
04;Hedmark;0437;Tynset;0000;Hele kommunen;4031;1723;1492;3215;0;7;1723;1494;3217;2;2;3;6;
04;Hedmark;0438;Alvdal;0000;Hele kommunen;1805;283;1094;1377;0;4;283;1094;1377;0;0;4;9;
04;Hedmark;0439;Folldal;0000;Hele kommunen;1272;233;816;1049;0;0;233;816;1049;0;0;4;12;
04;Hedmark;0441;Os;0000;Hele kommunen;1540;262;962;1224;0;3;260;962;1222;0;0;1;5;
05;Oppland;0501;Lillehammer;0000;Hele kommunen;20337;4823;11219;16042;0;33;4825;11226;16051;7;11;16;73;
05;Oppland;0502;Gjøvik;0000;Hele kommunen;22094;3912;13013;16925;9;19;3912;13019;16931;9;29;19;70;
05;Oppland;0511;Dovre;0000;Hele kommunen;2097;408;1114;1522;0;0;411;1131;1542;0;1;2;4;
05;Oppland;0512;Lesja;0000;Hele kommunen;1579;402;923;1325;0;2;401;838;1239;1;1;3;6;
05;Oppland;0513;Skjåk;0000;Hele kommunen;1747;398;890;1288;0;4;396;890;1286;2;2;4;11;
05;Oppland;0514;Lom;0000;Hele kommunen;1850;420;880;1300;1;5;423;921;1344;0;0;4;6;
05;Oppland;0515;Vågå;0000;Hele kommunen;2861;432;1727;2159;0;4;433;1728;2161;0;0;3;16;
05;Oppland;0516;Nord-Fron;0000;Hele kommunen;4454;766;2518;3284;1;2;764;2517;3281;2;2;5;12;
05;Oppland;0517;Sel;0000;Hele kommunen;4628;998;2308;3306;1;9;997;2307;3304;2;4;4;13;
05;Oppland;0519;Sør-Fron;0000;Hele kommunen;2434;415;1368;1783;0;4;415;1367;1782;0;0;1;11;
05;Oppland;0520;Ringebu;0000;Hele kommunen;3400;514;1986;2500;0;4;514;1986;2500;0;0;3;11;
05;Oppland;0521;Øyer;0000;Hele kommunen;3736;651;2165;2816;0;0;650;2164;2814;1;4;3;15;
05;Oppland;0522;Gausdal;0000;Hele kommunen;4773;912;2595;3507;0;4;911;2595;3506;0;3;6;19;
05;Oppland;0528;Østre Toten;0000;Hele kommunen;11237;1816;6620;8436;0;20;1813;6605;8418;2;4;6;34;
05;Oppland;0529;Vestre Toten;0000;Hele kommunen;10035;1294;6254;7548;1;1;1292;6251;7543;2;5;5;35;
05;Oppland;0532;Jevnaker;0000;Hele kommunen;4855;940;2883;3823;2;14;940;2884;3824;5;9;4;14;
05;Oppland;0533;Lunner;0000;Hele kommunen;6555;1058;4304;5362;0;17;1060;4307;5367;0;1;6;30;
05;Oppland;0534;Gran;0000;Hele kommunen;10241;1964;6052;8016;1;13;1962;6052;8014;15;24;11;39;
05;Oppland;0536;Søndre Land;0000;Hele kommunen;4423;826;2340;3166;0;2;829;2340;3169;3;4;3;13;
05;Oppland;0538;Nordre Land;0000;Hele kommunen;5227;855;2903;3758;0;5;854;2905;3759;0;0;3;19;
05;Oppland;0540;Sør-Aurdal;0000;Hele kommunen;2399;308;1499;1807;0;13;308;1500;1808;0;0;2;6;
05;Oppland;0541;Etnedal;0000;Hele kommunen;1001;296;454;750;0;0;296;455;751;0;0;4;6;
05;Oppland;0542;Nord-Aurdal;0000;Hele kommunen;4834;805;2808;3613;0;11;802;2810;3612;1;2;4;9;
05;Oppland;0543;Vestre Slidre;0000;Hele kommunen;1665;217;1077;1294;0;1;217;1082;1299;0;0;0;9;
05;Oppland;0544;Øystre Slidre;0000;Hele kommunen;2388;392;1298;1690;0;1;391;1298;1689;1;1;0;3;
05;Oppland;0545;Vang;0000;Hele kommunen;1164;199;704;903;0;0;199;704;903;0;1;2;4;
06;Buskerud;0602;Drammen;0000;Hele kommunen;46504;13878;21498;35376;21;81;13945;21513;35458;7;57;45;153;
06;Buskerud;0604;Kongsberg;0000;Hele kommunen;18566;4197;10625;14822;1;17;4198;10641;14839;9;21;18;81;
06;Buskerud;0605;Ringerike;0000;Hele kommunen;22312;4358;12672;17030;2;60;4356;12677;17033;4;16;31;123;
06;Buskerud;0612;Hole;0000;Hele kommunen;4460;976;2721;3697;0;0;985;2722;3707;5;5;8;23;
06;Buskerud;0615;Flå;0000;Hele kommunen;796;161;441;602;0;3;161;441;602;0;0;1;3;
06;Buskerud;0616;Nes;0000;Hele kommunen;2560;413;1471;1884;1;1;416;1471;1887;3;3;1;4;
06;Buskerud;0617;Gol;0000;Hele kommunen;3281;902;1583;2485;0;2;903;1583;2486;0;0;1;6;
06;Buskerud;0618;Hemsedal;0000;Hele kommunen;1417;386;772;1158;0;7;386;772;1158;0;0;2;5;
06;Buskerud;0619;Ål;0000;Hele kommunen;3437;737;1995;2732;1;4;741;1996;2737;0;1;4;15;
06;Buskerud;0620;Hol;0000;Hele kommunen;3192;773;1774;2547;2;5;774;1774;2548;0;0;2;10;
06;Buskerud;0621;Sigdal;0000;Hele kommunen;2679;264;1764;2028;0;2;264;1764;2028;1;1;0;12;
06;Buskerud;0622;Krødsherad;0000;Hele kommunen;1653;257;1007;1264;0;1;258;1009;1267;1;1;2;7;
06;Buskerud;0623;Modum;0000;Hele kommunen;10158;1852;5800;7652;0;16;1852;5801;7653;0;2;14;45;
06;Buskerud;0624;Øvre Eiker;0000;Hele kommunen;12799;1794;8011;9805;0;21;1803;8011;9814;6;10;13;61;
06;Buskerud;0625;Nedre Eiker;0000;Hele kommunen;16669;3174;9630;12804;0;7;3172;9633;12805;3;26;20;83;
06;Buskerud;0626;Lier;0000;Hele kommunen;17263;3240;10815;14055;7;18;3241;10820;14061;9;29;14;76;
06;Buskerud;0627;Røyken;0000;Hele kommunen;13997;2153;9334;11487;10;32;2122;9338;11460;50;81;8;56;
06;Buskerud;0628;Hurum;0000;Hele kommunen;6736;1285;4039;5324;0;18;1260;4036;5296;26;30;1;41;
06;Buskerud;0631;Flesberg;0000;Hele kommunen;1958;385;1139;1524;0;1;386;1139;1525;0;0;1;3;
06;Buskerud;0632;Rollag;0000;Hele kommunen;1047;135;703;838;0;0;135;703;838;0;2;0;2;
06;Buskerud;0633;Nore og Uvdal;0000;Hele kommunen;1920;310;1120;1430;0;0;306;1120;1426;4;4;0;8;
07;Vestfold;0701;Horten;0000;Hele kommunen;19625;5177;10122;15299;2;4;5178;10118;15296;22;31;22;94;
07;Vestfold;0702;Holmestrand;0000;Hele kommunen;7863;1464;4673;6137;4;8;1464;4676;6140;2;7;5;28;
07;Vestfold;0704;Tønsberg;0000;Hele kommunen;30564;6012;18137;24149;9;13;6003;18197;24200;4;5;36;152;
07;Vestfold;0706;Sandefjord;0000;Hele kommunen;32712;7624;17534;25158;1;13;7632;17544;25176;2;3;21;87;
07;Vestfold;0709;Larvik;0000;Hele kommunen;32405;10303;14965;25268;3;33;10305;14986;25291;2;5;55;135;
