"sourceCode";"sourceName";"targetCode";"targetName"
"0";"Minst sentrale kommuner";"1576";"Aure"
"0";"Minst sentrale kommuner";"1612";"Hemne"
"0";"Minst sentrale kommuner";"1617";"Hitra"
"0";"Minst sentrale kommuner";"1620";"Frøya"
"0";"Minst sentrale kommuner";"1621";"Ørland"
"0";"Minst sentrale kommuner";"1627";"Bjugn"
"0";"Minst sentrale kommuner";"1630";"Åfjord"
"0";"Minst sentrale kommuner";"1632";"Roan"
"0";"Minst sentrale kommuner";"1633";"Osen"
"0";"Minst sentrale kommuner";"1634";"Oppdal"
"0";"Minst sentrale kommuner";"1640";"Røros"
"0";"Minst sentrale kommuner";"1644";"Holtålen"
"0";"Minst sentrale kommuner";"1665";"Tydal"
"0";"Minst sentrale kommuner";"1738";"Lierne"
"0";"Minst sentrale kommuner";"1739";"Røyrvik"
"0";"Minst sentrale kommuner";"1740";"Namsskogan"
"0";"Minst sentrale kommuner";"1749";"Flatanger"
"0";"Minst sentrale kommuner";"1750";"Vikna"
"0";"Minst sentrale kommuner";"1751";"Nærøy"
"0";"Minst sentrale kommuner";"1755";"Leka"
"0";"Minst sentrale kommuner";"1811";"Bindal"
"0";"Minst sentrale kommuner";"1815";"Vega"
"0";"Minst sentrale kommuner";"1818";"Herøy"
"0";"Minst sentrale kommuner";"1826";"Hattfjelldal"
"0";"Minst sentrale kommuner";"1834";"Lurøy"
"0";"Minst sentrale kommuner";"1835";"Træna"
"0";"Minst sentrale kommuner";"1836";"Rødøy"
"0";"Minst sentrale kommuner";"1837";"Meløy"
"0";"Minst sentrale kommuner";"1838";"Gildeskål"
"0";"Minst sentrale kommuner";"1839";"Beiarn"
"0";"Minst sentrale kommuner";"1848";"Steigen"
"0";"Minst sentrale kommuner";"1849";"Hamarøy - Hábmer"
"0";"Minst sentrale kommuner";"1850";"Divtasvuodna - Tysfjord"
"0";"Minst sentrale kommuner";"1851";"Lødingen"
"0";"Minst sentrale kommuner";"1856";"Røst"
"0";"Minst sentrale kommuner";"1857";"Værøy"
"0";"Minst sentrale kommuner";"1859";"Flakstad"
"0";"Minst sentrale kommuner";"1860";"Vestvågøy"
"0";"Minst sentrale kommuner";"1866";"Hadsel"
"0";"Minst sentrale kommuner";"1867";"Bø"
"0";"Minst sentrale kommuner";"1868";"Øksnes"
"0";"Minst sentrale kommuner";"1870";"Sortland"
"0";"Minst sentrale kommuner";"1871";"Andøy"
"0";"Minst sentrale kommuner";"1874";"Moskenes"
"0";"Minst sentrale kommuner";"1917";"Ibestad"
"0";"Minst sentrale kommuner";"1920";"Lavangen"
"0";"Minst sentrale kommuner";"1922";"Bardu"
"0";"Minst sentrale kommuner";"1923";"Salangen"
"0";"Minst sentrale kommuner";"1924";"Målselv"
"0";"Minst sentrale kommuner";"1925";"Sørreisa"
"0";"Minst sentrale kommuner";"1926";"Dyrøy"
"0";"Minst sentrale kommuner";"1927";"Tranøy"
"0";"Minst sentrale kommuner";"1928";"Torsken"
"0";"Minst sentrale kommuner";"1929";"Berg"
"0";"Minst sentrale kommuner";"1931";"Lenvik"
"0";"Minst sentrale kommuner";"1938";"Lyngen"
"0";"Minst sentrale kommuner";"1939";"Storfjord - Omasvuotna - Omasvuono"
"0";"Minst sentrale kommuner";"1940";"Gáivuotna - Kåfjord"
"0";"Minst sentrale kommuner";"1941";"Skjervøy"
"0";"Minst sentrale kommuner";"1942";"Nordreisa"
"0";"Minst sentrale kommuner";"1943";"Kvænangen"
"0";"Minst sentrale kommuner";"2002";"Vardø"
"0";"Minst sentrale kommuner";"2011";"Guovdageaidnu - Kautokeino"
"0";"Minst sentrale kommuner";"2014";"Loppa"
"0";"Minst sentrale kommuner";"2015";"Hasvik"
"0";"Minst sentrale kommuner";"2018";"Måsøy"
"0";"Minst sentrale kommuner";"2019";"Nordkapp"
"0";"Minst sentrale kommuner";"2020";"Porsanger - Porsángu - Porsanki"
"0";"Minst sentrale kommuner";"2021";"Kárá?johka - Karasjok"
"0";"Minst sentrale kommuner";"2022";"Lebesby"
"0";"Minst sentrale kommuner";"2023";"Gamvik"
"0";"Minst sentrale kommuner";"2024";"Berlevåg"
"0";"Minst sentrale kommuner";"2025";"Deatnu - Tana"
"0";"Minst sentrale kommuner";"2028";"Båtsfjord"
"0";"Minst sentrale kommuner";"2030";"Sør-Varanger"
"1";"Mindre sentrale kommuner";"0423";"Grue"
"1";"Mindre sentrale kommuner";"1003";"Farsund"
"1";"Mindre sentrale kommuner";"1004";"Flekkefjord"
"1";"Mindre sentrale kommuner";"1037";"Kvinesdal"
"1";"Mindre sentrale kommuner";"1046";"Sirdal"
"1";"Mindre sentrale kommuner";"1112";"Lund"
"1";"Mindre sentrale kommuner";"1219";"Bømlo"
"1";"Mindre sentrale kommuner";"1221";"Stord"
"1";"Mindre sentrale kommuner";"1222";"Fitjar"
"1";"Mindre sentrale kommuner";"1223";"Tysnes"
"1";"Mindre sentrale kommuner";"1228";"Odda"
"1";"Mindre sentrale kommuner";"1231";"Ullensvang"
"1";"Mindre sentrale kommuner";"1233";"Ulvik"
"1";"Mindre sentrale kommuner";"1234";"Granvin"
"1";"Mindre sentrale kommuner";"1235";"Voss"
"1";"Mindre sentrale kommuner";"1401";"Flora"
"1";"Mindre sentrale kommuner";"1429";"Fjaler"
"1";"Mindre sentrale kommuner";"1430";"Gaular"
"1";"Mindre sentrale kommuner";"1431";"Jølster"
"1";"Mindre sentrale kommuner";"1432";"Førde"
"1";"Mindre sentrale kommuner";"1433";"Naustdal"
"1";"Mindre sentrale kommuner";"1514";"Sande"
"1";"Mindre sentrale kommuner";"1515";"Herøy"
"1";"Mindre sentrale kommuner";"1519";"Volda"
"1";"Mindre sentrale kommuner";"1520";"Ørsta"
"1";"Mindre sentrale kommuner";"1702";"Steinkjer"
"1";"Mindre sentrale kommuner";"1703";"Namsos"
"1";"Mindre sentrale kommuner";"1724";"Verran"
"1";"Mindre sentrale kommuner";"1725";"Namdalseid"
"1";"Mindre sentrale kommuner";"1736";"Snåase - Snåsa"
"1";"Mindre sentrale kommuner";"1742";"Grong"
"1";"Mindre sentrale kommuner";"1743";"Høylandet"
"1";"Mindre sentrale kommuner";"1744";"Overhalla"
"1";"Mindre sentrale kommuner";"1748";"Fosnes"
"1";"Mindre sentrale kommuner";"1756";"Inderøy"
"1";"Mindre sentrale kommuner";"1812";"Sømna"
"1";"Mindre sentrale kommuner";"1813";"Brønnøy"
"1";"Mindre sentrale kommuner";"1816";"Vevelstad"
"1";"Mindre sentrale kommuner";"1820";"Alstahaug"
"1";"Mindre sentrale kommuner";"1822";"Leirfjord"
"1";"Mindre sentrale kommuner";"1824";"Vefsn"
"1";"Mindre sentrale kommuner";"1825";"Grane"
"1";"Mindre sentrale kommuner";"1827";"Dønna"
"1";"Mindre sentrale kommuner";"1840";"Saltdal"
"1";"Mindre sentrale kommuner";"1845";"Sørfold"
"1";"Mindre sentrale kommuner";"1865";"Vågan"
"1";"Mindre sentrale kommuner";"2003";"Vadsø"
"1";"Mindre sentrale kommuner";"2004";"Hammerfest"
"1";"Mindre sentrale kommuner";"2012";"Alta"
"1";"Mindre sentrale kommuner";"2017";"Kvalsund"
"1";"Mindre sentrale kommuner";"2027";"Unjárga - Nesseby"
"2";"Noe sentrale kommuner";"0111";"Hvaler"
"2";"Noe sentrale kommuner";"0118";"Aremark"
"2";"Noe sentrale kommuner";"0412";"Ringsaker"
"2";"Noe sentrale kommuner";"0425";"Åsnes"
"2";"Noe sentrale kommuner";"0426";"Våler"
"2";"Noe sentrale kommuner";"0427";"Elverum"
"2";"Noe sentrale kommuner";"0429";"Åmot"
"2";"Noe sentrale kommuner";"0501";"Lillehammer"
"2";"Noe sentrale kommuner";"0502";"Gjøvik"
"2";"Noe sentrale kommuner";"0519";"Sør-Fron"
"2";"Noe sentrale kommuner";"0520";"Ringebu"
"2";"Noe sentrale kommuner";"0521";"Øyer"
"2";"Noe sentrale kommuner";"0522";"Gausdal"
"2";"Noe sentrale kommuner";"0528";"Østre Toten"
"2";"Noe sentrale kommuner";"0529";"Vestre Toten"
"2";"Noe sentrale kommuner";"0536";"Søndre Land"
"2";"Noe sentrale kommuner";"0538";"Nordre Land"
"2";"Noe sentrale kommuner";"0541";"Etnedal"
"2";"Noe sentrale kommuner";"0632";"Rollag"
"2";"Noe sentrale kommuner";"0709";"Larvik"
"2";"Noe sentrale kommuner";"0723";"Tjøme"
"2";"Noe sentrale kommuner";"0805";"Porsgrunn"
"2";"Noe sentrale kommuner";"0806";"Skien"
"2";"Noe sentrale kommuner";"0807";"Notodden"
"2";"Noe sentrale kommuner";"0811";"Siljan"
"2";"Noe sentrale kommuner";"0814";"Bamble"
"2";"Noe sentrale kommuner";"0815";"Kragerø"
"2";"Noe sentrale kommuner";"0817";"Drangedal"
"2";"Noe sentrale kommuner";"0819";"Nome"
"2";"Noe sentrale kommuner";"0821";"Bø"
"2";"Noe sentrale kommuner";"0822";"Sauherad"
"2";"Noe sentrale kommuner";"0827";"Hjartdal"
"2";"Noe sentrale kommuner";"0901";"Risør"
"2";"Noe sentrale kommuner";"0911";"Gjerstad"
"2";"Noe sentrale kommuner";"0912";"Vegårshei"
"2";"Noe sentrale kommuner";"0914";"Tvedestrand"
"2";"Noe sentrale kommuner";"0929";"Åmli"
"2";"Noe sentrale kommuner";"1106";"Haugesund"
"2";"Noe sentrale kommuner";"1146";"Tysvær"
"2";"Noe sentrale kommuner";"1149";"Karmøy"
"2";"Noe sentrale kommuner";"1160";"Vindafjord"
"2";"Noe sentrale kommuner";"1216";"Sveio"
"2";"Noe sentrale kommuner";"1502";"Molde"
"2";"Noe sentrale kommuner";"1504";"Ålesund"
"2";"Noe sentrale kommuner";"1505";"Kristiansund"
"2";"Noe sentrale kommuner";"1516";"Ulstein"
"2";"Noe sentrale kommuner";"1517";"Hareid"
"2";"Noe sentrale kommuner";"1523";"Ørskog"
"2";"Noe sentrale kommuner";"1525";"Stranda"
"2";"Noe sentrale kommuner";"1526";"Stordal"
"2";"Noe sentrale kommuner";"1528";"Sykkylven"
"2";"Noe sentrale kommuner";"1529";"Skodje"
"2";"Noe sentrale kommuner";"1531";"Sula"
"2";"Noe sentrale kommuner";"1532";"Giske"
"2";"Noe sentrale kommuner";"1534";"Haram"
"2";"Noe sentrale kommuner";"1535";"Vestnes"
"2";"Noe sentrale kommuner";"1539";"Rauma"
"2";"Noe sentrale kommuner";"1543";"Nesset"
"2";"Noe sentrale kommuner";"1545";"Midsund"
"2";"Noe sentrale kommuner";"1547";"Aukra"
"2";"Noe sentrale kommuner";"1548";"Fræna"
"2";"Noe sentrale kommuner";"1551";"Eide"
"2";"Noe sentrale kommuner";"1554";"Averøy"
"2";"Noe sentrale kommuner";"1557";"Gjemnes"
"2";"Noe sentrale kommuner";"1560";"Tingvoll"
"2";"Noe sentrale kommuner";"1804";"Bodø"
"2";"Noe sentrale kommuner";"1805";"Narvik"
"2";"Noe sentrale kommuner";"1828";"Nesna"
"2";"Noe sentrale kommuner";"1832";"Hemnes"
"2";"Noe sentrale kommuner";"1833";"Rana"
"2";"Noe sentrale kommuner";"1841";"Fauske"
"2";"Noe sentrale kommuner";"1852";"Tjeldsund"
"2";"Noe sentrale kommuner";"1853";"Evenes"
"2";"Noe sentrale kommuner";"1854";"Ballangen"
"2";"Noe sentrale kommuner";"1903";"Harstad"
"2";"Noe sentrale kommuner";"1911";"Kvæfjord"
"2";"Noe sentrale kommuner";"1913";"Skånland"
"2";"Noe sentrale kommuner";"1919";"Gratangen"
"3";"Sentrale kommuner";"0101";"Halden"
"3";"Sentrale kommuner";"0104";"Moss"
"3";"Sentrale kommuner";"0105";"Sarpsborg"
"3";"Sentrale kommuner";"0106";"Fredrikstad"
"3";"Sentrale kommuner";"0119";"Marker"
"3";"Sentrale kommuner";"0121";"Rømskog"
"3";"Sentrale kommuner";"0122";"Trøgstad"
"3";"Sentrale kommuner";"0123";"Spydeberg"
"3";"Sentrale kommuner";"0124";"Askim"
"3";"Sentrale kommuner";"0125";"Eidsberg"
"3";"Sentrale kommuner";"0127";"Skiptvet"
"3";"Sentrale kommuner";"0128";"Rakkestad"
"3";"Sentrale kommuner";"0135";"Råde"
"3";"Sentrale kommuner";"0136";"Rygge"
"3";"Sentrale kommuner";"0137";"Våler"
"3";"Sentrale kommuner";"0138";"Hobøl"
"3";"Sentrale kommuner";"0211";"Vestby"
"3";"Sentrale kommuner";"0213";"Ski"
"3";"Sentrale kommuner";"0214";"Ås"
"3";"Sentrale kommuner";"0215";"Frogn"
"3";"Sentrale kommuner";"0216";"Nesodden"
"3";"Sentrale kommuner";"0217";"Oppegård"
"3";"Sentrale kommuner";"0219";"Bærum"
"3";"Sentrale kommuner";"0220";"Asker"
"3";"Sentrale kommuner";"0221";"Aurskog-Høland"
"3";"Sentrale kommuner";"0226";"Sørum"
"3";"Sentrale kommuner";"0227";"Fet"
"3";"Sentrale kommuner";"0228";"Rælingen"
"3";"Sentrale kommuner";"0229";"Enebakk"
"3";"Sentrale kommuner";"0230";"Lørenskog"
"3";"Sentrale kommuner";"0231";"Skedsmo"
"3";"Sentrale kommuner";"0233";"Nittedal"
"3";"Sentrale kommuner";"0234";"Gjerdrum"
"3";"Sentrale kommuner";"0235";"Ullensaker"
"3";"Sentrale kommuner";"0236";"Nes"
"3";"Sentrale kommuner";"0237";"Eidsvoll"
"3";"Sentrale kommuner";"0238";"Nannestad"
"3";"Sentrale kommuner";"0239";"Hurdal"
"3";"Sentrale kommuner";"0301";"Oslo"
"3";"Sentrale kommuner";"0402";"Kongsvinger"
"3";"Sentrale kommuner";"0403";"Hamar"
"3";"Sentrale kommuner";"0415";"Løten"
"3";"Sentrale kommuner";"0417";"Stange"
"3";"Sentrale kommuner";"0418";"Nord-Odal"
"3";"Sentrale kommuner";"0419";"Sør-Odal"
"3";"Sentrale kommuner";"0420";"Eidskog"
"3";"Sentrale kommuner";"0532";"Jevnaker"
"3";"Sentrale kommuner";"0533";"Lunner"
"3";"Sentrale kommuner";"0534";"Gran"
"3";"Sentrale kommuner";"0602";"Drammen"
"3";"Sentrale kommuner";"0604";"Kongsberg"
"3";"Sentrale kommuner";"0605";"Ringerike"
"3";"Sentrale kommuner";"0612";"Hole"
"3";"Sentrale kommuner";"0621";"Sigdal"
"3";"Sentrale kommuner";"0622";"Krødsherad"
"3";"Sentrale kommuner";"0623";"Modum"
"3";"Sentrale kommuner";"0624";"Øvre Eiker"
"3";"Sentrale kommuner";"0625";"Nedre Eiker"
"3";"Sentrale kommuner";"0626";"Lier"
"3";"Sentrale kommuner";"0627";"Røyken"
"3";"Sentrale kommuner";"0628";"Hurum"
"3";"Sentrale kommuner";"0631";"Flesberg"
"3";"Sentrale kommuner";"0701";"Horten"
"3";"Sentrale kommuner";"0702";"Holmestrand"
"3";"Sentrale kommuner";"0704";"Tønsberg"
"3";"Sentrale kommuner";"0706";"Sandefjord"
"3";"Sentrale kommuner";"0711";"Svelvik"
"3";"Sentrale kommuner";"0713";"Sande"
"3";"Sentrale kommuner";"0714";"Hof"
"3";"Sentrale kommuner";"0716";"Re"
"3";"Sentrale kommuner";"0719";"Andebu"
"3";"Sentrale kommuner";"0720";"Stokke"
"3";"Sentrale kommuner";"0722";"Nøtterøy"
"3";"Sentrale kommuner";"0728";"Lardal"
"3";"Sentrale kommuner";"0904";"Grimstad"
"3";"Sentrale kommuner";"0906";"Arendal"
"3";"Sentrale kommuner";"0919";"Froland"
"3";"Sentrale kommuner";"0926";"Lillesand"
"3";"Sentrale kommuner";"0928";"Birkenes"
"3";"Sentrale kommuner";"0935";"Iveland"
"3";"Sentrale kommuner";"0937";"Evje og Hornnes"
"3";"Sentrale kommuner";"0938";"Bygland"
"3";"Sentrale kommuner";"1001";"Kristiansand"
"3";"Sentrale kommuner";"1002";"Mandal"
"3";"Sentrale kommuner";"1014";"Vennesla"
"3";"Sentrale kommuner";"1017";"Songdalen"
"3";"Sentrale kommuner";"1018";"Søgne"
"3";"Sentrale kommuner";"1021";"Marnardal"
"3";"Sentrale kommuner";"1026";"Åseral"
"3";"Sentrale kommuner";"1027";"Audnedal"
"3";"Sentrale kommuner";"1029";"Lindesnes"
"3";"Sentrale kommuner";"1032";"Lyngdal"
"3";"Sentrale kommuner";"1034";"Hægebostad"
"3";"Sentrale kommuner";"1101";"Eigersund"
"3";"Sentrale kommuner";"1102";"Sandnes"
"3";"Sentrale kommuner";"1103";"Stavanger"
"3";"Sentrale kommuner";"1111";"Sokndal"
"3";"Sentrale kommuner";"1114";"Bjerkreim"
"3";"Sentrale kommuner";"1119";"Hå"
"3";"Sentrale kommuner";"1120";"Klepp"
"3";"Sentrale kommuner";"1121";"Time"
"3";"Sentrale kommuner";"1122";"Gjesdal"
"3";"Sentrale kommuner";"1124";"Sola"
"3";"Sentrale kommuner";"1127";"Randaberg"
"3";"Sentrale kommuner";"1129";"Forsand"
"3";"Sentrale kommuner";"1130";"Strand"
"3";"Sentrale kommuner";"1141";"Finnøy"
"3";"Sentrale kommuner";"1142";"Rennesøy"
"3";"Sentrale kommuner";"1144";"Kvitsøy"
"3";"Sentrale kommuner";"1145";"Bokn"
"3";"Sentrale kommuner";"1201";"Bergen"
"3";"Sentrale kommuner";"1238";"Kvam"
"3";"Sentrale kommuner";"1241";"Fusa"
"3";"Sentrale kommuner";"1242";"Samnanger"
"3";"Sentrale kommuner";"1243";"Os"
"3";"Sentrale kommuner";"1244";"Austevoll"
"3";"Sentrale kommuner";"1245";"Sund"
"3";"Sentrale kommuner";"1246";"Fjell"
"3";"Sentrale kommuner";"1247";"Askøy"
"3";"Sentrale kommuner";"1251";"Vaksdal"
"3";"Sentrale kommuner";"1252";"Modalen"
"3";"Sentrale kommuner";"1253";"Osterøy"
"3";"Sentrale kommuner";"1256";"Meland"
"3";"Sentrale kommuner";"1259";"Øygarden"
"3";"Sentrale kommuner";"1260";"Radøy"
"3";"Sentrale kommuner";"1263";"Lindås"
"3";"Sentrale kommuner";"1264";"Austrheim"
"3";"Sentrale kommuner";"1266";"Masfjorden"
"3";"Sentrale kommuner";"1601";"Trondheim"
"3";"Sentrale kommuner";"1613";"Snillfjord"
"3";"Sentrale kommuner";"1622";"Agdenes"
"3";"Sentrale kommuner";"1624";"Rissa"
"3";"Sentrale kommuner";"1635";"Rennebu"
"3";"Sentrale kommuner";"1636";"Meldal"
"3";"Sentrale kommuner";"1638";"Orkdal"
"3";"Sentrale kommuner";"1648";"Midtre Gauldal"
"3";"Sentrale kommuner";"1653";"Melhus"
"3";"Sentrale kommuner";"1657";"Skaun"
"3";"Sentrale kommuner";"1662";"Klæbu"
"3";"Sentrale kommuner";"1663";"Malvik"
"3";"Sentrale kommuner";"1664";"Selbu"
"3";"Sentrale kommuner";"1711";"Meråker"
"3";"Sentrale kommuner";"1714";"Stjørdal"
"3";"Sentrale kommuner";"1717";"Frosta"
"3";"Sentrale kommuner";"1718";"Leksvik"
"3";"Sentrale kommuner";"1719";"Levanger"
"3";"Sentrale kommuner";"1721";"Verdal"
"3";"Sentrale kommuner";"1902";"Tromsø"
"3";"Sentrale kommuner";"1933";"Balsfjord"
"3";"Sentrale kommuner";"1936";"Karlsøy"
