Tid,GodkjenteProsent,PolitParti,Region
2017 2017,20.0,01 Arbeiderpartiet,1233 Ulvik (-2019)
2013 2013,9.8,02 Fremskrittspartiet,1233 Ulvik (-2019)
2017 2017,9.7,02 Fremskrittspartiet,1233 Ulvik (-2019)
2013 2013,11.2,03 Høyre,1233 Ulvik (-2019)
2017 2017,11.1,03 Høyre,1233 Ulvik (-2019)
2013 2013,4.5,04 Kristelig Folkeparti,1233 Ulvik (-2019)
2017 2017,2.6,04 Kristelig Folkeparti,1233 Ulvik (-2019)
2013 2013,18.6,05 Senterpartiet,1233 Ulvik (-2019)
2017 2017,33.5,05 Senterpartiet,1233 Ulvik (-2019)
2013 2013,7.0,06 Sosialistisk Venstreparti,1233 Ulvik (-2019)
2017 2017,7.4,06 Sosialistisk Venstreparti,1233 Ulvik (-2019)
2013 2013,19.8,07 Venstre,1233 Ulvik (-2019)
2017 2017,10.0,07 Venstre,1233 Ulvik (-2019)
2013 2013,2.3,08 Miljøpartiet de Grønne,1233 Ulvik (-2019)
2017 2017,2.0,08 Miljøpartiet de Grønne,1233 Ulvik (-2019)
2013 2013,1.1,55 Rødt,1233 Ulvik (-2019)
2017 2017,2.0,55 Rødt,1233 Ulvik (-2019)
2013 2013,17.7,01 Arbeiderpartiet,1234 Granvin (-2019)
2017 2017,17.6,01 Arbeiderpartiet,1234 Granvin (-2019)
2013 2013,11.2,02 Fremskrittspartiet,1234 Granvin (-2019)
2017 2017,7.7,02 Fremskrittspartiet,1234 Granvin (-2019)
2013 2013,18.4,03 Høyre,1234 Granvin (-2019)
2017 2017,19.1,03 Høyre,1234 Granvin (-2019)
2013 2013,2.8,04 Kristelig Folkeparti,1234 Granvin (-2019)
2017 2017,1.2,04 Kristelig Folkeparti,1234 Granvin (-2019)
2013 2013,25.4,05 Senterpartiet,1234 Granvin (-2019)
2017 2017,38.2,05 Senterpartiet,1234 Granvin (-2019)
2013 2013,6.2,06 Sosialistisk Venstreparti,1234 Granvin (-2019)
2017 2017,6.1,06 Sosialistisk Venstreparti,1234 Granvin (-2019)
2013 2013,13.6,07 Venstre,1234 Granvin (-2019)
2017 2017,3.9,07 Venstre,1234 Granvin (-2019)
2013 2013,3.2,08 Miljøpartiet de Grønne,1234 Granvin (-2019)
2017 2017,3.1,08 Miljøpartiet de Grønne,1234 Granvin (-2019)
2013 2013,0.7,55 Rødt,1234 Granvin (-2019)
2017 2017,1.9,55 Rødt,1234 Granvin (-2019)
2013 2013,28.6,01 Arbeiderpartiet,1235 Voss (-2019)
2017 2017,24.0,01 Arbeiderpartiet,1235 Voss (-2019)
2013 2013,10.4,02 Fremskrittspartiet,1235 Voss (-2019)
2017 2017,9.8,02 Fremskrittspartiet,1235 Voss (-2019)
2013 2013,20.7,03 Høyre,1235 Voss (-2019)
2017 2017,18.3,03 Høyre,1235 Voss (-2019)
2013 2013,6.2,04 Kristelig Folkeparti,1235 Voss (-2019)
2017 2017,3.6,04 Kristelig Folkeparti,1235 Voss (-2019)
2013 2013,16.8,05 Senterpartiet,1235 Voss (-2019)
2017 2017,29.1,05 Senterpartiet,1235 Voss (-2019)
2013 2013,5.2,06 Sosialistisk Venstreparti,1235 Voss (-2019)
2017 2017,5.6,06 Sosialistisk Venstreparti,1235 Voss (-2019)
2013 2013,7.2,07 Venstre,1235 Voss (-2019)
2017 2017,3.6,07 Venstre,1235 Voss (-2019)
2013 2013,2.7,08 Miljøpartiet de Grønne,1235 Voss (-2019)
2017 2017,3.3,08 Miljøpartiet de Grønne,1235 Voss (-2019)
2013 2013,1.1,55 Rødt,1235 Voss (-2019)
2017 2017,1.9,55 Rødt,1235 Voss (-2019)
2013 2013,20.7,01 Arbeiderpartiet,1238 Kvam (-2019)
2017 2017,18.3,01 Arbeiderpartiet,1238 Kvam (-2019)
2013 2013,15.0,02 Fremskrittspartiet,1238 Kvam (-2019)
2017 2017,16.5,02 Fremskrittspartiet,1238 Kvam (-2019)
2013 2013,25.8,03 Høyre,1238 Kvam (-2019)
2017 2017,22.9,03 Høyre,1238 Kvam (-2019)
2013 2013,10.7,04 Kristelig Folkeparti,1238 Kvam (-2019)
2017 2017,7.7,04 Kristelig Folkeparti,1238 Kvam (-2019)
2013 2013,13.8,05 Senterpartiet,1238 Kvam (-2019)
2017 2017,20.5,05 Senterpartiet,1238 Kvam (-2019)
2013 2013,3.0,06 Sosialistisk Venstreparti,1238 Kvam (-2019)
2017 2017,4.6,06 Sosialistisk Venstreparti,1238 Kvam (-2019)
2013 2013,5.4,07 Venstre,1238 Kvam (-2019)
2017 2017,3.5,07 Venstre,1238 Kvam (-2019)
2013 2013,3.2,08 Miljøpartiet de Grønne,1238 Kvam (-2019)
2017 2017,3.3,08 Miljøpartiet de Grønne,1238 Kvam (-2019)
2013 2013,0.6,55 Rødt,1238 Kvam (-2019)
2017 2017,0.9,55 Rødt,1238 Kvam (-2019)
2013 2013,17.8,01 Arbeiderpartiet,1241 Fusa (-2019)
2017 2017,16.4,01 Arbeiderpartiet,1241 Fusa (-2019)
2013 2013,16.0,02 Fremskrittspartiet,1241 Fusa (-2019)
2017 2017,16.9,02 Fremskrittspartiet,1241 Fusa (-2019)
2013 2013,26.0,03 Høyre,1241 Fusa (-2019)
2017 2017,29.9,03 Høyre,1241 Fusa (-2019)
2013 2013,12.3,04 Kristelig Folkeparti,1241 Fusa (-2019)
2017 2017,8.1,04 Kristelig Folkeparti,1241 Fusa (-2019)
2013 2013,15.6,05 Senterpartiet,1241 Fusa (-2019)
2017 2017,17.8,05 Senterpartiet,1241 Fusa (-2019)
2013 2013,3.0,06 Sosialistisk Venstreparti,1241 Fusa (-2019)
2017 2017,3.5,06 Sosialistisk Venstreparti,1241 Fusa (-2019)
2013 2013,4.4,07 Venstre,1241 Fusa (-2019)
2017 2017,2.9,07 Venstre,1241 Fusa (-2019)
2013 2013,2.5,08 Miljøpartiet de Grønne,1241 Fusa (-2019)
2017 2017,2.4,08 Miljøpartiet de Grønne,1241 Fusa (-2019)
2013 2013,0.8,55 Rødt,1241 Fusa (-2019)
2017 2017,0.9,55 Rødt,1241 Fusa (-2019)
2013 2013,32.5,01 Arbeiderpartiet,1242 Samnanger (1907-2019)
2017 2017,26.2,01 Arbeiderpartiet,1242 Samnanger (1907-2019)
2013 2013,17.2,02 Fremskrittspartiet,1242 Samnanger (1907-2019)
2017 2017,17.9,02 Fremskrittspartiet,1242 Samnanger (1907-2019)
2013 2013,21.1,03 Høyre,1242 Samnanger (1907-2019)
2017 2017,22.0,03 Høyre,1242 Samnanger (1907-2019)
2013 2013,9.2,04 Kristelig Folkeparti,1242 Samnanger (1907-2019)
2017 2017,7.3,04 Kristelig Folkeparti,1242 Samnanger (1907-2019)
2013 2013,8.6,05 Senterpartiet,1242 Samnanger (1907-2019)
2017 2017,15.0,05 Senterpartiet,1242 Samnanger (1907-2019)
2013 2013,1.6,06 Sosialistisk Venstreparti,1242 Samnanger (1907-2019)
2017 2017,3.4,06 Sosialistisk Venstreparti,1242 Samnanger (1907-2019)
2013 2013,3.1,07 Venstre,1242 Samnanger (1907-2019)
2017 2017,1.4,07 Venstre,1242 Samnanger (1907-2019)
2013 2013,3.0,08 Miljøpartiet de Grønne,1242 Samnanger (1907-2019)
2017 2017,3.8,08 Miljøpartiet de Grønne,1242 Samnanger (1907-2019)
2013 2013,0.6,55 Rødt,1242 Samnanger (1907-2019)
2017 2017,1.0,55 Rødt,1242 Samnanger (1907-2019)
2013 2013,20.2,01 Arbeiderpartiet,1243 Os (Hordaland) (-2019)
2017 2017,18.8,01 Arbeiderpartiet,1243 Os (Hordaland) (-2019)
2013 2013,21.6,02 Fremskrittspartiet,1243 Os (Hordaland) (-2019)
2017 2017,23.1,02 Fremskrittspartiet,1243 Os (Hordaland) (-2019)
2013 2013,33.6,03 Høyre,1243 Os (Hordaland) (-2019)
2017 2017,31.6,03 Høyre,1243 Os (Hordaland) (-2019)
2013 2013,6.6,04 Kristelig Folkeparti,1243 Os (Hordaland) (-2019)
2017 2017,4.4,04 Kristelig Folkeparti,1243 Os (Hordaland) (-2019)
2013 2013,4.3,05 Senterpartiet,1243 Os (Hordaland) (-2019)
2017 2017,7.1,05 Senterpartiet,1243 Os (Hordaland) (-2019)
2013 2013,3.2,06 Sosialistisk Venstreparti,1243 Os (Hordaland) (-2019)
2017 2017,4.5,06 Sosialistisk Venstreparti,1243 Os (Hordaland) (-2019)
2013 2013,5.6,07 Venstre,1243 Os (Hordaland) (-2019)
2017 2017,4.3,07 Venstre,1243 Os (Hordaland) (-2019)
2013 2013,3.0,08 Miljøpartiet de Grønne,1243 Os (Hordaland) (-2019)
2017 2017,3.9,08 Miljøpartiet de Grønne,1243 Os (Hordaland) (-2019)
2013 2013,0.5,55 Rødt,1243 Os (Hordaland) (-2019)
2017 2017,1.2,55 Rødt,1243 Os (Hordaland) (-2019)
2013 2013,16.6,01 Arbeiderpartiet,1244 Austevoll (-2019)
2017 2017,13.9,01 Arbeiderpartiet,1244 Austevoll (-2019)
2013 2013,25.1,02 Fremskrittspartiet,1244 Austevoll (-2019)
2017 2017,23.2,02 Fremskrittspartiet,1244 Austevoll (-2019)
2013 2013,37.4,03 Høyre,1244 Austevoll (-2019)
2017 2017,41.1,03 Høyre,1244 Austevoll (-2019)
2013 2013,10.6,04 Kristelig Folkeparti,1244 Austevoll (-2019)
2017 2017,7.4,04 Kristelig Folkeparti,1244 Austevoll (-2019)
2013 2013,2.9,05 Senterpartiet,1244 Austevoll (-2019)
2017 2017,5.6,05 Senterpartiet,1244 Austevoll (-2019)
2013 2013,1.6,06 Sosialistisk Venstreparti,1244 Austevoll (-2019)
2017 2017,3.3,06 Sosialistisk Venstreparti,1244 Austevoll (-2019)
2013 2013,2.6,07 Venstre,1244 Austevoll (-2019)
2017 2017,2.2,07 Venstre,1244 Austevoll (-2019)
2013 2013,1.2,08 Miljøpartiet de Grønne,1244 Austevoll (-2019)
2017 2017,1.3,08 Miljøpartiet de Grønne,1244 Austevoll (-2019)
2013 2013,0.2,55 Rødt,1244 Austevoll (-2019)
2017 2017,0.6,55 Rødt,1244 Austevoll (-2019)
2013 2013,20.1,01 Arbeiderpartiet,1245 Sund (-2019)
2017 2017,16.6,01 Arbeiderpartiet,1245 Sund (-2019)
2013 2013,23.4,02 Fremskrittspartiet,1245 Sund (-2019)
2017 2017,22.6,02 Fremskrittspartiet,1245 Sund (-2019)
2013 2013,38.2,03 Høyre,1245 Sund (-2019)
2017 2017,40.1,03 Høyre,1245 Sund (-2019)
2013 2013,5.4,04 Kristelig Folkeparti,1245 Sund (-2019)
2017 2017,3.4,04 Kristelig Folkeparti,1245 Sund (-2019)
2013 2013,3.1,05 Senterpartiet,1245 Sund (-2019)
2017 2017,6.6,05 Senterpartiet,1245 Sund (-2019)
2013 2013,3.1,06 Sosialistisk Venstreparti,1245 Sund (-2019)
2017 2017,4.6,06 Sosialistisk Venstreparti,1245 Sund (-2019)
2013 2013,3.2,07 Venstre,1245 Sund (-2019)
2017 2017,2.6,07 Venstre,1245 Sund (-2019)
2013 2013,1.3,08 Miljøpartiet de Grønne,1245 Sund (-2019)
2017 2017,1.1,08 Miljøpartiet de Grønne,1245 Sund (-2019)
2013 2013,0.4,55 Rødt,1245 Sund (-2019)
2017 2017,0.8,55 Rødt,1245 Sund (-2019)
2013 2013,21.1,01 Arbeiderpartiet,1246 Fjell (-2019)
2017 2017,19.0,01 Arbeiderpartiet,1246 Fjell (-2019)
2013 2013,20.7,02 Fremskrittspartiet,1246 Fjell (-2019)
2017 2017,20.8,02 Fremskrittspartiet,1246 Fjell (-2019)
2013 2013,36.2,03 Høyre,1246 Fjell (-2019)
2017 2017,36.2,03 Høyre,1246 Fjell (-2019)
2013 2013,10.2,04 Kristelig Folkeparti,1246 Fjell (-2019)
2017 2017,8.1,04 Kristelig Folkeparti,1246 Fjell (-2019)
2013 2013,1.8,05 Senterpartiet,1246 Fjell (-2019)
2017 2017,3.7,05 Senterpartiet,1246 Fjell (-2019)
2013 2013,2.2,06 Sosialistisk Venstreparti,1246 Fjell (-2019)
2017 2017,4.2,06 Sosialistisk Venstreparti,1246 Fjell (-2019)
2013 2013,3.5,07 Venstre,1246 Fjell (-2019)
2017 2017,3.2,07 Venstre,1246 Fjell (-2019)
2013 2013,1.9,08 Miljøpartiet de Grønne,1246 Fjell (-2019)
2017 2017,2.2,08 Miljøpartiet de Grønne,1246 Fjell (-2019)
2013 2013,0.3,55 Rødt,1246 Fjell (-2019)
2017 2017,1.0,55 Rødt,1246 Fjell (-2019)
2013 2013,27.2,01 Arbeiderpartiet,1247 Askøy (-2019)
2017 2017,22.3,01 Arbeiderpartiet,1247 Askøy (-2019)
2013 2013,17.9,02 Fremskrittspartiet,1247 Askøy (-2019)
2017 2017,19.1,02 Fremskrittspartiet,1247 Askøy (-2019)
2013 2013,33.1,03 Høyre,1247 Askøy (-2019)
2017 2017,33.9,03 Høyre,1247 Askøy (-2019)
2013 2013,6.6,04 Kristelig Folkeparti,1247 Askøy (-2019)
2017 2017,4.9,04 Kristelig Folkeparti,1247 Askøy (-2019)
2013 2013,1.6,05 Senterpartiet,1247 Askøy (-2019)
2017 2017,4.0,05 Senterpartiet,1247 Askøy (-2019)
2013 2013,3.7,06 Sosialistisk Venstreparti,1247 Askøy (-2019)
2017 2017,6.1,06 Sosialistisk Venstreparti,1247 Askøy (-2019)
2013 2013,5.1,07 Venstre,1247 Askøy (-2019)
2017 2017,4.0,07 Venstre,1247 Askøy (-2019)
2013 2013,2.3,08 Miljøpartiet de Grønne,1247 Askøy (-2019)
2017 2017,2.5,08 Miljøpartiet de Grønne,1247 Askøy (-2019)
2013 2013,0.9,55 Rødt,1247 Askøy (-2019)
2017 2017,1.7,55 Rødt,1247 Askøy (-2019)
2013 2013,37.0,01 Arbeiderpartiet,1251 Vaksdal (1964-2019)
2017 2017,31.0,01 Arbeiderpartiet,1251 Vaksdal (1964-2019)
2013 2013,13.7,02 Fremskrittspartiet,1251 Vaksdal (1964-2019)
2017 2017,16.0,02 Fremskrittspartiet,1251 Vaksdal (1964-2019)
2013 2013,19.2,03 Høyre,1251 Vaksdal (1964-2019)
2017 2017,17.2,03 Høyre,1251 Vaksdal (1964-2019)
2013 2013,8.7,04 Kristelig Folkeparti,1251 Vaksdal (1964-2019)
2017 2017,6.1,04 Kristelig Folkeparti,1251 Vaksdal (1964-2019)
2013 2013,8.4,05 Senterpartiet,1251 Vaksdal (1964-2019)
2017 2017,16.6,05 Senterpartiet,1251 Vaksdal (1964-2019)
2013 2013,5.1,06 Sosialistisk Venstreparti,1251 Vaksdal (1964-2019)
2017 2017,7.2,06 Sosialistisk Venstreparti,1251 Vaksdal (1964-2019)
2013 2013,3.8,07 Venstre,1251 Vaksdal (1964-2019)
2017 2017,1.5,07 Venstre,1251 Vaksdal (1964-2019)
2013 2013,2.1,08 Miljøpartiet de Grønne,1251 Vaksdal (1964-2019)
2017 2017,2.2,08 Miljøpartiet de Grønne,1251 Vaksdal (1964-2019)
2013 2013,0.4,55 Rødt,1251 Vaksdal (1964-2019)
2017 2017,0.7,55 Rødt,1251 Vaksdal (1964-2019)
2013 2013,20.5,01 Arbeiderpartiet,1252 Modalen (1910-2019)
2017 2017,17.0,01 Arbeiderpartiet,1252 Modalen (1910-2019)
2013 2013,9.0,02 Fremskrittspartiet,1252 Modalen (1910-2019)
2017 2017,8.5,02 Fremskrittspartiet,1252 Modalen (1910-2019)
2013 2013,13.7,03 Høyre,1252 Modalen (1910-2019)
2017 2017,16.5,03 Høyre,1252 Modalen (1910-2019)
2013 2013,12.1,04 Kristelig Folkeparti,1252 Modalen (1910-2019)
2017 2017,5.7,04 Kristelig Folkeparti,1252 Modalen (1910-2019)
2013 2013,34.2,05 Senterpartiet,1252 Modalen (1910-2019)
2017 2017,39.2,05 Senterpartiet,1252 Modalen (1910-2019)
2013 2013,2.1,06 Sosialistisk Venstreparti,1252 Modalen (1910-2019)
2017 2017,3.8,06 Sosialistisk Venstreparti,1252 Modalen (1910-2019)
2013 2013,2.1,07 Venstre,1252 Modalen (1910-2019)
2017 2017,2.4,07 Venstre,1252 Modalen (1910-2019)
2013 2013,4.7,08 Miljøpartiet de Grønne,1252 Modalen (1910-2019)
2017 2017,3.3,08 Miljøpartiet de Grønne,1252 Modalen (1910-2019)
2013 2013,0.5,55 Rødt,1252 Modalen (1910-2019)
2017 2017,1.4,55 Rødt,1252 Modalen (1910-2019)
2013 2013,23.8,01 Arbeiderpartiet,1253 Osterøy (1964-2019)
2017 2017,19.9,01 Arbeiderpartiet,1253 Osterøy (1964-2019)
2013 2013,16.8,02 Fremskrittspartiet,1253 Osterøy (1964-2019)
2017 2017,18.7,02 Fremskrittspartiet,1253 Osterøy (1964-2019)
2013 2013,28.8,03 Høyre,1253 Osterøy (1964-2019)
2017 2017,27.4,03 Høyre,1253 Osterøy (1964-2019)
2013 2013,9.0,04 Kristelig Folkeparti,1253 Osterøy (1964-2019)
2017 2017,7.6,04 Kristelig Folkeparti,1253 Osterøy (1964-2019)
2013 2013,7.8,05 Senterpartiet,1253 Osterøy (1964-2019)
2017 2017,13.1,05 Senterpartiet,1253 Osterøy (1964-2019)
2013 2013,3.0,06 Sosialistisk Venstreparti,1253 Osterøy (1964-2019)
2017 2017,4.2,06 Sosialistisk Venstreparti,1253 Osterøy (1964-2019)
2013 2013,3.7,07 Venstre,1253 Osterøy (1964-2019)
2017 2017,2.7,07 Venstre,1253 Osterøy (1964-2019)
2013 2013,4.1,08 Miljøpartiet de Grønne,1253 Osterøy (1964-2019)
2017 2017,2.8,08 Miljøpartiet de Grønne,1253 Osterøy (1964-2019)
2013 2013,0.7,55 Rødt,1253 Osterøy (1964-2019)
2017 2017,1.7,55 Rødt,1253 Osterøy (1964-2019)
2013 2013,23.0,01 Arbeiderpartiet,1256 Meland (1924-2019)
2017 2017,21.9,01 Arbeiderpartiet,1256 Meland (1924-2019)
2013 2013,15.4,02 Fremskrittspartiet,1256 Meland (1924-2019)
2017 2017,15.2,02 Fremskrittspartiet,1256 Meland (1924-2019)
2013 2013,28.2,03 Høyre,1256 Meland (1924-2019)
2017 2017,28.3,03 Høyre,1256 Meland (1924-2019)
2013 2013,14.3,04 Kristelig Folkeparti,1256 Meland (1924-2019)
2017 2017,11.7,04 Kristelig Folkeparti,1256 Meland (1924-2019)
2013 2013,6.3,05 Senterpartiet,1256 Meland (1924-2019)
2017 2017,8.9,05 Senterpartiet,1256 Meland (1924-2019)
2013 2013,3.0,06 Sosialistisk Venstreparti,1256 Meland (1924-2019)
2017 2017,4.7,06 Sosialistisk Venstreparti,1256 Meland (1924-2019)
2013 2013,4.2,07 Venstre,1256 Meland (1924-2019)
2017 2017,2.8,07 Venstre,1256 Meland (1924-2019)
2013 2013,3.3,08 Miljøpartiet de Grønne,1256 Meland (1924-2019)
2017 2017,3.4,08 Miljøpartiet de Grønne,1256 Meland (1924-2019)
2013 2013,0.8,55 Rødt,1256 Meland (1924-2019)
2017 2017,1.2,55 Rødt,1256 Meland (1924-2019)
2013 2013,21.0,01 Arbeiderpartiet,1259 Øygarden (1964-2019)
2017 2017,19.5,01 Arbeiderpartiet,1259 Øygarden (1964-2019)
2013 2013,22.4,02 Fremskrittspartiet,1259 Øygarden (1964-2019)
2017 2017,25.5,02 Fremskrittspartiet,1259 Øygarden (1964-2019)
2013 2013,33.2,03 Høyre,1259 Øygarden (1964-2019)
2017 2017,31.1,03 Høyre,1259 Øygarden (1964-2019)
2013 2013,12.8,04 Kristelig Folkeparti,1259 Øygarden (1964-2019)
2017 2017,9.8,04 Kristelig Folkeparti,1259 Øygarden (1964-2019)
2013 2013,1.5,05 Senterpartiet,1259 Øygarden (1964-2019)
2017 2017,4.5,05 Senterpartiet,1259 Øygarden (1964-2019)
2013 2013,2.2,06 Sosialistisk Venstreparti,1259 Øygarden (1964-2019)
2017 2017,3.9,06 Sosialistisk Venstreparti,1259 Øygarden (1964-2019)
2013 2013,2.2,07 Venstre,1259 Øygarden (1964-2019)
2017 2017,2.2,07 Venstre,1259 Øygarden (1964-2019)
2013 2013,1.4,08 Miljøpartiet de Grønne,1259 Øygarden (1964-2019)
2017 2017,1.2,08 Miljøpartiet de Grønne,1259 Øygarden (1964-2019)
2013 2013,0.2,55 Rødt,1259 Øygarden (1964-2019)
2017 2017,0.7,55 Rødt,1259 Øygarden (1964-2019)
2013 2013,23.0,01 Arbeiderpartiet,1260 Radøy (1964-2019)
2017 2017,21.7,01 Arbeiderpartiet,1260 Radøy (1964-2019)
2013 2013,16.4,02 Fremskrittspartiet,1260 Radøy (1964-2019)
2017 2017,15.3,02 Fremskrittspartiet,1260 Radøy (1964-2019)
2013 2013,26.1,03 Høyre,1260 Radøy (1964-2019)
2017 2017,27.8,03 Høyre,1260 Radøy (1964-2019)
2013 2013,10.5,04 Kristelig Folkeparti,1260 Radøy (1964-2019)
2017 2017,6.2,04 Kristelig Folkeparti,1260 Radøy (1964-2019)
2013 2013,13.3,05 Senterpartiet,1260 Radøy (1964-2019)
2017 2017,17.9,05 Senterpartiet,1260 Radøy (1964-2019)
2013 2013,2.9,06 Sosialistisk Venstreparti,1260 Radøy (1964-2019)
2017 2017,3.9,06 Sosialistisk Venstreparti,1260 Radøy (1964-2019)
2013 2013,3.9,07 Venstre,1260 Radøy (1964-2019)
2017 2017,2.9,07 Venstre,1260 Radøy (1964-2019)
2013 2013,1.6,08 Miljøpartiet de Grønne,1260 Radøy (1964-2019)
2017 2017,1.6,08 Miljøpartiet de Grønne,1260 Radøy (1964-2019)
2013 2013,0.4,55 Rødt,1260 Radøy (1964-2019)
2017 2017,1.2,55 Rødt,1260 Radøy (1964-2019)
2013 2013,19.6,01 Arbeiderpartiet,1263 Lindås (-2019)
2017 2017,18.2,01 Arbeiderpartiet,1263 Lindås (-2019)
2013 2013,16.7,02 Fremskrittspartiet,1263 Lindås (-2019)
2017 2017,17.3,02 Fremskrittspartiet,1263 Lindås (-2019)
2013 2013,28.4,03 Høyre,1263 Lindås (-2019)
2017 2017,29.6,03 Høyre,1263 Lindås (-2019)
2013 2013,16.1,04 Kristelig Folkeparti,1263 Lindås (-2019)
2017 2017,11.2,04 Kristelig Folkeparti,1263 Lindås (-2019)
2013 2013,7.6,05 Senterpartiet,1263 Lindås (-2019)
2017 2017,11.8,05 Senterpartiet,1263 Lindås (-2019)
2013 2013,2.8,06 Sosialistisk Venstreparti,1263 Lindås (-2019)
2017 2017,4.1,06 Sosialistisk Venstreparti,1263 Lindås (-2019)
2013 2013,4.1,07 Venstre,1263 Lindås (-2019)
2017 2017,2.8,07 Venstre,1263 Lindås (-2019)
2013 2013,2.0,08 Miljøpartiet de Grønne,1263 Lindås (-2019)
2017 2017,2.0,08 Miljøpartiet de Grønne,1263 Lindås (-2019)
2013 2013,0.5,55 Rødt,1263 Lindås (-2019)
2017 2017,1.1,55 Rødt,1263 Lindås (-2019)
2013 2013,23.8,01 Arbeiderpartiet,1264 Austrheim (1910-2019)
2017 2017,20.3,01 Arbeiderpartiet,1264 Austrheim (1910-2019)
2013 2013,17.2,02 Fremskrittspartiet,1264 Austrheim (1910-2019)
2017 2017,19.0,02 Fremskrittspartiet,1264 Austrheim (1910-2019)
2013 2013,34.3,03 Høyre,1264 Austrheim (1910-2019)
2017 2017,33.5,03 Høyre,1264 Austrheim (1910-2019)
2013 2013,10.3,04 Kristelig Folkeparti,1264 Austrheim (1910-2019)
2017 2017,8.4,04 Kristelig Folkeparti,1264 Austrheim (1910-2019)
2013 2013,5.2,05 Senterpartiet,1264 Austrheim (1910-2019)
2017 2017,9.8,05 Senterpartiet,1264 Austrheim (1910-2019)
2013 2013,1.7,06 Sosialistisk Venstreparti,1264 Austrheim (1910-2019)
2017 2017,3.1,06 Sosialistisk Venstreparti,1264 Austrheim (1910-2019)
2013 2013,4.1,07 Venstre,1264 Austrheim (1910-2019)
2017 2017,2.6,07 Venstre,1264 Austrheim (1910-2019)
2013 2013,1.2,08 Miljøpartiet de Grønne,1264 Austrheim (1910-2019)
2017 2017,1.5,08 Miljøpartiet de Grønne,1264 Austrheim (1910-2019)
2013 2013,0.1,55 Rødt,1264 Austrheim (1910-2019)
2017 2017,0.5,55 Rødt,1264 Austrheim (1910-2019)
2013 2013,25.6,01 Arbeiderpartiet,1265 Fedje (1948-2019)
2017 2017,24.1,01 Arbeiderpartiet,1265 Fedje (1948-2019)
2013 2013,13.9,02 Fremskrittspartiet,1265 Fedje (1948-2019)
2017 2017,14.2,02 Fremskrittspartiet,1265 Fedje (1948-2019)
2013 2013,30.9,03 Høyre,1265 Fedje (1948-2019)
2017 2017,30.7,03 Høyre,1265 Fedje (1948-2019)
2013 2013,19.5,04 Kristelig Folkeparti,1265 Fedje (1948-2019)
2017 2017,13.7,04 Kristelig Folkeparti,1265 Fedje (1948-2019)
2013 2013,0.8,05 Senterpartiet,1265 Fedje (1948-2019)
2017 2017,5.8,05 Senterpartiet,1265 Fedje (1948-2019)
2013 2013,1.6,06 Sosialistisk Venstreparti,1265 Fedje (1948-2019)
2017 2017,2.5,06 Sosialistisk Venstreparti,1265 Fedje (1948-2019)
2013 2013,1.9,07 Venstre,1265 Fedje (1948-2019)
2017 2017,2.2,07 Venstre,1265 Fedje (1948-2019)
2013 2013,1.1,08 Miljøpartiet de Grønne,1265 Fedje (1948-2019)
2017 2017,0.8,08 Miljøpartiet de Grønne,1265 Fedje (1948-2019)
2013 2013,1.1,55 Rødt,1265 Fedje (1948-2019)
2017 2017,0.8,55 Rødt,1265 Fedje (1948-2019)
2013 2013,23.8,01 Arbeiderpartiet,1266 Masfjorden (-2019)
2017 2017,20.3,01 Arbeiderpartiet,1266 Masfjorden (-2019)
2013 2013,16.3,02 Fremskrittspartiet,1266 Masfjorden (-2019)
2017 2017,13.3,02 Fremskrittspartiet,1266 Masfjorden (-2019)
2013 2013,23.5,03 Høyre,1266 Masfjorden (-2019)
2017 2017,28.4,03 Høyre,1266 Masfjorden (-2019)
2013 2013,11.5,04 Kristelig Folkeparti,1266 Masfjorden (-2019)
2017 2017,5.8,04 Kristelig Folkeparti,1266 Masfjorden (-2019)
2013 2013,14.3,05 Senterpartiet,1266 Masfjorden (-2019)
2017 2017,23.7,05 Senterpartiet,1266 Masfjorden (-2019)
2013 2013,3.4,06 Sosialistisk Venstreparti,1266 Masfjorden (-2019)
2017 2017,2.4,06 Sosialistisk Venstreparti,1266 Masfjorden (-2019)
2013 2013,3.6,07 Venstre,1266 Masfjorden (-2019)
2017 2017,2.8,07 Venstre,1266 Masfjorden (-2019)
2013 2013,1.8,08 Miljøpartiet de Grønne,1266 Masfjorden (-2019)
2017 2017,1.7,08 Miljøpartiet de Grønne,1266 Masfjorden (-2019)
2013 2013,0.3,55 Rødt,1266 Masfjorden (-2019)
2017 2017,0.3,55 Rødt,1266 Masfjorden (-2019)
2013 2013,31.5,01 Arbeiderpartiet,1401 Flora (1964-2019)
2017 2017,30.6,01 Arbeiderpartiet,1401 Flora (1964-2019)
2013 2013,15.2,02 Fremskrittspartiet,1401 Flora (1964-2019)
2017 2017,11.8,02 Fremskrittspartiet,1401 Flora (1964-2019)
2013 2013,28.0,03 Høyre,1401 Flora (1964-2019)
2017 2017,26.3,03 Høyre,1401 Flora (1964-2019)
2013 2013,5.0,04 Kristelig Folkeparti,1401 Flora (1964-2019)
2017 2017,2.7,04 Kristelig Folkeparti,1401 Flora (1964-2019)
2013 2013,6.0,05 Senterpartiet,1401 Flora (1964-2019)
2017 2017,14.3,05 Senterpartiet,1401 Flora (1964-2019)
2013 2013,3.9,06 Sosialistisk Venstreparti,1401 Flora (1964-2019)
2017 2017,4.8,06 Sosialistisk Venstreparti,1401 Flora (1964-2019)
